priority,flag,tj,seq,author_jaccard,year_diff,preprint_pair,both_inclusive,a_decision,b_decision,a_work_id,b_work_id,a_year,b_year,a_venue,b_venue,a_doi,b_doi,a_arxiv,b_arxiv,a_cites,b_cites,a_title,b_title,a_canonical_paper_id,b_canonical_paper_id,suggested_action
3_both_inclusive_noncore,preprint_near_miss,0.833,0.995,0.833,3.0,True,True,adjacent_relevant,adjacent_relevant,work_5b8a9817f078c45d,work_bd2ccf370cd8d95a,2024.0,2021.0,eLife,bioRxiv,10.7554/elife.85419,10.1101/2021.05.16.444258,,,11,0,High-throughput mapping of single-neuron projection and molecular features by retrograde barcoded labeling,High-throughput mapping of single-neuron projection and molecular features by retrograde barcoded labelling,458233f9503e9ebb1ff5be2b2b14fca60d5ad95c,6d33aac17a19bc3f7f47182e16447581bba97dc9,merge_manual_link
3_both_inclusive_noncore,preprint_near_miss,0.833,0.968,0.833,1.0,True,True,adjacent_relevant,adjacent_relevant,work_3e60fe428a3b9056,work_66a647fb0882e511,2020.0,2021.0,bioRxiv,eLife,10.1101/2020.12.22.423995,10.7554/elife.66011,,,0,5,Sustained expression of unc-4/Hox and unc-37/Groucho in postmitotic neurons specifies the spatial organization of the cholinergic synapses in C. elegans,Sustained expression of unc-4 homeobox gene and unc-37/Groucho in postmitotic neurons specifies the spatial organization of the cholinergic synapses in C. elegans,f6e0aff27c6509d8c669aef86a7c187b0553efa0,db48dd819f9f2fa037869e9edbd891613cb94abe,merge_manual_link
3_both_inclusive_noncore,preprint_near_miss,0.8,0.945,1.0,1.0,True,True,adjacent_relevant,adjacent_relevant,work_40fc999a7afe7d1d,work_e94cc5e67a4cfa4e,2020.0,2019.0,Neuroinformatics,bioRxiv,10.1007/s12021-020-09471-x,10.1101/736520,,,4,1,Prediction of a Cell-Class-Specific Mouse Mesoconnectome Using Gene Expression Data,Prediction of a cell-type specific mouse mesoconnectome using gene expression data,bd8feb1f539b5cdaf17cb4cc9cc2723f75cfbd86,65fd6e6fd9ca4ad247c2e3f07fc55e3f47e7405c,merge_manual_link
3_both_inclusive_noncore,preprint_near_miss,0.8,0.928,0.875,1.0,True,True,adjacent_relevant,adjacent_relevant,work_40d5af324ef3fb9a,work_9942d849a5c5e13d,2022.0,2021.0,Life Science Alliance,bioRxiv,10.26508/lsa.202201420,10.1101/2021.11.29.470485,,,12,1,Neuropeptide signalling shapes feeding and reproductive behaviours in male Caenorhabditis elegans,Neuropeptide signalling shapes feeding and reproductive behaviours in male C. elegans,4eeb0a51ceec1c9df7ec679cbf0130feab72617c,c4d854296b24df0f8931544faf6d44ba459bb9e0,merge_manual_link
3_both_inclusive_noncore,preprint_near_miss,0.75,0.985,1.0,1.0,True,True,adjacent_relevant,adjacent_relevant,work_750e9d67fef153c8,work_8b7e42dd0db5e95b,2025.0,2026.0,nan,Nature,nan,10.1038/s41586-025-09784-4,2509.23431,,1,6,Surface Optimisation Governs the Local Design of Physical Networks,Surface optimization governs the local design of physical networks,810a90053fec526400bd04e44a00b688037f983b,08a3c6c8efcb5d67b86787c6deab21fa22debd3d,merge_manual_link
3_both_inclusive_noncore,preprint_near_miss,0.75,0.868,1.0,0.0,True,True,adjacent_relevant,adjacent_relevant,work_552d850b28024e81,work_fe1a48095ec7ebca,2020.0,2020.0,Nature Methods,bioRxiv,10.1038/s41592-020-00989-1,10.1101/2020.01.24.918656,,,28,4,"BAcTrace, a tool for retrograde tracing of neuronal circuits in Drosophila",BAcTrace a new tool for retrograde tracing of neuronal circuits,684edf582adb405309c9a644cde870cd058078b1,9f50d63db2dd55b2b44f6d5d42a553a2e2be458d,merge_manual_link
3_both_inclusive_noncore,preprint_near_miss,0.727,0.894,0.556,1.0,True,True,adjacent_relevant,role_bridge,work_0f04ae9a977036ef,work_eda8bfb049f64e3d,2024.0,2023.0,Nature Protocols,arXiv.org,10.1038/s41596-024-00957-5,nan,,2303.03876,18,3,"Modular segmentation, spatial analysis and visualization of volume electron microscopy datasets","Organelle-specific segmentation, spatial analysis, and visualization of volume electron microscopy datasets",fe90b3cbb030990d5fde334624ad7d2b2b4ddd9a,fd0d07236fed4b8aab30c51ed1f7f7617244f769,merge_manual_link
4_outside_or_mixed,preprint_near_miss,1.0,0.947,1.0,1.0,True,False,out_of_scope,out_of_scope,work_5b62afffb6dc9527,work_7bca0fc3690c4307,2021.0,2020.0,Network Neuroscience,bioRxiv,10.1162/netn_a_00187,10.1101/2020.09.15.298307,,,26,1,Predicting MEG resting-state functional connectivity from microstructural information,Predicting MEG resting-state functional connectivity using microstructural information,97a0251509136b0487b991759872b25598412e5e,1bed37ccabfb63aee17b210931ba27886fc75867,review_optional
4_outside_or_mixed,preprint_near_miss,1.0,0.881,1.0,1.0,True,False,core_relevant,out_of_scope,work_29a46ffc83e815f5,work_97d760eb683a3346,2024.0,2025.0,bioRxiv,eLife,10.1101/2024.08.27.609993,10.7554/elife.103977,,,2,0,NeuroSC: Exploring Neurodevelopment via Spatiotemporal Collation of Anatomical Networks,Exploring neurodevelopment via spatiotemporal collation of anatomical networks with NeuroSC,ce0288fd11c9ba2459f28a38170b63b513b96c20,f978bc4b83add71302f8131563ecc89b92d8dec5,review_optional
4_outside_or_mixed,preprint_near_miss,0.929,0.94,1.0,1.0,True,False,out_of_scope,out_of_scope,work_738c9dabdcec74c6,work_f4a8d1f2134cc6fc,2022.0,2023.0,bioRxiv,NeuroImage,10.1101/2022.06.01.494301,10.1016/j.neuroimage.2023.120006,,,1,28,"Effect of channel density, inverse solutions and connectivity measures on EEG resting-state networks: a simulation study","Effect of channel density, inverse solutions and connectivity measures on EEG resting-state networks reconstruction: A simulation study",e844b3d1f4745d30505f465c851f69adcf4acc72,bc6562a40027d06e4e75e9037f9e7ccda2f66bb4,review_optional
4_outside_or_mixed,preprint_near_miss,0.917,0.972,1.0,0.0,True,False,out_of_scope,out_of_scope,work_099a7f3c1eee07e6,work_3b9bbf1765187fe9,2021.0,2021.0,bioRxiv,Journal of Clinical and Translational Science,10.1371/journal.pcbi.1008710,10.1017/cts.2021.423,,,37,0,Basis profile curve identification to understand electrical stimulation effects in human brain networks,19233 Basis profile curve identification to understand electrical stimulation effects in human brain networks,f4d5136f8d1dba2a4ad6b69820576fe957f994f9,b6b4785ff6a30a6134bb2f39bb2ad49c1872f546,review_optional
4_outside_or_mixed,preprint_near_miss,0.9,0.997,1.0,1.0,True,False,out_of_scope,out_of_scope,work_2ed1b4217bd49c80,work_7b51f5706fb6b5eb,2025.0,2024.0,Journal of Alzheimer's Disease,bioRxiv,10.1177/13872877251378778,10.1101/2024.05.13.593982,,,4,0,Sex-dependent effect of amyloidosis on functional network ‘hub’ topology is associated with downregulated neuronal gene signatures in the APPswe/PSEN1dE9 double transgenic mouse,Sex-dependent effects of amyloidosis on functional network hub topology is associated with downregulated neuronal gene signatures in the APPswe/PSEN1dE9 double transgenic mouse,cf61356397063ecc9b15da674d98788ebda7e155,ce7ed47d3e444cba4502025446ab52f1ddfa6048,review_optional
4_outside_or_mixed,preprint_near_miss,0.9,0.972,1.0,1.0,True,False,out_of_scope,out_of_scope,work_02e871c04073db49,work_c94511882440c1fb,2022.0,2023.0,bioRxiv,IEEE International Symposium on Biomedical Imaging,10.1101/2022.12.20.521280,10.1109/isbi53787.2023.10230815,,,1,0,Analysis of structural network topology alterations in autism and its relationship with autism severity,Analysis of Structural Brain Network Topology Alterations in Autism and its Relationship with Autism Severity,5efdbb0ac66be00b3488fbc0b378b37f83f4b36d,276f32b18c51c7f8bc4d2fa9856f58aa284674d0,review_optional
4_outside_or_mixed,preprint_near_miss,0.9,0.945,1.0,1.0,True,False,out_of_scope,insufficient_abstract,work_97642d6405e6b9f7,work_9c39732e07985a6f,2020.0,2021.0,bioRxiv,Brain : a journal of neurology,10.1093/brain/awab118,10.1093/brain/awab234,,,170,4,The Developing Human Connectome Project: typical and disrupted perinatal functional connectivity,Erratum to: The Developing Human Connectome Project: typical and disrupted perinatal functional connectivity.,8a2491124b0121f6b9cf03a2befc97a1e35a1ebb,24d02d40dd27fca1c2a5bd4de7d492b416575acc,review_optional
4_outside_or_mixed,preprint_near_miss,0.9,0.943,1.0,2.0,True,False,out_of_scope,out_of_scope,work_9b19cf10afc82f84,work_c9f11c6df43f6119,2020.0,2022.0,bioRxiv,PLoS Comput. Biol.,10.1101/2020.09.08.287110,10.1371/journal.pcbi.1010224,,,28,0,Graph neural fields: A framework for spatiotemporal dynamical models on the human connectome,Correction: Graph neural fields: A framework for spatiotemporal dynamical models on the human connectome,4755def4ae0d53b364ea5f875e40df43468f7bb6,e49d22ad83deece277745c63c452e48e851ea38f,review_optional
4_outside_or_mixed,preprint_near_miss,0.9,0.904,0.875,0.0,True,False,out_of_scope,out_of_scope,work_44c3f972a4d4f45c,work_beea6d7ff3d97db0,2020.0,2020.0,NeuroImage,bioRxiv,10.1016/j.neuroimage.2020.117273,10.1101/2020.03.09.965079,,,13,0,Non-Negative Data-Driven Mapping of Structural Connections with Application to the Neonatal Brain,Non-Negative Data-Driven Mapping of Structural Connections in the Neonatal Brain,f5aeae4f7b566ff5b84ee851c3b969b054017dce,0f9326a2d89035f1aed3ccd58f3acbfb8933d7f3,review_optional
4_outside_or_mixed,preprint_near_miss,0.895,0.961,1.0,0.0,True,False,out_of_scope,adjacent_relevant,work_3d0ac282b0b4a220,work_502f3fcda5afe2ef,2023.0,2023.0,Brain Structure and Function,bioRxiv,10.1007/s00429-023-02659-2,10.1101/2023.02.23.529814,,,5,0,Exercise alters cortico-basal ganglia network metabolic connectivity: a mesoscopic level analysis informed by anatomic parcellation defined in the mouse brain connectome,Exercise alters cortico-basal ganglia network functional connectivity: A mesoscopic level analysis informed by anatomic parcellation defined in the mouse brain connectome,b85cc6e1b9b59c511a2a34b8a5c16441677a8585,44e0f548ce1941642bb568e6116e653203b0150c,review_optional
4_outside_or_mixed,preprint_near_miss,0.889,0.97,1.0,3.0,True,False,adjacent_relevant,out_of_scope,work_52b580bc3bd18b49,work_ace02ef06d00390d,2024.0,2021.0,eLife,bioRxiv,10.7554/elife.89532,10.1101/2021.11.03.467093,,,7,0,Combinatorial expression of γ-protocadherins regulates synaptic connectivity in the mouse neocortex,Combinatorial expression of gamma-protocadherins regulates synaptic connectivity in the mouse neocortex,a038218d0ad7779ad7c14181ffbfc097fa409a23,0827dfb529ba148e8dc56deaae70c658adcb4802,review_optional
4_outside_or_mixed,near_duplicate_title,0.889,0.935,1.0,0.0,False,False,adjacent_relevant,insufficient_abstract,work_7f98fa53f3d8805d,work_ad2245ba02976b6a,2004.0,2004.0,Neuron,nan,10.1016/s0896-6273(04)00498-2,nan,,,54,224,Synaptic connectivity and neuronal morphology: two sides of the same coin.,Viewpoint Synaptic Connectivity and Neuronal Morphology: Two Sides of the Same Coin,14d3ef79fd3a1adb5411b575aeca896a84b013a6,02072982afdd4c6bf28869e68a584372279de1ac,review_optional
4_outside_or_mixed,near_duplicate_title,0.889,0.933,1.0,0.0,False,False,uncertain,adjacent_relevant,work_24d17db375924e69,work_fd6353a8d1e9547e,2005.0,2005.0,PLoS Biology,PLoS Biology,10.1371/journal.pbio.0030350,10.1371/journal.pbio.0030068,,,13,1605,Correction: Highly Nonrandom Features of Synaptic Connectivity in Local Cortical Circuits,Highly Nonrandom Features of Synaptic Connectivity in Local Cortical Circuits,f2f840ce9927a823c6f97ac78c19c5c472e142d3,eb59aba6afc5e8eaaf2c16b2664e6024962d8107,review_optional
4_outside_or_mixed,near_duplicate_title,0.889,0.927,1.0,0.0,False,False,out_of_scope,out_of_scope,work_293578fb8aea829e,work_bfd6257501fca857,2015.0,2015.0,Frontiers in Human Neuroscience,Frontiers in Human Neuroscience,10.3389/fnhum.2015.00386,10.3389/fnhum.2015.00458,,,1489,131,GRETNA: a graph theoretical network analysis toolbox for imaging connectomics,Corrigendum: GRETNA: a graph theoretical network analysis toolbox for imaging connectomics,c03861d90fd46aa967d537704fc151b1495745b1,05e2b67d27f503d5bd811aa28adf799f4ac4c16f,review_optional
4_outside_or_mixed,preprint_near_miss,0.889,0.924,0.583,2.0,True,False,out_of_scope,out_of_scope,work_348b9c594edf6938,work_780f5506d30b365c,2021.0,2023.0,nan,Brain : a journal of neurology,10.21203/rs.3.rs-1181593/v1,10.1093/brain/awad013,,,4,68,Latent disconnectome prediction of long-term cognitive symptoms in stroke,Latent disconnectome prediction of long-term cognitive-behavioural symptoms in stroke,57c886c36aca691585d5e24142cda409e1272a07,d360738f3aa0817768968b53e5a06670b47d7b12,review_optional
4_outside_or_mixed,near_duplicate_title,0.889,0.916,1.0,0.0,False,False,out_of_scope,out_of_scope,work_2839d159b329c51e,work_65baa7c7ae74d1b6,2020.0,2020.0,UNSURE/GRAIL@MICCAI,"Uncertainty for Safe Utilization of Machine Learning in Medical Imaging, and Graphs in Biomedical Image Analysis",10.1007/978-3-030-60365-6_13,10.1007/978-3-030-60365-6_21,,,6,0,Graph Matching Based Connectomic Biomarker with Learning for Brain Disorders,Correction to: Graph Matching Based Connectomic Biomarker with Learning for Brain Disorders,d33bada18a585296f91b7577b12a971bc96433be,caacb47600f780ffb1481faa88dfedee028c528b,review_optional
4_outside_or_mixed,preprint_near_miss,0.875,0.952,1.0,1.0,True,False,out_of_scope,adjacent_relevant,work_0da2a144ea2516ee,work_f3534e571d79cff0,2015.0,2014.0,PLoS Comput. Biol.,nan,10.1371/journal.pcbi.1004458,nan,,1411.3956,84,0,Self-Organization of Microcircuits in Networks of Spiking Neurons with Plastic Synapses,Self-organization of microcircuits in networks of neurons with plastic synapses,6e97003d744dfba18e337348ed7c2ce974322567,d80afd47014093cc7d16439ea7bf4ba903dc7926,review_optional
4_outside_or_mixed,preprint_near_miss,0.875,0.91,0.833,0.0,True,False,out_of_scope,insufficient_abstract,work_49e33bc085bf8886,work_c7040986681b0037,2016.0,2016.0,Scientific Reports,nan,10.1038/srep30770,nan,1603.05261,,10,241,Optimally controlling the human connectome: the role of network topology,Supplement to : Optimally controlling the human connectome : the role of network topology,fc93f4cdc8c8dc2dfa2f53912744476147cfc2b3,c186d81efab84c7d7a08c37c173a267cd1f5ddc9,review_optional
4_outside_or_mixed,preprint_near_miss,0.867,0.95,1.0,1.0,True,False,out_of_scope,out_of_scope,work_2b283ee040ebe278,work_aaf052054b177d0b,2021.0,2020.0,Molecular Autism,arXiv.org,10.1186/s13229-021-00439-5,nan,,2005.08035,21,0,Single-participant structural similarity matrices lead to greater accuracy in classification of participants than function in autism in MRI,Single-participant structural connectivity matrices lead to greater accuracy in classification of participants than function in autism in MRI,57011ae94ac0f4119359917b791b029e49d58b2c,ff72c77a5ef57e729283ba72108043fe5068054d,review_optional
4_outside_or_mixed,preprint_near_miss,0.867,0.906,1.0,1.0,True,False,out_of_scope,out_of_scope,work_8ece1cf2610039aa,work_afc486283cb8cf06,2023.0,2024.0,arXiv.org,Applied Sciences,10.48550/arxiv.2311.13337,10.3390/app14052211,2311.13337,,1,1,Vast TVB parameter space exploration: A Modular Framework for Accelerating the Multi-Scale Simulation of Human Brain Dynamics,Vast Parameter Space Exploration of the Virtual Brain: A Modular Framework for Accelerating the Multi-Scale Simulation of Human Brain Dynamics,3c0fb31520d43d89db6dd1d5d0897053a2a651e2,3b8315b8b7381286dc6f632eed4c05ac86b784bf,review_optional
4_outside_or_mixed,preprint_near_miss,0.857,0.996,1.0,1.0,True,False,out_of_scope,out_of_scope,work_1d6b0a6f734b93f6,work_cfbc6af7a02ee4ce,2016.0,2017.0,nan,NMR in Biomedicine,nan,10.1002/nbm.3734,1604.07287,,25,15,Diffusion MRI microstructure models with in vivo human brain Connectom data: results from a multi-group comparison,Diffusion MRI microstructure models with in vivo human brain Connectome data: results from a multi-group comparison,905e9ebaac8b57cfb8bdf9d2012ead45448373c6,38a930aec77bc3cea1611abaeb2054c329dbcd97,review_optional
4_outside_or_mixed,preprint_near_miss,0.846,0.889,1.0,1.0,True,False,out_of_scope,out_of_scope,work_5db22567ef168d09,work_ed82e6ce22ab1063,2024.0,2023.0,bioRxiv,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,10.1101/2024.01.10.575131,10.1109/embc40787.2023.10340631,,,3,1,Neuromark PET: A multivariate method for Estimating and comparing whole brain functional networks and connectomes from fMRI and PET data,A Multivariate Method for Estimating and comparing whole brain functional connectomes from fMRI and PET data,68662221522238be66a12f1e8b12e5b06569f53a,af4bfa0596cdbd6d84a57f4e93af7caca112478d,review_optional
4_outside_or_mixed,preprint_near_miss,0.833,0.956,1.0,1.0,True,False,out_of_scope,adjacent_relevant,work_4b09479813dc6af9,work_ff61da020434579e,2022.0,2023.0,bioRxiv,Human Brain Mapping,10.1101/2022.03.14.483870,10.1002/hbm.26239,,,0,6,Integrated Diffusion Image Operator (iDIO): A tool for automated configuration and processing of diffusion MRI data,Integrated diffusion image operator (iDIO): A pipeline for automated configuration and processing of diffusion MRI data,079d5efcc74a44e79976d8a05191f4959f3060f6,93d3d330a890e7471e1bbc337f31c9b934ece3c5,review_optional
4_outside_or_mixed,preprint_near_miss,0.833,0.914,1.0,1.0,True,False,out_of_scope,out_of_scope,work_0159d70a05ed78c5,work_b822d82eebbd423f,2024.0,2023.0,Network Neuroscience,bioRxiv,10.1162/netn_a_00393,10.1101/2023.04.25.538320,,,2,2,Connectome embedding in multidimensional graph spaces,Connectome embedding in multidimensional graph-invariant spaces,ebbb825e632194283d6b826c1181e82a57313b39,486e9aabf6af516e8d14ec90e5481b340e4a068e,review_optional
4_outside_or_mixed,preprint_near_miss,0.824,0.95,1.0,1.0,True,False,out_of_scope,out_of_scope,work_1af33959fd66e1b7,work_e634de68175b01d8,2022.0,2023.0,bioRxiv,Medical Image Anal.,10.1101/2022.07.19.500642,10.1016/j.media.2023.102864,,,1,13,Cross Atlas Remapping via Optimal Transport (CAROT): Creating connectomes for any atlas when raw data is not available,Cross Atlas Remapping via Optimal Transport (CAROT): Creating connectomes for different atlases when raw data is not available,3f4f022f9539f217969c4ca98f50e30e327149d6,cea68dc22bbea44c66cadd0c2d1d2bce2dbc60bf,review_optional
4_outside_or_mixed,preprint_near_miss,0.818,0.911,1.0,1.0,True,False,out_of_scope,out_of_scope,work_7098342a49889a23,work_ff59c09784c51743,2026.0,2025.0,Medical Image Anal.,International Conference on Medical Image Computing and Computer-Assisted Intervention,10.1016/j.media.2026.104156,10.48550/arxiv.2508.11436,,2508.11436,0,2,HyperCOCO: Multi-sensory Hyper COgnitive COmputing for learning population level brain connectivity,Multi-Sensory Cognitive Computing for Learning Population-level Brain Connectivity,c3cd1596811f3ca1560fd4e1d7d3d716a7829bb7,ef16d2244ece0df29d1f60d4f1f37b325c6c1388,review_optional
4_outside_or_mixed,preprint_near_miss,0.818,0.911,1.0,1.0,True,False,out_of_scope,adjacent_relevant,work_285cb125e7317a02,work_c7fd3537b5a0bd58,2021.0,2020.0,Neuron,bioRxiv,10.1016/j.neuron.2021.08.024,10.1101/2020.09.07.286500,,,85,20,A dopamine gradient controls access to distributed working memory in the large-scale monkey cortex,A dopamine gradient controls access to distributed working memory in monkey cortex,e35bd0cf27899e35360d457c1eaf6f4620dd0434,778b3da42a068cb05ac2ebac15d1cf31739b9b0e,review_optional
4_outside_or_mixed,preprint_near_miss,0.8,0.995,1.0,1.0,True,False,out_of_scope,out_of_scope,work_641428621a155ba7,work_769d81a48cf8260b,2020.0,2019.0,PLoS Biology,nan,10.1371/journal.pbio.3000733,10.1101/798819,,,50,4,Rest-task modulation of fMRI-derived global signal topography is mediated by transient coactivation patterns,Rest-task Modulation of fMRI-derived Global Signal Topography is Mediated by Transient Co-activation Patterns,29dcabbeac34e15d2a2e48a3fab53d6a3006184c,6906ffda71cb3176ff303bba81292f95e7ecdb57,review_optional
4_outside_or_mixed,preprint_near_miss,0.8,0.918,1.0,1.0,True,False,insufficient_abstract,core_relevant,work_21172651321be0c9,work_990d7d6abfa17e5a,2020.0,2019.0,nan,bioRxiv,10.1007/978-1-0716-0691-9_12,10.1101/852863,,,24,18,Transforming FIB-SEM Systems for Large-Volume Connectomics and Cell Biology,Enabling FIB-SEM Systems for Large Volume Connectomics and Cell Biology,0e5b3bd5406d40ac95c6e6f2270cf298ddf460f8,49b4c9471682b79fa721b0e1f4f56ef08283c0b9,review_optional
4_outside_or_mixed,preprint_near_miss,0.8,0.9,1.0,0.0,True,False,out_of_scope,out_of_scope,work_b4bb2d10fc24d1ed,work_cb2dafb99bfb125a,2020.0,2020.0,bioRxiv,Scientific Reports,10.1101/2020.06.13.150060,10.1038/s41598-020-76935-0,,,1,20,Contextual experience modifies functional connectome indices of topological strength and organization,Contextual experience modifies functional connectome indices of topological strength and efficiency,47faba4af7d1c2c66626a7f01b6612f5efda5369,025818b9838681afa8f3c40318a42ebf1b719c29,review_optional
