paper_id,corpus_in_degree,corpus_out_degree,pagerank,pagerank_percentile,k_core,component,age_normalized_citation_signal,age_normalized_citation_percentile
0104a07e631be35a2a3a20a913ce3ff7a49c3e2f,3,18,0.0001547487080185313,0.7833820015927794,11,1,1.480874201988176,0.8112556410937085
0125ee366d4613fb71105624548ed0fb1d3eca6c,1,3,0.0001319127634543098,0.6846296787894877,4,1,0.34657359027997264,0.18157685160605255
0131469ddbbe87e3cf35c47d0b7efc2b8bf59c7e,4,0,0.005070051799522972,0.9949561985664985,3,1,1.4736007085662126,0.8083355455269445
01391cdf10296c6fb4545e0f6ed5443b3636cfe1,3,0,0.0009857728124286053,0.9694717281656491,3,1,1.1164316863631727,0.5529599150517653
0154964fe304dff79885b326a0b35757c8c19b11,0,1,0.00012678281609745183,0.002123705866737457,1,1,0.8702374742788856,0.38943456331298115
016288793f6e7e8bb11751663162d189564b0201,1,0,0.000134745008758882,0.7008229360233608,1,1,1.1905188578223098,0.6092381205203079
016f85bd9ce796344d1d364feebdc50d6f2886c7,0,1,0.00012678281609745183,0.002389169100079639,1,1,1.3200571608482243,0.7095832227236528
01749692c2a5a63a907f872125205c98dad4ac09,0,0,0.00012678281609745183,0.002654632333421821,0,1309,1.496982710833396,0.819219538093974
017607ecf1b9150fbe5a98162183c830b273c01a,0,0,0.00012678281609745183,0.002920095566764003,0,626,0.0,0.0005309264666843643
017f7cd4cbb6119621a33f9cae0c6c192f78ccfb,1,2,0.00016562522463034235,0.8115211043270507,3,1,1.255516542257304,0.6572869657552429
018609a2c00b802c0839a980bb05dce93421d95f,1,1,0.00018064726334446053,0.8332890894611097,2,1,0.49012907173427356,0.2139633660737988
018d74a19bf95002636252e2c2e4846d25508b8e,3,4,0.00014738810464749803,0.7610830899920361,7,1,1.6999726372341712,0.8985930448632864
018e25a060c4ee1b486804249f8d89db65cd2c43,2,16,0.00021088848106144654,0.8627555083620918,7,1,1.7570943426806402,0.9137244491637908
0190f6fc7adc07c584a5253aff5124e60b7a41b5,0,7,0.00012678281609745183,0.003185558800106185,6,1,0.7319428092936067,0.32306875497743565
01a1071e927e0ed54dde5adbbc03615ff9ac83f5,0,0,0.00012678281609745183,0.0034510220334483675,0,762,0.0,0.0007963897000265463
01a234e159fd3f637b762768d0eec56d3bfc2ec4,1,1,0.00016269244759545764,0.8014335014600478,1,1,1.0397207708399179,0.495619856649854
01a3a0727a03daa5dff1e5d393f8d0d1122e6d4e,0,0,0.00012678281609745183,0.0037164852667905496,0,986,1.3823562094093835,0.7486063180249536
01b94a9875076c421598c22ad9fa6fcc0fa3a385,1,0,0.00018544058603476362,0.8452349349615078,1,1,1.0803379056257443,0.5229625696840987
01c98a9be1250f820eb16170d5c8f5ff2b98f4b2,0,0,0.00012678281609745183,0.003981948500132732,0,1308,0.0,0.0010618529333687285
01d6269b35e9f3a58ea744fb26f125a1da5adc52,0,8,0.00012678281609745183,0.004247411733474914,2,1,1.1380444617808732,0.5667640031855588
01dce79aa04915b3054e48659e505b6e585ea8b2,0,7,0.00012678281609745183,0.004512874966817096,7,1,0.9729550745276566,0.44518184231483937
01e69a1ef2f63b07d389a6ccc74845ba05dc0746,0,1,0.00012678281609745183,0.004778338200159278,1,1,1.5770363692427114,0.8553225378285108
01f9aea41f62782a5ae4872142a8dc5dd7fdc218,0,0,0.00012678281609745183,0.00504380143350146,0,882,0.0,0.0013273161667109105
02072982afdd4c6bf28869e68a584372279de1ac,2,0,0.0002003319618915942,0.8574462436952482,2,1,1.1293350018399417,0.5609238120520308
02192dd2392b25fbabaf4b12d04ef54849c5314a,5,9,0.0002305662215279275,0.8717812582957261,10,1,2.04380147015846,0.9646933899654898
0252714eb84b91c73c2011baba23323615d68cc8,0,0,0.00012678281609745183,0.005309264666843642,0,295,0.40018871128431455,0.19458455003981948
025818b9838681afa8f3c40318a42ebf1b719c29,2,0,0.00020328174628067417,0.8587735598619591,2,1,1.1507213187389014,0.5800371648526679
028d0ec1ba0ce2c47901f483afad084f2a298c01,0,0,0.00012678281609745183,0.005574727900185824,0,637,1.385977314418039,0.7539155826917971
0294a005a1dad61dfb28b7ee561f7c568fe591f6,0,0,0.00012678281609745183,0.005840191133528006,0,909,0.49012907173427356,0.21422882930714096
029d8db7d331902d6a9cbbb9d9a5f7fa4a5515a3,1,0,0.00014832859499625532,0.7642686487921423,1,1,1.1799893289661398,0.5999469073533316
02a37cdfe54d0af066cd0a6e5b97f106a304ed1c,0,0,0.00012678281609745183,0.006105654366870188,0,651,0.5493061443340548,0.2479426599415981
02be999d5f5d26eb6e8b03f372033fe8c13823b7,0,1,0.00012678281609745183,0.00637111760021237,1,1,1.0986122886681098,0.5341120254844705
02bfaa50bb369a998f1646c29050cb14d533a5eb,0,0,0.00012678281609745183,0.006636580833554553,0,150,1.3437952564252238,0.7228563843907618
02da3b45ad086e29c0c1bdeae2ff266acefa642c,0,7,0.00012678281609745183,0.006902044066896735,7,1,0.0,0.0015927794000530925
02dc29f1fa8dde6b37213c7a4edd9d77fe212bca,0,3,0.00012678281609745183,0.007167507300238917,3,1,0.6931471805599453,0.2983806742766127
02e742e0ef0a4af5272420c6bddebc1344d2a08f,1,0,0.00023451171059146926,0.87470135386249,1,524,1.12347174837591,0.5550836209185028
02ebaeef8a307d6f71df7ab2e6ab82a7d17400fb,1,2,0.000134745008758882,0.701088399256703,3,1,1.2094491465602744,0.625431377754181
02fbb0e3b1487697ac3f47174834c02eab1740d7,0,0,0.00012678281609745183,0.007432970533581099,0,1030,1.505978730869283,0.823466949827449
03194299600e8fac366170464f748dac9d136e47,0,0,0.00012678281609745183,0.007698433766923281,0,1291,1.1055568650902978,0.5410140695513671
031f0dfa411e374bfb1ea57f8688969b0b4dfd79,0,0,0.00012678281609745183,0.007963897000265464,0,780,0.8165078573184106,0.3727103796124237
032a3b780c24b0b8ed88bf40bc2d0b65326a3022,0,0,0.00012678281609745183,0.008229360233607645,0,1297,1.3301123418135006,0.7162198035572074
0330cfbe3e16c4e89f7c3c85ecdb7c883069648c,6,4,0.0003739489652946114,0.9195646402973188,7,1,1.3379130757197204,0.7212636049907087
03370443cebc3501b3f5024635af8739052e60e2,0,0,0.00012678281609745183,0.008494823466949828,0,655,1.2467567199323195,0.6535704804884523
03372ba481359a7aea73743359d9eb9c50556a00,0,1,0.00012678281609745183,0.00876028670029201,1,1,1.0986122886681098,0.5343774887178125
0348db60d9678ad766c9fa3764a84f6d07ffa645,0,1,0.00012678281609745183,0.009025749933634192,1,1,0.49012907173427356,0.21449429254048313
03525ad9d60ed778987710d6ab480ccc44af9056,0,0,0.00012678281609745183,0.009291213166976373,0,147,1.2082564168505348,0.6249004512874967
03611fc185a38444740f35e7771f4bdddb03bc72,0,0,0.00012678281609745183,0.009556676400318556,0,1232,0.4626303056486465,0.21183966020706133
036fd4bd15746b0eace341dec195c0db021db4ad,9,10,0.0005368250048727332,0.9458455003981948,10,1,1.1799893289661398,0.6002123705866738
0379da7ee390b4538c51a832017b6a9acbf72534,1,3,0.0001357602239719533,0.7093177594903106,4,1,0.7768361992120931,0.33368728431112293
038e29c459d98174625c830d0408441787204e93,1,0,0.00016269244759545764,0.80169896469339,1,1,1.6609456589116125,0.8863817361295461
039222979a4d5c18a9c9ddf230622e0d42c2112a,0,1,0.00012678281609745183,0.009822139633660737,1,1,1.4264590245616393,0.7754181045925139
03a6e460ffeb8f29f0db6a935d914aa85373ff56,0,0,0.00012678281609745183,0.01008760286700292,0,955,0.8958797346140275,0.40031855588001064
03ae0f1f5fecafea502350039dd0fc67ff8f4f2c,1,0,0.0004902634783634855,0.9397398460313247,1,1,1.4327652842424694,0.7817892221927263
03b7b9aa9989222ddb8e44558f9d89ed89ce18cf,0,1,0.00012678281609745183,0.010353066100345103,1,1,1.0397207708399179,0.4958853198831962
03c346060b2cbf04947305f0a5a36eef6ca852ec,0,0,0.00012678281609745183,0.010618529333687284,0,913,1.0479400352726855,0.5035837536501194
03ee63e1396e2007cdf4c85637e3dfc115d97691,0,1,0.00012678281609745183,0.010883992567029467,1,1,0.7768361992120931,0.3339527475444651
0407ec45a2cc3682c7e6110d1d92f4e235c9d79f,0,0,0.00012678281609745183,0.011149455800371648,0,171,0.0,0.0018582426333952748
042970c60124ae545e272df49ee1f8bd9bf01593,0,0,0.00012678281609745183,0.011414919033713831,0,236,0.49012907173427356,0.21475975577382533
042a2efbae458d720431e1e92de8e6ae1e086496,3,2,0.00026118556590159776,0.8914255375630475,4,1,1.4451858789480823,0.7894876559596495
0469e73159d9102c31036c1eb6a9b22ae2ed7021,50,8,0.0027667114491109145,0.9885850809662862,11,1,1.8657113598520454,0.9418635518980621
0477cec42cba949525f5145a729ae2770903dfa4,1,1,0.00014924727630334932,0.7717016193257233,2,1,1.1056927750235266,0.5428723121847624
047d4f362189bd0ba19f09f062179590cdd15a81,0,1,0.00012678281609745183,0.011680382267056012,1,1,1.692341052238255,0.8946110963631537
047fa9f1a6df430481e7621e95daf9a8a920dc3a,2,0,0.00020988765627444578,0.8619591186620653,2,1,1.4510536555661568,0.7932041412264401
04a321365d48e135b9536bf64dffffd8bc7e3c5f,0,0,0.00012678281609745183,0.011945845500398195,0,613,1.838438681443752,0.9360233607645341
04a384c446b8392e320405848fd58f3e8a5aa55c,0,0,0.00012678281609745183,0.012211308733740376,0,1153,0.47886786095423634,0.21263604990708787
04bf1d96ccb70d065700678de21ca9bb5e156372,8,13,0.00045850135160722087,0.9352269710645076,11,1,1.374692766078073,0.7403769577913459
04c047322409caba942ed074f8cb104b7afe2d37,0,0,0.00012678281609745183,0.01247677196708256,0,19,0.870295361232397,0.3939474382797982
04ca806603ee7c00e7273ea0955312bc1b2fd958,1,20,0.0001357602239719533,0.7095832227236528,11,1,1.866095333711011,0.9423944783647464
04cdcf49702e54deae522a3afa4d47f1d742113b,0,0,0.00012678281609745183,0.01274223520042474,0,699,0.0,0.002123705866737457
04f1565642c1874c5b84579bf9b0308a6aaf3cd2,1,1,0.00023451171059146926,0.8749668170958322,1,1,0.21919238442934127,0.15821608707194054
0506a27b573c83cfea9223835c2190b455ce66b6,70,1,0.008400233227894884,0.9978762941332625,11,1,1.5296924625392434,0.8351473320945049
052931634527183f741abe7204419677400711ba,0,0,0.00012678281609745183,0.013007698433766923,0,894,1.1799893289661398,0.600477833820016
052e19f16b743fe2e39a4fb73dc4cd7a14b6dc87,0,0,0.00012678281609745183,0.013273161667109106,0,1131,1.3301123418135006,0.7164852667905495
0534ab2880a476103f3cd429365c2ae998dbf093,4,2,0.0002154751029956725,0.8651446774621715,5,1,1.142987098213019,0.5763206795858774
0576ebb73d3ccbe9ec9211a0123d225bd5794e25,0,0,0.00012678281609745183,0.013538624900451287,0,1159,0.0,0.002389169100079639
057807b2f9ce905c629c8d068781ee0cd4ad3efc,0,0,0.00012678281609745183,0.01380408813379347,0,971,0.7857919989479604,0.3456331298115211
057a7e840dfda9786bd0c7cfa40324f67603c457,0,2,0.00012678281609745183,0.014069551367135651,2,1,1.3151543065760476,0.7042739580568091
059df67ee506c4a9d865c67da2d80a07bf954071,0,0,0.00012678281609745183,0.014335014600477834,0,950,0.0,0.002654632333421821
05bfe10dacb7ea03d0ac471b564988b34ac49156,19,0,0.0018022883638831614,0.9830103530661003,4,1,1.2832002762011987,0.6840987523228033
05df3f3b35376226b5fa2fd6544189fb0fb06111,0,0,0.00012678281609745183,0.014600477833820015,0,654,1.7631802623080808,0.9174409344305814
05e0e0d6e7b0b660d6e488a7fe177f5d8976e472,0,0,0.00012678281609745183,0.014865941067162198,0,598,1.3823562094093835,0.7488717812582957
05e2b67d27f503d5bd811aa28adf799f4ac4c16f,0,0,0.00012678281609745183,0.01513140430050438,0,717,1.4095435022024316,0.7663923546588798
05ec9174badc89bcfe9d631c433913b1d7a626de,0,1,0.00012678281609745183,0.015396867533846562,1,1,1.6519423525337535,0.8839925670294664
05fdcd50f2cf162b43796c6eb16c5f8adaa362ca,3,1,0.00046011682425080823,0.935757897531192,2,1,0.8311101642149468,0.3780196442792673
060854773eaae15f71eddccb87be3aa359b072e0,0,1,0.00012678281609745183,0.015662330767188745,1,1,0.929954528486615,0.42367932041412265
0608f40565e35a7e6ea95aa6fa2929eb42b4f3cb,0,0,0.00012678281609745183,0.015927794000530928,0,1356,0.5493061443340548,0.24820812317494026
060f0de5fa7588c1de541c84da48669be89fcfb0,0,1,0.00012678281609745183,0.016193257233873107,1,1,1.3615518259545887,0.7363950092912132
061a875a9e8b751e5d229e5f8562ca0ce640762c,0,2,0.00012678281609745183,0.01645872046721529,2,1,0.8489284545103327,0.3827979824794266
061c1b682bb068b5b1f05666ff9480eccc8bb9ce,1,27,0.000140248927909204,0.7310857446243695,11,1,1.0344728118818787,0.49031059198301036
061e083e06672385baf4870f0d85ab73973fdc0a,0,1,0.00012678281609745183,0.016724183700557473,1,1,1.6111415533329583,0.8704539421290152
062041e98757440cfb4c6bebec7b01b921af9bae,0,3,0.00012678281609745183,0.016989646933899656,3,1,0.0,0.002920095566764003
0620d9b5c6267e43fca0b6442ad4abe7c0eab06d,0,0,0.00012678281609745183,0.017255110167241836,0,659,1.2047548599332265,0.6243695248208123
0628ea149625f2fcf6249e0f5f21e73e490cdf83,0,0,0.00012678281609745183,0.01752057340058402,0,481,1.2222812651033867,0.6344571276878153
0637a855b7b065f4586f1f931fc8ee664418c992,0,0,0.00012678281609745183,0.0177860366339262,0,1082,0.49012907173427356,0.2150252190071675
063b10ac28c28f5faa8144c5c01db459afa17dfc,4,1,0.00019640964474818917,0.8545261481284842,5,1,1.174334598596435,0.5967613485532254
068b69676358f746182e0b6ef137e216be77392d,0,0,0.00012678281609745183,0.018051499867268384,0,861,0.18525137630454644,0.15184496947172815
06920ef71102871a4539f72ca8d4ad235045d3aa,0,0,0.00012678281609745183,0.018316963100610567,0,624,1.6094379124341003,0.8680647730289355
06945c00c276bec5c34c7db605f570f3f6d6d284,3,0,0.00016863546492847944,0.8173612954605787,3,1,1.3691158879828778,0.7390496416246349
06af11f019e840b520a1c915f777536759aeb53b,2,2,0.00014794384894449098,0.762410406158747,4,1,1.0016921840651827,0.4727900185824263
06beef3240551114611641f620fa2250a8ffc17c,0,4,0.00012678281609745183,0.018582426333952747,4,1,0.9292094119878171,0.415449960180515
06c792481a6488558cd71b3eb3ef2a31c7ce915e,0,0,0.00012678281609745183,0.01884788956729493,0,522,1.59282426899396,0.8622245818954075
06e14d5d41334bfd3225929ef6b94dbee2e289ff,0,2,0.00012678281609745183,0.019113352800637112,2,1,1.151292546497023,0.5821608707194054
06e229166206b78af16786cf3e576036253cc9d3,0,1,0.00012678281609745183,0.019378816033979295,1,1,0.0,0.003185558800106185
06f84f79f04790bf755188b12792d809919c494a,1,5,0.00015371503972095617,0.7780727369259357,5,1,1.4208932923471052,0.7719670825590655
070642425efdbf2f5e792234512f0faadd3c9ab2,0,1,0.00012678281609745183,0.019644279267321475,1,1,0.43838476885868255,0.20361029997345367
07175b89cb615f5d409e69259b718eefc61c8f04,0,1,0.00012678281609745183,0.019909742500663657,1,1,1.7480754120549924,0.9116007432970533
0718afe9ef66c30aa0c05efede4e6a86ca92f4ed,5,0,0.0013093153055975327,0.9771701619325723,5,1,1.691835781316348,0.8943456331298115
07271afd9377e9d1e08224032925591bedc57124,0,0,0.00012678281609745183,0.02017520573400584,0,600,0.0,0.0034510220334483675
07380d0e41d43fa620617b199f5fd6fcf0838c1c,0,0,0.00012678281609745183,0.020440668967348023,0,914,0.0,0.0037164852667905496
073b5fa93b2af9868d76367aa995cd645e81d1ba,0,3,0.00012678281609745183,0.020706132200690206,3,1,0.0,0.003981948500132732
073bcd142d29ec4c8f67dff1ec40958f14e92632,2,1,0.0001532178960360446,0.7775418104592514,3,1,1.9652574067028121,0.9575258826652508
07730da4d6581223dd6837714848869edd62bdaf,0,0,0.00012678281609745183,0.020971595434032386,0,375,1.1196841070184405,0.5537563047517918
077b99ea5ac36843635d79d4c03dfcc2b7244391,0,19,0.00012678281609745183,0.02123705866737457,11,1,0.0,0.004247411733474914
0786861907ea502f66d461db53d80313b825d8bf,0,0,0.00012678281609745183,0.02150252190071675,0,733,0.9292094119878171,0.4157154234138572
078915a5cc6299bd208f725ad34a5cc764169114,0,1,0.00012678281609745183,0.021767985134058934,1,1,0.8006431278671703,0.3597026811786568
0791b15ad5791e70038cc713a3d70596d0de248e,0,18,0.00012678281609745183,0.022033448367401114,11,1,0.49012907173427356,0.21529068224050968
0796a6992072b01b459ded87d48d24641bf9f570,0,0,0.00012678281609745183,0.022298911600743297,0,1395,1.5368076198922094,0.8401911335280063
0799039abb82a506d1b38f4bf6588fb396da8eae,0,2,0.00012678281609745183,0.02256437483408548,2,1,0.18525137630454644,0.15211043270507035
079d5efcc74a44e79976d8a05191f4959f3060f6,0,5,0.00012678281609745183,0.022829838067427662,3,1,0.0,0.004512874966817096
079f20cc3eee89f34c8ea3ff3477a86ff157e28d,0,1,0.00012678281609745183,0.02309530130076984,1,1,1.480874201988176,0.8115211043270507
07a51a6e91eaf142bda21a82587e084d3fe306bc,0,1,0.00012678281609745183,0.023360764534112025,1,1,1.4703872152028206,0.8009025749933634
07e75f181b9837871ec4b1a48458a9260e17bf2f,5,0,0.0010335651672273305,0.9713299707990444,3,1,1.70004251707555,0.899389434563313
07ebc03e134c6eaf38662d664216652955992772,0,2,0.00012678281609745183,0.023626227767454207,2,1,1.692341052238255,0.8948765595964959
07eff400f5adc82ccec09e9537ce40e555420871,0,0,0.00012678281609745183,0.02389169100079639,0,240,1.3029512911668666,0.698168303689939
07f915dbc619b975e461328d67c277514fd4e4cd,6,0,0.003876432202382063,0.9920361029997345,6,1,1.183894961399042,0.6057870984868595
07fd002f2a83d44bbdd1efcb6ab17021065dfa43,0,1,0.00012678281609745183,0.024157154234138573,1,1,1.2110768672293035,0.6259623042208654
080133f2e38ab56990a42a5ea208bca2aecf6cd8,0,0,0.00012678281609745183,0.024422617467480753,0,164,1.2670515264138398,0.6687018847889568
080492a994c8a654c635ecf52671b9c308f2e489,1,4,0.00023451171059146926,0.8752322803291744,2,1,1.0729586082894003,0.5165914520838863
080bf3f17c67456a5cc85b1993bb2afbfc87cded,0,0,0.00012678281609745183,0.024688080700822936,0,217,0.9789366458313133,0.4494292540483143
081077a6a75a4aac6f2ae0729a0502f3c25408f9,0,0,0.00012678281609745183,0.02495354393416512,0,1066,1.0537355881639363,0.5049110698168303
0813cddfb367a4ef9ac6a1218c4f24d549986034,3,1,0.00024825511081076254,0.8869126625962305,4,1,0.6386222014545424,0.28723121847624106
081ca2e9be566c30cdb1d0129651f17224f5b84b,0,1,0.00012678281609745183,0.0252190071675073,1,1,0.0,0.004778338200159278
0827dfb529ba148e8dc56deaae70c658adcb4802,0,1,0.00012678281609745183,0.02548447040084948,1,1,0.0,0.00504380143350146
08386702aa0c186878ad8fcabede6986a57a55ea,0,0,0.00012678281609745183,0.025749933634191664,0,462,0.0,0.005309264666843642
08398a2793eda289eed3e5c6a8b5e24619609cf3,3,1,0.00018647158040383855,0.8468277143615609,3,1,1.3629966350877747,0.7374568622245818
083cbf92be9ca4e47dc845d03d2482b41db6d10f,0,3,0.00012678281609745183,0.026015396867533847,3,1,0.3099848428288717,0.17440934430581365
0840f31c652e20e51b32adeca3b3d2bc13be260a,0,0,0.00012678281609745183,0.02628086010087603,0,141,1.268568201195128,0.670560127422352
08569050e920824b4a809194d85f94a5d4261cdb,0,2,0.00012678281609745183,0.026546323334218212,2,1,1.6203705116095035,0.8741704273958056
08670ea49fb6159ac84a3198b65011d0353bfd14,0,0,0.00012678281609745183,0.02681178656756039,0,1021,0.0,0.005574727900185824
08887e414b4628c3087d22d888419fcfd9ce811c,0,0,0.00012678281609745183,0.027077249800902575,0,1329,0.491314351675703,0.2373241306079108
088d1b4ef2aad6496ef33aad185347dfe13ab497,2,0,0.0001541425353340277,0.7825856118927529,2,1,0.561735874187955,0.2553756304751792
0891f3ab7c26ea2ebc31a813fdadd0c378fd9677,0,1,0.00012678281609745183,0.027342713034244757,1,1,0.9292094119878171,0.41598088664719934
08a3c6c8efcb5d67b86787c6deab21fa22debd3d,0,3,0.00012678281609745183,0.02760817626758694,3,1,1.9459101490553132,0.9530130076984338
08ac7e61e93ce3f5880fd4eb9e577233b6d11fa8,11,9,0.0008571562309435529,0.9646933899654898,11,1,1.0049888630521857,0.475179187682506
08dddcf2711378907cb57342bad2cf0df40e01c9,0,0,0.00012678281609745183,0.02787363950092912,0,1337,1.2429210804794604,0.6482612158216087
0910cb7d82c4b4f0212b06ea14e1fe5637970289,50,21,0.0009029372986129937,0.9665516325988851,11,1,2.6323457473916214,0.9968144411998938
09294ce2fa8ea06e3e64e1187c3a50f041a8a673,0,0,0.00012678281609745183,0.028139102734271303,0,1352,1.588828983496225,0.8587735598619591
093732201c803a8cfdd6231bf8ef7905fade82db,0,0,0.00012678281609745183,0.028404565967613486,0,386,0.44850658873134774,0.20520307937350676
093847b6329a50faa22d26b1a7523450eb002e13,1,0,0.00015697676693536962,0.7921422882930714,1,1,1.8784470850052235,0.9439872577647995
093a3d3983454c8aafa9ed26ac6c0e7597434004,16,0,0.0010929836622964946,0.9731882134324396,10,1,1.75637077551224,0.9134589859304486
094a1d270840df48922de64690d5e1b40ae2b9e3,1,5,0.00013446283815653725,0.7000265463233342,5,1,0.49012907173427356,0.21555614547385188
099774797b3f64c1c6a49239633f4c2c7a11ed0f,2,0,0.00014294215027155444,0.7454207592248474,2,1,1.5488329382468329,0.8444385452614813
0999d72f70eb0933676b72d6a5329def866dd27e,0,0,0.00012678281609745183,0.02867002920095567,0,226,1.3612327388691525,0.7358640828245288
099b67cffa23b3456dab9bd1ebeab8a7066ae8c6,0,0,0.00012678281609745183,0.02893549243429785,0,990,1.1574371709164668,0.5922484735864083
09ace9acc59218deb277f1328da22e272d2ec65b,6,2,0.0005192949809738305,0.9437217945314574,8,1,1.2688874965901065,0.6721529068224051
09bbe61508cc9ca521575dca399d3ec2e1c2f1bf,0,1,0.00012678281609745183,0.02920095566764003,1,1,0.5493061443340548,0.24847358640828246
09d875ddc28192436de0567cdaaa75db856374ec,0,0,0.00012678281609745183,0.029466418900982214,0,1236,1.6367536385779635,0.8789487655959649
09ee6a64b5f105240c7b0fbc82294d6765eebd29,0,6,0.00012678281609745183,0.029731882134324396,3,1,0.46209812037329684,0.20971595434032386
09fb9729dc44f14a725a553850030a34f7f14073,0,1,0.00012678281609745183,0.02999734536766658,1,1,1.2926135461802777,0.6904698699230156
0a06576fdf70919a4fecbe7a4c0aa15f35d9c176,9,6,0.0008485664092073685,0.963631537032121,4,1,1.2766522711693522,0.6771967082559066
0a1bdf935a400632bc28430040cbcd57f397f63f,0,0,0.00012678281609745183,0.03026280860100876,0,800,0.8552680539412317,0.3867799309795593
0a428d240d97b9fe3d674104919a78336cb3afce,0,2,0.00012678281609745183,0.03052827183435094,2,1,1.12347174837591,0.5553490841518449
0a5223eb33e90df3c177e25e157303f97c99f6dc,0,2,0.00012678281609745183,0.030793735067693125,2,1,0.8702374742788856,0.38970002654632335
0a67b7954e3cf0e46d1bf271cc9b7cf90e8d0574,0,0,0.00012678281609745183,0.031059198301035307,0,402,0.9814796597221468,0.45925139368197504
0a67c9908c76cac242066aa50e084bcd17acd931,0,0,0.00012678281609745183,0.03132466153437749,0,1140,0.0,0.005840191133528006
0a805aac5428abf04a2eb9f993629e22fe22b583,0,0,0.00012678281609745183,0.03159012476771967,0,1058,0.44850658873134774,0.20546854260684896
0a88964a9b54d7af0776465e2bd1aff580db4566,0,0,0.00012678281609745183,0.031855588001061856,0,471,1.473943055027109,0.8086010087602867
0a8c70f5dda40e8586987c3a156879ae63b8070a,0,0,0.00012678281609745183,0.032121051234404036,0,880,0.49012907173427356,0.21582160870719405
0a92fc355f87d3fc84f7cb40d3f1d0c621fab2cc,4,0,0.003929470309720566,0.9923015662330767,4,1,1.1598729081060704,0.5927794000530926
0a935be15b1a4a2e74e981016d570961b0346e02,0,0,0.00012678281609745183,0.032386514467746215,0,728,1.354025100551105,0.7300238916910008
0aa526530b6af33477e29f98c09d1b213d9f6667,0,0,0.00012678281609745183,0.0326519777010884,0,107,0.7944144917481125,0.34961507831165384
0aa54352f61fedaab904dfcafb7cfcaf1229388a,0,0,0.00012678281609745183,0.03291744093443058,0,1406,0.7618302298301124,0.33156357844438544
0ac0c52cc2a651a99f0dff9219df2c8421a78dd6,0,0,0.00012678281609745183,0.03318290416777276,0,417,0.7510779889695836,0.32997079904433235
0ac9a415584a4d0441985106731903662d73c1d0,0,0,0.00012678281609745183,0.033448367401114946,0,1414,0.0,0.006105654366870188
0acd8dbd6f916ab7c7cc4e36e55f95743c102da2,0,1,0.00012678281609745183,0.033713830634457126,1,1,0.8958797346140275,0.4005840191133528
0ae7f83bb0717f7d1252ca9e722d6b2bfa23c90d,0,0,0.00012678281609745183,0.03397929386779931,0,277,1.162018941114427,0.5930448632864348
0aedd832e7b241304f1eea89e008b3e43d686255,0,0,0.00012678281609745183,0.03424475710114149,0,1219,0.44850658873134774,0.20573400584019114
0af2b1a9559af7dca4c518ed40bb3103b0a7f5cf,3,0,0.00016396732006386495,0.8096628616936554,3,1,1.8054589563221122,0.9259357578975312
0af779c1bcc4dd7e0a4bfd1dd6c0832c3f6f6b1b,0,2,0.00012678281609745183,0.03451022033448367,2,1,0.6342841005975639,0.2808601008760287
0afef50279bdaacd22971f17cd5c44863fb896c1,0,1,0.00012678281609745183,0.03477568356782586,1,1,0.9802581434685471,0.45208388638173613
0b2510e1912863e51dcc0167b93e256d043f32a4,0,1,0.00012678281609745183,0.03504114680116804,1,1,0.0,0.00637111760021237
