person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:r fetter,R. D. Fetter,18,0,0,18,18,0,0,6,integrated
person:w silversmith,W. Silversmith,18,0,0,18,18,0,0,3,integrated
person:j bae,J. Bae,18,0,0,18,18,0,0,2,integrated
person:a sterling,A. Sterling,18,0,0,18,17,1,0,2,integrated
person:bryan william jones,Bryan William Jones,17,0,5,12,13,4,0,0,integrated
person:narayan kasthuri,Narayan Kasthuri,17,0,5,12,11,5,1,0,integrated
person:s saalfeld,S. Saalfeld,17,1,4,12,16,1,0,5,integrated
person:yunming wu,Yunming Wu,17,1,0,16,13,4,0,3,integrated
person:n turner,N. Turner,17,1,0,16,17,0,0,1,integrated
person:d brittain,D. Brittain,17,0,0,17,17,0,0,4,integrated
person:akhilesh halageri,Akhilesh Halageri,17,0,0,17,17,0,0,3,integrated
person:oliver hobert,Oliver Hobert,16,0,10,6,5,11,0,1,integrated
person:harald hess,Harald F. Hess,16,0,6,10,15,1,0,3,integrated
person:d bock,D. Bock,16,1,4,11,12,3,1,3,integrated
person:s berg,S. Berg,16,1,4,11,16,0,0,2,integrated
person:jan funke,Jan Funke,16,2,3,11,16,0,0,3,integrated
person:s popovych,S. Popovych,16,0,0,16,16,0,0,3,integrated
person:d bumbarger,D. Bumbarger,16,0,0,16,15,1,0,2,integrated
person:m helmstaedter,M. Helmstaedter,15,2,9,4,10,5,0,3,integrated
person:i meinertzhagen,I. Meinertzhagen,15,3,7,7,10,4,1,3,integrated
person:m murthy,M. Murthy,15,0,5,10,14,1,0,2,integrated
person:arie matsliah,Arie Matsliah,15,1,1,13,14,1,0,1,integrated
person:zhiyuan lu,Zhiyuan Lu,15,1,0,16,15,0,0,5,integrated
person:r torres,R. Torres,15,1,0,14,15,0,0,2,integrated
person:m castro,M. C. Castro,15,0,0,15,15,0,0,3,integrated
person:n shavit,N. Shavit,14,0,9,5,12,2,0,1,integrated
person:d chklovskii,D. Chklovskii,14,1,8,5,9,5,0,4,integrated
person:john tuthill,John C. Tuthill,14,0,8,6,12,2,0,1,integrated
person:marta zlatic,Marta Zlatic,14,0,6,9,13,1,0,2,integrated
person:ashok litwin kumar,Ashok Litwin-Kumar,14,2,3,9,11,3,0,2,integrated
person:p rivlin,P. Rivlin,14,0,1,13,12,0,2,3,integrated
person:zhi hang lin,Zhi-Hang Lin,14,4,0,10,10,4,0,2,integrated
person:l elabbady,L. Elabbady,14,3,0,11,14,0,0,1,integrated
person:chuanyun xu,Chuanyun Xu,14,1,0,13,12,2,0,3,integrated
person:r marc,R. E. Marc,13,3,5,5,11,2,0,0,integrated
person:n da costa,N. D. da Costa,13,0,4,9,13,0,0,2,integrated
person:scott emmons,Scott W. Emmons,13,6,2,5,10,3,0,1,integrated
person:tengda zhao,Tengda Zhao,13,4,0,9,12,1,0,4,integrated
person:steven cook,Steven J. Cook,13,4,0,9,9,4,0,1,integrated
person:wenjie yin,Wenjie Yin,13,1,0,12,13,0,0,2,integrated
person:g mahalingam,G. Mahalingam,13,1,0,12,13,0,0,1,integrated
person:barak nehoran,Barak Nehoran,13,0,0,13,13,0,0,3,integrated
person:eric mitchell,Eric Mitchell,13,0,0,13,13,0,0,3,integrated
person:shang mu,Shang Mu,13,0,0,13,13,0,0,3,integrated
person:zhi ming jia,Zhi-Ming Jia,13,0,0,13,13,0,0,3,integrated
person:d kapner,D. Kapner,13,0,0,13,13,0,0,2,integrated
person:claire mckellar,Claire E. McKellar,13,0,0,13,11,2,0,2,integrated
person:j buchanan,J. Buchanan,13,0,0,13,13,0,0,1,integrated
person:marc takeno,Marc M. Takeno,13,0,0,13,13,0,0,1,integrated
person:gaspar jekely,Gáspár Jékely,12,0,11,1,10,2,0,0,integrated
person:w katz,W. M. Katz,12,1,1,10,12,0,0,3,integrated
person:gary huang,Gary B. Huang,12,3,0,9,11,0,1,2,integrated
person:e marin,E. Marin,12,2,0,10,11,1,0,1,integrated
person:jim truman,Jim Truman,12,0,0,12,11,1,0,2,integrated
person:a bodor,A. Bodor,12,0,0,12,12,0,0,1,integrated
person:kai li,Kai Li,12,0,0,12,12,0,0,1,integrated
person:s kinn,S. Kinn,12,0,0,12,12,0,0,1,integrated
person:w wong,W. Wong,12,0,0,12,12,0,0,1,integrated
person:g card,G. Card,11,0,3,8,9,2,0,0,integrated
person:mark ellisman,Mark Ellisman,11,0,1,10,11,0,0,0,integrated
person:kazunori shinomiya,Kazunori Shinomiya,11,2,0,9,10,1,0,1,integrated
person:dodam ih,Dodam Ih,11,0,0,11,11,0,0,2,integrated
person:d berger,D. Berger,11,0,0,11,10,0,1,2,integrated
person:s mondal,S. Mondal,11,0,0,11,11,0,0,1,integrated
person:wr schafer,WR Schafer,10,1,6,3,4,6,0,2,integrated
