person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:david miller,David M. Miller,5,0,3,2,2,3,0,0,graph_matched
person:tj sejnowski,TJ Sejnowski,4,0,3,1,2,2,0,1,graph_matched
person:r baines,R. Baines,4,1,3,0,1,3,0,0,graph_matched
person:meet zandawala,Meet Zandawala,4,0,3,1,3,1,0,0,graph_matched
person:eli shlizerman,Eli Shlizerman,4,0,3,1,2,2,0,0,graph_matched
person:franck polleux,Franck Polleux,4,0,3,1,1,3,0,0,graph_matched
person:herwig baier,Herwig Baier,4,0,3,1,1,3,0,0,graph_matched
person:joris de wit,Joris de Wit,4,0,3,1,0,4,0,0,graph_matched
person:s rayport,S. Rayport,4,0,3,1,0,4,0,0,graph_matched
person:t mrsic flogel,T. Mrsic-Flogel,4,0,3,1,0,4,0,0,graph_matched
person:bo du,Bo Du,3,0,3,0,3,0,0,0,graph_matched
person:d marshak,D. Marshak,3,0,3,0,3,0,0,0,graph_matched
person:gregory hager,Gregory Hager,3,0,3,0,3,0,0,0,graph_matched
person:md shamsuzzoha bayzid,Md. Shamsuzzoha Bayzid,3,0,3,0,3,0,0,0,graph_matched
person:n cohen,N. Cohen,3,0,3,0,3,0,0,0,graph_matched
person:satchidananda panda,Satchidananda Panda,3,0,3,0,3,0,0,0,graph_matched
person:t clandinin,T. R. Clandinin,3,0,3,0,3,0,0,0,graph_matched
person:james fitzgerald,James E. Fitzgerald,3,0,3,0,1,2,0,0,graph_matched
person:yu ying zhou,Yu-ying Zhou,3,0,3,0,1,1,1,0,graph_matched
person:m diesmann,M. Diesmann,3,0,3,0,0,1,2,0,graph_matched
