label,works,graph_matched,median_in_degree,median_out_degree,median_total_degree,median_out_in_ratio,median_k_core,citation_roles,citation_link_strength,weak_links,weak_unlinked,no_graph,ultra_core,community_id,community_label,core,adjacent,role_bridge
Makoto Someya / H. Kazama,3,2,0.0,5.0,5.0,5.0,5.0,{'only_out': 2},{'moderate': 2},0,0,1,0,17,Makoto Someya / H. Kazama,2,0,1
Masato Koike / T. Furuta,3,3,1.0,5.0,6.0,5.0,6.0,"{'only_out': 1, 'broker': 2}","{'moderate': 2, 'strong': 1}",0,0,0,0,10,Masato Koike / T. Furuta,1,2,0
N. Chuhma / Daniel Eskenazi,2,2,1.0,1.0,2.0,1.0,2.0,{'broker': 2},{'weak': 2},2,0,0,0,88,N. Chuhma / Daniel Eskenazi,0,2,0
Nalin Dhiman / Siddharth Panwar,2,0,,,,,,{},{},0,0,2,0,90,Nalin Dhiman / Siddharth Panwar,1,1,0
M. Piochowiak / Carsten Dachsbacher,2,0,,,,,,{},{},0,0,2,0,96,M. Piochowiak / Carsten Dachsbacher,1,0,1
Franco Pestilli / P. Rossini,2,1,0.0,7.0,7.0,7.0,5.0,{'only_out': 1},{'moderate': 1},0,0,1,0,37,Franco Pestilli / P. Rossini,0,2,0
Snehil Dey / A. Bhattacharjee,2,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,1,0,46,Snehil Dey / A. Bhattacharjee,1,1,0
E. Marder / Cori Bargmann,2,2,27.5,1.0,28.5,0.025,10.5,"{'broker': 1, 'only_in': 1}",{'strong': 2},0,0,0,0,67,E. Marder / Cori Bargmann,0,2,0
S. Flavell / A. Gordus,2,2,1.0,8.5,9.5,8.5,8.5,{'broker': 2},"{'moderate': 1, 'strong': 1}",0,0,0,0,44,S. Flavell / A. Gordus,1,1,0
D. Ville / M. Preti,2,1,6.0,4.0,10.0,0.667,4.0,{'broker': 1},{'strong': 1},0,0,1,0,42,D. Ville / M. Preti,1,1,0
C. Eroglu / W. C. Risher,2,2,1.0,0.0,1.0,0.0,1.0,{'only_in': 2},{'weak': 2},2,0,0,0,41,C. Eroglu / W. C. Risher,0,2,0
Arshad M. Khan / Christina E. D’Arcy,2,0,,,,,,{},{},0,0,2,0,40,Arshad M. Khan / Christina E. D’Arcy,0,1,1
O. Güntürkün / Roland Pusch,2,0,,,,,,{},{},0,0,2,0,39,O. Güntürkün / Roland Pusch,0,2,0
Habib Benali / El-kaioum M. Moutuou,2,2,0.5,14.5,15.0,14.5,10.0,"{'only_out': 1, 'broker': 1}",{'strong': 2},0,0,0,0,38,Habib Benali / El-kaioum M. Moutuou,1,1,0
Franck Polleux / Y. Hirabayashi,2,2,1.5,4.5,6.0,2.75,4.5,{'broker': 2},{'moderate': 2},0,0,0,0,36,Franck Polleux / Y. Hirabayashi,1,1,0
J. Karbowski / F. Rakowski,2,2,4.0,4.5,8.5,2.312,5.5,"{'only_out': 1, 'broker': 1}","{'moderate': 1, 'strong': 1}",0,0,0,0,149,J. Karbowski / F. Rakowski,1,1,0
D. Parker / R. Verma,2,0,,,,,,{},{},0,0,2,0,28,D. Parker / R. Verma,0,1,1
Alice Geminiani / A. Antonietti,2,1,1.0,4.0,5.0,4.0,2.0,{'broker': 1},{'moderate': 1},0,0,1,0,21,Alice Geminiani / A. Antonietti,0,1,1
Emmanouil D. Karagiannis / Jeong Seuk Kang,2,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,1,0,15,Emmanouil D. Karagiannis / Jeong Seuk Kang,0,1,1
Bowen Dempsey / Sheng Le,2,2,5.0,9.5,14.5,1.945,5.5,{'broker': 2},"{'moderate': 1, 'strong': 1}",0,0,0,0,24,Bowen Dempsey / Sheng Le,0,2,0
Macy Garrood / Allison Sowa,2,2,0.0,3.5,3.5,3.5,3.0,{'only_out': 2},{'moderate': 2},0,0,0,0,13,Macy Garrood / Allison Sowa,0,2,0
Enrico Corradini / Federica Parlapiano,2,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,1,0,35,Enrico Corradini / Federica Parlapiano,2,0,0
N. Brunel / Heather K Titley,2,2,0.5,4.0,4.5,4.0,4.5,"{'only_out': 1, 'only_in': 1}","{'moderate': 1, 'weak': 1}",1,0,0,0,26,N. Brunel / Heather K Titley,0,2,0
S. Bookheimer / M. Díaz-Santos,2,0,,,,,,{},{},0,0,2,0,29,S. Bookheimer / M. Díaz-Santos,0,0,2
Nimish Kumar / Rohan Gupta,2,1,0.0,7.0,7.0,7.0,2.0,{'only_out': 1},{'moderate': 1},0,0,1,0,30,Nimish Kumar / Rohan Gupta,0,2,0
Gábor S. Szilágyi / Zsolt Vassy,2,2,5.0,17.0,22.0,11.15,9.5,"{'only_out': 1, 'broker': 1}",{'strong': 2},0,0,0,0,31,Gábor S. Szilágyi / Zsolt Vassy,2,0,0
Elizabeth M. DiLoreto / Christopher Chute,2,2,1.0,5.5,6.5,5.0,4.5,"{'broker': 1, 'only_out': 1}",{'moderate': 2},0,0,0,0,32,Elizabeth M. DiLoreto / Christopher Chute,0,2,0
K. Shen / David S. Grayson,2,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,1,0,33,K. Shen / David S. Grayson,0,2,0
Po-Yuan Wang / Ruby V. Jacobs,2,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,1,0,34,Po-Yuan Wang / Ruby V. Jacobs,1,0,1
L. Pastor / S. Galindo,2,1,1.0,7.0,8.0,7.0,4.0,{'broker': 1},{'moderate': 1},0,0,1,0,22,L. Pastor / S. Galindo,0,1,1
R. Borisyuk / S. Soffe,1,1,2.0,0.0,2.0,0.0,2.0,{'only_in': 1},{'weak': 1},1,0,0,0,182,R. Borisyuk / S. Soffe,0,1,0
B. M. Aleogho / Kentaro Noma,1,0,,,,,,{},{},0,0,1,0,181,B. M. Aleogho / Kentaro Noma,0,0,1
J. Ricker / S. Frey,1,0,,,,,,{},{},0,0,1,0,180,J. Ricker / S. Frey,0,0,1
E. Dow / A. Hudspeth,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,176,E. Dow / A. Hudspeth,1,0,0
Jonas Pichat / M. Modat,1,0,,,,,,{},{},0,0,1,0,179,Jonas Pichat / M. Modat,0,0,1
L. Vasung / P. Grant,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,178,L. Vasung / P. Grant,0,1,0
Diya Prasanth / Matthew Tivnan,1,1,0.0,5.0,5.0,5.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,177,Diya Prasanth / Matthew Tivnan,0,1,0
Bhanu Priya Somashekar / U. Bhalla,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,184,Bhanu Priya Somashekar / U. Bhalla,0,1,0
Leonid L. Moroz / D. Y. Romanova,1,1,0.0,12.0,12.0,12.0,10.0,{'only_out': 1},{'strong': 1},0,0,0,0,183,Leonid L. Moroz / D. Y. Romanova,0,1,0
O. Paredes / J. A. Morales,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,175,O. Paredes / J. A. Morales,0,1,0
V. George / G. Silva,1,1,0.0,14.0,14.0,14.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,185,V. George / G. Silva,0,1,0
Eichi Takaya / Satoshi Kurihara,1,0,,,,,,{},{},0,0,1,0,186,Eichi Takaya / Satoshi Kurihara,0,0,1
Haoyi Liang / D. Weller,1,0,,,,,,{},{},0,0,1,0,187,Haoyi Liang / D. Weller,0,0,1
Patrick B. Chen / J. Flint,1,1,0.0,5.0,5.0,5.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,188,Patrick B. Chen / J. Flint,0,0,1
Anand Pathak / S. Sinha,1,0,,,,,,{},{},0,0,1,0,190,Anand Pathak / S. Sinha,0,1,0
A. L. Eberle / D. Zeidler,1,1,13.0,16.0,29.0,1.231,11.0,{'broker': 1},{'strong': 1},0,0,0,0,191,A. L. Eberle / D. Zeidler,0,1,0
David J. Smith / T. Starborg,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,192,David J. Smith / T. Starborg,0,1,0
Cody Baker / R. Rosenbaum,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,193,Cody Baker / R. Rosenbaum,0,1,0
Omar A. Hafez / Jan Pielage,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,194,Omar A. Hafez / Jan Pielage,0,1,0
E. Mandonnet / L. Petit,1,0,,,,,,{},{},0,0,1,0,195,E. Mandonnet / L. Petit,0,1,0
M. McDonnell / L. M. Ward,1,1,1.0,3.0,4.0,3.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,189,M. McDonnell / L. M. Ward,0,1,0
S. Wernicke / Florian Rasche,1,0,,,,,,{},{},0,0,1,0,153,S. Wernicke / Florian Rasche,0,0,1
Colin J. Brown / G. Hamarneh,1,0,,,,,,{},{},0,0,1,0,174,Colin J. Brown / G. Hamarneh,0,0,1
Hua Bai / Lina Ni,1,0,,,,,,{},{},0,0,1,0,161,Hua Bai / Lina Ni,0,0,1
Sebastian J. Kopetzky / Markus Butz-Ostendorf,1,0,,,,,,{},{},0,0,1,0,151,Sebastian J. Kopetzky / Markus Butz-Ostendorf,0,1,0
Jørgen Sugar / Natalie L. M. Cappaert,1,0,,,,,,{},{},0,0,1,0,152,Jørgen Sugar / Natalie L. M. Cappaert,0,1,0
Francesco Bardozzo / R. Tagliaferri,1,1,0.0,8.0,8.0,8.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,197,Francesco Bardozzo / R. Tagliaferri,0,1,0
M. Shakiba / Nima Dehghani,1,1,0.0,10.0,10.0,10.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,154,M. Shakiba / Nima Dehghani,1,0,0
Joël Lefebvre / F. Lesage,1,0,,,,,,{},{},0,0,1,0,155,Joël Lefebvre / F. Lesage,0,0,1
E. Bueichekú / Jorge Sepulcre,1,0,,,,,,{},{},0,0,1,0,156,E. Bueichekú / Jorge Sepulcre,0,1,0
Pablo Villegas / M. A. Muñoz,1,0,,,,,,{},{},0,0,1,0,157,Pablo Villegas / M. A. Muñoz,0,1,0
Haruo Mizutani / Toshihisa Takagi,1,0,,,,,,{},{},0,0,1,0,158,Haruo Mizutani / Toshihisa Takagi,0,1,0
Enrico Lanza / V. Folli,1,1,3.0,0.0,3.0,0.0,3.0,{'only_in': 1},{'moderate': 1},0,0,0,0,159,Enrico Lanza / V. Folli,1,0,0
Alina P. Sergeeva / B. Honig,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,160,Alina P. Sergeeva / B. Honig,0,1,0
C. Magliaro / A. Ahluwalia,1,0,,,,,,{},{},0,0,1,0,162,C. Magliaro / A. Ahluwalia,0,1,0
E. A. P. Wright / A. Goltsev,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,173,E. A. P. Wright / A. Goltsev,1,0,0
Liangyu Tao / Vikas Bhandawat,1,1,1.0,4.0,5.0,4.0,5.0,{'broker': 1},{'moderate': 1},0,0,0,0,163,Liangyu Tao / Vikas Bhandawat,1,0,0
M. Marx / D. Feldmeyer,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,164,M. Marx / D. Feldmeyer,0,1,0
Michael G. Zhou / Jennifer O. Hasler,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,165,Michael G. Zhou / Jennifer O. Hasler,1,0,0
Eline Pecho-Vrieseling / S. Arber,1,1,2.0,0.0,2.0,0.0,2.0,{'only_in': 1},{'weak': 1},1,0,0,0,166,Eline Pecho-Vrieseling / S. Arber,0,1,0
S. Sigoillot / F. Selimi,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,167,S. Sigoillot / F. Selimi,0,1,0
Leone Costi / Dario Izzo,1,1,3.0,5.0,8.0,1.667,5.0,{'broker': 1},{'moderate': 1},0,0,0,0,168,Leone Costi / Dario Izzo,1,0,0
V. Tiruvadi / H. Mayberg,1,0,,,,,,{},{},0,0,1,0,169,V. Tiruvadi / H. Mayberg,0,0,1
A. Knoblauch / F. Sommer,1,1,1.0,3.0,4.0,3.0,1.0,{'broker': 1},{'moderate': 1},0,0,0,0,170,A. Knoblauch / F. Sommer,0,1,0
M. Sacha / A. Destexhe,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,171,M. Sacha / A. Destexhe,0,1,0
M. Pedersen / Amir H. Omidvarnia,1,0,,,,,,{},{},0,0,1,0,172,M. Pedersen / Amir H. Omidvarnia,0,0,1
N. Kraynyukova / T. Tchumatchenko,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,196,N. Kraynyukova / T. Tchumatchenko,0,1,0
J. J. Zhu,1,0,,,,,,{},{},0,0,1,0,220,J. J. Zhu,0,1,0
Pablo J. Lituma / Sayan Nandi,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,198,Pablo J. Lituma / Sayan Nandi,0,1,0
W. Nowinski,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,224,W. Nowinski,0,1,0
R. Laughlin,1,0,,,,,,{},{},0,0,1,0,226,R. Laughlin,0,1,0
Melina E. Hale,1,0,,,,,,{},{},0,0,1,0,227,Melina E. Hale,0,1,0
S. Therianos,1,1,0.0,11.0,11.0,11.0,8.0,{'only_out': 1},{'strong': 1},0,0,0,0,228,S. Therianos,1,0,0
Katrin Vogt,1,1,1.0,3.0,4.0,3.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,229,Katrin Vogt,0,1,0
A. Gomez-Marin,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,230,A. Gomez-Marin,0,0,1
B. Pailthorpe,1,0,,,,,,{},{},0,0,1,0,231,B. Pailthorpe,0,1,0
Kaitlyn Casimo,1,0,,,,,,{},{},0,0,1,0,232,Kaitlyn Casimo,0,0,1
V. Brezina,1,0,,,,,,{},{},0,0,1,0,233,V. Brezina,0,1,0
K. Stephan,1,0,,,,,,{},{},0,0,1,0,234,K. Stephan,0,0,1
R. Wurtman,1,0,,,,,,{},{},0,0,1,0,235,R. Wurtman,0,1,0
Leslie C. Griffith,1,0,,,,,,{},{},0,0,1,0,236,Leslie C. Griffith,0,1,0
Dawn M. Blitz,1,1,0.0,4.0,4.0,4.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,237,Dawn M. Blitz,0,1,0
J. Kershner,1,0,,,,,,{},{},0,0,1,0,238,J. Kershner,0,0,1
Liza Gross,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,239,Liza Gross,0,1,0
G. Panagopoulos,1,0,,,,,,{},{},0,0,1,0,240,G. Panagopoulos,0,1,0
S. Shipp,1,0,,,,,,{},{},0,0,1,0,241,S. Shipp,0,1,0
Bettina Schnell,1,1,0.0,7.0,7.0,7.0,7.0,{'only_out': 1},{'moderate': 1},0,0,0,0,242,Bettina Schnell,0,1,0
Venkatakrishnan Ramaswamy,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,243,Venkatakrishnan Ramaswamy,0,1,0
O. Dolgikh,1,0,,,,,,{},{},0,0,1,0,244,O. Dolgikh,0,1,0
Ronald L. Davis,1,1,1.0,3.0,4.0,3.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,245,Ronald L. Davis,0,1,0
E. White,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,246,E. White,0,1,0
Benjamin Li,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,225,Benjamin Li,1,0,0
Sebastien Kawada,1,1,0.0,5.0,5.0,5.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,223,Sebastien Kawada,1,0,0
H. Isaac Chen / Douglas H. Smith,1,1,0.0,8.0,8.0,8.0,5.0,{'only_out': 1},{'moderate': 1},0,0,0,0,199,H. Isaac Chen / Douglas H. Smith,0,1,0
Frank Werblin,1,0,,,,,,{},{},0,0,1,0,222,Frank Werblin,0,0,1
G. Bischof / on behalf of the Minc faculty,1,0,,,,,,{},{},0,0,1,0,200,G. Bischof / on behalf of the Minc faculty,0,0,1
G. Drion / R. Sepulchre,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,201,G. Drion / R. Sepulchre,0,1,0
Hania J. Pavlou / S. Goodwin,1,0,,,,,,{},{},0,0,1,0,202,Hania J. Pavlou / S. Goodwin,0,1,0
V. Zerbi / N. Wenderoth,1,0,,,,,,{},{},0,0,1,0,203,V. Zerbi / N. Wenderoth,0,0,1
C. Casadio / F. Benuzzi,1,0,,,,,,{},{},0,0,1,0,204,C. Casadio / F. Benuzzi,0,0,1
Özgün Çiçek / O. Ronneberger,1,0,,,,,,{},{},0,0,1,0,205,Özgün Çiçek / O. Ronneberger,0,0,1
Sveva Dallere / A. Vercelli,1,0,,,,,,{},{},0,0,1,0,206,Sveva Dallere / A. Vercelli,0,0,1
Arent J. Kievits / J. Hoogenboom,1,0,,,,,,{},{},0,0,1,0,207,Arent J. Kievits / J. Hoogenboom,0,0,1
V. Calbiague-Garcia / O. Marre,1,0,,,,,,{},{},0,0,1,0,208,V. Calbiague-Garcia / O. Marre,0,1,0
A. De Benedictis / C. Marras,1,0,,,,,,{},{},0,0,1,0,209,A. De Benedictis / C. Marras,0,1,0
Vikram Nathan / M. Chakravarty,1,0,,,,,,{},{},0,0,1,0,210,Vikram Nathan / M. Chakravarty,0,1,0
K. Seymour / Lichtman Jeff,1,1,9.0,1.0,10.0,0.111,9.0,{'broker': 1},{'strong': 1},0,0,0,0,211,K. Seymour / Lichtman Jeff,1,0,0
V. Ivanov,1,0,,,,,,{},{},0,0,1,0,212,V. Ivanov,0,0,1
T. Toyoizumi,1,1,0.0,3.0,3.0,3.0,2.0,{'only_out': 1},{'moderate': 1},0,0,0,0,213,T. Toyoizumi,0,1,0
Mu Qiao,1,1,0.0,17.0,17.0,17.0,7.0,{'only_out': 1},{'strong': 1},0,0,0,0,214,Mu Qiao,1,0,0
R. Hoy,1,0,,,,,,{},{},0,0,1,0,215,R. Hoy,0,0,1
Xundong Wu,1,1,3.0,4.0,7.0,1.333,6.0,{'broker': 1},{'moderate': 1},0,0,0,0,216,Xundong Wu,1,0,0
Terri L. Gilbert,1,0,,,,,,{},{},0,0,1,0,217,Terri L. Gilbert,0,0,1
M. Vopson,1,0,,,,,,{},{},0,0,1,0,218,M. Vopson,0,1,0
Georgia Rapti,1,1,1.0,4.0,5.0,4.0,5.0,{'broker': 1},{'moderate': 1},0,0,0,0,219,Georgia Rapti,0,1,0
Soroush Vahidi,1,0,,,,,,{},{},0,0,1,0,221,Soroush Vahidi,1,0,0
Rachael Stentiford / Paul Graham,1,1,1.0,1.0,2.0,1.0,2.0,{'broker': 1},{'weak': 1},1,0,0,0,150,Rachael Stentiford / Paul Graham,1,0,0
Florian Unger / Jonathan Krebs,1,1,0.0,3.0,3.0,3.0,3.0,{'only_out': 1},{'moderate': 1},0,0,0,0,124,Florian Unger / Jonathan Krebs,1,0,0
Emanuele Plebani / M. M. Dundar,1,1,2.0,1.0,3.0,0.5,3.0,{'broker': 1},{'moderate': 1},0,0,0,0,148,Emanuele Plebani / M. M. Dundar,1,0,0
J. Arle / Kristen W. Carlson,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,71,J. Arle / Kristen W. Carlson,0,1,0
J. Reichardt / S. Bornholdt,1,0,,,,,,{},{},0,0,1,0,73,J. Reichardt / S. Bornholdt,0,0,1
H. Dodt / K. Becker,1,0,,,,,,{},{},0,0,1,0,74,H. Dodt / K. Becker,0,0,1
F. V. Bussel / Marc Timme,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,75,F. V. Bussel / Marc Timme,0,1,0
N. Pospelov / A. Gorsky,1,1,1.0,4.0,5.0,4.0,4.0,{'broker': 1},{'moderate': 1},0,0,0,0,76,N. Pospelov / A. Gorsky,0,1,0
A. Stabile / G. Di Sante,1,0,,,,,,{},{},0,0,1,0,77,A. Stabile / G. Di Sante,0,0,1
M. Domenico / A. Arenas,1,0,,,,,,{},{},0,0,1,0,78,M. Domenico / A. Arenas,0,0,1
Linnaea E. Ostroff / Joseph E LeDoux,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,79,Linnaea E. Ostroff / Joseph E LeDoux,0,1,0
Arturo Tozzi / L. Mariniello,1,1,0.0,7.0,7.0,7.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,80,Arturo Tozzi / L. Mariniello,0,1,0
Alexis B'enichou / Christian L. Vestergaard,1,1,0.0,4.0,4.0,4.0,4.0,{'only_out': 1},{'moderate': 1},0,0,0,0,81,Alexis B'enichou / Christian L. Vestergaard,1,0,0
E. Middlebrooks / S. Keller,1,0,,,,,,{},{},0,0,1,0,82,E. Middlebrooks / S. Keller,0,0,1
Neele Wolterhoff / P. Hiesinger,1,1,0.0,10.0,10.0,10.0,8.0,{'only_out': 1},{'strong': 1},0,0,0,0,83,Neele Wolterhoff / P. Hiesinger,0,1,0
A. Stivala / A. Lomi,1,0,,,,,,{},{},0,0,1,0,84,A. Stivala / A. Lomi,0,0,1
D. Guidolin / L. Agnati,1,0,,,,,,{},{},0,0,1,0,85,D. Guidolin / L. Agnati,0,1,0
Akash Pal / L. Tian,1,1,1.0,0.0,1.0,0.0,1.0,{'only_in': 1},{'weak': 1},1,0,0,0,86,Akash Pal / L. Tian,0,1,0
Leandro González-Montesino / Rubén Armañanzas,1,0,,,,,,{},{},0,0,1,0,87,Leandro González-Montesino / Rubén Armañanzas,1,0,0
