person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:brock andrew wester,Brock Andrew Wester,22,0,6,16,15,1,6,0,graph_matched
person:g rubin,G. Rubin,22,0,5,17,19,3,0,5,graph_matched
person:chuanyun xu,Chuanyun Xu,22,5,0,17,16,6,0,3,graph_matched
person:t macrina,T. Macrina,22,1,0,21,22,0,0,3,graph_matched
person:oliver hobert,Oliver Hobert,21,0,15,6,5,16,0,1,graph_matched
person:aljoscha nern,Aljoscha Nern,21,1,0,20,15,6,0,3,graph_matched
person:n kemnitz,N. Kemnitz,21,0,0,21,21,0,0,3,graph_matched
person:harald hess,Harald F. Hess,20,0,8,12,18,2,0,3,graph_matched
person:xiaoyin chen,Xiaoyin Chen,20,1,3,16,16,4,0,0,graph_matched
person:jordan matelsky,Jordan K. Matelsky,20,7,0,13,14,1,5,0,graph_matched
person:yunming wu,Yunming Wu,20,1,0,19,16,4,0,3,graph_matched
person:c jordan,C. Jordan,20,0,0,20,20,0,0,3,graph_matched
person:william gray roncal,William R. Gray-Roncal,19,3,10,6,12,2,5,0,graph_matched
person:james anderson,James R. Anderson,19,3,1,15,15,4,0,0,graph_matched
person:shin ya takemura,Shin-ya Takemura,19,4,0,22,17,2,0,5,graph_matched
person:fu ning li,Fu-Ning Li,19,2,0,17,18,0,1,6,graph_matched
person:j bae,J. Bae,19,0,0,19,19,0,0,2,graph_matched
person:a sterling,A. Sterling,19,0,0,19,18,1,0,2,graph_matched
person:d chklovskii,D. Chklovskii,18,1,12,5,9,9,0,4,graph_matched
person:bryan william jones,Bryan William Jones,18,1,5,12,14,4,0,0,graph_matched
person:narayan kasthuri,Narayan Kasthuri,18,0,5,13,12,5,1,0,graph_matched
person:jan funke,Jan Funke,18,2,4,12,17,1,0,3,graph_matched
person:s saalfeld,S. Saalfeld,18,1,4,13,16,2,0,5,graph_matched
person:zhiyuan lu,Zhiyuan Lu,18,2,0,18,18,0,0,5,graph_matched
person:r fetter,R. D. Fetter,18,0,0,18,18,0,0,6,graph_matched
person:d brittain,D. Brittain,18,0,0,18,18,0,0,4,graph_matched
person:akhilesh halageri,Akhilesh Halageri,18,0,0,18,18,0,0,3,graph_matched
person:w silversmith,W. Silversmith,18,0,0,18,18,0,0,3,graph_matched
person:d bumbarger,D. Bumbarger,18,0,0,18,17,1,0,2,graph_matched
person:m helmstaedter,M. Helmstaedter,17,3,10,4,11,6,0,3,graph_matched
person:marta zlatic,Marta Zlatic,17,0,9,9,15,2,0,2,graph_matched
person:i meinertzhagen,I. Meinertzhagen,17,3,8,8,11,5,1,3,graph_matched
person:s berg,S. Berg,17,1,4,12,17,0,0,2,graph_matched
person:arie matsliah,Arie Matsliah,17,1,2,14,16,1,0,1,graph_matched
person:mark ellisman,Mark Ellisman,17,0,1,16,15,2,0,0,graph_matched
person:n turner,N. Turner,17,1,0,16,17,0,0,1,graph_matched
person:s popovych,S. Popovych,17,0,0,17,17,0,0,3,graph_matched
person:hongqing han,Hongqing Han,16,0,13,3,11,4,1,0,graph_matched
person:n shavit,N. Shavit,16,1,10,5,13,3,0,1,graph_matched
person:junkyung kim,Junkyung Kim,16,4,8,5,3,13,0,1,graph_matched
person:m murthy,M. Murthy,16,0,5,11,15,1,0,2,graph_matched
person:w lee,W. Lee,16,1,4,11,13,3,0,3,graph_matched
person:d bock,D. Bock,16,1,4,11,12,3,1,3,graph_matched
person:zhi hang lin,Zhi-Hang Lin,16,5,0,11,11,5,0,2,graph_matched
person:j buchanan,J. Buchanan,16,2,0,14,15,1,0,1,graph_matched
person:r torres,R. Torres,16,1,0,15,16,0,0,2,graph_matched
person:john tuthill,John C. Tuthill,15,0,8,7,13,2,0,1,graph_matched
person:n da costa,N. D. da Costa,15,0,6,9,15,0,0,2,graph_matched
person:ashok litwin kumar,Ashok Litwin-Kumar,15,2,3,10,11,4,0,2,graph_matched
person:p rivlin,P. Rivlin,15,0,1,14,13,0,2,3,graph_matched
person:m castro,M. C. Castro,15,0,0,15,15,0,0,3,graph_matched
person:marc takeno,Marc M. Takeno,15,0,0,15,15,0,0,1,graph_matched
person:j vogelstein,J. Vogelstein,14,1,2,11,9,5,0,1,graph_matched
person:tengda zhao,Tengda Zhao,14,4,0,10,12,2,0,4,graph_matched
person:steven cook,Steven J. Cook,14,4,0,10,9,5,0,1,graph_matched
person:l elabbady,L. Elabbady,14,3,0,11,14,0,0,1,graph_matched
person:g mahalingam,G. Mahalingam,14,2,0,12,14,0,0,1,graph_matched
person:yonggang wang,Yonggang Wang,14,2,0,12,8,5,1,1,graph_matched
person:wenjie yin,Wenjie Yin,14,1,0,13,14,0,0,2,graph_matched
person:shang mu,Shang Mu,14,0,0,14,13,1,0,3,graph_matched
person:a bodor,A. Bodor,14,0,0,14,14,0,0,1,graph_matched
person:gaspar jekely,Gáspár Jékely,13,0,12,1,11,2,0,0,graph_matched
person:r marc,R. E. Marc,13,3,5,5,11,2,0,0,graph_matched
person:scott emmons,Scott W. Emmons,13,6,2,5,10,3,0,1,graph_matched
person:aravinthan samuel,Aravinthan D. T. Samuel,13,0,1,12,9,4,0,2,graph_matched
person:kenneth hayworth,Kenneth Hayworth,13,2,0,11,13,0,0,2,graph_matched
person:barak nehoran,Barak Nehoran,13,0,0,13,13,0,0,3,graph_matched
person:eric mitchell,Eric Mitchell,13,0,0,13,13,0,0,3,graph_matched
person:zhi ming jia,Zhi-Ming Jia,13,0,0,13,13,0,0,3,graph_matched
person:d kapner,D. Kapner,13,0,0,13,13,0,0,2,graph_matched
person:claire mckellar,Claire E. McKellar,13,0,0,13,11,2,0,2,graph_matched
person:a tolias,A. S. Tolias,12,0,3,9,9,3,0,1,graph_matched
person:g card,G. Card,12,0,3,9,9,3,0,0,graph_matched
person:xiao jing wang,Xiao-jing Wang,12,3,2,7,6,5,1,0,graph_matched
person:w katz,W. M. Katz,12,1,1,10,12,0,0,3,graph_matched
person:yuanyuan li,Yuanyuan Li,12,5,0,7,8,4,0,0,graph_matched
person:gary huang,Gary B. Huang,12,3,0,9,11,0,1,2,graph_matched
person:e marin,E. Marin,12,2,0,10,11,1,0,1,graph_matched
person:dodam ih,Dodam Ih,12,0,0,12,12,0,0,2,graph_matched
person:jim truman,Jim Truman,12,0,0,12,11,1,0,2,graph_matched
person:kai li,Kai Li,12,0,0,12,12,0,0,1,graph_matched
person:s kinn,S. Kinn,12,0,0,12,12,0,0,1,graph_matched
person:w wong,W. Wong,12,0,0,12,12,0,0,1,graph_matched
person:wr schafer,WR Schafer,11,1,7,3,4,7,0,2,graph_matched
person:kazunori shinomiya,Kazunori Shinomiya,11,2,0,9,10,1,0,1,graph_matched
person:d berger,D. Berger,11,0,0,11,10,0,1,2,graph_matched
person:s mondal,S. Mondal,11,0,0,11,11,0,0,1,graph_matched
person:a champion,A. Champion,11,0,0,11,9,2,0,1,graph_matched
person:r friedrich,R. Friedrich,10,1,8,1,6,4,0,0,graph_matched
person:t tasdizen,T. Tasdizen,10,0,7,4,9,1,0,0,graph_matched
person:km harris,KM Harris,10,1,5,4,6,4,0,3,graph_matched
person:k briggman,K. Briggman,10,2,4,4,6,4,0,1,graph_matched
person:jiazheng liu,Jiazheng Liu,10,2,1,9,8,2,0,0,graph_matched
person:yoshinori aso,Yoshinori Aso,10,1,1,8,6,4,0,2,graph_matched
person:erik johnson,Erik C. Johnson,10,3,0,7,5,1,4,0,graph_matched
person:c sigulinsky,C. Sigulinsky,10,2,0,8,7,3,0,0,graph_matched
person:mean hwan kim,Mean-Hwan Kim,10,2,0,8,7,3,0,0,graph_matched
person:d olbris,D. J. Olbris,10,0,0,10,9,1,0,3,graph_matched
person:peter li,Peter H. Li,10,0,0,10,8,2,0,3,graph_matched
person:l umayam,L. Umayam,10,0,0,10,10,0,0,2,graph_matched
person:andrew cook,Andrew P. Cook,10,0,0,10,9,1,0,0,graph_matched
person:michael reimann,Michael W. Reimann,9,5,4,0,1,8,0,0,graph_matched
person:joergen kornfeld,Joergen Kornfeld,9,2,3,4,9,0,0,0,graph_matched
person:v hartenstein,V. Hartenstein,9,0,2,7,5,4,0,2,graph_matched
person:winfried denk,Winfried Denk,9,0,2,7,6,3,0,0,graph_matched
person:yuh tarng chen,Yuh-tarng Chen,9,0,2,8,4,4,1,0,graph_matched
person:a wanner,A. Wanner,9,5,1,3,7,2,0,0,graph_matched
person:aaron kuan,Aaron T. Kuan,9,2,1,6,7,2,0,1,graph_matched
person:yu xian zhang,Yu-Xian Zhang,9,1,1,8,6,3,0,0,graph_matched
person:j reimer,J. Reimer,9,0,1,8,9,0,0,1,graph_matched
person:t parag,T. Parag,9,2,0,7,9,0,0,1,graph_matched
person:jody clements,Jody Clements,9,2,0,7,8,1,0,1,graph_matched
person:tomke sturner,Tomke Stürner,9,2,0,7,8,1,0,0,graph_matched
person:rebecca pfeiffer,Rebecca L. Pfeiffer,9,2,0,7,5,4,0,0,graph_matched
person:jay gager,Jay Gager,9,0,0,9,9,0,0,3,graph_matched
person:m dreher,M. Dreher,9,0,0,9,9,0,0,3,graph_matched
person:ruchi parekh,Ruchi Parekh,9,0,0,9,8,1,0,3,graph_matched
person:christopher ordish,Christopher Ordish,9,0,0,9,9,0,0,2,graph_matched
person:j bogovic,J. Bogovic,9,0,0,9,8,1,0,2,graph_matched
person:d hall,D. Hall,9,0,0,9,7,2,0,2,graph_matched
person:daniel berger,Daniel R. Berger,9,0,0,9,6,3,0,1,graph_matched
person:daniel xenes,Daniel Xenes,9,0,0,9,8,0,1,0,graph_matched
person:srinivas turaga,Srinivas C. Turaga,8,0,7,1,5,3,0,1,graph_matched
person:b misic,B. Mišić,8,0,4,4,3,4,1,0,graph_matched
person:jinseop kim,Jinseop S. Kim,8,1,3,4,6,2,0,0,graph_matched
person:hongkui zeng,Hongkui Zeng,8,1,3,4,3,5,0,0,graph_matched
person:hanchuan peng,Hanchuan Peng,8,0,3,5,3,5,0,1,graph_matched
person:xiaotang lu,Xiaotang Lu,8,2,2,4,6,2,0,0,graph_matched
person:ruobing zhang,Ruobing Zhang,8,0,2,6,6,2,0,0,graph_matched
person:ed boyden,Ed Boyden,8,0,2,6,4,3,1,0,graph_matched
person:l abbott,L. F. Abbott,8,1,1,6,5,3,0,2,graph_matched
person:seung hee lee,Seung-Hee Lee,8,0,1,7,4,4,0,0,graph_matched
person:nadine randel,Nadine Randel,8,3,0,5,7,1,0,1,graph_matched
person:c veraszto,C. Verasztó,8,3,0,5,8,0,0,0,graph_matched
person:changjoon park,Changjoon Park,8,3,0,5,7,1,0,0,graph_matched
person:h cheong,H. S. Cheong,8,3,0,5,6,2,0,0,graph_matched
person:j troidl,J. Troidl,8,2,0,6,6,1,1,1,graph_matched
person:elizabeth williams,Elizabeth A. Williams,8,2,0,6,6,2,0,0,graph_matched
person:stephan gerhard,Stephan Gerhard,8,1,0,7,8,0,0,1,graph_matched
person:yijie yin,Yijie Yin,8,1,0,7,8,0,0,1,graph_matched
person:yi shiuan liu,Yi-Shiuan Liu,8,1,0,7,2,6,0,1,graph_matched
person:r shahidi,R. Shahidi,8,1,0,7,8,0,0,0,graph_matched
person:patricia rivlin,Patricia K. Rivlin,8,1,0,7,6,1,1,0,graph_matched
person:b silverman,B. Silverman,8,0,0,8,8,0,0,2,graph_matched
person:tansy yang,Tansy Yang,8,0,0,8,8,0,0,2,graph_matched
person:eric perlman,Eric Perlman,8,0,0,8,7,0,1,2,graph_matched
person:julie kovalyak,Julie Kovalyak,8,0,0,8,7,1,0,1,graph_matched
person:fabian sinz,Fabian H. Sinz,8,0,0,8,6,2,0,1,graph_matched
person:s seshamani,S. Seshamani,8,0,0,8,7,1,0,0,graph_matched
person:marina gkantia,Marina Gkantia,8,0,0,8,6,2,0,0,graph_matched
person:song pang,Song Pang,8,0,0,8,6,2,0,0,graph_matched
person:k broadie,K. Broadie,7,0,7,0,0,7,0,0,graph_matched
person:d dacey,D. Dacey,7,0,6,1,7,0,0,0,graph_matched
person:s zipursky,S. Zipursky,7,0,4,3,3,4,0,0,graph_matched
person:alexander borst,Alexander Borst,7,4,3,0,5,2,0,0,graph_matched
person:v jayaraman,V. Jayaraman,7,0,3,4,6,1,0,2,graph_matched
person:b gerber,B. Gerber,7,0,3,4,3,3,1,1,graph_matched
person:henry markram,Henry Markram,7,0,3,4,0,7,0,0,graph_matched
person:wei chung allen lee,Wei-Chung Allen Lee,7,2,2,3,5,2,0,1,graph_matched
person:daniel haehn,Daniel Haehn,7,3,1,3,7,0,0,0,graph_matched
person:johanna beyer,Johanna Beyer,7,3,1,3,5,1,1,0,graph_matched
person:j lauritzen,J. S. Lauritzen,7,2,1,4,7,0,0,1,graph_matched
person:linqing feng,Linqing Feng,7,2,1,4,1,6,0,0,graph_matched
person:isabel beets,Isabel Beets,7,0,1,6,1,6,0,0,graph_matched
person:claire eschbach,Claire Eschbach,7,5,0,2,5,1,1,1,graph_matched
person:hsi ping wang,Hsi-Ping Wang,7,2,0,5,2,5,0,0,graph_matched
person:n eckstein,N. Eckstein,7,1,0,6,7,0,0,2,graph_matched
person:anthony azevedo,Anthony W. Azevedo,7,1,0,6,7,0,0,1,graph_matched
person:michael winding,Michael Winding,7,1,0,6,6,1,0,1,graph_matched
person:philip hubbard,Philip M. Hubbard,7,1,0,6,6,1,0,1,graph_matched
person:tri nguyen,Tri M. Nguyen,7,1,0,6,4,3,0,1,graph_matched
person:ruairi roberts,Ruairí J. V. Roberts,7,1,0,6,7,0,0,0,graph_matched
person:brandon mark,Brandon Mark,7,1,0,6,6,1,0,0,graph_matched
person:fuming yang,Fuming Yang,7,1,0,6,6,1,0,0,graph_matched
person:omotara ogundeyi,Omotara Ogundeyi,7,0,0,7,6,1,0,3,graph_matched
person:a peleg,A. Peleg,7,0,0,7,7,0,0,2,graph_matched
person:shirley lauchie,Shirley A Lauchie,7,0,0,7,7,0,0,2,graph_matched
person:erika neace,Erika Neace,7,0,0,7,7,0,0,1,graph_matched
person:marissa sorek,Marissa Sorek,7,0,0,7,7,0,0,1,graph_matched
person:michael cook,Michael Cook,7,0,0,7,7,0,0,1,graph_matched
person:tyler paterson,Tyler Paterson,7,0,0,7,7,0,0,1,graph_matched
person:x pitkow,X. Pitkow,7,0,0,7,7,0,0,1,graph_matched
person:paul fahey,Paul G. Fahey,7,0,0,7,6,1,0,1,graph_matched
person:saumil patel,Saumil S. Patel,7,0,0,7,6,1,0,1,graph_matched
person:eviatar yemini,Eviatar Yemini,7,0,0,7,3,4,0,1,graph_matched
person:arthur zhao,Arthur Zhao,7,0,0,7,7,0,0,0,graph_matched
person:griffin badalamente,Griffin Badalamente,7,0,0,7,7,0,0,0,graph_matched
person:e froudarakis,E. Froudarakis,7,0,0,7,6,1,0,0,graph_matched
person:eric bushong,Eric Bushong,7,0,0,7,6,1,0,0,graph_matched
person:jasper phelps,Jasper S. Phelps,7,0,0,7,6,1,0,0,graph_matched
person:l bezares calderon,L. A. Bezares-Calderón,7,0,0,7,6,1,0,0,graph_matched
person:gabriella sterne,Gabriella R. Sterne,7,0,0,7,5,2,0,0,graph_matched
person:keun young kim,Keun-Young Kim,7,0,0,7,5,2,0,0,graph_matched
person:s namiki,S. Namiki,7,0,0,7,5,2,0,0,graph_matched
person:wenchang li,Wenchang Li,7,0,0,7,5,2,0,0,graph_matched
person:kaiyu wang,Kaiyu Wang,7,0,0,7,3,3,1,0,graph_matched
person:zhenghua li,Zhenghua Li,7,0,0,7,3,4,0,0,graph_matched
person:xiao ming li,Xiao-Ming Li,7,0,0,7,2,5,0,0,graph_matched
person:g ascoli,G. Ascoli,6,0,5,1,2,4,0,0,graph_matched
person:ashish raj,Ashish Raj,6,0,4,2,0,6,0,0,graph_matched
person:michael reiser,Michael B. Reiser,6,0,3,3,6,0,0,1,graph_matched
person:tao fang,Tao Fang,6,0,3,3,3,3,0,0,graph_matched
person:u grunert,U. Grünert,6,0,3,3,3,3,0,0,graph_matched
person:ann shyn chiang,Ann-Shyn Chiang,6,0,3,3,0,6,0,0,graph_matched
person:gregg wildenberg,Gregg A. Wildenberg,6,3,2,1,3,3,0,0,graph_matched
person:seong kyun kim,Seong-Kyun Kim,6,2,2,2,6,0,0,1,graph_matched
person:y kurmangaliyev,Y. Kurmangaliyev,6,1,2,3,2,4,0,0,graph_matched
person:s waddell,S. Waddell,6,0,2,4,4,2,0,1,graph_matched
person:a lazar,A. Lazar,6,3,1,2,3,2,1,0,graph_matched
person:c priebe,C. Priebe,6,2,1,3,5,1,0,1,graph_matched
person:shengjin xu,Shengjin Xu,6,2,1,3,5,0,1,1,graph_matched
person:cun quan zhang,Cun-Quan Zhang,6,2,1,3,3,3,0,0,graph_matched
person:jingjing zhang,Jingjing Zhang,6,2,1,3,2,3,1,0,graph_matched
person:hongyang wu,Hongyang Wu,6,1,1,4,4,2,0,2,graph_matched
person:andreas thum,Andreas S. Thum,6,1,1,4,3,3,0,1,graph_matched
person:a polilov,A. Polilov,6,1,1,4,3,3,0,0,graph_matched
person:s agrawal,S. Agrawal,6,0,1,5,5,1,0,0,graph_matched
person:philipp berens,Philipp Berens,6,0,1,5,3,3,0,0,graph_matched
person:zengmao wang,Zengmao Wang,6,0,1,5,2,4,0,0,graph_matched
person:sara patterson,Sara S. Patterson,6,4,0,2,5,1,0,0,graph_matched
person:brian matejek,Brian Matejek,6,3,0,3,6,0,0,0,graph_matched
person:emily bayer,Emily A. Bayer,6,2,0,4,1,5,0,1,graph_matched
person:chris dallmann,Chris J. Dallmann,6,2,0,4,5,1,0,0,graph_matched
person:hyeyoung lee,Hyeyoung Lee,6,2,0,4,1,5,0,0,graph_matched
person:ruoxuan yang,Ruoxuan Yang,6,1,0,5,6,0,0,2,graph_matched
person:javier valdes aleman,Javier Valdes-Aleman,6,1,0,5,5,1,0,1,graph_matched
person:jianwei lu,Jianwei Lu,6,1,0,5,4,2,0,1,graph_matched
person:caitlyn bishop,Caitlyn Bishop,6,1,0,5,6,0,0,0,graph_matched
person:s jasek,S. Jasek,6,1,0,5,6,0,0,0,graph_matched
person:hong sheng li,Hong-Sheng Li,6,1,0,5,4,2,0,0,graph_matched
person:jeremy maitin shepard,Jeremy B. Maitin-Shepard,6,0,0,6,6,0,0,3,graph_matched
person:david grant colburn hildebrand,David Grant Colburn Hildebrand,6,0,0,6,6,0,0,2,graph_matched
person:eric trautman,Eric T. Trautman,6,0,0,6,6,0,0,2,graph_matched
person:ryan willie,Ryan Willie,6,0,0,6,6,0,0,2,graph_matched
person:p vertes,P. Vértes,6,0,0,6,4,2,0,2,graph_matched
person:shuohong wang,Shuohong Wang,6,0,0,6,4,2,0,2,graph_matched
person:alanna lohff,Alanna Lohff,6,0,0,6,6,0,0,1,graph_matched
person:ashley scott,Ashley L. Scott,6,0,0,6,6,0,0,1,graph_matched
person:christopher knecht,Christopher Knecht,6,0,0,6,6,0,0,1,graph_matched
person:m pleijzier,M. W. Pleijzier,6,0,0,6,6,0,0,1,graph_matched
person:s papadopoulos,S. Papadopoulos,6,0,0,6,6,0,0,1,graph_matched
person:r george,R. George,6,0,0,6,5,1,0,1,graph_matched
person:ignacio arganda carreras,Ignacio Arganda-Carreras,6,0,0,6,4,2,0,1,graph_matched
person:h otsuna,H. Otsuna,6,0,0,6,2,4,0,1,graph_matched
person:c watt,C. Watt,6,0,0,6,6,0,0,0,graph_matched
person:l capdevila,L. Capdevila,6,0,0,6,6,0,0,0,graph_matched
person:orin packer,Orin Packer,6,0,0,6,6,0,0,0,graph_matched
person:a javier,A. Javier,6,0,0,6,5,1,0,0,graph_matched
person:anne sustar,Anne Sustar,6,0,0,6,5,1,0,0,graph_matched
person:billy morris,Billy J. Morris,6,0,0,6,5,1,0,0,graph_matched
person:d kleissas,D. Kleissas,6,0,0,6,5,0,1,0,graph_matched
person:grant chou,Grant M. Chou,6,0,0,6,5,1,0,0,graph_matched
person:j tapia,J. C. Tapia,6,0,0,6,5,1,0,0,graph_matched
person:jia hui yang,Jia-Hui Yang,6,0,0,6,5,1,0,0,graph_matched
person:m arcia dos santos,M'arcia dos Santos,6,0,0,6,5,1,0,0,graph_matched
person:paul brooks,Paul Brooks,6,0,0,6,5,1,0,0,graph_matched
person:qiwei xie,Qiwei Xie,6,0,0,6,5,1,0,0,graph_matched
person:kristin scott,Kristin Scott,5,0,5,0,5,0,0,0,graph_matched
person:a dacks,A. Dacks,5,0,5,0,4,1,0,0,graph_matched
person:jaeseung jeong,Jaeseung Jeong,5,0,5,0,4,1,0,0,graph_matched
person:albert laszlo barabasi,Albert-László Barabási,5,0,5,0,2,3,0,0,graph_matched
person:e bullmore,E. Bullmore,5,0,4,1,2,3,0,2,graph_matched
person:won ki jeong,Won-Ki Jeong,5,0,4,1,5,0,0,1,graph_matched
person:c doe,C. Doe,5,0,4,1,4,1,0,0,graph_matched
person:i fiete,I. Fiete,5,0,4,1,1,4,0,0,graph_matched
person:a stepanyants,A. Stepanyants,5,2,3,0,1,4,0,0,graph_matched
person:andrew mckenzie,Andrew T. McKenzie,5,2,3,0,0,4,1,0,graph_matched
person:david miller,David M. Miller,5,0,3,2,2,3,0,0,graph_matched
person:hesheng liu,Hesheng Liu,5,1,2,2,2,3,0,0,graph_matched
person:mei zhen,Mei Zhen,5,0,2,3,3,2,0,1,graph_matched
person:a seeds,A. Seeds,5,0,2,3,5,0,0,0,graph_matched
person:caio seguin,Caio Seguin,5,0,2,3,4,1,0,0,graph_matched
person:j neitz,J. Neitz,5,0,2,3,4,1,0,0,graph_matched
person:manuel zimmer,Manuel Zimmer,5,0,2,4,4,1,0,0,graph_matched
person:markus hadwiger,Markus Hadwiger,5,0,2,3,4,1,0,0,graph_matched
person:b dickson,B. Dickson,5,0,2,3,3,2,0,0,graph_matched
person:g knott,G. Knott,5,0,2,3,3,2,0,0,graph_matched
person:jongmin lee,Jongmin Lee,5,0,2,3,3,2,0,0,graph_matched
person:stefan mihalas,Stefan Mihalas,5,0,2,3,1,4,0,0,graph_matched
person:n chuhma,N. Chuhma,5,2,1,2,0,5,0,0,graph_matched
person:ashwin vishwanathan,Ashwin Vishwanathan,5,1,1,3,4,1,0,0,graph_matched
person:r burns,R. Burns,5,1,1,3,3,1,1,0,graph_matched
person:t schubert,T. Schubert,5,1,1,3,3,2,0,0,graph_matched
person:l luo,L. Luo,5,1,1,3,1,4,0,0,graph_matched
person:yangang sun,Yangang Sun,5,1,1,3,1,4,0,0,graph_matched
person:c ribeiro,C. Ribeiro,5,0,1,4,5,0,0,1,graph_matched
person:a pacureanu,A. Pacureanu,5,0,1,4,4,1,0,0,graph_matched
person:konrad paul kording,Konrad Paul Kording,5,0,1,4,4,1,0,0,graph_matched
person:lu mi,Lu Mi,5,0,1,4,4,1,0,0,graph_matched
person:e reilly,E. Reilly,5,0,1,4,3,1,1,0,graph_matched
person:yingjie yang,Yingjie Yang,5,0,1,4,3,2,0,0,graph_matched
person:yeon jin kim,Yeon Jin Kim,5,5,0,0,5,0,0,0,graph_matched
person:yunfeng hua,Yunfeng Hua,5,3,0,2,5,0,0,1,graph_matched
person:alessandro motta,Alessandro Motta,5,2,0,3,5,0,0,2,graph_matched
person:anton miroschnikow,Anton Miroschnikow,5,2,0,3,5,0,0,0,graph_matched
person:fabian svara,Fabian Svara,5,2,0,3,5,0,0,0,graph_matched
person:a zarin,A. Zarin,5,2,0,3,4,1,0,0,graph_matched
person:gyu hyun kim,Gyu Hyun Kim,5,2,0,3,4,1,0,0,graph_matched
person:hannah martinez,Hannah Martinez,5,2,0,3,4,0,1,0,graph_matched
person:tingshan liu,Tingshan Liu,5,2,0,3,4,1,0,0,graph_matched
person:ming quan chen,Ming-Quan Chen,5,2,0,3,3,1,1,0,graph_matched
person:xiao yong zhang,Xiao-Yong Zhang,5,2,0,3,3,2,0,0,graph_matched
person:zhaoxiang zhang,Zhaoxiang Zhang,5,2,0,3,3,2,0,0,graph_matched
person:j horne,J. Horne,5,1,0,4,5,0,0,2,graph_matched
person:k khairy,K. Khairy,5,1,0,4,5,0,0,2,graph_matched
person:n karlupia,N. Karlupia,5,1,0,4,4,1,0,2,graph_matched
person:steven calle schuler,Steven A. Calle-Schuler,5,1,0,4,5,0,0,1,graph_matched
person:andreas schoofs,Andreas Schoofs,5,1,0,4,5,0,0,0,graph_matched
person:elisa pavarino,Elisa C. Pavarino,5,1,0,4,5,0,0,0,graph_matched
person:shashata sawmya,Shashata Sawmya,5,1,0,4,5,0,0,0,graph_matched
person:aindrila saha,Aindrila Saha,5,1,0,4,4,1,0,0,graph_matched
person:wenjing wang,Wenjing Wang,5,1,0,4,3,2,0,0,graph_matched
person:chenxuan wang,Chenxuan Wang,5,1,0,4,2,3,0,0,graph_matched
person:javier defelipe,Javier DeFelipe,5,1,0,4,2,3,0,0,graph_matched
person:jung seok choi,Jung-Seok Choi,5,1,0,4,2,2,1,0,graph_matched
person:lidia ripoll sanchez,Lidia Ripoll-Sánchez,5,1,0,4,2,3,0,0,graph_matched
person:p nicovich,P. Nicovich,5,1,0,4,2,3,0,0,graph_matched
person:s cachero,S. Cachero,5,1,0,4,2,3,0,0,graph_matched
person:yongchuan zhu,Yongchuan Zhu,5,1,0,4,2,3,0,0,graph_matched
person:qingyang wang,Qingyang Wang,5,1,0,4,1,4,0,0,graph_matched
person:tim blakely,Tim Blakely,5,0,0,5,5,0,0,3,graph_matched
person:a shinomiya,A. Shinomiya,5,0,0,5,5,0,0,2,graph_matched
person:audrey francis,Audrey Francis,5,0,0,5,5,0,0,2,graph_matched
person:james hebditch,James Hebditch,5,0,0,5,5,0,0,2,graph_matched
person:k willie,K. Willie,5,0,0,5,5,0,0,2,graph_matched
person:tom kazimiers,Tom Kazimiers,5,0,0,5,5,0,0,2,graph_matched
