work_id,title,decision,confidence,ultra_core,citation_count_work,corpus_in_degree,corpus_out_degree,citation_total_degree,citation_out_in_ratio,citation_link_strength,k_core,pagerank_percentile,n_authors,is_consortium,consortium_middle_count,citation_role,primary_community_id,primary_community_label,authors,year,venue,authors_enr,year_enr,venue_enr,graph_status,in_graph_matched,in_integrated,in_rescue,in_integrated_plus_rescue,in_prime_legacy
work_0552194b80de37f0,"Topology of synaptic connectivity constrains neuronal stimulus representation, predicting two complementary coding strategies",adjacent_relevant,0.79,False,9,1.0,0.0,1.0,0.0,weak,1.0,0.7541810459251393,6,False,0,only_in,5,M. Helmstaedter / D. Chklovskii,Michael W. Reimann; H. Riihimäki; Jason P. Smith; J. Lazovskis; C. Pokorny; R. Levi,2020.0,bioRxiv,Michael W. Reimann; H. Riihimäki; Jason P. Smith; J. Lazovskis; C. Pokorny; R. Levi,2020.0,bioRxiv,integrated,True,True,False,True,True
work_05e7be51adf6e08a,Multisensory learning recruits visual neurons into an olfactory memory engram,adjacent_relevant,0.83,False,1,1.0,3.0,4.0,3.0,moderate,4.0,0.7069285903902309,10,False,0,broker,1,G. Jefferis / Sven Dorkenwald,Zeynep Okray; N. Otto; Anna A. Cook; Clifford B. Talbot; Ashwin Miriyala; M. Klappenbach; Ciara Stern; Kieran Desmond; Paola Vargas-Gutierrez; S. Waddell,2026.0,,Zeynep Okray; N. Otto; Anna A. Cook; Clifford B. Talbot; Ashwin Miriyala; M. Klappenbach; Ciara Stern; Kieran Desmond; Paola Vargas-Gutierrez; S. Waddell,2026.0,,integrated,True,True,False,True,True
work_06030491fabc9e9d,Synaptic connectivity and neuronal morphology: two sides of the same coin.,core_relevant,0.86,True,224,1.0,0.0,1.0,0.0,weak,1.0,0.6965755242898859,1,False,0,only_in,5,M. Helmstaedter / D. Chklovskii,D. Chklovskii,2004.0,Neuron,D. Chklovskii,2004.0,Neuron,integrated,True,True,False,True,True
work_0641fb974f5264cf,mGRASP enables mapping mammalian synaptic connectivity with light microscopy,core_relevant,0.92,True,275,5.0,1.0,6.0,0.2,moderate,5.0,0.8648792142288293,7,False,0,broker,4,Oliver Hobert / Steven J. Cook,Jinhyung Kim; Ting Zhao; R. Petralia; Yang Yu; Hanchuan Peng; E. Myers; J. Magee,2011.0,Nature Methods,Jinhyung Kim; Ting Zhao; R. Petralia; Yang Yu; Hanchuan Peng; E. Myers; J. Magee,2011.0,Nature Methods,integrated,True,True,False,True,True
work_06a819921125fd5b,The complete connectome of a learning and memory centre in an insect brain,core_relevant,0.97,True,480,37.0,3.0,40.0,0.081,strong,11.0,0.9832758162994424,20,True,18,broker,2,Albert Cardona / R. D. Fetter,K. Eichler; K. Eichler; Feng Li; Ashok Litwin-Kumar; Youngser Park; Ingrid V. Andrade; Casey M. Schneider-Mizell; T. Saumweber; Annina Huser; Claire Eschbach; B. Gerber; R. Fetter; J. Truman; C. Priebe; L. Abbott; Andreas S. Thum; Marta Zlatic; Marta Zlatic; Albert Cardona; Albert Cardona,2017.0,Nature,K. Eichler; K. Eichler; Feng Li; Ashok Litwin-Kumar; Youngser Park; Ingrid V. Andrade; Casey M. Schneider-Mizell; T. Saumweber; Annina Huser; Claire Eschbach; B. Gerber; R. Fetter; J. Truman; C. Priebe; L. Abbott; Andreas S. Thum; Marta Zlatic; Marta Zlatic; Albert Cardona; Albert Cardona,2017.0,Nature,integrated,True,True,False,True,True
work_06e1c60eb86ba22d,Neural evolution of complex motor behaviors: insights from Drosophila courtship song.,adjacent_relevant,0.81,False,2,1.0,3.0,4.0,3.0,moderate,4.0,0.7093177594903106,2,False,0,broker,1,G. Jefferis / Sven Dorkenwald,Yun Ding; Joshua L. Lillvis,2025.0,Current Opinion in Neurobiology,Yun Ding; Joshua L. Lillvis,2025.0,Current Opinion in Neurobiology,integrated,True,True,False,True,True
work_06e3942d0f902996,An ultrastructural connectomic analysis of a higher‐order thalamocortical circuit in the mouse,core_relevant,0.95,False,7,1.0,2.0,3.0,2.0,moderate,3.0,0.7077249800902575,4,False,0,broker,0,J. Lichtman / Hanspeter Pfister,V. Sampathkumar; Andrew J. Miller-Hansen; S. Murray Sherman; N. Kasthuri,2020.0,European Journal of Neuroscience,V. Sampathkumar; Andrew J. Miller-Hansen; S. Murray Sherman; N. Kasthuri,2020.0,European Journal of Neuroscience,integrated,True,True,False,True,True
work_06fe6252132bc249,"Percolation may explain efficiency, robustness, and economy of the brain",core_relevant,0.94,False,14,0.0,3.0,3.0,3.0,moderate,3.0,0.5715423413857181,2,False,0,only_out,0,J. Lichtman / Hanspeter Pfister,Yang Tian; Pei Sun,2022.0,Network Neuroscience,Yang Tian; Pei Sun,2022.0,Network Neuroscience,integrated,True,True,False,True,True
work_07c7b0397ccdb7f6,Heterocellular Coupling Between Amacrine Cells and Ganglion Cells,adjacent_relevant,0.77,False,18,1.0,2.0,3.0,2.0,moderate,3.0,0.6795858773559862,6,False,0,broker,6,James R. Anderson / Bryan William Jones,R. Marc; C. Sigulinsky; Rebecca L. Pfeiffer; Daniel P. Emrich; James R. Anderson; Bryan William Jones,2018.0,bioRxiv,R. Marc; C. Sigulinsky; Rebecca L. Pfeiffer; Daniel P. Emrich; James R. Anderson; Bryan William Jones,2018.0,bioRxiv,integrated,True,True,False,True,True
work_07ec6ddd071dafbb,Toolkits for detailed and high-throughput interrogation of synapses in C. elegans,adjacent_relevant,0.85,False,6,0.0,7.0,7.0,7.0,moderate,7.0,0.004512874966817,7,False,0,only_out,4,Oliver Hobert / Steven J. Cook,Maryam Majeed; Haejun Han; Keren Zhang; Wen Xi Cao; Chien-Po Liao; Oliver Hobert; Hang Lu,2023.0,bioRxiv,Maryam Majeed; Haejun Han; Keren Zhang; Wen Xi Cao; Chien-Po Liao; Oliver Hobert; Hang Lu,2023.0,bioRxiv,integrated,True,True,False,True,True
work_08619b07a36cc83e,A split-GAL4 driver line resource for Drosophila neuron types,adjacent_relevant,0.84,False,28,7.0,16.0,23.0,2.286,strong,10.0,0.9012476771967084,83,True,81,broker,1,G. Jefferis / Sven Dorkenwald,G. Meissner; Allison Vannan; Jennifer Jeter; Kari Close; Gina M. Depasquale; Zachary Dorman; Kaitlyn Forster; Jaye Anne Beringer; Theresa V Gibney; Joanna H Hausenfluck; Yisheng He; Kristin Henderson; Lauren Johnson; Rebecca M Johnston; Gudrun Ihrke; N. Iyer; Rachel Lazarus; Kelley Lee; Hsing-Hsi Li; Hua-Peng Liaw; Brian Melton; Scott Miller; Reeham Motaher; Alexandra Novak; Omotara Ogundeyi; A. Petruncio; J. Price; Sophia Protopapas; Susana Tae; Jennifer Taylor; Rebecca Vorimo; B. Yarbrough; K. Zeng; Christopher T. Zugates; Heather Dionne; Claire Angstadt; Kelly Ashley; Amanda Cavallaro; Tam Dang; Guillermo A. González; Karen L. Hibbard; Cuizhen Huang; Jui-Chun Kao; T. Laverty; Monti Mercer; Brenda Perez; Scarlett Pitts; Danielle Ruiz; Viruthika Vallanadu; Grace Zhiyu Zheng; Cristian Goina; H. Otsuna; Konrad Rokicki; Rob Svirskas; H. S. Cheong; Michael-John Dolan; Erica Ehrhardt; Kai Feng; Basel El Galfi; Jens Goldammer; Stephen J Huston; Nan Hu; Masayoshi Ito; Claire E. McKellar; Ryo Minegishi; S. Namiki; Aljoscha Nern; Catherine E. Schretter; Gabriella R. Sterne; L. Venkatasubramanian; Kaiyu Wang; Tanya Wolff; Ming Wu; R. George; Oz Malkesman; Yoshinori Aso; G. Card; B. Dickson; Wyatt L. Korff; Kei Ito; Jim Truman; M. Zlatic; G. Rubin,2024.0,bioRxiv,G. Meissner; Allison Vannan; Jennifer Jeter; Kari Close; Gina M. Depasquale; Zachary Dorman; Kaitlyn Forster; Jaye Anne Beringer; Theresa V Gibney; Joanna H Hausenfluck; Yisheng He; Kristin Henderson; Lauren Johnson; Rebecca M Johnston; Gudrun Ihrke; N. Iyer; Rachel Lazarus; Kelley Lee; Hsing-Hsi Li; Hua-Peng Liaw; Brian Melton; Scott Miller; Reeham Motaher; Alexandra Novak; Omotara Ogundeyi; A. Petruncio; J. Price; Sophia Protopapas; Susana Tae; Jennifer Taylor; Rebecca Vorimo; B. Yarbrough; K. Zeng; Christopher T. Zugates; Heather Dionne; Claire Angstadt; Kelly Ashley; Amanda Cavallaro; Tam Dang; Guillermo A. González; Karen L. Hibbard; Cuizhen Huang; Jui-Chun Kao; T. Laverty; Monti Mercer; Brenda Perez; Scarlett Pitts; Danielle Ruiz; Viruthika Vallanadu; Grace Zhiyu Zheng; Cristian Goina; H. Otsuna; Konrad Rokicki; Rob Svirskas; H. S. Cheong; Michael-John Dolan; Erica Ehrhardt; Kai Feng; Basel El Galfi; Jens Goldammer; Stephen J Huston; Nan Hu; Masayoshi Ito; Claire E. McKellar; Ryo Minegishi; S. Namiki; Aljoscha Nern; Catherine E. Schretter; Gabriella R. Sterne; L. Venkatasubramanian; Kaiyu Wang; Tanya Wolff; Ming Wu; R. George; Oz Malkesman; Yoshinori Aso; G. Card; B. Dickson; Wyatt L. Korff; Kei Ito; Jim Truman; M. Zlatic; G. Rubin,2024.0,bioRxiv,integrated,True,True,False,True,True
work_08675beb12687867,"Self-organized emergence of modularity, hierarchy, and mirror reversals from competitive synaptic growth in a developmental model of the visual pathway",adjacent_relevant,0.78,False,5,1.0,2.0,3.0,2.0,moderate,3.0,0.6896734802229891,4,False,0,broker,2,Albert Cardona / R. D. Fetter,Sarthak Chandra; Mikail Khona; Talia Konkle; I. Fiete,2024.0,bioRxiv,Sarthak Chandra; Mikail Khona; Talia Konkle; I. Fiete,2024.0,bioRxiv,integrated,True,True,False,True,True
work_087e18b9051261d3,A visual motion detection circuit suggested by Drosophila connectomics,core_relevant,0.96,True,695,158.0,3.0,161.0,0.019,strong,11.0,0.9994690735333156,24,True,22,hub,1,G. Jefferis / Sven Dorkenwald,Shin-ya Takemura; A. Bharioke; Zhiyuan Lu; Aljoscha Nern; S. Vitaladevuni; P. Rivlin; W. Katz; D. J. Olbris; Stephen M. Plaza; Philip Winston; Ting Zhao; J. Horne; R. Fetter; Satoko Takemura; Katerina Blazek; Lei-Ann Chang; Omotara Ogundeyi; M. Saunders; Victor L. Shapiro; Christopher Sigmund; G. Rubin; Louis K. Scheffer; I. Meinertzhagen; D. Chklovskii,2013.0,Nature,Shin-ya Takemura; A. Bharioke; Zhiyuan Lu; Aljoscha Nern; S. Vitaladevuni; P. Rivlin; W. Katz; D. J. Olbris; Stephen M. Plaza; Philip Winston; Ting Zhao; J. Horne; R. Fetter; Satoko Takemura; Katerina Blazek; Lei-Ann Chang; Omotara Ogundeyi; M. Saunders; Victor L. Shapiro; Christopher Sigmund; G. Rubin; Louis K. Scheffer; I. Meinertzhagen; D. Chklovskii,2013.0,Nature,integrated,True,True,False,True,True
work_0902ad628efcc7dd,Cliques of Neurons Bound into Cavities Provide a Missing Link between Structure and Function,adjacent_relevant,0.81,False,423,3.0,0.0,3.0,0.0,moderate,3.0,0.9222192726307408,10,False,0,only_in,5,M. Helmstaedter / D. Chklovskii,Michael W. Reimann; Max Nolte; M. Scolamiero; Katharine Turner; R. Perin; G. Chindemi; Paweł Dłotko; R. Levi; K. Hess; H. Markram,2016.0,Frontiers in Computational Neuroscience,Michael W. Reimann; Max Nolte; M. Scolamiero; Katharine Turner; R. Perin; G. Chindemi; Paweł Dłotko; R. Levi; K. Hess; H. Markram,2016.0,Frontiers in Computational Neuroscience,integrated,True,True,False,True,True
work_0954491569c0a9da,"CONFIRMS: A Toolkit for Scalable, Black Box Connectome Assessment and Investigation",core_relevant,0.93,False,10,5.0,9.0,14.0,1.8,strong,10.0,0.9007167507300239,8,False,0,broker,7,Brock Andrew Wester / Jordan K. Matelsky,Caitlyn Bishop; Jordan K. Matelsky; Miller Wilt; Joseph Downs; P. Rivlin; Stephen M. Plaza; Brock Andrew Wester; William R. Gray Roncal,2021.0,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,Caitlyn Bishop; Jordan K. Matelsky; Miller Wilt; Joseph Downs; P. Rivlin; Stephen M. Plaza; Brock Andrew Wester; William R. Gray Roncal,2021.0,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,integrated,True,True,False,True,True
work_0a1427cd13f43c85,Multiscale ATUM-FIB Microscopy Enables Targeted Ultrastructural Analysis at Isotropic Resolution,core_relevant,0.94,False,16,0.0,4.0,4.0,4.0,moderate,4.0,0.3153703212105123,6,False,0,only_out,37,Georg Kislinger / Martina Schifferer,Georg Kislinger; H. Gnägi; M. Kerschensteiner; M. Simons; T. Misgeld; Martina Schifferer,2020.0,bioRxiv,Georg Kislinger; H. Gnägi; M. Kerschensteiner; M. Simons; T. Misgeld; Martina Schifferer,2020.0,bioRxiv,integrated,True,True,False,True,True
work_0a5d0f7d668ab071,The Worm Connectome: Back to the Future.,adjacent_relevant,0.86,False,18,1.0,3.0,4.0,3.0,moderate,4.0,0.7289620387576321,1,False,0,broker,4,Oliver Hobert / Steven J. Cook,W. Schafer,2018.0,Trends in Neurosciences,W. Schafer,2018.0,Trends in Neurosciences,integrated,True,True,False,True,True
work_0a7ba8ffe545833c,Diverse coupling of neurons to populations in sensory cortex,adjacent_relevant,0.76,False,451,1.0,0.0,1.0,0.0,weak,1.0,0.7632067958587736,11,False,0,only_in,2,Albert Cardona / R. D. Fetter,Michael Okun; Nicholas A. Steinmetz; L. Cossell; M. Iacaruso; H. Ko; P. Barthó; Tirin Moore; S. Hofer; T. Mrsic-Flogel; M. Carandini; K. Harris,2015.0,Nature,Michael Okun; Nicholas A. Steinmetz; L. Cossell; M. Iacaruso; H. Ko; P. Barthó; Tirin Moore; S. Hofer; T. Mrsic-Flogel; M. Carandini; K. Harris,2015.0,Nature,integrated,True,True,False,True,True
work_0a7bfb8c21dd8879,Impact of Aii Amacrine Cell Rewiring in a Pathoconnectome-Based Computational Model of Early Retinal Degeneration,adjacent_relevant,0.84,False,0,0.0,3.0,3.0,3.0,moderate,3.0,0.3514733209450491,10,False,0,only_out,6,James R. Anderson / Bryan William Jones,E. Iseri; Rebecca L. Pfeiffer; C. Sigulinsky; James R Anderson; Jia-Hui Yang; Jeebika Dahal; Jessica C. Garcia; Jean-Marie C Bouteiller; Bryan W Jones; Gianluca Lazzi,2026.0,bioRxiv,E. Iseri; Rebecca L. Pfeiffer; C. Sigulinsky; James R Anderson; Jia-Hui Yang; Jeebika Dahal; Jessica C. Garcia; Jean-Marie C Bouteiller; Bryan W Jones; Gianluca Lazzi,2026.0,bioRxiv,integrated,True,True,False,True,True
work_0ac82de3efe180e8,Connectomics of predicted Sst transcriptomic types in mouse visual cortex,core_relevant,0.93,False,23,2.0,5.0,7.0,2.5,moderate,6.0,0.7831165383594372,51,True,49,broker,3,H. Sebastian Seung / Kea-Joo Lee,C. Gamlin; C. Schneider-Mizell; M. Mallory; L. Elabbady; N. Gouwens; G. Williams; A. Mukora; R. Dalley; A. Bodor; D. Brittain; J. Buchanan; D. Bumbarger; E. Joyce; D. Kapner; S. Kinn; G. Mahalingam; S. Seshamani; Marc M. Takeno; R. Torres; W. Yin; P. Nicovich; J. Bae; M. Castro; S. Dorkenwald; A. Halageri; Z. Jia; C. Jordan; N. Kemnitz; Kisuk Lee; Kai Li; R. Lu; T. Macrina; Eric Mitchell; S. Mondal; S. Mu; Barak Nehoran; S. Popovych; W. Silversmith; N. Turner; W. Wong; Jingpeng Wu; Szi-chieh Yu; J. Berg; T. Jarsky; Brian R. Lee; H. S. Seung; Hongkui Zeng; R. Reid; F. Collman; N. D. da Costa; S. Sorensen,2025.0,Nature,C. Gamlin; C. Schneider-Mizell; M. Mallory; L. Elabbady; N. Gouwens; G. Williams; A. Mukora; R. Dalley; A. Bodor; D. Brittain; J. Buchanan; D. Bumbarger; E. Joyce; D. Kapner; S. Kinn; G. Mahalingam; S. Seshamani; Marc M. Takeno; R. Torres; W. Yin; P. Nicovich; J. Bae; M. Castro; S. Dorkenwald; A. Halageri; Z. Jia; C. Jordan; N. Kemnitz; Kisuk Lee; Kai Li; R. Lu; T. Macrina; Eric Mitchell; S. Mondal; S. Mu; Barak Nehoran; S. Popovych; W. Silversmith; N. Turner; W. Wong; Jingpeng Wu; Szi-chieh Yu; J. Berg; T. Jarsky; Brian R. Lee; H. S. Seung; Hongkui Zeng; R. Reid; F. Collman; N. D. da Costa; S. Sorensen,2025.0,Nature,integrated,True,True,False,True,True
work_0aeb7bcccf17d282,Perfusion quality does not necessarily predict ultrastructural preservation after hyperosmotic brain perfusion,adjacent_relevant,0.85,False,0,0.0,4.0,4.0,4.0,moderate,3.0,0.6312715688877091,10,False,0,only_out,15,Macy Garrood / Allison Sowa,Andria Slaughter; Macy Garrood; Katelyn Hedden; Allison Sowa; William Janssen; E. Thorn; Claudia De Sanctis; Kurt Farrell; John F. Crary; Andrew T. McKenzie,2026.0,bioRxiv,Andria Slaughter; Macy Garrood; Katelyn Hedden; Allison Sowa; William Janssen; E. Thorn; Claudia De Sanctis; Kurt Farrell; John F. Crary; Andrew T. McKenzie,2026.0,bioRxiv,integrated,True,True,False,True,True
work_0b2eff5011904b68,Engineering new synaptic connections in the C. elegans connectome,adjacent_relevant,0.83,False,13,1.0,1.0,2.0,1.0,weak,2.0,0.6923281125564109,2,False,0,broker,4,Oliver Hobert / Steven J. Cook,I. Rabinowitch; W. Schafer,2015.0,Worm,I. Rabinowitch; W. Schafer,2015.0,Worm,integrated,True,True,False,True,True
work_0b670a6c52756d20,Bridging the Gap: Point Clouds for Merging Neurons in Connectomics,core_relevant,0.92,False,6,5.0,6.0,11.0,1.2,strong,11.0,0.7950623838598354,3,False,0,broker,5,M. Helmstaedter / D. Chklovskii,Jules Berman; D. Chklovskii; Jingpeng Wu,2021.0,International Conference on Medical Imaging with Deep Learning,Jules Berman; D. Chklovskii; Jingpeng Wu,2021.0,International Conference on Medical Imaging with Deep Learning,integrated,True,True,False,True,True
work_0b9b3970f5ad15af,Diversity of visual inputs to Kenyon cells of the Drosophila mushroom body,core_relevant,0.94,False,17,4.0,4.0,8.0,1.0,moderate,8.0,0.8508096628616937,5,False,0,broker,2,Albert Cardona / R. D. Fetter,Ishani Ganguly; Emily L. Heckman; Ashok Litwin-Kumar; E. Josephine Clowney; Rudy Behnia,2023.0,bioRxiv,Ishani Ganguly; Emily L. Heckman; Ashok Litwin-Kumar; E. Josephine Clowney; Rudy Behnia,2023.0,bioRxiv,integrated,True,True,False,True,True
work_0c32ed27e86551f0,A Connectome of the Adult Drosophila Central Brain,core_relevant,0.97,False,178,16.0,12.0,28.0,0.75,strong,11.0,0.9556676400318556,105,True,103,broker,1,G. Jefferis / Sven Dorkenwald,C. Xu; Michał Januszewski; Zhiyuan Lu; Shin-ya Takemura; K. Hayworth; Gary B. Huang; Kazunori Shinomiya; Jeremy B. Maitin-Shepard; David Ackerman; S. Berg; T. Blakely; J. Bogovic; Jody Clements; Tom Dolafi; Philip M. Hubbard; Dagmar Kainmueller; W. Katz; Takashi Kawase; K. Khairy; Laramie Leavitt; Peter H. Li; Larry F. Lindsey; Nicole L. Neubarth; D. J. Olbris; H. Otsuna; Eric T. Troutman; L. Umayam; Ting Zhao; Masayoshi Ito; Jens Goldammer; T. Wolff; Rob Svirskas; P. Schlegel; Erika Neace; Christopher Knecht; Chelsea X. Alvarado; Dennis Bailey; Samantha Ballinger; J. Borycz; Brandon S Canino; Natasha Cheatham; Michael Cook; M. Dreher; O. Duclos; Bryon Eubanks; K. Fairbanks; Samantha Finley; N. Forknall; Audrey Francis; G. Hopkins; Emily M Joyce; SungJin Kim; Nicole A Kirk; Julie Kovalyak; Shirley A Lauchie; Alanna Lohff; Charli A Maldonado; Emily A Manley; Sari McLin; Caroline Mooney; Miatta Ndama; Omotara Ogundeyi; Nneoma Okeoma; Christopher Ordish; Nicholas Padilla; Christopher Patrick; Tyler Paterson; Elliott Phillips; E. M. Phillips; Neha Rampally; C. Ribeiro; Madelaine K Robertson; J. Rymer; S. Ryan; Megan Sammons; A. K. Scott; Ashley L. Scott; A. Shinomiya; Claire Smith; Kelsey Smith; Natalie Smith; Margaret A. Sobeski; A. Suleiman; Jackie Swift; Satoko Takemura; Iris Talebi; Dorota Tarnogorska; Emily Tenshaw; Temour Tokhi; J. Walsh; Tansy Yang; J. Horne; Feng Li; Ruchi Parekh; P. Rivlin; V. Jayaraman; Kei Ito; S. Saalfeld; R. George; I. Meinertzhagen; G. Rubin; H. Hess; Louis K. Scheffer; Viren Jain; Stephen M. Plaza,2020.0,bioRxiv,C. Xu; Michał Januszewski; Zhiyuan Lu; Shin-ya Takemura; K. Hayworth; Gary B. Huang; Kazunori Shinomiya; Jeremy B. Maitin-Shepard; David Ackerman; S. Berg; T. Blakely; J. Bogovic; Jody Clements; Tom Dolafi; Philip M. Hubbard; Dagmar Kainmueller; W. Katz; Takashi Kawase; K. Khairy; Laramie Leavitt; Peter H. Li; Larry F. Lindsey; Nicole L. Neubarth; D. J. Olbris; H. Otsuna; Eric T. Troutman; L. Umayam; Ting Zhao; Masayoshi Ito; Jens Goldammer; T. Wolff; Rob Svirskas; P. Schlegel; Erika Neace; Christopher Knecht; Chelsea X. Alvarado; Dennis Bailey; Samantha Ballinger; J. Borycz; Brandon S Canino; Natasha Cheatham; Michael Cook; M. Dreher; O. Duclos; Bryon Eubanks; K. Fairbanks; Samantha Finley; N. Forknall; Audrey Francis; G. Hopkins; Emily M Joyce; SungJin Kim; Nicole A Kirk; Julie Kovalyak; Shirley A Lauchie; Alanna Lohff; Charli A Maldonado; Emily A Manley; Sari McLin; Caroline Mooney; Miatta Ndama; Omotara Ogundeyi; Nneoma Okeoma; Christopher Ordish; Nicholas Padilla; Christopher Patrick; Tyler Paterson; Elliott Phillips; E. M. Phillips; Neha Rampally; C. Ribeiro; Madelaine K Robertson; J. Rymer; S. Ryan; Megan Sammons; A. K. Scott; Ashley L. Scott; A. Shinomiya; Claire Smith; Kelsey Smith; Natalie Smith; Margaret A. Sobeski; A. Suleiman; Jackie Swift; Satoko Takemura; Iris Talebi; Dorota Tarnogorska; Emily Tenshaw; Temour Tokhi; J. Walsh; Tansy Yang; J. Horne; Feng Li; Ruchi Parekh; P. Rivlin; V. Jayaraman; Kei Ito; S. Saalfeld; R. George; I. Meinertzhagen; G. Rubin; H. Hess; Louis K. Scheffer; Viren Jain; Stephen M. Plaza,2020.0,bioRxiv,integrated,True,True,False,True,True
