work_id,title,year_n,cites,decision,proposed_layer,contextual_sublabel,quality,quality_reason,is_ultra,is_emergent,max_io,in_deg,out_deg,citation_role,graph_status,venue,authors
work_841b345088ab28bd,Control of synaptic specificity by limiting promiscuous synapse formation,2018.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Chundi Xu; Emma K. Theisen; Elijah Rumbaut; Bryan Shum; Jing Peng; Dorota Tarnogorska; J. Borycz; Liming Tan; Maximilien Courgeon; I. Meinertzhagen; Matthew Y. Pecot
work_c6c7c7be755bd0ff,Eigenvector-based community detection for identifying information hubs in neuronal networks,2018.0,3,role_bridge,hidden_gem,bridge,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,bioRxiv,Ruaridh A. Clark; M. Macdonald
work_75f60831e1632c27,Feedforward Thalamocortical Connectivity Preserves Stimulus Timing Information in Sensory Pathways,2019.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Neuroscience,Hsi-Ping Wang; Jonathan W. Garcia; C. Sabottke; D. Spencer; T. Sejnowski
work_222a233df7db45f4,Detecting structural perturbations from time series with deep learning,2020.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,arXiv.org,Edward Laurence; Charles Murphy; G. St‐Onge; Xavier Roy-Pomerleau; Vincent Thibeault
work_4f9fd44c9f438ee3,Visual circuits in arthropod brains,2020.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Comparative Physiology,U. Homberg
work_c70de20978c86410,High-throughput whole-brain mapping of rhesus monkey at micron resolution,2020.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,Fang Xu; Yan Shen; Lufeng Ding; Chaoyu Yang; Heng Tan; Hao Wang; Qingyuan Zhu; Rui Xu; Feng Wu; Cheng Xu; Qianwei Li; Peng Su; Li I. Zhang; H. Dong; R. Desimone; Fuqiang Xu; Xintian Hu; Pak-Ming Lau; Guoqiang Bi
work_090e08748ee7dd3e,Integrating multi-scale data for a network model of macaque visual cortex,2013.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,BMC Neuroscience,Maximilian Schmidt; Sacha Jennifer van Albada; Rembrandt Bakker; M. Diesmann
work_b9bc79c1007d6364,A Modular Hierarchical Approach to 3D Electron Microscopy Image Segmentation,2014.0,2,core_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Journal of Neuroscience Methods,Ting Liu; C. Jones; Mojtaba Seyedhosseini; T. Tasdizen
work_fc1d8eba5a9fa0f2,Rapid and Semi-Automated Extraction of Neuronal Cell Bodies and Nuclei from Electron Microscopy Image Stacks,2016.0,2,core_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Methods in molecular biology,P. Holcomb; Michael Morehead; Gianfranco Doretto; P. Chen; S. Berg; Stephen K. Plaza; G. Spirou
work_cc91c8e0ef1cec88,Connectomics and other novel methods for examining neural systems.,2017.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,Metabolism: Clinical and Experimental,R. Wurtman
work_e70f6ec0a66ccab2,Connectomics of extrasynaptic signalling: applications to the nervous system of Caenorhabditis elegans,2017.0,2,core_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,1.0,0.0,only_in,integrated,,Barry L. Bentley
work_2d23fc156da4f7ce,TraceMontage: a Method for Merging Multiple Independent Neuronal Traces,2019.0,2,role_bridge,hidden_gem,bridge,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,bioRxiv,A. S. Dizaji; Logan A. Walker; Dawen Cai
work_641578dd51d3aa3a,Graph Signal Processing of Indefinite and Complex Graphs using Directed Variation,2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,,Kevin M. Schultz; Marisel Villafañe-Delgado
work_aace58d8981653c0,"Relating quantitative 7T MRI across cortical depths to cytoarchitectonics, gene expression and connectomics: a framework for tracking neurodegenerative disease",2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,bioRxiv,P. McColgan; Saskia Helbling; L. Vaculčiaková; K. Pine; Konrad Wagstyl; F. Attar; L. Edwards; M. Papoutsi; Yongbin Wei; M. P. van den Heuvel; Sarah J. Tabrizi; Geraint Rees; N. Weiskopf
work_e6d2fbd781fb7769,Excitatory and inhibitory L2/3 neurons in mouse primary visual cortex are balanced in their input connectivity,2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,A. P. Brown; L. Cossell; T. Margrie
work_f7d82000e0d7fff7,Neuro-PC: Causal Functional Connectivity from Neural Dynamics,2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,,Rahul Biswas; Eli Shlizerman
work_b729320814493b09,Serial section registration of axonal confocal microscopy datasets for long-range neural circuit reconstruction,2012.0,1,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Journal of Neuroscience Methods,L. Hogrebe; António R. C. Paiva; E. Jurrus; Cameron Christensen; M. Bridge; Li Dai; Rebecca L. Pfeiffer; P. Hof; Badrinath Roysam; J. R. Korenberg; T. Tasdizen
work_19484211ce0ace31,Automatic Annotation of Axoplasmic Reticula in Pursuit of Connectomes using High-Resolution Neural EM Data,2014.0,1,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,arXiv.org,Ayushi Sinha; William R. Gray Roncal; N. Kasthuri; Ming Chuang; Priya Manavalan; D. Kleissas; J. Vogelstein; R. J. Vogelstein; R. Burns; J. Lichtman; M. Kazhdan
work_a4f3f68ef4156dee,Inferring Functional Neural Connectivity with Deep Residual Convolutional Networks,2017.0,1,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,1.0,1.0,broker,integrated,bioRxiv,Timothy W. Dunn; Peter K. Koo
work_324fa11700fbfc52,Breaking Barriers of FIB-SEM for Large Volume Connectomics and Cell Biology,2018.0,1,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Microscopy and Microanalysis,C. Xu; K. Hayworth; Song Pang; Zhiyuan Lu; H. Hess
work_6892183b6e8966a6,Topology of the mesoscale connectome of the mouse brain,2018.0,1,adjacent_relevant,hidden_gem,bridge,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Computational and Mathematical Biophysics,Pascal Grange
work_c1f1de8c92a47673,Vocal motor experiences consolidate the vocal motor circuitry and accelerate future vocal skill development,2018.0,1,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,,M. Vellema; M. D. Rocha; Sabrina Bascones; S. Zsebők; Jes Dreier; S. Leitner; A. Van der Linden; Jonathan Brewer; M. Gahr
work_67ec217a66cb4c18,Integration of Odor-Induced Activity of Kenyon Cells in an Electrotonically Compact Drosophila Mushroom Body Output Neuron (MBON),2019.0,1,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,Omar A. Hafez; Benjamin Escribano; Jan Pielage; E. Niebur
work_af5e34e38d50302d,Whitening of odor representations by specific network connectivity,2019.0,1,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,1.0,1.0,broker,integrated,bioRxiv,A. Wanner; R. Friedrich
work_5f688ca781118001,Neuronal circuitry underlying female aggression in Drosophila,2020.0,1,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,Catherine E. Schretter; Yoshinori Aso; M. Dreher; A. Robie; Michael-John Dolan; Nan Chen; Masayoshi Ito; Tansy Yang; Ruchi Parekh; G. Rubin
work_6194ff64e893458d,Synaptic diversity naturally arises from neural decoding of heterogeneous populations,2020.0,1,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,,Jacob L. Yates; B. Scholl
work_88c223f0b82f20de,High-Throughput Image Alignment for Connectomics using Frugal Snap Judgments,2020.0,1,core_relevant,hidden_gem,bridge,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,IEEE Conference on High Performance Extreme Computing,Tim Kaler; Brian Wheatman; Sarah Wooders
work_15637f799663d649,A Geometric Chung Lu model and the Drosophila Medulla connectome,2021.0,1,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,J. Complex Networks,S. Agarwala; Franklin Kenter
work_0331df396f545e68,Improving the Neural Segmentation of Blurry Serial SEM Images by Blind Deblurring,2023.0,1,core_relevant,hidden_gem,bridge,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Computational Intelligence and Neuroscience,Ao Cheng; Kai Kang; Zhanpeng Zhu; Ruobing Zhang; Lirong Wang
work_2241814d12e83665,Gossamer: Scaling Image Processing and Reconstruction to Whole Brains,2024.0,1,core_relevant,hidden_gem,bridge,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,bioRxiv,Karl Marrett; Keivan Moradi; C. Park; Ming Yan; Chris Choi; Muye Zhu; Masood A. Akram; S. Nanda; Qing Xue; Hyun-Seung Mun; Adriana E. Gutierrez; Mitchell Rudd; Brian Zingg; Gabrielle Magat; Kathleen Wijaya; Hongwei Dong; X. Yang; Jason Cong
work_76ab8bc031d7769d,Neuronal connectomics: Hydra's non-synaptic nerve net.,2025.0,1,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Current Biology,Alexandra Kerbl; Gáspár Jékely
work_c0da79108172b87a,FGNet: Leveraging Feature-Guided Attention to Refine SAM2 for 3D EM Neuron Segmentation,2025.0,1,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,AAAI Conference on Artificial Intelligence,Zhenghua Li; Hang Chen; Zihao Sun; Kai Li; Xiaolin Hu
work_f960fec2204ccebe,Sparse Graph Reconstruction and Seriation for Large-Scale Image Stacks,2025.0,1,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,arXiv.org,Fuming Yang; Y. Meirovitch; J. Lichtman
work_8dd2b03520aa147e,CURVATURE-BASED MACHINE LEARNING METHOD FOR AUTOMATED SEGMENTATION OF DENDRITIC SPINES,2026.0,1,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Biophysical Journal,A. Geraldo; Michael A. Chirillo; Kristen M. Harris; Thomas G. Fai
work_6f4a1e86d4d301f0,Lethality of complex neuronal network in Caenorhabditis elegans nervous system based on cell attacks,2012.0,0,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,BMC Neuroscience,Seong-Kyun Kim; Hyoungkyu Kim; Jaeseung Jeong
work_fa051e7c13eddea6,The micron-scale structural organization of hippocampal area CA1 neuropil,2014.0,0,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,,Y. Mishchenko
work_0b3368a59ac0d45c,Application of the radial distribution functions for quantitative analysis of neuropil microstructure in stratum radiatum of CA1 region in hippocampus,2016.0,0,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,,Y. Mishchenko
work_413a3d616a7afef8,Light-Microscopy-Based Sparse Neural Circuit Reconstruction: Array Tomography and Other Methods,2016.0,0,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,,J. Rah
work_37f1613cec20c6f3,Optimal Preparation of Drosophila Brain Samples for FIB-SEM,2018.0,0,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Microscopy and Microanalysis,Z. Lu; K. Hayworth; S. Xu; P. Rivlin; I. Meinertzhagen
work_7225417aa5d4c255,Emergence of V1 connectivity pattern and Hebbian rule in a performance-optimized artificial neural network,2018.0,0,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,Fangzhou Liao; Xiaolin Hu; Sen Song
work_d2aa9ba75c9f5683,Surfaceome dynamics during neuronal development and synaptic plasticity reveal system-wide surfaceome reorganization independent of global proteostasis,2019.0,0,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,M. van Oostrum; Benjamin F. N. Campbell; Maik Müller; Patrick G. A. Pedrioli; Shiva K. Tyagarajan; B. Wollscheid
work_fb24e2e7796cd54c,Skeleton-based image registration of serial electron microscopy sections,2019.0,0,core_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Medical Imaging,Xi Chen; Lijun Shen; Qiwei Xie; Hua Han
work_f2285f79d8778ed4,A simple method defines 3D morphology and axon projections of filled neurons in a small CNS volume: steps toward understanding functional network circuitry.,2020.0,0,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_uncited_linked,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Journal of Neuroscience Methods,D. Conte; R. Borisyuk; M. Hull; A. Roberts
work_90c276cad38cdf4d,High speed volumetric imaging for brain connectomics,2021.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,,S. Chu
work_1d22c9e3717e855b,Ultrastructure of synaptic connectivity within sub-regions of the SCN revealed by genetically encoded EM tag and SBEM,2022.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Hugo Calligaro; Azarin Shoghi; Xinyue Chen; Keun-Young Kim; Y. Liu; Brian Khov; Benjamin Finander; H. Le; Mark Ellisman; Satchidananda Panda
work_6b01449f8fe56fb3,Circuit remodeling during development shapes the human foveal midget connectome for high visual acuity.,2022.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Vision,Chi Zhang
work_86cd31cad4541bb3,The S-cone connectome of the primate retina.,2022.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Vision,Sara S. Patterson
work_94d4d1383861b33a,Building a Volume EM Atlas of Whole Cells and Tissues with Enhanced FIB-SEM,2022.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Microscopy and Microanalysis,C. Xu
work_4cf7859925bc6f52,Real-time Image Deblurring to Improve Throughput of Serial-Section Volume Electron Microscopy for Neural Connectomic Studies.,2023.0,0,core_relevant,hidden_gem,bridge,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Microscopy and Microanalysis,R. Schalek; N. Parikh; Y. Wu; J. Lichtman; D. Wei
work_8bdf85c08ec8653d,Invited Session III: Diversity in chromatic processing across the animal kingdom: Comparative connectomics reveals noncanonical wiring for color vision in human foveal retina.,2023.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Vision,Yeon Jin Kim
work_1270a34816664cc4,"IMPACT OF ALZHEIMER’S DISEASE ON SUPRACHIASMATIC NUCLEUS CONNECTIVITY, SLEEP REGULATION, AND CIRCADIAN RHYTHM",2024.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Innovation in aging,Yiyi Shen; H. Calligaro; M. Lam; Brian Khov; Keunyoung Kim; Won-Kyu Ju; M. Ellisman; Satchidananda Panda
work_8fdabecbe4e2c04e,UniSPAC: A Unified Segmentation Framework for Proofreading and Annotation in Connectomics,2024.0,0,core_relevant,hidden_gem,bridge,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Juntao Deng; Jiamin Wu; Changmin Chen; Qihao Zheng; Zhaoxiang Zhang; Jingpeng Wu; Wanli Ouyang; Chunfeng Song
work_92dec379d1c56f26,"Modularity, Hierarchical Flows and Symmetry of the Drosophila Connectome",2024.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,,Peter Grindrod; R. Lambiotte; R. Sahasrabuddhe
work_b64e797daab8dabf,Bilateral Symmetry and Asymmetry in the C. elegans Connectome: A Graph-Theoretic Analysis based on Redundancy Measures,2024.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,bioRxiv,P. Kim; Youngjo Song; Jerald D. Kralik; Jaeseung Jeong
work_c61795d759331bd4,Modular organization of synapses within a neuromere for distinct axial locomotion in Drosophila larvae,2024.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Kazushi Fukumasu; Akinao Nose; H. Kohsaka
work_fbf91a06dcaae45b,Inferring community architectures of multisensory pathways in Drosophila via unsupervised network embedding,2024.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,bioRxiv,Xiyang Sun; F. Komaki
work_11708302632c43f1,Unveiling and Steering Connectome Organization with Interpretable Latent Variables,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,arXiv.org,Yubin Li; Xingyu Liu; Guozhang Chen
work_138205744e23415e,"Volume Electron Microscopy of Cortical Organoids: Methods for Region Identification, Connectome Reconstruction, and Organelle Segmentation",2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Sveva Dallere; A. Mattioni; M. Turégano-Lopez; L. Blázquez-Llorca; Á. Merchán-Pérez; Roberta Schellino; A. Vercelli; Javier DeFelipe; Marina Boido
work_2c3d7740e61c43c2,Decoding neuronal wiring by joint inference of cell identity and synaptic connectivity,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Himanshu Pawankumar Gupta; Anthony W. Azevedo; Yu-Chieh David Chen; Kristi Xing; Peter A. Sims; E. Varol; Richard S. Mann
work_333df38005e93b84,A distribution-aware semi-supervised pipeline for cost-effective neuron segmentation,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,bioRxiv,Yanchao Zhang; Hao Zhai; Jinyue Guo; Jing Liu; Qiwei Xie; Hua Han
work_339286588e4c34ee,Connectomic analysis of astrocyte-synapse interactions in the cerebral cortex,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Yagmur Yener; Alessandro Motta; M. Helmstaedter
work_459f1826c547937f,Feedforward Ordering in Neural Connectomes via Feedback Arc Minimization,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,arXiv.org,Soroush Vahidi
work_a65fd84f5ad30482,Synthesis of Ground Truth for Neuronal Segmentation,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,eScience,Jyotsna Rajaraman; T. Uram; Kevin M. Boergens; M. Papka
work_a6e8ffd247b8379d,Random Access Segmentation Volume Compression for Interactive Volume Rendering,2025.0,0,core_relevant,hidden_gem,bridge,hidden_gem,young_core_thin,False,False,,,,no_graph,no_graph,Computer graphics forum (Print),M. Piochowiak; Florian Kurpicz; Carsten Dachsbacher
work_b13274c306e3faaa,Population Morphology Implies a Common Developmental Blueprint for Drosophila Motion Detectors,2025.0,0,core_relevant,hidden_gem,complementary,hidden_gem,young_core_thin,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,N. Drummond; Arthur Zhao; Alexander Borst
