work_id,title,year_n,cites,decision,proposed_layer,contextual_sublabel,quality,quality_reason,is_ultra,is_emergent,max_io,in_deg,out_deg,citation_role,graph_status,venue,authors
work_4d5f8126d96042c6,Resting-state functional connectivity in major depressive disorder: A review.,2015.0,840,role_bridge,contextual,translation,pass,ok,False,False,,,,no_graph,rescued_no_graph,Neuroscience and Biobehavioral Reviews,P. Mulders; P. V. van Eijndhoven; A. Schene; C. Beckmann; I. Tendolkar
work_2a2fe8f95bb73f03,Principles of connectivity among morphologically defined cell types in adult neocortex,2015.0,838,adjacent_relevant,contextual,complementary,pass,ok,False,False,9.0,9.0,0.0,only_in,integrated,Science,Xiaolong Jiang; Shan Shen; C. Cadwell; Philipp Berens; Fabian H Sinz; Alexander S. Ecker; Saumil S. Patel; A. Tolias
work_299eb90aaf78a3aa,"A Genetically Encoded Tag for Correlated Light and Electron Microscopy of Intact Cells, Tissues, and Organisms",2011.0,809,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,PLoS Biology,X. Shu; V. Lev-Ram; T. Deerinck; Y. Qi; Ericka B. Ramko; M. Davidson; Yishi Jin; Mark Ellisman; R. Tsien
work_ad46a1f8c544946f,FANMOD: a tool for fast network motif detection,2006.0,791,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Bioinform.,S. Wernicke; Florian Rasche
work_0a6f89f17fb7c4a5,"Graph analysis of the human connectome: Promise, progress, and pitfalls",2013.0,752,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,NeuroImage,A. Fornito; A. Zalesky; M. Breakspear
work_e2cb4f4ec9b85555,V3D enables real-time 3D visualization and quantitative analysis of large-scale biological image data sets,2010.0,727,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Biotechnology,Hanchuan Peng; Zongcai Ruan; Fuhui Long; Julie H. Simpson; Eugene W. Myers
work_aa67a7c25f2f435b,Lead-DBS v2: Towards a comprehensive pipeline for deep brain stimulation imaging,2018.0,698,role_bridge,contextual,translation,pass,ok,False,False,,,,no_graph,rescued_no_graph,bioRxiv,A. Horn; Ningfei Li; T. Dembek; A. Kappel; C. Boulay; S. Ewert; A. Tietze; A. Husch; T. Perera; W. Neumann; M. Reisert; Hang Si; R. Oostenveld; C. Rorden; F. Yeh; Qianqian Fang; T. Herrington; J. Vorwerk; A. Kühn
work_83fb52fa81473035,JAABA: interactive machine learning for automatic annotation of animal behavior,2013.0,614,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Methods,Mayank Kabra; A. Robie; M. Rivera-Alba; Steve Branson; K. Branson
work_ab693beb93fb50a7,Molecular topography of an entire nervous system,2020.0,580,adjacent_relevant,contextual,complementary,pass,ok,False,False,15.0,15.0,8.0,broker,integrated,bioRxiv,Seth R. Taylor; G. Santpere; Alexis Weinreb; Alec Barrett; Molly B. Reilly; Chuan Xu; E. Varol; P. Oikonomou; Lori Glenwinkel; Rebecca D. McWhirter; Abigail J. Poff; Manasa Basavaraju; Ibnul Rafi; Ev Yemini; Steven J. Cook; Alexander Abrams; Berta Vidal; Cyril C Cros; Saeed Tavazoie; N. Šestan; Marc Hammarlund; O. Hobert; David M. Miller
work_1afd0f5b17737035,From the connectome to brain function,2013.0,567,adjacent_relevant,contextual,complementary,pass,ok,False,False,39.0,39.0,2.0,broker,integrated,Nature Methods,Cori Bargmann; E. Marder
work_e0e948e508cda1e4,Suggestive Annotation: A Deep Active Learning Framework for Biomedical Image Segmentation,2017.0,565,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,International Conference on Medical Image Computing and Computer-Assisted Intervention,L. Yang; Yizhe Zhang; Jianxu Chen; Siyuan Zhang; D. Chen
work_32b0dddba5ca9668,A high-level 3D visualization API for Java and ImageJ,2010.0,550,adjacent_relevant,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,BMC Bioinformatics,Benjamin Schmid; J. Schindelin; Albert Cardona; M. Longair; M. Heisenberg
work_fb288126909ecad7,Mitochondria at the neuronal presynapse in health and disease,2018.0,522,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Reviews Neuroscience,Michael J. Devine; J. Kittler
work_fe96a7e42abafd4b,"Dense, Unspecific Connectivity of Neocortical Parvalbumin-Positive Interneurons: A Canonical Microcircuit for Inhibition?",2011.0,512,adjacent_relevant,contextual,complementary,pass,ok,False,False,3.0,3.0,0.0,only_in,integrated,Journal of Neuroscience,Adam Packer; R. Yuste
work_a7ac590f096a331d,"Reconstruction of 1,000 projection neurons reveals new cell types and organization of long-range connectivity in the mouse brain",2019.0,460,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,bioRxiv,Johan Winnubst; Erhan Bas; Tiago A. Ferreira; Zhuhao Wu; M. Economo; Patrick Edson; B. J. Arthur; Christopher Bruns; Konrad Rokicki; David M. Schauder; D. J. Olbris; S. D. Murphy; David Ackerman; Cameron Arshadi; P. Baldwin; Regina Blake; A. Elsayed; Mashtura Hasan; D. Ramírez; Bruno Paiva dos Santos; Monet Weldon; A. Zafar; J. Dudman; C. Gerfen; A. Hantman; Wyatt L. Korff; S. Sternson; N. Spruston; K. Svoboda; J. Chandrashekar
work_403be6bf6a79f219,"Human Connectome Project Informatics: quality control, database services, and data visualization",2013.0,459,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,NeuroImage,Daniel S. Marcus; M. P. Harms; Abraham Z. Snyder; M. Jenkinson; J. A. Wilson; M. Glasser; D. Barch; K. A. Archie; G. C. Burgess; M. Ramaratnam; M. Hodge; William Horton; Rick Herrick; Timothy R. Olsen; Michael McKay; M. House; Michael Hileman; Erin Reid; J. Harwell; T. Coalson; Jon Schindler; J. S. Elam; Sandra W. Curtiss; D. Essen
work_0a7ba8ffe545833c,Diverse coupling of neurons to populations in sensory cortex,2015.0,451,adjacent_relevant,contextual,complementary,pass,ok,False,False,1.0,1.0,0.0,only_in,integrated,Nature,Michael Okun; Nicholas A. Steinmetz; L. Cossell; M. Iacaruso; H. Ko; P. Barthó; Tirin Moore; S. Hofer; T. Mrsic-Flogel; M. Carandini; K. Harris
work_0902ad628efcc7dd,Cliques of Neurons Bound into Cavities Provide a Missing Link between Structure and Function,2016.0,423,adjacent_relevant,contextual,complementary,pass,ok,False,False,3.0,3.0,0.0,only_in,integrated,Frontiers in Computational Neuroscience,Michael W. Reimann; Max Nolte; M. Scolamiero; Katharine Turner; R. Perin; G. Chindemi; Paweł Dłotko; R. Levi; K. Hess; H. Markram
work_36162776d7c53766,Multilayer Analysis and Visualization of Networks,2014.0,406,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,J. Complex Networks,M. Domenico; M. Porter; A. Arenas
work_e00a7fb6feedbf91,A platform for brain-wide imaging and reconstruction of individual neurons,2016.0,392,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,eLife,M. Economo; Nathan G. Clack; L. Lavis; C. Gerfen; K. Svoboda; E. Myers; J. Chandrashekar
work_4a065afca6719b79,Specification of synaptic connectivity by cell surface interactions,2015.0,388,adjacent_relevant,contextual,complementary,pass,ok,False,False,7.0,7.0,1.0,broker,integrated,Nature Reviews Neuroscience,J. Wit; Anirvan Ghosh
work_11d1cfcde84e9410,A tutorial in connectome analysis: Topological and spatial features of brain networks,2011.0,362,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,NeuroImage,Marcus Kaiser
work_d2df514fdb3df8f0,Volume electron microscopy for neuronal circuit reconstruction.,2012.0,359,adjacent_relevant,contextual,complementary,pass,ok,False,False,31.0,31.0,2.0,broker,integrated,Current Opinion in Neurobiology,K. Briggman; D. Bock
work_ecc5f261115a2fe0,Architectures of Neuronal Circuits,2021.0,357,adjacent_relevant,contextual,complementary,pass,ok,False,False,3.0,2.0,3.0,broker,integrated,Science,L. Luo
work_27fb2a0d9d1c342f,CATMAID: collaborative annotation toolkit for massive amounts of image data,2009.0,356,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Bioinform.,S. Saalfeld; Albert Cardona; V. Hartenstein; P. Tomančák
work_853a67f3b3bce4e6,Preparation of Acute Brain Slices Using an Optimized N-Methyl-D-glucamine Protective Recovery Method,2018.0,349,adjacent_relevant,contextual,complementary,pass,ok,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Visualized Experiments,J. Ting; Brian R. Lee; Peter Chong; Gilberto J. Soler-Llavina; C. Cobbs; C. Koch; Hongkui Zeng; E. Lein
work_154b100f4204e27c,Optimal degrees of synaptic connectivity,2017.0,345,adjacent_relevant,contextual,complementary,pass,ok,False,False,9.0,9.0,0.0,only_in,integrated,Neuron,Ashok Litwin-Kumar; K. Harris; Richard Axel; Richard Axel; H. Sompolinsky; H. Sompolinsky; L. Abbott
work_9cce9112b143d3f9,A technicolour approach to the connectome,2008.0,335,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Reviews Neuroscience,J. Lichtman; J. Livet; J. Sanes
work_38b49edc6e3d2483,Exploring the third dimension: volume electron microscopy comes of age.,2014.0,331,adjacent_relevant,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Micron,C. Peddie; L. Collinson
work_d93655b739e2e89d,A cellular and regulatory map of the cholinergic nervous system of C. elegans,2015.0,329,adjacent_relevant,contextual,complementary,pass,ok,False,False,41.0,41.0,6.0,broker,integrated,eLife,Laura Pereira; Paschalis Kratsios; Esther Serrano-Saiz; H. Sheftel; A. Mayo; D. Hall; J. White; Brigitte LeBoeuf; L. Garcia; U. Alon; O. Hobert
work_e4b57c3bbf92905b,Measuring macroscopic brain connections in vivo,2015.0,323,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Neuroscience,S. Jbabdi; S. Sotiropoulos; S. Haber; D. C. Essen; T. Behrens
work_7b69c0d654c6eb2e,Geometry and structural plasticity of synaptic connectivity.,2002.0,320,adjacent_relevant,contextual,complementary,pass,ok,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Neuron,A. Stepanyants; P. Hof; D. Chklovskii
work_bd78895f1e68ded3,Visualizing Neuromodulation In Vivo: TANGO-Mapping of Dopamine Signaling Reveals Appeptite Control of Sugar Sensing,2012.0,317,adjacent_relevant,contextual,complementary,pass,ok,False,False,4.0,4.0,0.0,only_in,integrated,Cell,Hidehiko K. Inagaki; S. B. de-Leon; A. Wong; Smitha Jagadish; H. Ishimoto; G. Barnea; T. Kitamoto; R. Axel; D. Anderson
work_c285a4f34f98067b,The huge plastic potential of adult brain and the role of connectomics: new insights provided by serial mappings in glioma surgery.,2014.0,316,role_bridge,contextual,translation,pass,ok,False,False,,,,no_graph,rescued_no_graph,Cortex; a journal devoted to the study of the nervous system and behavior,H. Duffau
work_e50b457cd2b8a4c8,Neural Elements for Predictive Coding,2016.0,314,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,Frontiers in Psychology,S. Shipp
work_8bffa66c1a57a9aa,Rapid Golgi Analysis Method for Efficient and Unbiased Classification of Dendritic Spines,2014.0,307,adjacent_relevant,contextual,complementary,pass,ok,False,False,1.0,1.0,0.0,only_in,integrated,PLoS ONE,W. C. Risher; T. Ustunkaya; Jonnathan Singh Alvarado; C. Eroglu; C. Eroglu
work_2c6fe44c1be1c300,Cellular-resolution connectomics: challenges of dense neural circuit reconstruction,2013.0,305,adjacent_relevant,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Methods,M. Helmstaedter
work_6d7152bc3042d92f,Correlative three-dimensional super-resolution and block face electron microscopy of whole vitreously frozen cells,2019.0,304,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Science,D. Hoffman; G. Shtengel; Cangshan Xu; K. Campbell; Melanie Freeman; Lei Wang; D. Milkie; H. Pasolli; N. Iyer; J. Bogovic; D. Stabley; A. Shirinifard; Song Pang; D. Peale; K. Schaefer; W. Pomp; Chi-Lun Chang; J. Lippincott-Schwartz; T. Kirchhausen; D. Solecki; E. Betzig; H. Hess
work_d63621d00ed628b6,Cell Type–Specific Three-Dimensional Structure of Thalamocortical Circuits in a Column of Rat Vibrissal Cortex,2011.0,300,adjacent_relevant,contextual,complementary,pass,ok,False,False,2.0,2.0,1.0,broker,integrated,Cerebral Cortex,M. Oberlaender; Christiaan P. J. de Kock; R. Bruno; A. Ramírez; H. S. Meyer; V. J. Dercksen; M. Helmstaedter; B. Sakmann
work_28c6a067561d25a1,Towards neural circuit reconstruction with volume electron microscopy techniques.,2006.0,298,adjacent_relevant,contextual,complementary,pass,ok,False,False,6.0,6.0,0.0,only_in,integrated,Current Opinion in Neurobiology,K. Briggman; W. Denk
work_be80d8a355c9f3bc,Large scale brain models of epilepsy: dynamics meets connectomics,2012.0,297,adjacent_relevant,contextual,translation,pass,ok,False,False,,,,no_graph,rescued_no_graph,Journal of Neurology Neurosurgery & Psychiatry,M. Richardson
work_2cc0677e9c1d540a,Vision and Locomotion Shape the Interactions between Neuron Types in Mouse Visual Cortex,2016.0,293,adjacent_relevant,contextual,complementary,pass,ok,False,False,1.0,1.0,0.0,only_in,integrated,bioRxiv,Mario Dipoppa; Adam Ranson; Michael Krumin; Marius Pachitariu; M. Carandini; K. Harris
work_f8ee6d98ba276767,"Online retrieval, processing, and visualization of primate connectivity data from the CoCoMac Database",2007.0,292,adjacent_relevant,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Neuroinformatics,R. Kötter
work_0b58677ca30e94c9,Statistical Inference on Random Dot Product Graphs: a Survey,2017.0,292,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Journal of machine learning research,A. Athreya; D. E. Fishkind; M. Tang; C. Priebe; Youngser Park; J. Vogelstein; Keith D. Levin; V. Lyzinski; Yichen Qin; D. Sussman
work_8987d1a10ada16ff,Macroscopic gradients of synaptic excitation and inhibition in the neocortex,2020.0,277,adjacent_relevant,contextual,complementary,pass,ok,False,False,3.0,3.0,0.0,only_in,integrated,Nature Reviews Neuroscience,Xiao-Jing Wang
work_c85ce51f03374702,neuTube 1.0: A New Design for Efficient Neuron Reconstruction Software Based on the SWC Format,2015.0,272,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,eNeuro,Linqing Feng; Ting Zhao; Jinhyun Kim
work_790c4fa540195de1,High-performance probes for light and electron microscopy,2015.0,263,adjacent_relevant,contextual,complementary,pass,ok,False,False,8.0,8.0,1.0,broker,integrated,Nature Methods,Sarada Viswanathan; M. E. Williams; Erik B. Bloss; T. Stasevich; C. M. Speer; Aljoscha Nern; B. Pfeiffer; Bryan M. Hooks; Wei-Ping Li; Brian P. English; Teresa Tian; G. L. Henry; J. Macklin; Ronak Patel; C. Gerfen; X. Zhuang; Yalin Wang; G. Rubin; L. Looger
work_37de4cdb46f24752,The mouse cortico–basal ganglia–thalamic network,2021.0,261,adjacent_relevant,contextual,complementary,pass,ok,False,False,1.0,1.0,1.0,broker,integrated,Nature,Nicholas N. Foster; Nicholas N. Foster; L. Korobkova; Luis Garcia; Luis Garcia; Lei Gao; Lei Gao; Marlene Becerra; Yasmine Sherafat; Bo Peng; Xiangning Li; Jun-Hyeok Choi; Lin Gou; Lin Gou; Brian Zingg; Brian Zingg; Sana Azam; Darrick Lo; Darrick Lo; Neda Khanjani; Bin Zhang; Bin Zhang; Jim Stanis; Ian Bowman; Ian Bowman; Kaelan Cotter; Kaelan Cotter; Chunru Cao; Chunru Cao; Seita Yamashita; Seita Yamashita; Amanda Tugangui; Amanda Tugangui; Anan Li; Anan Li; Tao Jiang; Xueyan Jia; Zhao Feng; Sarvia Aquino; Gordon Dan; Marina Fayzullina; Hyun-Seung Mun; Sarah Ustrell; T. Boesen; T. Boesen; A. Santarelli; Muye Zhu; Muye Zhu; Nora L. Benavidez; Monica Y. Song; David L. Johnson; Han Xu; Hanpeng Xu; M. Bienkowski; X. W. Yang; H. Gong; H. Gong; Ian R. Wickersham; Qingming Luo; Qingming Luo; B. Lim; Li I. Zhang; Houri Hintiryan; Houri Hintiryan; H. Dong; H. Dong
work_41a8c234a5f33895,The big data challenges of connectomics,2014.0,258,adjacent_relevant,contextual,bridge,pass,ok,False,False,24.0,24.0,4.0,broker,integrated,Nature Neuroscience,J. Lichtman; H. Pfister; N. Shavit
work_ef2fffba97b01cff,Neurogeometry and potential synaptic connectivity.,2005.0,257,adjacent_relevant,contextual,complementary,pass,ok,False,False,6.0,6.0,0.0,only_in,integrated,Trends in Neurosciences,A. Stepanyants; D. Chklovskii
work_679e6fe231f7c345,Connectomics and epilepsy,2013.0,253,role_bridge,contextual,translation,pass,ok,False,False,,,,no_graph,rescued_no_graph,Current Opinion in Neurology,J. Engel; P. Thompson; J. Stern; R. Staba; A. Bragin; I. Módy
work_60a930908d22f374,Pyramidal cell-interneuron circuit architecture and dynamics in hippocampal networks,2017.0,251,adjacent_relevant,contextual,complementary,pass,ok,False,False,1.0,1.0,0.0,only_in,integrated,Neuron,D. English; S. McKenzie; Talfan Evans; Kanghwan Kim; E. Yoon; G. Buzsáki
work_4b3bfeede41c04c0,Super-Resolution Mapping of Neuronal Circuitry With an Index-Optimized Clearing Agent.,2016.0,244,adjacent_relevant,contextual,complementary,pass,ok,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Cell Reports,Meng-Tsen Ke; Yasuhiro Nakai; S. Fujimoto; Rie Takayama; Shuhei Yoshida; T. Kitajima; Makoto Sato; Takeshi Imai
work_fb45709dc6d705c9,The importance of the whole: Topological data analysis for the network neuroscientist,2018.0,240,adjacent_relevant,contextual,complementary,pass,ok,False,False,13.0,13.0,4.0,broker,integrated,Network Neuroscience,Ann E. Sizemore; Jennifer Phillips-Cremins; R. Ghrist; D. Bassett
work_17f8a533cf7cabc4,A Cellular-Resolution Atlas of the Larval Zebrafish Brain.,2019.0,239,adjacent_relevant,contextual,bridge,pass,ok,False,False,4.0,4.0,1.0,broker,integrated,Neuron,Michael Kunst; Eva Laurell; Nouwar Mokayes; Anna Kramer; H. Baier
work_a09956f2846bbe45,Large-scale network organization in the avian forebrain: a connectivity matrix and theoretical analysis,2013.0,227,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,Frontiers in Computational Neuroscience,M. Shanahan; V. Bingman; Toru Shimizu; Martin Wild; O. Güntürkün
work_abf215762dd88bd3,The Retrosplenial Cortex: Intrinsic Connectivity and Connections with the (Para)Hippocampal Region in the Rat. An Interactive Connectome,2011.0,226,adjacent_relevant,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Front. Neuroinform.,Jørgen Sugar; M. Witter; N. V. Strien; Natalie L. M. Cappaert
work_5cafb08614aad0c5,Spatial profile of excitatory and inhibitory synaptic connectivity in mouse primary auditory cortex,2012.0,225,adjacent_relevant,contextual,complementary,pass,ok,False,False,2.0,2.0,0.0,only_in,integrated,Journal of Neuroscience,Robert B. Levy; A. Reyes
work_81b57bb8bd076686,Architecture of the Mouse Brain Synaptome,2018.0,219,adjacent_relevant,contextual,complementary,pass,ok,False,False,2.0,1.0,2.0,broker,integrated,Neuron,Fei Zhu; Mélissa Cizeron; Zhen Qiu; Ruth Benavides-Piccione; M. Kopanitsa; N. Skene; Babis Koniaris; J. DeFelipe; E. Fransen; N. Komiyama; S. Grant
work_1a16b4de189373e1,Wiring cost and topological participation of the mouse brain connectome,2015.0,215,adjacent_relevant,contextual,complementary,pass,ok,False,False,56.0,56.0,6.0,hub,integrated,Proceedings of the National Academy of Sciences of the United States of America,M. Rubinov; R. Ypma; Charles Watson; E. Bullmore
work_b8ae78f1fd8ae67a,Synaptic organization of visual space in primary visual cortex,2017.0,213,adjacent_relevant,contextual,complementary,pass,ok,False,False,3.0,3.0,1.0,broker,integrated,Nature,M. Iacaruso; Ioana Gasler; S. Hofer
work_43f9348b8e8dc3dc,Neuron-specific signatures in the chromosomal connectome associated with schizophrenia risk,2018.0,212,adjacent_relevant,contextual,translation,pass,ok,False,False,2.0,2.0,0.0,only_in,integrated,Science,P. Rajarajan; Tyler Borrman; W. Liao; N. Schrode; Erin Flaherty; Charlize Casiño; Samuel K. Powell; Chittampalli N. Yashaswini; Elizabeth A. LaMarca; Bibi S. Kassim; B. Javidfar; S. Espeso-Gil; Aiqun Li; H. Won; D. Geschwind; Seok-Man Ho; M. MacDonald; G. Hoffman; Panagiotis Roussos; Bin Zhang; C. Hahn; Z. Weng; K. Brennand; S. Akbarian
work_f0f189f0d384e1f8,Nanoscale imaging of clinical specimens using pathology-optimized expansion microscopy,2017.0,205,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Nature Biotechnology,Yongxin Zhao; Octavian Bucur; Humayun Irshad; Fei Chen; Astrid Weins; A. Stancu; E. Oh; Marcello DiStasio; V. Torous; B. Glass; I. Stillman; S. Schnitt; Andrew H. Beck; E. Boyden
work_440fdfad4902f6ae,Ome sweet ome: what can the genome tell us about the connectome?,2008.0,203,adjacent_relevant,contextual,complementary,pass,ok,False,False,,,,no_graph,rescued_no_graph,Current Opinion in Neurobiology,J. Lichtman; J. Sanes
work_c16301195b3d564c,Challenges and Opportunities in Mining Neuroscience Data,2011.0,191,adjacent_relevant,contextual,complementary,pass,ok,False,False,2.0,2.0,0.0,only_in,integrated,Science,H. Akil; M. Martone; D. V. Van Essen
work_071108fd660498ef,Fast Approximate Quadratic Programming for Graph Matching,2015.0,190,role_bridge,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,PLoS ONE,J. Vogelstein; John M. Conroy; V. Lyzinski; L. J. Podrazik; S. Kratzer; Eric T. Harley; D. E. Fishkind; R. J. Vogelstein; C. Priebe
work_b3ee57aade123586,The Mouse Cortical Connectome Characterized by an Ultra Dense Cortical Graph Maintains Specificity by Distinct Connectivity Profiles,2018.0,190,adjacent_relevant,contextual,bridge,pass,ok,False,False,,,,no_graph,rescued_no_graph,Neuron,R. Gămănuţ; H. Kennedy; Z. Toroczkai; M. Ercsey-Ravasz; David C van Essen; K. Knoblauch; A. Burkhalter
