work_id,title,decision,confidence,ultra_core,citation_count_work,corpus_in_degree,corpus_out_degree,citation_total_degree,citation_out_in_ratio,citation_link_strength,k_core,pagerank_percentile,n_authors,is_consortium,consortium_middle_count,citation_role,primary_community_id,primary_community_label,authors,year,venue,authors_enr,year_enr,venue_enr,graph_status,in_graph_matched,in_integrated,in_rescue,in_integrated_plus_rescue,in_prime_legacy
work_025c5ef05489ba3c,Diffusion MRI Connections in the Octopus Brain,adjacent_relevant,0.82,False,5,0.0,7.0,7.0,7.0,moderate,3.0,0.5126095035837537,1,False,0,only_out,198,R. Jacobs,R. Jacobs,2022.0,Experimental Neurobiology,R. Jacobs,2022.0,Experimental Neurobiology,integrated,True,True,False,True,True
work_029643354bb1e658,Untangling the cortico-thalamo-cortical loop: cellular pieces of a knotty circuit puzzle,adjacent_relevant,0.81,False,180,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.3899654897796655,2,False,0,only_out,3,Albert Cardona / R. D. Fetter,G. Shepherd; Naoki Yamawaki,2021.0,Nature Reviews Neuroscience,G. Shepherd; Naoki Yamawaki,2021.0,Nature Reviews Neuroscience,weak_unlinked,True,False,False,False,False
work_02c20c311fe2787b,Deep Reinforcement Learning for Neural Control,adjacent_relevant,0.82,False,6,0.0,0.0,0.0,,weak_unlinked,0.0,0.0517653305017255,2,False,0,isolate,0,Oliver Hobert / Xiaoyin Chen,Jimin Kim; Eli Shlizerman,2020.0,arXiv.org,Jimin Kim; Eli Shlizerman,2020.0,arXiv.org,weak_unlinked,True,False,False,False,False
work_02c77af0d554feec,A Context-Aware Delayed Agglomeration Framework for Electron Microscopy Segmentation,core_relevant,0.94,False,35,16.0,7.0,23.0,0.438,strong,11.0,0.9819485001327316,4,False,0,broker,2,J. Lichtman / Hanspeter Pfister,T. Parag; Anirban Chakraborty; Stephen M. Plaza; Louis K. Scheffer,2014.0,PLoS ONE,T. Parag; Anirban Chakraborty; Stephen M. Plaza; Louis K. Scheffer,2014.0,PLoS ONE,integrated,True,True,False,True,True
work_02c7b46148a6c4a5,Three-Dimensional Structure and Composition of CA3→CA1 Axons in Rat Hippocampal Slices: Implications for Presynaptic Connectivity and Compartmentalization,core_relevant,0.93,True,515,4.0,0.0,4.0,0.0,moderate,4.0,0.9923015662330767,2,False,0,only_in,3,Albert Cardona / R. D. Fetter,G. Shepherd; K. Harris,1998.0,Journal of Neuroscience,G. Shepherd; K. Harris,1998.0,Journal of Neuroscience,integrated,True,True,False,True,True
work_02da51be986693aa,PTEN Activity Defines an Axis for Plasticity at Cortico-Amygdala Synapses and Influences Social Behavior.,adjacent_relevant,0.8,False,22,0.0,0.0,0.0,,weak_unlinked,0.0,0.5497743562516592,16,False,0,isolate,23,I. Díez / J. Cortes,Cristina Sánchez-Puelles; Maria Calleja-Felipe; Alberto Ouro; Ghassen Bougamra; Ana Arroyo; I. Díez; A. Erramuzpe; J. Cortes; J. Martinez-Hernandez; R. Luján; M. Navarrete; C. Venero; A. Chan; M. Morales; J. Esteban; S. Knafo,2019.0,Cerebral Cortex,Cristina Sánchez-Puelles; Maria Calleja-Felipe; Alberto Ouro; Ghassen Bougamra; Ana Arroyo; I. Díez; A. Erramuzpe; J. Cortes; J. Martinez-Hernandez; R. Luján; M. Navarrete; C. Venero; A. Chan; M. Morales; J. Esteban; S. Knafo,2019.0,Cerebral Cortex,weak_unlinked,True,False,False,False,False
work_0308d268ca38e94f,Intrinsic elaboration of prefrontal modularity: a dual-control model of axon bundling and synaptic docking,adjacent_relevant,0.79,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.419962835147332,3,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Tetsuo Yamamori; A. Watakabe; Henrik Skibbe,2026.0,Frontiers in Neuroanatomy,Tetsuo Yamamori; A. Watakabe; Henrik Skibbe,2026.0,Frontiers in Neuroanatomy,weak_unlinked,True,False,False,False,False
work_0331df396f545e68,Improving the Neural Segmentation of Blurry Serial SEM Images by Blind Deblurring,core_relevant,0.93,False,1,0.0,0.0,0.0,,weak_unlinked,0.0,0.0676931245022564,5,False,0,isolate,0,Oliver Hobert / Xiaoyin Chen,Ao Cheng; Kai Kang; Zhanpeng Zhu; Ruobing Zhang; Lirong Wang,2023.0,Computational Intelligence and Neuroscience,Ao Cheng; Kai Kang; Zhanpeng Zhu; Ruobing Zhang; Lirong Wang,2023.0,Computational Intelligence and Neuroscience,weak_unlinked,True,False,False,False,False
work_036e22a15502fd7e,Strip the Stripes: Artifact Detection and Removal for Scanning Electron Microscopy Imaging,adjacent_relevant,0.84,False,6,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.66179984072206,4,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Amirhossein Khalilian-Gourtani; Mariano Tepper; Victor Minden; D. Chklovskii,2019.0,"IEEE International Conference on Acoustics, Speech, and Signal Processing",Amirhossein Khalilian-Gourtani; Mariano Tepper; Victor Minden; D. Chklovskii,2019.0,"IEEE International Conference on Acoustics, Speech, and Signal Processing",weak_unlinked,True,False,False,False,False
work_03b8b6340a7756de,Analysis of segmentation ontology reveals the similarities and differences in connectivity onto L2/3 neurons in mouse V1,adjacent_relevant,0.81,False,7,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.0164587204672152,6,False,0,only_out,3,Albert Cardona / R. D. Fetter,A. P. Brown; L. Cossell; M. Strom; A. Tyson; Mateo Vélez‐Fort; T. Margrie,2021.0,Scientific Reports,A. P. Brown; L. Cossell; M. Strom; A. Tyson; Mateo Vélez‐Fort; T. Margrie,2021.0,Scientific Reports,weak_unlinked,True,False,False,False,False
work_03c23d6e53a2fa11,All-optical visualization of specific molecules in the ultrastructural context of brain tissue,adjacent_relevant,0.83,False,41,8.0,8.0,16.0,1.0,strong,11.0,0.9463764268648792,16,False,0,broker,10,T. Biederer / Katherine E Watters,O. M’Saad; Ravikiran Kasula; I. Kondratiuk; Phylicia Kidd; H. Falahati; Juliana E. Gentile; Robert F. Niescier; Katherine E Watters; R. Sterner; Seong Lee; Xinran Liu; P. De Camilli; J. Rothman; A. Koleske; T. Biederer; J. Bewersdorf,2022.0,bioRxiv,O. M’Saad; Ravikiran Kasula; I. Kondratiuk; Phylicia Kidd; H. Falahati; Juliana E. Gentile; Robert F. Niescier; Katherine E Watters; R. Sterner; Seong Lee; Xinran Liu; P. De Camilli; J. Rothman; A. Koleske; T. Biederer; J. Bewersdorf,2022.0,bioRxiv,integrated,True,True,False,True,True
work_03f019b1ea59c828,The 3D ultrastructure of the chordotonal organs in the antenna of a microwasp remains complex although simplified,adjacent_relevant,0.8,False,5,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.1425537563047517,6,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Anna V. Diakova; A. Makarova; Song Pang; C. Xu; H. Hess; A. Polilov,2022.0,Scientific Reports,Anna V. Diakova; A. Makarova; Song Pang; C. Xu; H. Hess; A. Polilov,2022.0,Scientific Reports,weak_unlinked,True,False,False,False,False
work_043907deaaf11bc4,A Color Vision Circuit for Non-Image-Forming Vision in the Primate Retina,adjacent_relevant,0.79,False,58,4.0,6.0,10.0,1.5,strong,5.0,0.8685956994956199,4,False,0,broker,6,James R. Anderson / Bryan William Jones,Sara S. Patterson; J. Kuchenbecker; James R. Anderson; J. Neitz,2020.0,Current Biology,Sara S. Patterson; J. Kuchenbecker; James R. Anderson; J. Neitz,2020.0,Current Biology,integrated,True,True,False,True,True
work_043d6cf6b22999a9,A Digital Neural Array IC for Real-Time Neural Network Replication from Spike Activities,adjacent_relevant,0.78,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.129811521104327,6,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,D. Park; Hajung Mun; Minhyeok Jeong; Dahee Kang; Jongmin Lee; Yoonmyung Lee,2026.0,"Design, Automation and Test in Europe",D. Park; Hajung Mun; Minhyeok Jeong; Dahee Kang; Jongmin Lee; Yoonmyung Lee,2026.0,"Design, Automation and Test in Europe",weak_unlinked,True,False,False,False,False
work_04bc672be1766531,Neurodevelopment: Comparative connectomics and the study of circuit assembly.,adjacent_relevant,0.84,False,0,0.0,5.0,5.0,5.0,moderate,5.0,0.5134058932837802,2,False,0,only_out,2,J. Lichtman / Hanspeter Pfister,E. Donà; G. Jefferis,2021.0,Current Biology,E. Donà; G. Jefferis,2021.0,Current Biology,integrated,True,True,False,True,True
work_0506cf0b9cfdf1f4,"Experience-dependent, sexually dimorphic synaptic connectivity defined by sex-specific cadherin expression",adjacent_relevant,0.82,False,4,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.001592779400053,3,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Chien-Po Liao; Maryam Majeed; Oliver Hobert,2024.0,bioRxiv,Chien-Po Liao; Maryam Majeed; Oliver Hobert,2024.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_053a6d2ad8e9d69a,An intersectional gene regulatory strategy defines subclass diversity of C. elegans motor neurons,adjacent_relevant,0.8,False,53,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.5726041943190868,12,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Paschalis Kratsios; S. Kerk; Catarina Catela; Joseph Liang; Berta Vidal; Emily A. Bayer; Weidong Feng; Estanislao Daniel De La Cruz; L. Croci; G. Consalez; Kota Mizumoto; O. Hobert,2017.0,eLife,Paschalis Kratsios; S. Kerk; Catarina Catela; Joseph Liang; Berta Vidal; Emily A. Bayer; Weidong Feng; Estanislao Daniel De La Cruz; L. Croci; G. Consalez; Kota Mizumoto; O. Hobert,2017.0,eLife,weak_unlinked,True,False,False,False,False
work_0552194b80de37f0,"Topology of synaptic connectivity constrains neuronal stimulus representation, predicting two complementary coding strategies",adjacent_relevant,0.79,False,9,1.0,0.0,1.0,0.0,weak,1.0,0.7541810459251393,6,False,0,only_in,4,M. Helmstaedter / K. Briggman,Michael W. Reimann; H. Riihimäki; Jason P. Smith; J. Lazovskis; C. Pokorny; R. Levi,2020.0,bioRxiv,Michael W. Reimann; H. Riihimäki; Jason P. Smith; J. Lazovskis; C. Pokorny; R. Levi,2020.0,bioRxiv,integrated,True,True,False,True,True
work_05e7be51adf6e08a,Multisensory learning recruits visual neurons into an olfactory memory engram,adjacent_relevant,0.83,False,1,1.0,3.0,4.0,3.0,moderate,4.0,0.7069285903902309,10,False,0,broker,3,Albert Cardona / R. D. Fetter,Zeynep Okray; N. Otto; Anna A. Cook; Clifford B. Talbot; Ashwin Miriyala; M. Klappenbach; Ciara Stern; Kieran Desmond; Paola Vargas-Gutierrez; S. Waddell,2026.0,,Zeynep Okray; N. Otto; Anna A. Cook; Clifford B. Talbot; Ashwin Miriyala; M. Klappenbach; Ciara Stern; Kieran Desmond; Paola Vargas-Gutierrez; S. Waddell,2026.0,,integrated,True,True,False,True,True
work_06030491fabc9e9d,Synaptic connectivity and neuronal morphology: two sides of the same coin.,core_relevant,0.86,True,224,1.0,0.0,1.0,0.0,weak,1.0,0.6965755242898859,1,False,0,only_in,0,Oliver Hobert / Xiaoyin Chen,D. Chklovskii,2004.0,Neuron,D. Chklovskii,2004.0,Neuron,integrated,True,True,False,True,True
work_0641fb974f5264cf,mGRASP enables mapping mammalian synaptic connectivity with light microscopy,core_relevant,0.92,True,275,5.0,1.0,6.0,0.2,moderate,5.0,0.8648792142288293,7,False,0,broker,0,Oliver Hobert / Xiaoyin Chen,Jinhyung Kim; Ting Zhao; R. Petralia; Yang Yu; Hanchuan Peng; E. Myers; J. Magee,2011.0,Nature Methods,Jinhyung Kim; Ting Zhao; R. Petralia; Yang Yu; Hanchuan Peng; E. Myers; J. Magee,2011.0,Nature Methods,integrated,True,True,False,True,True
work_068034b20857f28d,Shallow networks run deep: Peripheral preprocessing facilitates odor classification,adjacent_relevant,0.8,False,0,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.2059994690735333,4,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Palka Puri; Shiuan-Tze Wu; Chih-Ying Su; Johnatan Aljadeff,2023.0,bioRxiv,Palka Puri; Shiuan-Tze Wu; Chih-Ying Su; Johnatan Aljadeff,2023.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_06a819921125fd5b,The complete connectome of a learning and memory centre in an insect brain,core_relevant,0.97,True,480,37.0,3.0,40.0,0.081,strong,11.0,0.9832758162994424,20,True,18,broker,3,Albert Cardona / R. D. Fetter,K. Eichler; K. Eichler; Feng Li; Ashok Litwin-Kumar; Youngser Park; Ingrid V. Andrade; Casey M. Schneider-Mizell; T. Saumweber; Annina Huser; Claire Eschbach; B. Gerber; R. Fetter; J. Truman; C. Priebe; L. Abbott; Andreas S. Thum; Marta Zlatic; Marta Zlatic; Albert Cardona; Albert Cardona,2017.0,Nature,K. Eichler; K. Eichler; Feng Li; Ashok Litwin-Kumar; Youngser Park; Ingrid V. Andrade; Casey M. Schneider-Mizell; T. Saumweber; Annina Huser; Claire Eschbach; B. Gerber; R. Fetter; J. Truman; C. Priebe; L. Abbott; Andreas S. Thum; Marta Zlatic; Marta Zlatic; Albert Cardona; Albert Cardona,2017.0,Nature,integrated,True,True,False,True,True
work_06d988a94f52ce61,System Identification with Biophysical Constraints: A Circuit Model of the Inner Retina,adjacent_relevant,0.78,False,15,0.0,0.0,0.0,,weak_unlinked,0.0,0.0106185293336872,7,False,0,isolate,4,M. Helmstaedter / K. Briggman,Cornelius Schröder; David A. Klindt; Sarah Strauss; Katrin Franke; M. Bethge; Thomas Euler; Philipp Berens,2020.0,bioRxiv,Cornelius Schröder; David A. Klindt; Sarah Strauss; Katrin Franke; M. Bethge; Thomas Euler; Philipp Berens,2020.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_06e1c60eb86ba22d,Neural evolution of complex motor behaviors: insights from Drosophila courtship song.,adjacent_relevant,0.81,False,2,1.0,3.0,4.0,3.0,moderate,4.0,0.7093177594903106,2,False,0,broker,3,Albert Cardona / R. D. Fetter,Yun Ding; Joshua L. Lillvis,2025.0,Current Opinion in Neurobiology,Yun Ding; Joshua L. Lillvis,2025.0,Current Opinion in Neurobiology,integrated,True,True,False,True,True
work_06e3942d0f902996,An ultrastructural connectomic analysis of a higher‐order thalamocortical circuit in the mouse,core_relevant,0.95,False,7,1.0,2.0,3.0,2.0,moderate,3.0,0.7077249800902575,4,False,0,broker,5,Brock Andrew Wester / Jordan K. Matelsky,V. Sampathkumar; Andrew J. Miller-Hansen; S. Murray Sherman; N. Kasthuri,2020.0,European Journal of Neuroscience,V. Sampathkumar; Andrew J. Miller-Hansen; S. Murray Sherman; N. Kasthuri,2020.0,European Journal of Neuroscience,integrated,True,True,False,True,True
work_06fe6252132bc249,"Percolation may explain efficiency, robustness, and economy of the brain",core_relevant,0.94,False,14,0.0,3.0,3.0,3.0,moderate,3.0,0.5715423413857181,2,False,0,only_out,3,Albert Cardona / R. D. Fetter,Yang Tian; Pei Sun,2022.0,Network Neuroscience,Yang Tian; Pei Sun,2022.0,Network Neuroscience,integrated,True,True,False,True,True
work_07aa0164f902c8fb,Cell type composition and circuit organization of neocortical radial clones,adjacent_relevant,0.8,False,5,0.0,0.0,0.0,,weak_unlinked,0.0,0.1197239182373241,12,False,0,isolate,4,M. Helmstaedter / K. Briggman,C. Cadwell; F. Scala; Paul G. Fahey; D. Kobak; Fabian H Sinz; P. Johnsson; Shuang Li; R. Cotton; R. Sandberg; Philipp Berens; Xiaolong Jiang; A. Tolias,2019.0,bioRxiv,C. Cadwell; F. Scala; Paul G. Fahey; D. Kobak; Fabian H Sinz; P. Johnsson; Shuang Li; R. Cotton; R. Sandberg; Philipp Berens; Xiaolong Jiang; A. Tolias,2019.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_07aa86ea8851c550,Improved synapse detection for mGRASP-assisted brain connectivity mapping,adjacent_relevant,0.86,False,21,0.0,0.0,0.0,,weak_unlinked,0.0,0.1659145208388638,3,False,0,isolate,0,Oliver Hobert / Xiaoyin Chen,Linqing Feng; Ting Zhao; Jinhyung Kim,2012.0,Bioinform.,Linqing Feng; Ting Zhao; Jinhyung Kim,2012.0,Bioinform.,weak_unlinked,True,False,False,False,False
work_07c7b0397ccdb7f6,Heterocellular Coupling Between Amacrine Cells and Ganglion Cells,adjacent_relevant,0.77,False,18,1.0,2.0,3.0,2.0,moderate,3.0,0.6795858773559862,6,False,0,broker,6,James R. Anderson / Bryan William Jones,R. Marc; C. Sigulinsky; Rebecca L. Pfeiffer; Daniel P. Emrich; James R. Anderson; Bryan William Jones,2018.0,bioRxiv,R. Marc; C. Sigulinsky; Rebecca L. Pfeiffer; Daniel P. Emrich; James R. Anderson; Bryan William Jones,2018.0,bioRxiv,integrated,True,True,False,True,True
work_07cf5b18e1597373,Spine-neck electrical bottlenecks tune temporal precision and inhibitory gating in cortical pyramidal neurons: A connectomics-based biophysical study,adjacent_relevant,0.82,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.5057074595168569,3,False,0,only_out,4,M. Helmstaedter / K. Briggman,Netanel Ofer; Sapir Shapira; I. Segev,2026.0,bioRxiv,Netanel Ofer; Sapir Shapira; I. Segev,2026.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_07ec6ddd071dafbb,Toolkits for detailed and high-throughput interrogation of synapses in C. elegans,adjacent_relevant,0.85,False,6,0.0,7.0,7.0,7.0,moderate,7.0,0.004512874966817,7,False,0,only_out,0,Oliver Hobert / Xiaoyin Chen,Maryam Majeed; Haejun Han; Keren Zhang; Wen Xi Cao; Chien-Po Liao; Oliver Hobert; Hang Lu,2023.0,bioRxiv,Maryam Majeed; Haejun Han; Keren Zhang; Wen Xi Cao; Chien-Po Liao; Oliver Hobert; Hang Lu,2023.0,bioRxiv,integrated,True,True,False,True,True
