person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:louis scheffer,Louis K. Scheffer,27,5,4,18,23,4,0,4,prime
person:f collman,F. Collman,25,0,4,21,24,1,0,5,prime
person:g rubin,G. Rubin,22,0,4,18,19,3,0,5,prime
person:s saalfeld,S. Saalfeld,20,2,4,14,17,2,1,5,prime
person:jan funke,Jan Funke,20,2,4,14,17,3,0,4,prime
person:d bock,D. Bock,18,1,4,13,14,3,1,4,prime
person:s berg,S. Berg,16,1,4,11,16,0,0,2,prime
person:mark ellisman,Mark Ellisman,16,0,4,13,11,1,4,0,prime
person:n da costa,N. D. da Costa,15,0,4,11,15,0,0,2,prime
person:k briggman,K. Briggman,13,3,4,6,9,4,0,4,prime
person:hanchuan peng,Hanchuan Peng,10,2,4,4,4,5,1,1,prime
person:t tasdizen,T. Tasdizen,9,0,4,6,8,0,1,1,prime
person:michael reimann,Michael W. Reimann,9,5,4,0,1,8,0,0,prime
person:henry markram,Henry Markram,9,0,4,5,0,9,0,0,prime
person:m van den heuvel,M. P. van den heuvel,8,3,4,1,1,7,0,1,prime
person:ed boyden,Ed Boyden,8,0,4,4,2,3,3,0,prime
person:ann shyn chiang,Ann-Shyn Chiang,8,0,4,4,0,7,1,0,prime
person:s sorensen,S. Sorensen,7,0,4,3,2,5,0,0,prime
person:yu ying zhou,Yu-ying Zhou,6,0,4,2,2,1,3,0,prime
person:elad schneidman,Elad Schneidman,6,0,4,2,1,5,0,0,prime
person:kristin scott,Kristin Scott,5,0,4,1,5,0,0,1,prime
person:c doe,C. Doe,5,0,4,1,4,1,0,0,prime
person:d bassett,D. Bassett,5,0,4,1,2,2,1,0,prime
person:m pankratz,M. Pankratz,4,0,4,0,4,0,0,0,prime
person:bo du,Bo Du,4,0,4,0,3,0,1,0,prime
person:gianluca lazzi,Gianluca Lazzi,4,0,4,0,2,2,0,0,prime
person:xiaoyin chen,Xiaoyin Chen,17,0,3,14,12,3,2,0,prime
person:ashok litwin kumar,Ashok Litwin-Kumar,14,2,3,9,11,3,0,2,prime
person:hongkui zeng,Hongkui Zeng,13,1,3,9,5,8,0,0,prime
person:junkyung kim,Junkyung Kim,12,3,3,6,4,7,1,2,prime
person:olaf sporns,Olaf Sporns,12,6,3,3,2,9,1,1,prime
person:xiao ming li,Xiao-Ming Li,11,0,3,8,2,7,2,0,prime
person:joergen kornfeld,Joergen Kornfeld,10,2,3,5,10,0,0,1,prime
person:markus hadwiger,Markus Hadwiger,10,1,3,6,7,1,2,0,prime
person:hesheng liu,Hesheng Liu,9,3,3,3,2,6,1,0,prime
person:michael reiser,Michael B. Reiser,8,0,3,5,8,0,0,2,prime
person:b gerber,B. Gerber,8,0,3,5,3,3,2,1,prime
person:zhiwei xiong,Zhiwei Xiong,8,0,3,5,5,2,1,0,prime
person:v jayaraman,V. Jayaraman,7,0,3,4,6,1,0,2,prime
person:won ki jeong,Won-Ki Jeong,7,2,3,2,6,0,1,1,prime
person:b dickson,B. Dickson,7,0,3,4,4,2,1,1,prime
person:mei zhen,Mei Zhen,6,0,3,3,3,3,0,1,prime
person:a fornito,A. Fornito,6,2,3,1,1,2,3,0,prime
person:chung chuang lo,Chung-Chuang Lo,6,1,3,2,0,5,1,0,prime
person:manuel zimmer,Manuel Zimmer,6,0,3,4,4,2,0,0,prime
person:tao fang,Tao Fang,6,0,3,3,3,3,0,0,prime
person:d essen,D. C. Essen,6,0,3,3,0,4,2,0,prime
person:herwig baier,Herwig Baier,5,0,3,2,1,3,1,0,prime
person:t clandinin,T. R. Clandinin,4,0,3,1,3,0,1,0,prime
person:a merchan perez,Á. Merchán-Pérez,4,0,3,1,2,2,0,0,prime
person:i fiete,I. Fiete,4,0,3,1,1,3,0,0,prime
person:j sanes,J. Sanes,4,0,3,1,1,3,0,0,prime
person:m diesmann,M. Diesmann,4,0,3,1,0,1,3,0,prime
person:d marshak,D. Marshak,3,0,3,0,3,0,0,0,prime
person:f hamprecht,F. Hamprecht,3,0,3,0,3,0,0,0,prime
person:gregory hager,Gregory Hager,3,0,3,0,3,0,0,0,prime
person:md shamsuzzoha bayzid,Md. Shamsuzzoha Bayzid,3,0,3,0,3,0,0,0,prime
