person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:s kinn,S. Kinn,12,0,0,12,12,0,0,1,full
person:w wong,W. Wong,12,0,0,12,12,0,0,1,full
person:r friedrich,R. Friedrich,11,2,8,1,6,5,0,0,full
person:wr schafer,WR Schafer,11,1,7,3,4,7,0,2,full
person:ann shyn chiang,Ann-Shyn Chiang,11,0,5,6,0,10,1,0,full
person:jinseop kim,Jinseop S. Kim,11,2,4,5,8,3,0,2,full
person:hanchuan peng,Hanchuan Peng,11,2,4,5,4,6,1,1,full
person:v hartenstein,V. Hartenstein,11,0,2,9,6,4,1,3,full
person:jingjing zhang,Jingjing Zhang,11,4,1,7,2,6,3,0,full
person:yoshinori aso,Yoshinori Aso,11,1,1,9,6,5,0,2,full
person:kazunori shinomiya,Kazunori Shinomiya,11,2,0,9,10,1,0,1,full
person:mean hwan kim,Mean-Hwan Kim,11,2,0,9,8,3,0,1,full
person:hsi ping wang,Hsi-Ping Wang,11,2,0,9,3,7,1,0,full
person:qingyang wang,Qingyang Wang,11,2,0,9,1,10,0,0,full
person:d olbris,D. J. Olbris,11,0,0,11,9,2,0,3,full
person:j bogovic,J. Bogovic,11,0,0,11,8,2,1,2,full
person:youngser park,Youngser Park,11,0,0,11,3,7,1,2,full
person:s mondal,S. Mondal,11,0,0,11,11,0,0,1,full
person:daniel berger,Daniel R. Berger,11,0,0,11,7,3,1,1,full
person:eli shlizerman,Eli Shlizerman,10,0,9,1,2,8,0,0,full
person:b misic,B. Mišić,10,0,5,5,3,5,2,0,full
person:ed boyden,Ed Boyden,10,0,4,6,4,3,3,0,full
person:hesheng liu,Hesheng Liu,10,3,3,4,3,6,1,0,full
person:joergen kornfeld,Joergen Kornfeld,10,2,3,5,10,0,0,1,full
person:markus hadwiger,Markus Hadwiger,10,1,3,6,7,1,2,0,full
person:a wanner,A. Wanner,10,5,2,3,7,3,0,0,full
person:aaron kuan,Aaron T. Kuan,10,2,1,7,7,3,0,1,full
person:javier defelipe,Javier DeFelipe,10,2,1,8,5,5,0,0,full
person:zengmao wang,Zengmao Wang,10,2,1,7,3,6,1,0,full
person:changjoon park,Changjoon Park,10,4,0,6,8,2,0,0,full
person:t parag,T. Parag,10,3,0,7,9,0,1,1,full
person:erik johnson,Erik C. Johnson,10,3,0,7,5,1,4,0,full
person:n eckstein,N. Eckstein,10,2,0,8,8,2,0,3,full
person:tomke sturner,Tomke Stürner,10,2,0,9,9,1,0,1,full
person:jody clements,Jody Clements,10,2,0,8,8,2,0,1,full
person:d hall,D. Hall,10,1,0,9,7,3,0,2,full
person:zhenghua li,Zhenghua Li,10,1,0,9,4,5,1,0,full
person:jay gager,Jay Gager,10,0,0,10,10,0,0,4,full
person:l umayam,L. Umayam,10,0,0,10,10,0,0,2,full
person:aiqun li,Aiqun Li,10,0,0,11,1,9,0,1,full
person:andrew cook,Andrew P. Cook,10,0,0,10,9,1,0,0,full
person:eric bushong,Eric Bushong,10,0,0,10,6,2,2,0,full
person:hui gong,Hui Gong,10,0,0,11,1,9,0,0,full
person:michael reimann,Michael W. Reimann,9,5,4,0,1,8,0,0,full
person:henry markram,Henry Markram,9,0,4,5,0,9,0,0,full
person:zhiwei xiong,Zhiwei Xiong,9,0,3,6,5,3,1,0,full
person:xiaotang lu,Xiaotang Lu,9,2,2,5,6,2,1,0,full
person:hong wei dong,Hong-Wei Dong,9,1,2,7,2,6,1,0,full
person:isabel beets,Isabel Beets,9,0,2,7,1,7,1,0,full
person:tingshan liu,Tingshan Liu,9,2,1,7,6,2,1,1,full
person:cun quan zhang,Cun-Quan Zhang,9,2,1,6,4,4,1,1,full
person:j reimer,J. Reimer,9,0,1,8,9,0,0,1,full
person:qingming luo,Qingming Luo,9,0,1,9,2,7,0,0,full
person:haoran chen,Haoran Chen,9,4,0,5,5,3,1,0,full
person:hong sheng li,Hong-Sheng Li,9,3,0,6,6,2,1,0,full
person:j troidl,J. Troidl,9,2,0,7,6,2,1,1,full
person:rebecca pfeiffer,Rebecca L. Pfeiffer,9,2,0,7,5,4,0,0,full
person:stephan gerhard,Stephan Gerhard,9,1,0,8,9,0,0,2,full
person:yijie yin,Yijie Yin,9,1,0,8,9,0,0,2,full
person:keun young kim,Keun-Young Kim,9,1,0,8,5,2,2,0,full
person:b silverman,B. Silverman,9,0,0,9,9,0,0,3,full
person:m dreher,M. Dreher,9,0,0,9,9,0,0,3,full
person:tansy yang,Tansy Yang,9,0,0,9,9,0,0,3,full
person:eric perlman,Eric Perlman,9,0,0,9,8,0,1,3,full
person:ruchi parekh,Ruchi Parekh,9,0,0,9,8,1,0,3,full
person:christopher ordish,Christopher Ordish,9,0,0,9,9,0,0,2,full
person:marina gkantia,Marina Gkantia,9,0,0,9,7,2,0,1,full
person:daniel xenes,Daniel Xenes,9,0,0,9,8,0,1,0,full
person:song pang,Song Pang,9,0,0,9,6,2,1,0,full
person:wenchang li,Wenchang Li,9,0,0,9,5,3,1,0,full
person:chih cheng chen,Chih-Cheng Chen,9,0,0,9,2,5,2,0,full
person:g ascoli,G. Ascoli,8,0,7,1,2,6,0,0,full
person:e bullmore,E. Bullmore,8,0,6,2,3,5,0,3,full
person:m van den heuvel,M. P. van den heuvel,8,3,4,1,1,7,0,1,full
person:won ki jeong,Won-Ki Jeong,8,2,4,2,7,0,1,1,full
person:alexander borst,Alexander Borst,8,4,3,1,6,2,0,1,full
person:a lazar,A. Lazar,8,3,3,2,4,2,2,0,full
person:chung chuang lo,Chung-Chuang Lo,8,1,3,4,0,7,1,0,full
person:michael reiser,Michael B. Reiser,8,0,3,5,8,0,0,2,full
person:b gerber,B. Gerber,8,0,3,5,3,3,2,1,full
person:wei chung allen lee,Wei-Chung Allen Lee,8,2,2,4,5,3,0,1,full
person:r burns,R. Burns,8,2,2,4,4,2,2,1,full
person:ruobing zhang,Ruobing Zhang,8,0,2,6,6,2,0,0,full
person:linqing feng,Linqing Feng,8,3,1,4,1,6,1,0,full
person:l abbott,L. F. Abbott,8,1,1,6,5,3,0,2,full
person:yangang sun,Yangang Sun,8,1,1,7,1,6,1,0,full
person:kechen zhang,Kechen Zhang,8,0,1,7,4,4,0,0,full
person:seung hee lee,Seung-Hee Lee,8,0,1,7,4,4,0,0,full
person:nadine randel,Nadine Randel,8,3,0,5,7,1,0,1,full
person:c veraszto,C. Verasztó,8,3,0,5,8,0,0,0,full
person:h cheong,H. S. Cheong,8,3,0,5,6,2,0,0,full
person:ruoxuan yang,Ruoxuan Yang,8,2,0,6,7,0,1,3,full
person:fuming yang,Fuming Yang,8,2,0,6,7,1,0,0,full
person:elizabeth williams,Elizabeth A. Williams,8,2,0,6,6,2,0,0,full
person:minh tang,Minh Tang,8,2,0,6,1,6,1,0,full
person:ignacio arganda carreras,Ignacio Arganda-Carreras,8,1,0,7,5,2,1,2,full
person:tri nguyen,Tri M. Nguyen,8,1,0,7,4,4,0,1,full
person:r shahidi,R. Shahidi,8,1,0,7,8,0,0,0,full
person:patricia rivlin,Patricia K. Rivlin,8,1,0,7,6,1,1,0,full
person:jia hui yang,Jia-Hui Yang,8,1,0,7,5,2,1,0,full
person:yuan yao lin,Yuan-Yao Lin,8,1,0,9,1,7,0,0,full
person:jeremy maitin shepard,Jeremy B. Maitin-Shepard,8,0,0,8,8,0,0,4,full
person:marissa sorek,Marissa Sorek,8,0,0,8,8,0,0,2,full
person:shuohong wang,Shuohong Wang,8,0,0,8,5,3,0,2,full
person:p vertes,P. Vértes,8,0,0,8,4,4,0,2,full
person:griffin badalamente,Griffin Badalamente,8,0,0,8,8,0,0,1,full
person:julie kovalyak,Julie Kovalyak,8,0,0,8,7,1,0,1,full
person:michael cook,Michael Cook,8,0,0,8,7,1,0,1,full
person:fabian sinz,Fabian H. Sinz,8,0,0,8,6,2,0,1,full
person:gabriella sterne,Gabriella R. Sterne,8,0,0,8,6,2,0,1,full
person:kaiyu wang,Kaiyu Wang,8,0,0,8,4,3,1,1,full
person:s seshamani,S. Seshamani,8,0,0,8,7,1,0,0,full
person:qiwei xie,Qiwei Xie,8,0,0,8,6,2,0,0,full
person:r vogelstein,R. J. Vogelstein,8,0,0,8,3,3,2,0,full
person:k broadie,K. Broadie,7,0,7,0,0,7,0,0,full
person:d dacey,D. Dacey,7,0,6,1,7,0,0,0,full
person:s zipursky,S. Zipursky,7,0,4,3,3,4,0,0,full
person:s sorensen,S. Sorensen,7,0,4,3,2,5,0,0,full
person:v jayaraman,V. Jayaraman,7,0,3,4,6,1,0,2,full
person:b dickson,B. Dickson,7,0,3,4,4,2,1,1,full
person:mei zhen,Mei Zhen,7,0,3,4,3,4,0,1,full
person:tj sejnowski,TJ Sejnowski,7,0,3,4,2,2,3,1,full
person:g knott,G. Knott,7,0,3,4,5,2,0,0,full
person:gregg wildenberg,Gregg A. Wildenberg,7,3,2,2,3,4,0,0,full
person:yongchuan zhu,Yongchuan Zhu,7,1,2,4,2,4,1,0,full
person:s waddell,S. Waddell,7,0,2,5,5,2,0,2,full
person:a pacureanu,A. Pacureanu,7,0,2,5,4,2,1,0,full
person:caio seguin,Caio Seguin,7,0,2,5,4,3,0,0,full
person:stefan mihalas,Stefan Mihalas,7,0,2,5,1,6,0,0,full
person:daniel haehn,Daniel Haehn,7,3,1,3,7,0,0,0,full
person:j lauritzen,J. S. Lauritzen,7,2,1,4,7,0,0,1,full
person:hongyang wu,Hongyang Wu,7,1,1,5,4,2,1,2,full
person:d sussman,D. Sussman,7,1,1,5,1,5,1,1,full
person:lijun shen,Lijun Shen,7,0,1,6,4,1,2,0,full
person:longfei li,Longfei Li,7,0,1,6,2,5,0,0,full
person:claire eschbach,Claire Eschbach,7,5,0,2,5,1,1,1,full
person:jianwei lu,Jianwei Lu,7,2,0,5,4,3,0,1,full
person:fangfang wang,Fangfang Wang,7,2,0,5,5,1,1,0,full
person:xiao yong zhang,Xiao-Yong Zhang,7,2,0,5,3,4,0,0,full
person:anthony azevedo,Anthony W. Azevedo,7,1,0,6,7,0,0,1,full
person:k boergens,K. Boergens,7,1,0,6,7,0,0,1,full
person:a zlateski,A. Zlateski,7,1,0,6,6,0,1,1,full
person:michael winding,Michael Winding,7,1,0,6,6,1,0,1,full
person:philip hubbard,Philip M. Hubbard,7,1,0,6,6,1,0,1,full
person:v kaynig,V. Kaynig,7,1,0,6,6,1,0,1,full
person:ruairi roberts,Ruairí J. V. Roberts,7,1,0,6,7,0,0,0,full
person:brandon mark,Brandon Mark,7,1,0,6,6,1,0,0,full
person:lingzi zhang,Lingzi Zhang,7,1,0,6,1,4,2,0,full
person:tim blakely,Tim Blakely,7,0,0,7,7,0,0,4,full
person:ryan willie,Ryan Willie,7,0,0,7,7,0,0,3,full
person:omotara ogundeyi,Omotara Ogundeyi,7,0,0,7,6,1,0,3,full
person:a peleg,A. Peleg,7,0,0,7,7,0,0,2,full
person:eric trautman,Eric T. Trautman,7,0,0,7,7,0,0,2,full
person:m pleijzier,M. W. Pleijzier,7,0,0,8,7,0,0,2,full
person:shirley lauchie,Shirley A Lauchie,7,0,0,7,7,0,0,2,full
person:erika neace,Erika Neace,7,0,0,7,7,0,0,1,full
person:tyler paterson,Tyler Paterson,7,0,0,7,7,0,0,1,full
person:x pitkow,X. Pitkow,7,0,0,7,7,0,0,1,full
person:a javier,A. Javier,7,0,0,7,6,1,0,1,full
person:j tapia,J. C. Tapia,7,0,0,7,6,1,0,1,full
person:m arcia dos santos,M'arcia dos Santos,7,0,0,8,6,1,0,1,full
person:paul brooks,Paul Brooks,7,0,0,7,6,1,0,1,full
person:paul fahey,Paul G. Fahey,7,0,0,7,6,1,0,1,full
person:saumil patel,Saumil S. Patel,7,0,0,7,6,1,0,1,full
person:siqi fang,Siqi Fang,7,0,0,7,5,1,1,1,full
person:eviatar yemini,Eviatar Yemini,7,0,0,7,3,4,0,1,full
person:arthur zhao,Arthur Zhao,7,0,0,7,7,0,0,0,full
person:c watt,C. Watt,7,0,0,7,6,1,0,0,full
person:e froudarakis,E. Froudarakis,7,0,0,7,6,1,0,0,full
person:jasper phelps,Jasper S. Phelps,7,0,0,7,6,1,0,0,full
person:l bezares calderon,L. A. Bezares-Calderón,7,0,0,7,6,1,0,0,full
person:s namiki,S. Namiki,7,0,0,7,5,2,0,0,full
person:wyatt korff,Wyatt L. Korff,7,0,0,7,4,3,0,0,full
person:jaeseung jeong,Jaeseung Jeong,6,0,6,0,5,1,0,0,full
person:kristin scott,Kristin Scott,6,0,5,1,6,0,0,1,full
person:a merchan perez,Á. Merchán-Pérez,6,0,4,2,4,2,0,0,full
person:yu ying zhou,Yu-ying Zhou,6,0,4,2,2,1,3,0,full
person:elad schneidman,Elad Schneidman,6,0,4,2,1,5,0,0,full
person:ashish raj,Ashish Raj,6,0,4,2,0,6,0,0,full
person:a fornito,A. Fornito,6,2,3,1,1,2,3,0,full
person:manuel zimmer,Manuel Zimmer,6,0,3,4,4,2,0,0,full
person:tao fang,Tao Fang,6,0,3,3,3,3,0,0,full
person:u grunert,U. Grünert,6,0,3,3,3,3,0,0,full
person:d essen,D. C. Essen,6,0,3,3,0,4,2,0,full
person:h duffau,H. Duffau,6,4,2,0,0,1,5,0,full
person:marcus kaiser,Marcus Kaiser,6,4,2,0,0,6,0,0,full
person:seong kyun kim,Seong-Kyun Kim,6,2,2,2,6,0,0,1,full
person:gergely odor,Gergely Ódor,6,2,2,2,3,3,0,0,full
person:y kurmangaliyev,Y. Kurmangaliyev,6,1,2,3,2,4,0,0,full
person:l luo,L. Luo,6,1,2,3,1,5,0,0,full
person:a seeds,A. Seeds,6,0,2,4,6,0,0,1,full
person:jongmin lee,Jongmin Lee,6,0,2,4,4,2,0,1,full
person:yingjie yang,Yingjie Yang,6,0,2,4,3,3,0,0,full
person:yunfeng hua,Yunfeng Hua,6,3,1,2,6,0,0,1,full
person:shengjin xu,Shengjin Xu,6,2,1,3,5,0,1,1,full
person:andreas thum,Andreas S. Thum,6,1,1,4,3,3,0,1,full
person:minggang wang,MingGang Wang,6,1,1,4,2,1,3,1,full
person:a polilov,A. Polilov,6,1,1,4,3,3,0,0,full
person:constantin pape,Constantin Pape,6,1,1,4,2,3,1,0,full
person:tianrui zhang,Tianrui Zhang,6,1,1,4,1,4,1,0,full
person:c ribeiro,C. Ribeiro,6,0,1,5,6,0,0,2,full
person:zepeng yao,Zepeng Yao,6,0,1,5,3,3,0,1,full
person:s agrawal,S. Agrawal,6,0,1,5,5,1,0,0,full
person:philipp berens,Philipp Berens,6,0,1,5,3,3,0,0,full
person:stephen smith,Stephen M. Smith,6,0,1,5,1,3,2,0,full
person:lydia ng,Lydia Ng,6,0,1,5,0,6,0,0,full
person:peter eipert,Peter Eipert,6,0,1,5,0,4,2,0,full
person:oliver schmitt,Oliver Schmitt,6,6,0,0,0,4,2,0,full
person:sara patterson,Sara S. Patterson,6,4,0,2,5,1,0,0,full
person:brian matejek,Brian Matejek,6,3,0,3,6,0,0,0,full
person:qihua chen,Qihua Chen,6,3,0,3,4,2,0,0,full
person:emily bayer,Emily A. Bayer,6,2,0,4,1,5,0,1,full
person:chris dallmann,Chris J. Dallmann,6,2,0,4,5,1,0,0,full
person:fabian svara,Fabian Svara,6,2,0,4,5,0,1,0,full
person:ming quan chen,Ming-Quan Chen,6,2,0,4,3,2,1,0,full
person:zhaoxiang zhang,Zhaoxiang Zhang,6,2,0,4,3,3,0,0,full
person:a athreya,A. Athreya,6,2,0,4,1,4,1,0,full
person:hyeyoung lee,Hyeyoung Lee,6,2,0,4,1,5,0,0,full
person:yongxin zhao,Yongxin Zhao,6,2,0,4,1,3,2,0,full
person:rembrandt bakker,Rembrandt Bakker,6,2,0,4,0,5,1,0,full
person:hyoungkyu kim,Hyoungkyu Kim,6,1,0,5,4,2,0,2,full
person:javier valdes aleman,Javier Valdes-Aleman,6,1,0,5,5,1,0,1,full
person:caitlyn bishop,Caitlyn Bishop,6,1,0,5,6,0,0,0,full
person:s jasek,S. Jasek,6,1,0,5,6,0,0,0,full
person:wenjing huang,Wenjing Huang,6,1,0,5,3,2,1,0,full
person:lidia ripoll sanchez,Lidia Ripoll-Sánchez,6,1,0,5,2,4,0,0,full
person:shenqin yao,Shenqin Yao,6,1,0,5,0,6,0,0,full
person:audrey francis,Audrey Francis,6,0,0,6,6,0,0,3,full
person:james hebditch,James Hebditch,6,0,0,6,6,0,0,3,full
person:k willie,K. Willie,6,0,0,6,6,0,0,3,full
person:tom kazimiers,Tom Kazimiers,6,0,0,6,6,0,0,3,full
person:david grant colburn hildebrand,David Grant Colburn Hildebrand,6,0,0,6,6,0,0,2,full
person:doug bland,Doug Bland,6,0,0,6,6,0,0,2,full
person:alanna lohff,Alanna Lohff,6,0,0,6,6,0,0,1,full
person:ashley scott,Ashley L. Scott,6,0,0,6,6,0,0,1,full
person:christopher knecht,Christopher Knecht,6,0,0,6,6,0,0,1,full
person:imaan tamimi,Imaan F. M. Tamimi,6,0,0,6,6,0,0,1,full
person:s papadopoulos,S. Papadopoulos,6,0,0,6,6,0,0,1,full
person:stefanie hampel,Stefanie Hampel,6,0,0,6,6,0,0,1,full
person:t jones,T. Jones,6,0,0,6,6,0,0,1,full
person:r george,R. George,6,0,0,6,5,1,0,1,full
person:arlo sheridan,Arlo Sheridan,6,0,0,6,4,1,1,1,full
person:h otsuna,H. Otsuna,6,0,0,6,2,4,0,1,full
person:l capdevila,L. Capdevila,6,0,0,6,6,0,0,0,full
person:orin packer,Orin Packer,6,0,0,6,6,0,0,0,full
person:anne sustar,Anne Sustar,6,0,0,6,5,1,0,0,full
person:billy morris,Billy J. Morris,6,0,0,6,5,1,0,0,full
person:d kleissas,D. Kleissas,6,0,0,6,5,0,1,0,full
person:grant chou,Grant M. Chou,6,0,0,6,5,1,0,0,full
person:huei fang yang,Huei-Fang Yang,6,0,0,6,4,1,1,0,full
person:jinyue guo,Jinyue Guo,6,0,0,6,3,3,0,0,full
person:li ping liu,Li-Ping Liu,6,0,0,6,2,2,2,0,full
person:tingting jiang,Tingting Jiang,6,0,0,6,1,5,0,0,full
person:c gerfen,C. Gerfen,6,0,0,6,0,6,0,0,full
person:a dacks,A. Dacks,5,0,5,0,4,1,0,0,full
person:albert laszlo barabasi,Albert-László Barabási,5,0,5,0,2,3,0,0,full
person:c doe,C. Doe,5,0,4,1,4,1,0,0,full
person:d bassett,D. Bassett,5,0,4,1,2,2,1,0,full
person:i fiete,I. Fiete,5,0,4,1,1,4,0,0,full
person:m diesmann,M. Diesmann,5,0,4,1,0,2,3,0,full
person:a stepanyants,A. Stepanyants,5,2,3,0,1,4,0,0,full
person:andrew mckenzie,Andrew T. McKenzie,5,2,3,0,0,4,1,0,full
person:meet zandawala,Meet Zandawala,5,0,3,2,4,1,0,1,full
person:david miller,David M. Miller,5,0,3,2,2,3,0,0,full
person:herwig baier,Herwig Baier,5,0,3,2,1,3,1,0,full
person:a kreshuk,A. Kreshuk,5,2,2,1,3,2,0,0,full
