work_id,title,year_n,cites,decision,proposed_layer,contextual_sublabel,quality,quality_reason,is_ultra,is_emergent,max_io,in_deg,out_deg,citation_role,graph_status,venue,authors
work_841b345088ab28bd,Control of synaptic specificity by limiting promiscuous synapse formation,2018.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,bioRxiv,Chundi Xu; Emma K. Theisen; Elijah Rumbaut; Bryan Shum; Jing Peng; Dorota Tarnogorska; J. Borycz; Liming Tan; Maximilien Courgeon; I. Meinertzhagen; Matthew Y. Pecot
work_c6c7c7be755bd0ff,Eigenvector-based community detection for identifying information hubs in neuronal networks,2018.0,3,role_bridge,hidden_gem,bridge,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,bioRxiv,Ruaridh A. Clark; M. Macdonald
work_75f60831e1632c27,Feedforward Thalamocortical Connectivity Preserves Stimulus Timing Information in Sensory Pathways,2019.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Neuroscience,Hsi-Ping Wang; Jonathan W. Garcia; C. Sabottke; D. Spencer; T. Sejnowski
work_222a233df7db45f4,Detecting structural perturbations from time series with deep learning,2020.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,arXiv.org,Edward Laurence; Charles Murphy; G. St‐Onge; Xavier Roy-Pomerleau; Vincent Thibeault
work_4f9fd44c9f438ee3,Visual circuits in arthropod brains,2020.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Journal of Comparative Physiology,U. Homberg
work_c70de20978c86410,High-throughput whole-brain mapping of rhesus monkey at micron resolution,2020.0,3,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,Fang Xu; Yan Shen; Lufeng Ding; Chaoyu Yang; Heng Tan; Hao Wang; Qingyuan Zhu; Rui Xu; Feng Wu; Cheng Xu; Qianwei Li; Peng Su; Li I. Zhang; H. Dong; R. Desimone; Fuqiang Xu; Xintian Hu; Pak-Ming Lau; Guoqiang Bi
work_090e08748ee7dd3e,Integrating multi-scale data for a network model of macaque visual cortex,2013.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,BMC Neuroscience,Maximilian Schmidt; Sacha Jennifer van Albada; Rembrandt Bakker; M. Diesmann
work_b9bc79c1007d6364,A Modular Hierarchical Approach to 3D Electron Microscopy Image Segmentation,2014.0,2,core_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,0.0,1.0,only_out,weak_unlinked,Journal of Neuroscience Methods,Ting Liu; C. Jones; Mojtaba Seyedhosseini; T. Tasdizen
work_fc1d8eba5a9fa0f2,Rapid and Semi-Automated Extraction of Neuronal Cell Bodies and Nuclei from Electron Microscopy Image Stacks,2016.0,2,core_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,0.0,0.0,0.0,isolate,weak_unlinked,Methods in molecular biology,P. Holcomb; Michael Morehead; Gianfranco Doretto; P. Chen; S. Berg; Stephen K. Plaza; G. Spirou
work_cc91c8e0ef1cec88,Connectomics and other novel methods for examining neural systems.,2017.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,Metabolism: Clinical and Experimental,R. Wurtman
work_e70f6ec0a66ccab2,Connectomics of extrasynaptic signalling: applications to the nervous system of Caenorhabditis elegans,2017.0,2,core_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,1.0,0.0,only_in,integrated,,Barry L. Bentley
work_2d23fc156da4f7ce,TraceMontage: a Method for Merging Multiple Independent Neuronal Traces,2019.0,2,role_bridge,hidden_gem,bridge,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,bioRxiv,A. S. Dizaji; Logan A. Walker; Dawen Cai
work_641578dd51d3aa3a,Graph Signal Processing of Indefinite and Complex Graphs using Directed Variation,2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,,Kevin M. Schultz; Marisel Villafañe-Delgado
work_aace58d8981653c0,"Relating quantitative 7T MRI across cortical depths to cytoarchitectonics, gene expression and connectomics: a framework for tracking neurodegenerative disease",2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,bioRxiv,P. McColgan; Saskia Helbling; L. Vaculčiaková; K. Pine; Konrad Wagstyl; F. Attar; L. Edwards; M. Papoutsi; Yongbin Wei; M. P. van den Heuvel; Sarah J. Tabrizi; Geraint Rees; N. Weiskopf
work_e6d2fbd781fb7769,Excitatory and inhibitory L2/3 neurons in mouse primary visual cortex are balanced in their input connectivity,2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,1.0,0.0,1.0,only_out,weak_unlinked,bioRxiv,A. P. Brown; L. Cossell; T. Margrie
work_f7d82000e0d7fff7,Neuro-PC: Causal Functional Connectivity from Neural Dynamics,2020.0,2,adjacent_relevant,hidden_gem,complementary,hidden_gem,old_cite_band_2_to_4,False,False,,,,no_graph,no_graph,,Rahul Biswas; Eli Shlizerman
