work_id,title,decision,confidence,ultra_core,citation_count_work,corpus_in_degree,corpus_out_degree,citation_total_degree,citation_out_in_ratio,citation_link_strength,k_core,pagerank_percentile,n_authors,is_consortium,consortium_middle_count,citation_role,primary_community_id,primary_community_label,authors,year,venue,authors_enr,year_enr,venue_enr,graph_status,in_graph_matched,in_integrated,in_rescue,in_integrated_plus_rescue,in_prime_legacy
work_03f185e6c6909898,"Integrative analysis of single-neuron projectomes links connectome, transcriptome, and function in the mouse cortex.",adjacent_relevant,0.86,False,6,,,,,,,,26,True,24,no_graph,0,Xiaoyin Chen / Yonggang Wang,Le Gao; Haifang Wang; Yu Chen; Zhaoqin Chen; Li Deng; Dechen Liu; Xiaojing Ding; Ziwei Le; Yuan Liu; Yun Du; Qiumiao Wang; Yannong Dou; Dan Wang; Yuzhe Huang; Lijie Zhan; Shujun Lei; Qingxu Liu; Tao Jiang; Miao Ren; Zhao Feng; Anan Li; Hui Gong; Xiaohong Xu; Chun Xu; Xiaofei Wang; Jun Yan,2025.0,Neuron,Le Gao; Haifang Wang; Yu Chen; Zhaoqin Chen; Li Deng; Dechen Liu; Xiaojing Ding; Ziwei Le; Yuan Liu; Yun Du; Qiumiao Wang; Yannong Dou; Dan Wang; Yuzhe Huang; Lijie Zhan; Shujun Lei; Qingxu Liu; Tao Jiang; Miao Ren; Zhao Feng; Anan Li; Hui Gong; Xiaohong Xu; Chun Xu; Xiaofei Wang; Jun Yan,2025.0,Neuron,no_graph,False,False,False,False,True
work_047847ced0c96ed0,The head direction circuit of two insect species,adjacent_relevant,0.79,False,72,,,,,,,,3,False,0,no_graph,2,H. Sebastian Seung / G. Jefferis,Ioannis Pisokas; Stanley Heinze; B. Webb,2019.0,bioRxiv,Ioannis Pisokas; Stanley Heinze; B. Webb,2019.0,bioRxiv,no_graph,False,False,False,False,True
work_047e0665d50b50ba,Crowdsourcing the creation of image segmentation algorithms for connectomics,core_relevant,0.97,True,370,,,,,,,,24,True,22,no_graph,1,J. Lichtman / Hanspeter Pfister,Ignacio Arganda-Carreras; Srinivas C. Turaga; D. Berger; D. Ciresan; A. Giusti; L. Gambardella; J. Schmidhuber; D. Laptev; Sarvesh Dwivedi; J. Buhmann; Ting Liu; Mojtaba Seyedhosseini; T. Tasdizen; L. Kamentsky; Radim Burget; Václav Uher; Xiao Tan; Changming Sun; T. Pham; Erhan Bas; M. Uzunbas; Albert Cardona; J. Schindelin; H. Seung,2015.0,Frontiers in Neuroanatomy,Ignacio Arganda-Carreras; Srinivas C. Turaga; D. Berger; D. Ciresan; A. Giusti; L. Gambardella; J. Schmidhuber; D. Laptev; Sarvesh Dwivedi; J. Buhmann; Ting Liu; Mojtaba Seyedhosseini; T. Tasdizen; L. Kamentsky; Radim Burget; Václav Uher; Xiao Tan; Changming Sun; T. Pham; Erhan Bas; M. Uzunbas; Albert Cardona; J. Schindelin; H. Seung,2015.0,Frontiers in Neuroanatomy,rescued_no_graph,False,False,True,True,True
work_068ce671d4050e17,EM-net: Deep learning for electron microscopy image segmentation,adjacent_relevant,0.85,False,33,,,,,,,,3,False,0,no_graph,64,Afshin Khadangi / V. Rajagopal,Afshin Khadangi; T. Boudier; V. Rajagopal,2020.0,bioRxiv,Afshin Khadangi; T. Boudier; V. Rajagopal,2020.0,bioRxiv,no_graph,False,False,False,False,True
work_06fed2e30ee196ac,The connectomics challenge.,adjacent_relevant,0.87,False,15,,,,,,,,3,False,0,no_graph,65,L. Silvestri / F. Pavone,L. Silvestri; L. Sacconi; F. Pavone,2013.0,Functional Neurology,L. Silvestri; L. Sacconi; F. Pavone,2013.0,Functional Neurology,no_graph,False,False,False,False,True
work_071108fd660498ef,Fast Approximate Quadratic Programming for Graph Matching,role_bridge,0.74,False,190,,,,,,,,9,False,0,no_graph,3,Albert Cardona / J. Vogelstein,J. Vogelstein; John M. Conroy; V. Lyzinski; L. J. Podrazik; S. Kratzer; Eric T. Harley; D. E. Fishkind; R. J. Vogelstein; C. Priebe,2015.0,PLoS ONE,J. Vogelstein; John M. Conroy; V. Lyzinski; L. J. Podrazik; S. Kratzer; Eric T. Harley; D. E. Fishkind; R. J. Vogelstein; C. Priebe,2015.0,PLoS ONE,rescued_no_graph,False,False,True,True,True
work_075bd479e1fdf07b,Evidence for a Functional Proximity Law in Multilayer Networks,role_bridge,0.7,False,1,,,,,,,,1,False,0,no_graph,243,V. Ivanov,V. Ivanov,2026.0,arXiv.org,V. Ivanov,2026.0,arXiv.org,no_graph,False,False,False,False,True
work_07da33548167bb21,3D Electron Microscopy Study of Synaptic Organization of the Normal Human Transentorhinal Cortex and Its Possible Alterations in Alzheimer’s Disease,core_relevant,0.92,False,42,,,,,,,,9,False,0,no_graph,8,Javier DeFelipe / Michael W. Reimann,M. Domínguez-Álvaro; M. Montero-Crespo; M. Montero-Crespo; L. Blázquez-Llorca; L. Blázquez-Llorca; Javier DeFelipe; Javier DeFelipe; L. Alonso-Nanclares; L. Alonso-Nanclares,2019.0,eNeuro,M. Domínguez-Álvaro; M. Montero-Crespo; M. Montero-Crespo; L. Blázquez-Llorca; L. Blázquez-Llorca; Javier DeFelipe; Javier DeFelipe; L. Alonso-Nanclares; L. Alonso-Nanclares,2019.0,eNeuro,no_graph,False,False,False,False,True
work_07f25302c0da9745,Graphs and the idiographic brain.,role_bridge,0.76,False,0,,,,,,,,3,False,0,no_graph,5,Olaf Sporns / B. Mišić,Michael S. Elmalem; P. Nachev; Ashwani Jha,2024.0,Brain : a journal of neurology,Michael S. Elmalem; P. Nachev; Ashwani Jha,2024.0,Brain : a journal of neurology,no_graph,False,False,False,False,True
work_092ab2e11895f53a,Neuronal Tracing for Connectomic Studies,adjacent_relevant,0.88,False,53,,,,,,,,1,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,Ju Lu,2011.0,Neuroinformatics,Ju Lu,2011.0,Neuroinformatics,no_graph,False,False,False,False,True
work_09c0fa76b2cfac78,A Unified Framework for Neuroscience Morphological Data Visualization,role_bridge,0.75,False,7,,,,,,,,13,False,0,no_graph,24,L. Pastor / S. Galindo,L. Pastor; S. Bayona; Juan P. Brito; María Cuevas; I. Fernaud; S. Galindo; J. J. Garcia-Cantero; F. Quevedo; S. Mata; O. D. Robles; Angel Rodríguez; Pablo Toharia; Ana Zdravković,2021.0,Applied Sciences,L. Pastor; S. Bayona; Juan P. Brito; María Cuevas; I. Fernaud; S. Galindo; J. J. Garcia-Cantero; F. Quevedo; S. Mata; O. D. Robles; Angel Rodríguez; Pablo Toharia; Ana Zdravković,2021.0,Applied Sciences,no_graph,False,False,False,False,True
work_0a6f89f17fb7c4a5,"Graph analysis of the human connectome: Promise, progress, and pitfalls",adjacent_relevant,0.83,False,752,,,,,,,,3,False,0,no_graph,5,Olaf Sporns / B. Mišić,A. Fornito; A. Zalesky; M. Breakspear,2013.0,NeuroImage,A. Fornito; A. Zalesky; M. Breakspear,2013.0,NeuroImage,rescued_no_graph,False,False,True,True,True
work_0b58677ca30e94c9,Statistical Inference on Random Dot Product Graphs: a Survey,role_bridge,0.71,False,292,,,,,,,,10,False,0,no_graph,3,Albert Cardona / J. Vogelstein,A. Athreya; D. E. Fishkind; M. Tang; C. Priebe; Youngser Park; J. Vogelstein; Keith D. Levin; V. Lyzinski; Yichen Qin; D. Sussman,2017.0,Journal of machine learning research,A. Athreya; D. E. Fishkind; M. Tang; C. Priebe; Youngser Park; J. Vogelstein; Keith D. Levin; V. Lyzinski; Yichen Qin; D. Sussman,2017.0,Journal of machine learning research,rescued_no_graph,False,False,True,True,True
work_0c53b6e2719558ce,Visualizing the human connectome,adjacent_relevant,0.82,False,106,,,,,,,,4,False,0,no_graph,5,Olaf Sporns / B. Mišić,D. Margulies; Joachim Böttger; Aimi Watanabe; Krzysztof J. Gorgolewski,2013.0,NeuroImage,D. Margulies; Joachim Böttger; Aimi Watanabe; Krzysztof J. Gorgolewski,2013.0,NeuroImage,rescued_no_graph,False,False,True,True,True
work_0d0f6db3af67525b,Neural Mechanisms of Motion Processing in the Mammalian Retina.,adjacent_relevant,0.8,False,102,,,,,,,,1,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,Wei Wei,2018.0,Annual Review of Vision Science,Wei Wei,2018.0,Annual Review of Vision Science,rescued_no_graph,False,False,True,True,True
work_0d6070f19ac2ba89,ATUM-Tomo: A multi-scale approach to cellular ultrastructure by combined volume scanning electron microscopy and electron tomography,core_relevant,0.93,False,3,,,,,,,,12,False,0,no_graph,3,Albert Cardona / J. Vogelstein,Georg Kislinger; G. Fabig; A. Wehn; Lucia Rodriguez; Hanyi Jiang; Cornelia Niemann; Andrey S. Klymchenko; N. Plesnila; Thomas Misgeld; Thomas Müller-Reichert; I. Khalin; Martina Schifferer,2024.0,bioRxiv,Georg Kislinger; G. Fabig; A. Wehn; Lucia Rodriguez; Hanyi Jiang; Cornelia Niemann; Andrey S. Klymchenko; N. Plesnila; Thomas Misgeld; Thomas Müller-Reichert; I. Khalin; Martina Schifferer,2024.0,bioRxiv,no_graph,False,False,False,False,True
work_0dc9ade7576f1fda,Connectome Networks: From Cells to Systems,adjacent_relevant,0.81,False,28,,,,,,,,1,False,0,no_graph,5,Olaf Sporns / B. Mišić,O. Sporns,2016.0,,O. Sporns,2016.0,,no_graph,False,False,False,False,True
work_0f210c53d8261375,Multiscale comparative connectomics,adjacent_relevant,0.85,False,0,,,,,,,,11,False,0,no_graph,3,Albert Cardona / J. Vogelstein,Vivek Gopalakrishnan; Jaewon Chung; Eric W. Bridgeford; B. Pedigo; Jesús Arroyo; Lucy Upchurch; G. Johnson; Nian Wang; Youngser Park; Carey E. Priebe; J. Vogelstein,2020.0,Imaging neuroscience,Vivek Gopalakrishnan; Jaewon Chung; Eric W. Bridgeford; B. Pedigo; Jesús Arroyo; Lucy Upchurch; G. Johnson; Nian Wang; Youngser Park; Carey E. Priebe; J. Vogelstein,2020.0,Imaging neuroscience,no_graph,False,False,False,False,True
work_0f2e576ce4d24d6a,Mapping Connectomic Structure to Function(s) in Cerebellar-like Networks using Kernel Regression,adjacent_relevant,0.8,False,0,,,,,,,,2,False,0,no_graph,69,William Dorrell / Peter E. Latham,William Dorrell; Peter E. Latham,2026.0,,William Dorrell; Peter E. Latham,2026.0,,no_graph,False,False,False,False,True
work_0f667472c3c0d4cd,Bridging Histology and Tractography: First In Vivo Visualization of Short‐Range Prefrontal Connections Informed by Primate Tract‐Tracing,adjacent_relevant,0.81,False,1,,,,,,,,5,False,0,no_graph,71,Matthew Amandola / Kurt Schilling,Matthew Amandola; Michael E. Kim; F. Rheault; Bennett Landman; Kurt Schilling,2026.0,Human Brain Mapping,Matthew Amandola; Michael E. Kim; F. Rheault; Bennett Landman; Kurt Schilling,2026.0,Human Brain Mapping,no_graph,False,False,False,False,True
work_0faabd73a0b69ddd,Valid two‐sample graph testing via optimal transport Procrustes and multiscale graph correlation with applications in connectomics,adjacent_relevant,0.84,False,6,,,,,,,,8,False,0,no_graph,3,Albert Cardona / J. Vogelstein,Jaewon Chung; Bijan K. Varjavand; Jesús Arroyo‐Relión; A. Alyakin; Joshua Agterberg; M. Tang; Carey E. Priebe; J. Vogelstein,2019.0,,Jaewon Chung; Bijan K. Varjavand; Jesús Arroyo‐Relión; A. Alyakin; Joshua Agterberg; M. Tang; Carey E. Priebe; J. Vogelstein,2019.0,,no_graph,False,False,False,False,True
work_10625a8cbeb96224,Visualization in Connectomics,adjacent_relevant,0.86,False,36,,,,,,,,7,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,H. Pfister; V. Kaynig; C. Botha; S. Bruckner; V. J. Dercksen; H. Hege; J. Roerdink,2012.0,Scientific Visualization,H. Pfister; V. Kaynig; C. Botha; S. Bruckner; V. J. Dercksen; H. Hege; J. Roerdink,2012.0,Scientific Visualization,no_graph,False,False,False,False,True
work_11708302632c43f1,Unveiling and Steering Connectome Organization with Interpretable Latent Variables,core_relevant,0.91,False,0,,,,,,,,3,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,Yubin Li; Xingyu Liu; Guozhang Chen,2025.0,arXiv.org,Yubin Li; Xingyu Liu; Guozhang Chen,2025.0,arXiv.org,no_graph,False,False,False,False,True
work_11bd92b465e2aaf3,Rocket-crane algorithm for the Feedback Arc Set problem,adjacent_relevant,0.85,False,1,,,,,,,,7,False,0,no_graph,4,M. Helmstaedter / Winfried Denk,David A. Bader; Justin Ellis-Joyce; Gert-Jan Both; Srinivas C. Turaga; Harinarayan Asoori Sriram; Srijith Chinthalapudi; Zhihui Du,2025.0,Social Network Analysis and Mining,David A. Bader; Justin Ellis-Joyce; Gert-Jan Both; Srinivas C. Turaga; Harinarayan Asoori Sriram; Srijith Chinthalapudi; Zhihui Du,2025.0,Social Network Analysis and Mining,no_graph,False,False,False,False,True
work_11d1cfcde84e9410,A tutorial in connectome analysis: Topological and spatial features of brain networks,adjacent_relevant,0.84,False,362,,,,,,,,1,False,0,no_graph,198,Marcus Kaiser / Sreedevi Varier,Marcus Kaiser,2011.0,NeuroImage,Marcus Kaiser,2011.0,NeuroImage,rescued_no_graph,False,False,True,True,True
work_121114411163d845,Three-Dimensional Reconstruction of Serial Mouse Brain Sections: Solution for Flattening High-Resolution Large-Scale Mosaics,role_bridge,0.76,False,42,,,,,,,,11,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,M. Berlanga; S. Phan; E. Bushong; Stephanie Wu; O. Kwon; B. S. Phung; S. Lamont; M. Terada; T. Tasdizen; M. Martone; Mark Ellisman,2011.0,Frontiers in Neuroanatomy,M. Berlanga; S. Phan; E. Bushong; Stephanie Wu; O. Kwon; B. S. Phung; S. Lamont; M. Terada; T. Tasdizen; M. Martone; Mark Ellisman,2011.0,Frontiers in Neuroanatomy,no_graph,False,False,False,False,True
work_122af998e627d537,Multimodal Connectomics in Psychiatry: Bridging Scales From Micro to Macro.,adjacent_relevant,0.83,False,23,,,,,,,,2,False,0,no_graph,5,Olaf Sporns / B. Mišić,L. H. Scholtens; M. P. van den Heuvel,2018.0,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,L. H. Scholtens; M. P. van den Heuvel,2018.0,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,no_graph,False,False,False,False,True
work_13df857c596640ee,A functionally ordered visual feature map in the Drosophila brain.,core_relevant,0.94,False,81,,,,,,,,6,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,Nathan C. Klapoetke; Aljoscha Nern; E. M. Rogers; G. Rubin; Michael B. Reiser; G. Card,2022.0,Neuron,Nathan C. Klapoetke; Aljoscha Nern; E. M. Rogers; G. Rubin; Michael B. Reiser; G. Card,2022.0,Neuron,rescued_no_graph,False,False,True,True,True
work_13fda9927df18461,Neural Control of Naturalistic Behavior Choices.,role_bridge,0.74,False,7,,,,,,,,2,False,0,no_graph,2,H. Sebastian Seung / G. Jefferis,Samuel K Asinof; G. Card,2024.0,Annual Review of Neuroscience,Samuel K Asinof; G. Card,2024.0,Annual Review of Neuroscience,no_graph,False,False,False,False,True
work_14777efdec1861e5,Quantitative skills in undergraduate neuroscience education in the age of big data.,role_bridge,0.82,False,17,,,,,,,,1,False,0,no_graph,247,R. Hoy,R. Hoy,2021.0,Neuroscience Letters,R. Hoy,2021.0,Neuroscience Letters,no_graph,False,False,False,False,True
work_1494588f60af3042,"Learning brains: educational neuroscience, neurotechnology and neuropedagogy",role_bridge,0.78,False,13,,,,,,,,3,False,0,no_graph,74,Ben Williamson / Dimitra Kotouza,Ben Williamson; J. Pykett; Dimitra Kotouza,2025.0,"Pedagogy, Culture &amp; Society",Ben Williamson; J. Pykett; Dimitra Kotouza,2025.0,"Pedagogy, Culture &amp; Society",no_graph,False,False,False,False,True
work_14ac87ba48283ac0,Neuronal Subcompartment Classification and Merge Error Correction,core_relevant,0.95,False,19,,,,,,,,4,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,Hanyu Li; M. Januszewski; Viren Jain; Peter H. Li,2020.0,bioRxiv,Hanyu Li; M. Januszewski; Viren Jain; Peter H. Li,2020.0,bioRxiv,no_graph,False,False,False,False,True
work_15637f799663d649,A Geometric Chung Lu model and the Drosophila Medulla connectome,core_relevant,0.88,False,1,,,,,,,,2,False,0,no_graph,76,S. Agarwala / Franklin Kenter,S. Agarwala; Franklin Kenter,2021.0,J. Complex Networks,S. Agarwala; Franklin Kenter,2021.0,J. Complex Networks,no_graph,False,False,False,False,True
work_15ac2c50e04c11f3,When tractography meets tracer injections: a systematic study of trends and variation sources of diffusion-based connectivity,adjacent_relevant,0.84,False,67,,,,,,,,9,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,D. Aydogan; R. Jacobs; S. Dulawa; S. Thompson; Maite Christi Francois; A. Toga; H. Dong; J. Knowles; Yonggang Shi,2018.0,Brain Structure and Function,D. Aydogan; R. Jacobs; S. Dulawa; S. Thompson; Maite Christi Francois; A. Toga; H. Dong; J. Knowles; Yonggang Shi,2018.0,Brain Structure and Function,no_graph,False,False,False,False,True
work_15c1e28270c671f9,Integrated Visualization of Human Brain Connectome Data,role_bridge,0.77,False,7,,,,,,,,12,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,Huang Li; S. Fang; J. Goñi; Joey A. Contreras; Yanhua Liang; Chengtao Cai; John D. West; S. Risacher; Yang Wang; O. Sporns; A. Saykin; Li Shen,2015.0,Brain Informatics and Health,Huang Li; S. Fang; J. Goñi; Joey A. Contreras; Yanhua Liang; Chengtao Cai; John D. West; S. Risacher; Yang Wang; O. Sporns; A. Saykin; Li Shen,2015.0,Brain Informatics and Health,no_graph,False,False,False,False,True
work_161efa6714c403ba,ConnectomeDB – Sharing Human Brain Connectivity Data,role_bridge,0.86,False,104,,,,,,,,20,True,18,no_graph,3,Albert Cardona / J. Vogelstein,M. Hodge; William Horton; Timothy Brown; Rick Herrick; Timothy R. Olsen; Michael Hileman; Michael McKay; K. A. Archie; Eileen Cler; M. P. Harms; G. C. Burgess; M. Glasser; J. Elam; Sandra W. Curtiss; D. Barch; R. Oostenveld; L. Larson-Prior; K. Uğurbil; D. C. Essen; D. Marcus,2015.0,NeuroImage,M. Hodge; William Horton; Timothy Brown; Rick Herrick; Timothy R. Olsen; Michael Hileman; Michael McKay; K. A. Archie; Eileen Cler; M. P. Harms; G. C. Burgess; M. Glasser; J. Elam; Sandra W. Curtiss; D. Barch; R. Oostenveld; L. Larson-Prior; K. Uğurbil; D. C. Essen; D. Marcus,2015.0,NeuroImage,rescued_no_graph,False,False,True,True,True
work_164ab99ff38576f9,Comparative connectomics of the primate social brain,adjacent_relevant,0.8,False,36,,,,,,,,9,False,0,no_graph,3,Albert Cardona / J. Vogelstein,C. Yokoyama; J. Autio; T. Ikeda; J. Sallet; R. Mars; D. C. Essen; M. Glasser; N. Sadato; Takuya Hayashi,2021.0,NeuroImage,C. Yokoyama; J. Autio; T. Ikeda; J. Sallet; R. Mars; D. C. Essen; M. Glasser; N. Sadato; Takuya Hayashi,2021.0,NeuroImage,no_graph,False,False,False,False,True
work_1672afc156639677,"Citizen science, cells and CNNs – deep learning for automatic segmentation of the nuclear envelope in electron microscopy data, trained with volunteer segmentations",role_bridge,0.79,False,5,,,,,,,,12,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,Helen Spiers; Harry Songhurst; Luke Nightingale; J. de Folter; R. Hutchings; C. Peddie; A. Weston; A. Strange; S. Hindmarsh; Chris Lintott; Lucy Collinson; Martin L. Jones,2020.0,bioRxiv,Helen Spiers; Harry Songhurst; Luke Nightingale; J. de Folter; R. Hutchings; C. Peddie; A. Weston; A. Strange; S. Hindmarsh; Chris Lintott; Lucy Collinson; Martin L. Jones,2020.0,bioRxiv,no_graph,False,False,False,False,True
work_16956a138acecbe4,"CLABTOOLKIT: An Open-Source Toolkit for Routine Processing, Manipulation, and Visualization of Neuroimaging Data",role_bridge,0.78,False,0,,,,,,,,3,False,0,no_graph,78,Yasser Alemán-Gómez / P. Hagmann,Yasser Alemán-Gómez; Nino Herve; P. Hagmann,2026.0,,Yasser Alemán-Gómez; Nino Herve; P. Hagmann,2026.0,,no_graph,False,False,False,False,True
work_17515b46569c966d,Volumetric denoising enables high-throughput volume electron microscopy and efficient downstream analysis.,core_relevant,0.9,False,0,,,,,,,,9,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,Bohao Chen; Fangfang Wang; Haoyu Wang; Yanchao Zhang; Zhuangzhuang Zhao; Haoran Chen; Hua Han; Xi Chen; Yunfeng Hua,2026.0,Cell Reports Methods,Bohao Chen; Fangfang Wang; Haoyu Wang; Yanchao Zhang; Zhuangzhuang Zhao; Haoran Chen; Hua Han; Xi Chen; Yunfeng Hua,2026.0,Cell Reports Methods,no_graph,False,False,False,False,True
work_17a397689c02868a,Differences in the critical dynamics underlying the human and fruit-fly connectome,adjacent_relevant,0.84,False,12,,,,,,,,3,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,G. Ódor; G. Deco; Jeffrey Kelling,2022.0,Physical Review Research,G. Ódor; G. Deco; Jeffrey Kelling,2022.0,Physical Review Research,no_graph,False,False,False,False,True
work_17aff448044a0745,Connexel visualization: a software implementation of glyphs and edge-bundling for dense connectivity data using brainGL,adjacent_relevant,0.8,False,19,,,,,,,,5,False,0,no_graph,5,Olaf Sporns / B. Mišić,Joachim Böttger; R. Schurade; Estrid Jakobsen; Alexander Schaefer; D. Margulies,2014.0,Frontiers in Neuroscience,Joachim Böttger; R. Schurade; Estrid Jakobsen; Alexander Schaefer; D. Margulies,2014.0,Frontiers in Neuroscience,no_graph,False,False,False,False,True
work_186acb8763d28840,The Human Connectome: A Structural Description of the Human Brain,adjacent_relevant,0.79,False,3307,,,,,,,,3,False,0,no_graph,5,Olaf Sporns / B. Mišić,O. Sporns; G. Tononi; R. Kötter,2005.0,PLoS Comput. Biol.,O. Sporns; G. Tononi; R. Kötter,2005.0,PLoS Comput. Biol.,rescued_no_graph,False,False,True,True,True
work_1b719c6ba34d2ed3,Teneurin-3 controls topographic circuit assembly in the hippocampus,adjacent_relevant,0.83,False,147,,,,,,,,4,False,0,no_graph,3,Albert Cardona / J. Vogelstein,Dominic S. Berns; Laura A. DeNardo; Daniel T. Pederick; L. Luo,2018.0,Nature,Dominic S. Berns; Laura A. DeNardo; Daniel T. Pederick; L. Luo,2018.0,Nature,rescued_no_graph,False,False,True,True,True
