person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:andrew cook,Andrew P. Cook,9,0,0,9,8,1,0,0,integrated_plus_rescue
person:hongqing han,Hongqing Han,8,0,6,2,6,1,1,0,integrated_plus_rescue
person:t tasdizen,T. Tasdizen,8,0,4,5,8,0,0,1,integrated_plus_rescue
person:michael reiser,Michael B. Reiser,8,0,3,5,8,0,0,2,integrated_plus_rescue
person:xiaotang lu,Xiaotang Lu,8,2,2,4,6,2,0,0,integrated_plus_rescue
person:markus hadwiger,Markus Hadwiger,8,1,2,5,6,1,1,0,integrated_plus_rescue
person:hongkui zeng,Hongkui Zeng,8,1,2,5,4,4,0,0,integrated_plus_rescue
person:a wanner,A. Wanner,8,5,1,2,6,2,0,0,integrated_plus_rescue
person:jiazheng liu,Jiazheng Liu,8,2,1,6,6,2,0,0,integrated_plus_rescue
person:j reimer,J. Reimer,8,0,1,7,8,0,0,1,integrated_plus_rescue
person:c veraszto,C. Verasztó,8,3,0,5,8,0,0,0,integrated_plus_rescue
person:h cheong,H. S. Cheong,8,3,0,5,6,2,0,0,integrated_plus_rescue
person:j troidl,J. Troidl,8,2,0,6,6,1,1,1,integrated_plus_rescue
person:elizabeth williams,Elizabeth A. Williams,8,2,0,6,6,2,0,0,integrated_plus_rescue
person:rebecca pfeiffer,Rebecca L. Pfeiffer,8,2,0,6,5,3,0,0,integrated_plus_rescue
person:n eckstein,N. Eckstein,8,1,0,7,8,0,0,3,integrated_plus_rescue
person:stephan gerhard,Stephan Gerhard,8,1,0,7,8,0,0,2,integrated_plus_rescue
person:r shahidi,R. Shahidi,8,1,0,7,8,0,0,0,integrated_plus_rescue
person:b silverman,B. Silverman,8,0,0,8,8,0,0,3,integrated_plus_rescue
person:m dreher,M. Dreher,8,0,0,8,8,0,0,3,integrated_plus_rescue
person:tansy yang,Tansy Yang,8,0,0,8,8,0,0,3,integrated_plus_rescue
person:eric perlman,Eric Perlman,8,0,0,8,7,0,1,3,integrated_plus_rescue
person:ruchi parekh,Ruchi Parekh,8,0,0,8,7,1,0,3,integrated_plus_rescue
person:aravinthan samuel,Aravinthan D. T. Samuel,8,0,0,8,7,1,0,2,integrated_plus_rescue
person:griffin badalamente,Griffin Badalamente,8,0,0,8,8,0,0,1,integrated_plus_rescue
person:julie kovalyak,Julie Kovalyak,8,0,0,8,7,1,0,1,integrated_plus_rescue
person:gabriella sterne,Gabriella R. Sterne,8,0,0,8,6,2,0,1,integrated_plus_rescue
person:daniel berger,Daniel R. Berger,8,0,0,8,5,3,0,1,integrated_plus_rescue
person:daniel xenes,Daniel Xenes,8,0,0,8,7,0,1,0,integrated_plus_rescue
person:d dacey,D. Dacey,7,0,6,1,7,0,0,0,integrated_plus_rescue
person:r friedrich,R. Friedrich,7,1,5,1,5,2,0,0,integrated_plus_rescue
person:won ki jeong,Won-Ki Jeong,7,2,3,2,6,0,1,1,integrated_plus_rescue
person:v jayaraman,V. Jayaraman,7,0,3,4,6,1,0,2,integrated_plus_rescue
person:b gerber,B. Gerber,7,0,3,4,3,3,1,1,integrated_plus_rescue
person:ed boyden,Ed Boyden,7,0,3,4,2,3,2,0,integrated_plus_rescue
person:henry markram,Henry Markram,7,0,3,4,0,7,0,0,integrated_plus_rescue
person:s waddell,S. Waddell,7,0,2,5,5,2,0,2,integrated_plus_rescue
person:daniel haehn,Daniel Haehn,7,3,1,3,7,0,0,0,integrated_plus_rescue
person:jinseop kim,Jinseop S. Kim,7,2,1,4,6,1,0,2,integrated_plus_rescue
person:j lauritzen,J. S. Lauritzen,7,2,1,4,7,0,0,1,integrated_plus_rescue
person:l abbott,L. F. Abbott,7,1,1,5,4,3,0,2,integrated_plus_rescue
person:yuh tarng chen,Yuh-tarng Chen,7,0,1,6,4,2,1,0,integrated_plus_rescue
person:isabel beets,Isabel Beets,7,0,1,6,1,6,0,0,integrated_plus_rescue
person:nadine randel,Nadine Randel,7,2,0,5,6,1,0,1,integrated_plus_rescue
person:k boergens,K. Boergens,7,1,0,6,7,0,0,1,integrated_plus_rescue
person:michael winding,Michael Winding,7,1,0,6,6,1,0,1,integrated_plus_rescue
person:philip hubbard,Philip M. Hubbard,7,1,0,6,6,1,0,1,integrated_plus_rescue
person:brandon mark,Brandon Mark,7,1,0,6,6,1,0,0,integrated_plus_rescue
person:jeremy maitin shepard,Jeremy B. Maitin-Shepard,7,0,0,7,7,0,0,4,integrated_plus_rescue
person:omotara ogundeyi,Omotara Ogundeyi,7,0,0,7,6,1,0,3,integrated_plus_rescue
person:m pleijzier,M. W. Pleijzier,7,0,0,8,7,0,0,2,integrated_plus_rescue
person:marissa sorek,Marissa Sorek,7,0,0,7,7,0,0,2,integrated_plus_rescue
person:shirley lauchie,Shirley A Lauchie,7,0,0,7,7,0,0,2,integrated_plus_rescue
person:youngser park,Youngser Park,7,0,0,7,3,3,1,2,integrated_plus_rescue
person:erika neace,Erika Neace,7,0,0,7,7,0,0,1,integrated_plus_rescue
person:michael cook,Michael Cook,7,0,0,7,7,0,0,1,integrated_plus_rescue
person:tyler paterson,Tyler Paterson,7,0,0,7,7,0,0,1,integrated_plus_rescue
person:x pitkow,X. Pitkow,7,0,0,7,7,0,0,1,integrated_plus_rescue
person:a javier,A. Javier,7,0,0,7,6,1,0,1,integrated_plus_rescue
person:fabian sinz,Fabian H. Sinz,7,0,0,7,6,1,0,1,integrated_plus_rescue
person:saumil patel,Saumil S. Patel,7,0,0,7,6,1,0,1,integrated_plus_rescue
person:eviatar yemini,Eviatar Yemini,7,0,0,7,3,4,0,1,integrated_plus_rescue
person:s seshamani,S. Seshamani,7,0,0,7,7,0,0,0,integrated_plus_rescue
person:eric bushong,Eric Bushong,7,0,0,7,6,1,0,0,integrated_plus_rescue
person:l bezares calderon,L. A. Bezares-Calderón,7,0,0,7,6,1,0,0,integrated_plus_rescue
person:s namiki,S. Namiki,7,0,0,7,5,2,0,0,integrated_plus_rescue
person:e bullmore,E. Bullmore,6,0,4,2,3,3,0,3,integrated_plus_rescue
person:tao fang,Tao Fang,6,0,3,3,3,3,0,0,integrated_plus_rescue
person:alexander borst,Alexander Borst,6,3,2,1,4,2,0,1,integrated_plus_rescue
person:b dickson,B. Dickson,6,0,2,4,4,2,0,1,integrated_plus_rescue
person:olaf sporns,Olaf Sporns,6,4,1,1,2,4,0,1,integrated_plus_rescue
person:c ribeiro,C. Ribeiro,6,0,1,5,6,0,0,2,integrated_plus_rescue
person:longfei li,Longfei Li,6,0,1,5,2,4,0,0,integrated_plus_rescue
person:claire eschbach,Claire Eschbach,6,4,0,2,5,0,1,1,integrated_plus_rescue
person:brian matejek,Brian Matejek,6,3,0,3,6,0,0,0,integrated_plus_rescue
person:chris dallmann,Chris J. Dallmann,6,2,0,4,5,1,0,0,integrated_plus_rescue
person:v lyzinski,V. Lyzinski,6,2,0,4,1,3,2,0,integrated_plus_rescue
person:ruoxuan yang,Ruoxuan Yang,6,1,0,5,6,0,0,3,integrated_plus_rescue
person:v kaynig,V. Kaynig,6,1,0,5,6,0,0,1,integrated_plus_rescue
person:yi shiuan liu,Yi-Shiuan Liu,6,1,0,5,1,5,0,1,integrated_plus_rescue
person:ruairi roberts,Ruairí J. V. Roberts,6,1,0,5,6,0,0,0,integrated_plus_rescue
person:s jasek,S. Jasek,6,1,0,5,6,0,0,0,integrated_plus_rescue
person:fuming yang,Fuming Yang,6,1,0,5,5,1,0,0,integrated_plus_rescue
person:patricia rivlin,Patricia K. Rivlin,6,1,0,5,5,0,1,0,integrated_plus_rescue
person:hong sheng li,Hong-Sheng Li,6,1,0,5,4,2,0,0,integrated_plus_rescue
person:tim blakely,Tim Blakely,6,0,0,6,6,0,0,4,integrated_plus_rescue
person:audrey francis,Audrey Francis,6,0,0,6,6,0,0,3,integrated_plus_rescue
person:ryan willie,Ryan Willie,6,0,0,6,6,0,0,3,integrated_plus_rescue
person:tom kazimiers,Tom Kazimiers,6,0,0,6,6,0,0,3,integrated_plus_rescue
person:a peleg,A. Peleg,6,0,0,6,6,0,0,2,integrated_plus_rescue
person:eric trautman,Eric T. Trautman,6,0,0,6,6,0,0,2,integrated_plus_rescue
person:p vertes,P. Vértes,6,0,0,6,4,2,0,2,integrated_plus_rescue
person:shuohong wang,Shuohong Wang,6,0,0,6,4,2,0,2,integrated_plus_rescue
person:alanna lohff,Alanna Lohff,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:ashley scott,Ashley L. Scott,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:christopher knecht,Christopher Knecht,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:imaan tamimi,Imaan F. M. Tamimi,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:paul fahey,Paul G. Fahey,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:s papadopoulos,S. Papadopoulos,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:t jones,T. Jones,6,0,0,6,6,0,0,1,integrated_plus_rescue
person:j tapia,J. C. Tapia,6,0,0,6,5,1,0,1,integrated_plus_rescue
person:paul brooks,Paul Brooks,6,0,0,6,5,1,0,1,integrated_plus_rescue
person:r george,R. George,6,0,0,6,5,1,0,1,integrated_plus_rescue
person:siqi fang,Siqi Fang,6,0,0,6,5,1,0,1,integrated_plus_rescue
person:kaiyu wang,Kaiyu Wang,6,0,0,6,3,2,1,1,integrated_plus_rescue
person:h otsuna,H. Otsuna,6,0,0,6,2,4,0,1,integrated_plus_rescue
person:arthur zhao,Arthur Zhao,6,0,0,6,6,0,0,0,integrated_plus_rescue
person:c watt,C. Watt,6,0,0,6,6,0,0,0,integrated_plus_rescue
person:orin packer,Orin Packer,6,0,0,6,6,0,0,0,integrated_plus_rescue
person:anne sustar,Anne Sustar,6,0,0,6,5,1,0,0,integrated_plus_rescue
person:billy morris,Billy J. Morris,6,0,0,6,5,1,0,0,integrated_plus_rescue
person:grant chou,Grant M. Chou,6,0,0,6,5,1,0,0,integrated_plus_rescue
person:jasper phelps,Jasper S. Phelps,6,0,0,6,5,1,0,0,integrated_plus_rescue
person:jia hui yang,Jia-Hui Yang,6,0,0,6,5,1,0,0,integrated_plus_rescue
person:wenchang li,Wenchang Li,6,0,0,6,5,1,0,0,integrated_plus_rescue
person:song pang,Song Pang,6,0,0,6,4,1,1,0,integrated_plus_rescue
person:wyatt korff,Wyatt L. Korff,6,0,0,6,4,2,0,0,integrated_plus_rescue
person:zhenghua li,Zhenghua Li,6,0,0,6,3,3,0,0,integrated_plus_rescue
person:a dacks,A. Dacks,5,0,5,0,4,1,0,0,integrated_plus_rescue
person:albert laszlo barabasi,Albert-László Barabási,5,0,5,0,2,3,0,0,integrated_plus_rescue
person:kristin scott,Kristin Scott,5,0,4,1,5,0,0,1,integrated_plus_rescue
person:c doe,C. Doe,5,0,4,1,4,1,0,0,integrated_plus_rescue
person:b misic,B. Mišić,5,0,4,1,3,2,0,0,integrated_plus_rescue
person:g ascoli,G. Ascoli,5,0,4,1,2,3,0,0,integrated_plus_rescue
person:herwig baier,Herwig Baier,5,0,3,2,1,3,1,0,integrated_plus_rescue
person:l luo,L. Luo,5,1,2,2,1,4,0,0,integrated_plus_rescue
person:a seeds,A. Seeds,5,0,2,3,5,0,0,1,integrated_plus_rescue
person:jongmin lee,Jongmin Lee,5,0,2,3,4,1,0,1,integrated_plus_rescue
person:g knott,G. Knott,5,0,2,3,5,0,0,0,integrated_plus_rescue
person:caio seguin,Caio Seguin,5,0,2,3,4,1,0,0,integrated_plus_rescue
person:j neitz,J. Neitz,5,0,2,3,4,1,0,0,integrated_plus_rescue
person:manuel zimmer,Manuel Zimmer,5,0,2,4,4,1,0,0,integrated_plus_rescue
person:u grunert,U. Grünert,5,0,2,3,3,2,0,0,integrated_plus_rescue
person:gregg wildenberg,Gregg A. Wildenberg,5,3,1,1,3,2,0,0,integrated_plus_rescue
person:shengjin xu,Shengjin Xu,5,2,1,2,4,0,1,1,integrated_plus_rescue
person:david deutsch,David S. Deutsch,5,1,1,3,5,0,0,3,integrated_plus_rescue
person:aaron kuan,Aaron T. Kuan,5,1,1,3,5,0,0,1,integrated_plus_rescue
person:mathias wernet,Mathias F. Wernet,5,1,1,3,3,2,0,1,integrated_plus_rescue
person:ashwin vishwanathan,Ashwin Vishwanathan,5,1,1,3,4,1,0,0,integrated_plus_rescue
person:r whitaker,R. Whitaker,5,0,1,4,5,0,0,0,integrated_plus_rescue
person:lu mi,Lu Mi,5,0,1,4,4,1,0,0,integrated_plus_rescue
person:s agrawal,S. Agrawal,5,0,1,4,4,1,0,0,integrated_plus_rescue
person:e reilly,E. Reilly,5,0,1,4,3,1,1,0,integrated_plus_rescue
person:qingming luo,Qingming Luo,5,0,1,5,2,3,0,0,integrated_plus_rescue
person:zhihao zheng,Zhihao Zheng,5,4,0,1,5,0,0,2,integrated_plus_rescue
person:sara patterson,Sara S. Patterson,5,3,0,2,4,1,0,0,integrated_plus_rescue
person:albert lin,Albert Lin,5,2,0,3,4,1,0,2,integrated_plus_rescue
person:wei chung allen lee,Wei-Chung Allen Lee,5,2,0,3,3,2,0,1,integrated_plus_rescue
person:anton miroschnikow,Anton Miroschnikow,5,2,0,3,5,0,0,0,integrated_plus_rescue
person:fabian svara,Fabian Svara,5,2,0,3,5,0,0,0,integrated_plus_rescue
person:a zarin,A. Zarin,5,2,0,3,4,1,0,0,integrated_plus_rescue
person:j horne,J. Horne,5,1,0,4,5,0,0,2,integrated_plus_rescue
person:k khairy,K. Khairy,5,1,0,4,5,0,0,2,integrated_plus_rescue
person:ignacio arganda carreras,Ignacio Arganda-Carreras,5,1,0,4,4,1,0,2,integrated_plus_rescue
person:n karlupia,N. Karlupia,5,1,0,4,4,1,0,2,integrated_plus_rescue
person:a zlateski,A. Zlateski,5,1,0,4,5,0,0,1,integrated_plus_rescue
person:anthony azevedo,Anthony W. Azevedo,5,1,0,4,5,0,0,1,integrated_plus_rescue
person:javier valdes aleman,Javier Valdes-Aleman,5,1,0,4,5,0,0,1,integrated_plus_rescue
person:seymour knowles barley,Seymour Knowles-Barley,5,1,0,4,5,0,0,1,integrated_plus_rescue
person:steven calle schuler,Steven A. Calle-Schuler,5,1,0,4,5,0,0,1,integrated_plus_rescue
person:mean hwan kim,Mean-Hwan Kim,5,1,0,4,4,1,0,1,integrated_plus_rescue
person:tingshan liu,Tingshan Liu,5,1,0,4,4,1,0,1,integrated_plus_rescue
person:tri nguyen,Tri M. Nguyen,5,1,0,4,4,1,0,1,integrated_plus_rescue
person:andreas thum,Andreas S. Thum,5,1,0,4,3,2,0,1,integrated_plus_rescue
person:jianwei lu,Jianwei Lu,5,1,0,4,3,2,0,1,integrated_plus_rescue
person:andreas schoofs,Andreas Schoofs,5,1,0,4,5,0,0,0,integrated_plus_rescue
person:caitlyn bishop,Caitlyn Bishop,5,1,0,4,5,0,0,0,integrated_plus_rescue
person:changjoon park,Changjoon Park,5,1,0,4,5,0,0,0,integrated_plus_rescue
person:aindrila saha,Aindrila Saha,5,1,0,4,4,1,0,0,integrated_plus_rescue
person:a polilov,A. Polilov,5,1,0,4,3,2,0,0,integrated_plus_rescue
person:lidia ripoll sanchez,Lidia Ripoll-Sánchez,5,1,0,4,2,3,0,0,integrated_plus_rescue
person:s cachero,S. Cachero,5,1,0,4,2,3,0,0,integrated_plus_rescue
person:james hebditch,James Hebditch,5,0,0,5,5,0,0,3,integrated_plus_rescue
person:k willie,K. Willie,5,0,0,5,5,0,0,3,integrated_plus_rescue
person:a shinomiya,A. Shinomiya,5,0,0,5,5,0,0,2,integrated_plus_rescue
person:david grant colburn hildebrand,David Grant Colburn Hildebrand,5,0,0,5,5,0,0,2,integrated_plus_rescue
person:doug bland,Doug Bland,5,0,0,5,5,0,0,2,integrated_plus_rescue
