work_id,title,decision,confidence,ultra_core,citation_count_work,corpus_in_degree,corpus_out_degree,citation_total_degree,citation_out_in_ratio,citation_link_strength,k_core,pagerank_percentile,n_authors,is_consortium,consortium_middle_count,citation_role,primary_community_id,primary_community_label,authors,year,venue,authors_enr,year_enr,venue_enr,graph_status,in_graph_matched,in_integrated,in_rescue,in_integrated_plus_rescue,in_prime_legacy
work_16ee371b07754d0f,Neuromorphic Simulation of Drosophila Melanogaster Brain Connectome on Loihi 2,core_relevant,0.92,False,3,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.0591983010353066,6,False,0,only_out,26,Bradley H. Theilman / Fred Rothganger,Felix Wang; Bradley H. Theilman; Fred Rothganger; William M. Severa; C. Vineyard; J. Aimone,2025.0,arXiv.org,Felix Wang; Bradley H. Theilman; Fred Rothganger; William M. Severa; C. Vineyard; J. Aimone,2025.0,arXiv.org,weak_unlinked,True,False,False,False,False
work_18a630f143863a39,A specialized spinal circuit for command amplification and directionality during escape behavior,core_relevant,0.95,False,17,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.5646402973188214,12,False,0,only_out,0,Xiaoyin Chen / Yonggang Wang,Na N. Guan; Lulu Xu; Tianrui Zhang; Chun-Xiao Huang; Zhen Wang; Elin Dahlberg; Haoyu Wang; Fangfang Wang; Irene Pallucchi; Yunfeng Hua; A. El Manira; Jianren Song,2021.0,Proceedings of the National Academy of Sciences of the United States of America,Na N. Guan; Lulu Xu; Tianrui Zhang; Chun-Xiao Huang; Zhen Wang; Elin Dahlberg; Haoyu Wang; Fangfang Wang; Irene Pallucchi; Yunfeng Hua; A. El Manira; Jianren Song,2021.0,Proceedings of the National Academy of Sciences of the United States of America,weak_unlinked,True,False,False,False,False
work_19484211ce0ace31,Automatic Annotation of Axoplasmic Reticula in Pursuit of Connectomes using High-Resolution Neural EM Data,core_relevant,0.97,False,1,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.6663127156888771,11,False,0,only_out,3,Albert Cardona / J. Vogelstein,Ayushi Sinha; William R. Gray Roncal; N. Kasthuri; Ming Chuang; Priya Manavalan; D. Kleissas; J. Vogelstein; R. J. Vogelstein; R. Burns; J. Lichtman; M. Kazhdan,2014.0,arXiv.org,Ayushi Sinha; William R. Gray Roncal; N. Kasthuri; Ming Chuang; Priya Manavalan; D. Kleissas; J. Vogelstein; R. J. Vogelstein; R. Burns; J. Lichtman; M. Kazhdan,2014.0,arXiv.org,weak_unlinked,True,False,False,False,False
work_1bc550704e02bb7c,Expansion Sequencing of RNA Barcoded Neurons in the Mammalian Brain: Progress and Implications for Molecularly Annotated Connectomics,core_relevant,0.95,False,2,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.3729758428457658,18,False,0,only_out,0,Xiaoyin Chen / Yonggang Wang,Daniel R. Goodwin; Alex G. Vaughan; Daniel Leible; Shahar Alon; G. L. Henry; Annie A. Cheng; Xiaoyin Chen; Ruihan Zhang; Andrew G. Xue; A. Wassie; Anubhav Sinha; Yosuke Bando; Atsushi Kajita; A. Marblestone; A. Zador; E. Boyden; George M. Church; Richie E. Kohman,2022.0,bioRxiv,Daniel R. Goodwin; Alex G. Vaughan; Daniel Leible; Shahar Alon; G. L. Henry; Annie A. Cheng; Xiaoyin Chen; Ruihan Zhang; Andrew G. Xue; A. Wassie; Anubhav Sinha; Yosuke Bando; Atsushi Kajita; A. Marblestone; A. Zador; E. Boyden; George M. Church; Richie E. Kohman,2022.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_1d22c9e3717e855b,Ultrastructure of synaptic connectivity within sub-regions of the SCN revealed by genetically encoded EM tag and SBEM,core_relevant,0.94,False,0,0.0,0.0,0.0,,weak_unlinked,0.0,0.441730820281391,10,False,0,isolate,0,Xiaoyin Chen / Yonggang Wang,Hugo Calligaro; Azarin Shoghi; Xinyue Chen; Keun-Young Kim; Y. Liu; Brian Khov; Benjamin Finander; H. Le; Mark Ellisman; Satchidananda Panda,2022.0,bioRxiv,Hugo Calligaro; Azarin Shoghi; Xinyue Chen; Keun-Young Kim; Y. Liu; Brian Khov; Benjamin Finander; H. Le; Mark Ellisman; Satchidananda Panda,2022.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_1d85f875391d041a,Selective Regional Loss of Cortical Synapses Lacking Presynaptic Mitochondria in the 5xFAD Mouse Model,core_relevant,0.94,False,12,0.0,0.0,0.0,,weak_unlinked,0.0,0.3299707990443323,6,False,0,isolate,0,Xiaoyin Chen / Yonggang Wang,Na-Young Seo; Gyu Hyun Kim; Jeong-Eun Noh; J. Shin; Chan Hee Lee; Kea-Joo Lee,2021.0,Frontiers in Neuroanatomy,Na-Young Seo; Gyu Hyun Kim; Jeong-Eun Noh; J. Shin; Chan Hee Lee; Kea-Joo Lee,2021.0,Frontiers in Neuroanatomy,weak_unlinked,True,False,False,False,False
work_1e1cdc1d337adcda,Synchronous climbing fiber activity enables instructive signaling for cerebellar learning through modulation of disinhibitory circuits,core_relevant,0.94,False,2,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.2920095566764003,17,False,0,only_out,0,Xiaoyin Chen / Yonggang Wang,C. Park; Zheng Yang; Abdulraheem Nashef; Jawon Gim; Sangkyu Bahn; G. Kim; Ke-Min Zhang; L. Cathala; Sungho Hong; Yoonseok Im; Sang-Hoon Lee; Kisuk Lee; Min-Soo Kim; D. Arnold; Kea Joo Lee; Jason M. Christie; Jinseop S. Kim,2026.0,Nature Neuroscience,C. Park; Zheng Yang; Abdulraheem Nashef; Jawon Gim; Sangkyu Bahn; G. Kim; Ke-Min Zhang; L. Cathala; Sungho Hong; Yoonseok Im; Sang-Hoon Lee; Kisuk Lee; Min-Soo Kim; D. Arnold; Kea Joo Lee; Jason M. Christie; Jinseop S. Kim,2026.0,Nature Neuroscience,weak_unlinked,True,False,False,False,False
work_205b4deb6da9f5bb,A joint graph inference case study: the C. elegans chemical and electrical connectomes,core_relevant,0.9,False,34,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.2744889832758163,4,False,0,only_out,3,Albert Cardona / J. Vogelstein,Li Chen; J. Vogelstein; V. Lyzinski; C. Priebe,2015.0,Worm,Li Chen; J. Vogelstein; V. Lyzinski; C. Priebe,2015.0,Worm,weak_unlinked,True,False,False,False,False
work_20aa11e350125328,Weakly Supervised Learning in Deformable EM Image Registration Using Slice Interpolation,core_relevant,0.94,False,15,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.6402973188213432,6,False,0,only_out,4,M. Helmstaedter / Winfried Denk,Thanh Nguyen-Duc; Inwan Yoo; Logan A. Thomas; Aaron T. Kuan; W. Lee; W. Jeong,2019.0,IEEE International Symposium on Biomedical Imaging,Thanh Nguyen-Duc; Inwan Yoo; Logan A. Thomas; Aaron T. Kuan; W. Lee; W. Jeong,2019.0,IEEE International Symposium on Biomedical Imaging,weak_unlinked,True,False,False,False,False
work_26581c4cc7535660,Development of a Big Data Framework for Connectomic Research,core_relevant,0.92,False,2,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.4106716219803557,1,False,0,only_out,253,Terrence Adams,Terrence Adams,2015.0,arXiv.org,Terrence Adams,2015.0,arXiv.org,weak_unlinked,True,False,False,False,False
work_270d1e87908e8ca8,The Understanding of ON-Edge Motion Detection Through the Simulation Based on the Connectome of Drosophila's Optic Lobe,core_relevant,0.94,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.3984603132466153,4,False,0,only_out,93,Munehiro Hayashi / R. Kanzaki,Munehiro Hayashi; T. Kazawa; Hayato Tsunoda; R. Kanzaki,2022.0,J. Robotics Mechatronics,Munehiro Hayashi; T. Kazawa; Hayato Tsunoda; R. Kanzaki,2022.0,J. Robotics Mechatronics,weak_unlinked,True,False,False,False,False
work_2732032b9e6241eb,Cross-modal cell nucleus point clouds non-rigid registration for multiscale brain structure analysis,core_relevant,0.9,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.2163525351738784,4,False,0,only_out,0,Xiaoyin Chen / Yonggang Wang,Yanan Lv; Jiang Liu; Xi Chen; Hua Han,2025.0,Briefings Bioinform.,Yanan Lv; Jiang Liu; Xi Chen; Hua Han,2025.0,Briefings Bioinform.,weak_unlinked,True,False,False,False,False
work_2ac6946a28922c27,"Deep-learning-assisted simulation of a cortical circuit: integrating anatomy, physiology and function",core_relevant,0.95,False,4,0.0,0.0,0.0,,weak_unlinked,0.0,0.0183169631006105,9,False,0,isolate,0,Xiaoyin Chen / Yonggang Wang,S. Ito; Darrell Haufler; J. G. Fraile; Kael Dai; Joseph Aman; Guozhang Chen; Claudio R. Mirasso; Wolfgang Maass; Anton Arkhipov,2026.0,bioRxiv,S. Ito; Darrell Haufler; J. G. Fraile; Kael Dai; Joseph Aman; Guozhang Chen; Claudio R. Mirasso; Wolfgang Maass; Anton Arkhipov,2026.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_2c3d7740e61c43c2,Decoding neuronal wiring by joint inference of cell identity and synaptic connectivity,core_relevant,0.93,False,0,0.0,0.0,0.0,,weak_unlinked,0.0,0.6238385983541279,7,False,0,isolate,6,Oliver Hobert / Steven J. Cook,Himanshu Pawankumar Gupta; Anthony W. Azevedo; Yu-Chieh David Chen; Kristi Xing; Peter A. Sims; E. Varol; Richard S. Mann,2025.0,bioRxiv,Himanshu Pawankumar Gupta; Anthony W. Azevedo; Yu-Chieh David Chen; Kristi Xing; Peter A. Sims; E. Varol; Richard S. Mann,2025.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_31955c620b12a810,An efficient analytical reduction of detailed nonlinear neuron models,core_relevant,0.87,False,38,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.2309530130076984,7,False,0,only_out,8,Javier DeFelipe / Michael W. Reimann,Oren Amsalem; Guy Eyal; Noa Rogozinski; Michael Gevaert; Pramod S. Kumbhar; F. Schürmann; I. Segev,2020.0,Nature Communications,Oren Amsalem; Guy Eyal; Noa Rogozinski; Michael Gevaert; Pramod S. Kumbhar; F. Schürmann; I. Segev,2020.0,Nature Communications,weak_unlinked,True,False,False,False,False
work_324fa11700fbfc52,Breaking Barriers of FIB-SEM for Large Volume Connectomics and Cell Biology,core_relevant,0.95,False,1,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.2628086010087603,5,False,0,only_out,1,J. Lichtman / Hanspeter Pfister,C. Xu; K. Hayworth; Song Pang; Zhiyuan Lu; H. Hess,2018.0,Microscopy and Microanalysis,C. Xu; K. Hayworth; Song Pang; Zhiyuan Lu; H. Hess,2018.0,Microscopy and Microanalysis,weak_unlinked,True,False,False,False,False
work_3250041480d5bfbb,Scalable electron tomography for connectomics,core_relevant,0.91,False,2,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.0345102203344836,8,False,0,only_out,0,Xiaoyin Chen / Yonggang Wang,Aaron T. Kuan; S. Phan; Keun-Young Kim; Mason R. Mackey; Minsu Kim; Steven T. Peltier; M. Ellisman; W. Lee,2024.0,bioRxiv,Aaron T. Kuan; S. Phan; Keun-Young Kim; Mason R. Mackey; Minsu Kim; Steven T. Peltier; M. Ellisman; W. Lee,2024.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_339286588e4c34ee,Connectomic analysis of astrocyte-synapse interactions in the cerebral cortex,core_relevant,0.95,False,0,0.0,0.0,0.0,,weak_unlinked,0.0,0.4669498274488983,3,False,0,isolate,4,M. Helmstaedter / Winfried Denk,Yagmur Yener; Alessandro Motta; M. Helmstaedter,2025.0,bioRxiv,Yagmur Yener; Alessandro Motta; M. Helmstaedter,2025.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_354df85e2024b100,Descending neurons integrate learnt information from mushroom body with context to promote escape behaviour,core_relevant,0.96,False,0,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.3634191664454473,5,False,0,only_out,3,Albert Cardona / J. Vogelstein,B. M. Jones; Samuel N. Harris; Nicolò Ceffa; Albert Cardona; Marta Zlatic,2025.0,bioRxiv,B. M. Jones; Samuel N. Harris; Nicolò Ceffa; Albert Cardona; Marta Zlatic,2025.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_37e566981828c484,Semi-Supervised Learning for Electron Microscopy Image Segmentation,core_relevant,0.93,False,1,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.1566233076718874,4,False,0,only_out,33,Eichi Takaya / Yusuke Takeichi,Eichi Takaya; Yusuke Takeichi; M. Ozaki; Satoshi Kurihara,2019.0,AAAI Conference on Artificial Intelligence,Eichi Takaya; Yusuke Takeichi; M. Ozaki; Satoshi Kurihara,2019.0,AAAI Conference on Artificial Intelligence,weak_unlinked,True,False,False,False,False
work_37f1613cec20c6f3,Optimal Preparation of Drosophila Brain Samples for FIB-SEM,core_relevant,0.95,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.3079373506769312,5,False,0,only_out,1,J. Lichtman / Hanspeter Pfister,Z. Lu; K. Hayworth; S. Xu; P. Rivlin; I. Meinertzhagen,2018.0,Microscopy and Microanalysis,Z. Lu; K. Hayworth; S. Xu; P. Rivlin; I. Meinertzhagen,2018.0,Microscopy and Microanalysis,weak_unlinked,True,False,False,False,False
work_3ab7d874f89ab83f,Wavenumber-dependent transmission of subthreshold waves on electrical synapses network model of Caenorhabditis elegans,core_relevant,0.92,False,0,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.0921157419697372,3,False,0,only_out,1,J. Lichtman / Hanspeter Pfister,Iksoo Chang; Tae-Song Chung; Sangyeol Kim,2024.0,bioRxiv,Iksoo Chang; Tae-Song Chung; Sangyeol Kim,2024.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_3bbd2ba2336e3d65,The larval Drosophila mushroom body balances lateralized sensing and interhemispheric integration,core_relevant,0.95,False,0,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.5460578709848686,3,False,0,only_out,1,J. Lichtman / Hanspeter Pfister,David M. Zimmerman; Benjamin L. de Bivort; A. Samuel,2026.0,bioRxiv,David M. Zimmerman; Benjamin L. de Bivort; A. Samuel,2026.0,bioRxiv,weak_unlinked,True,False,False,False,False
work_41c505683a24216d,Differential temporal filtering in the fly optic lobe,core_relevant,0.89,False,1,0.0,1.0,1.0,1.0,weak_unlinked,1.0,0.6015396867533847,1,False,0,only_out,2,H. Sebastian Seung / G. Jefferis,Alexander Borst,2025.0,Journal of Computational Neuroscience,Alexander Borst,2025.0,Journal of Computational Neuroscience,weak_unlinked,True,False,False,False,False
work_44b8302d72044c47,Instance Segmentation of Unlabeled Modalities via Cyclic Segmentation GAN,core_relevant,0.91,False,6,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.0307937350676931,9,False,0,only_out,1,J. Lichtman / Hanspeter Pfister,Leander Lauenburg; Zudi Lin; Ruihan Zhang; M'arcia dos Santos; Siyu Huang; Ignacio Arganda-Carreras; E. Boyden; H. Pfister; D. Wei,2022.0,arXiv.org,Leander Lauenburg; Zudi Lin; Ruihan Zhang; M'arcia dos Santos; Siyu Huang; Ignacio Arganda-Carreras; E. Boyden; H. Pfister; D. Wei,2022.0,arXiv.org,weak_unlinked,True,False,False,False,False
work_46bdc3971bd8649f,Electron Microscopy Sample Preparation Protocol Enabling Nano-to-mesoscopic Mapping of Cellular Connectomes and Their Habitats in Human Tissues and Organs.,core_relevant,0.9,False,4,0.0,0.0,0.0,,weak_unlinked,0.0,0.4252720998141757,6,False,0,isolate,37,D. Zeidler / Lucy Ngo,Lucy Ngo; Anton D. Nathanson; T. Garbowski; U. Knothe; D. Zeidler; M. K. Knothe Tate,2019.0,Bio-protocol,Lucy Ngo; Anton D. Nathanson; T. Garbowski; U. Knothe; D. Zeidler; M. K. Knothe Tate,2019.0,Bio-protocol,weak_unlinked,True,False,False,False,False
work_4cf7859925bc6f52,Real-time Image Deblurring to Improve Throughput of Serial-Section Volume Electron Microscopy for Neural Connectomic Studies.,core_relevant,0.94,False,0,0.0,0.0,0.0,,weak_unlinked,0.0,0.3095301300769843,5,False,0,isolate,1,J. Lichtman / Hanspeter Pfister,R. Schalek; N. Parikh; Y. Wu; J. Lichtman; D. Wei,2023.0,Microscopy and Microanalysis,R. Schalek; N. Parikh; Y. Wu; J. Lichtman; D. Wei,2023.0,Microscopy and Microanalysis,weak_unlinked,True,False,False,False,False
work_4eeefad5ede282bc,Single-Neuron Labeling in Fixed Tissue and Targeted Volume Electron Microscopy,core_relevant,0.93,False,3,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.4847358640828245,6,False,0,only_out,8,Javier DeFelipe / Michael W. Reimann,M. Turégano-Lopez; Andrea Santuy; Asta Kastanauskaite; José-Rodrigo Rodríguez; J. DeFelipe; Á. Merchán-Pérez,2022.0,Frontiers in Neuroanatomy,M. Turégano-Lopez; Andrea Santuy; Asta Kastanauskaite; José-Rodrigo Rodríguez; J. DeFelipe; Á. Merchán-Pérez,2022.0,Frontiers in Neuroanatomy,weak_unlinked,True,False,False,False,False
work_528bb07484e5be14,Anomaly Detection in EM Images - A Zero-Shot Learning Approach,core_relevant,0.92,False,1,0.0,2.0,2.0,2.0,weak_unlinked,2.0,0.5710114149190337,12,False,0,only_out,2,H. Sebastian Seung / G. Jefferis,G. Mahalingam; Tong Jiao; C. Schneider-Mizell; A. Bodor; R. Torres; Marc M. Takeno; J. Buchanan; D. Bumbarger; W. Yin; D. Brittain; Clay Reid; N. D. Costa,2022.0,IEEE International Symposium on Biomedical Imaging,G. Mahalingam; Tong Jiao; C. Schneider-Mizell; A. Bodor; R. Torres; Marc M. Takeno; J. Buchanan; D. Bumbarger; W. Yin; D. Brittain; Clay Reid; N. D. Costa,2022.0,IEEE International Symposium on Biomedical Imaging,weak_unlinked,True,False,False,False,False
