person_id,display_name,works,first_or_single,last,middle,core_works,adjacent_works,role_bridge_works,ultra_core_works,view
person:kazunori shinomiya,Kazunori Shinomiya,11,2,0,9,10,1,0,1,prime
person:kenneth hayworth,Kenneth Hayworth,11,1,0,10,11,0,0,3,prime
person:d olbris,D. J. Olbris,11,0,0,11,9,2,0,3,prime
person:a champion,A. Champion,11,0,0,11,9,2,0,2,prime
person:j bogovic,J. Bogovic,11,0,0,11,8,2,1,2,prime
person:youngser park,Youngser Park,11,0,0,11,3,7,1,2,prime
person:s mondal,S. Mondal,11,0,0,11,11,0,0,1,prime
person:wr schafer,WR Schafer,10,1,6,3,4,6,0,2,prime
person:hanchuan peng,Hanchuan Peng,10,2,4,4,4,5,1,1,prime
person:joergen kornfeld,Joergen Kornfeld,10,2,3,5,10,0,0,1,prime
person:markus hadwiger,Markus Hadwiger,10,1,3,6,7,1,2,0,prime
person:yoshinori aso,Yoshinori Aso,10,1,1,8,5,5,0,2,prime
person:t parag,T. Parag,10,3,0,7,9,0,1,1,prime
person:erik johnson,Erik C. Johnson,10,3,0,7,5,1,4,0,prime
person:n eckstein,N. Eckstein,10,2,0,8,8,2,0,3,prime
person:jody clements,Jody Clements,10,2,0,8,8,2,0,1,prime
person:qingyang wang,Qingyang Wang,10,2,0,8,1,9,0,0,prime
person:d hall,D. Hall,10,1,0,9,7,3,0,2,prime
person:l umayam,L. Umayam,10,0,0,10,10,0,0,2,prime
person:daniel berger,Daniel R. Berger,10,0,0,10,6,3,1,1,prime
person:michael reimann,Michael W. Reimann,9,5,4,0,1,8,0,0,prime
person:t tasdizen,T. Tasdizen,9,0,4,6,8,0,1,1,prime
person:henry markram,Henry Markram,9,0,4,5,0,9,0,0,prime
person:hesheng liu,Hesheng Liu,9,3,3,3,2,6,1,0,prime
person:a wanner,A. Wanner,9,5,2,2,6,3,0,0,prime
person:xiaotang lu,Xiaotang Lu,9,2,2,5,6,2,1,0,prime
person:a tolias,A. S. Tolias,9,0,2,7,8,1,0,1,prime
person:isabel beets,Isabel Beets,9,0,2,7,1,7,1,0,prime
person:v hartenstein,V. Hartenstein,9,0,1,8,6,2,1,3,prime
person:hong sheng li,Hong-Sheng Li,9,3,0,6,6,2,1,0,prime
person:tomke sturner,Tomke Stürner,9,2,0,8,8,1,0,1,prime
person:j troidl,J. Troidl,9,2,0,7,6,2,1,1,prime
person:yijie yin,Yijie Yin,9,1,0,8,9,0,0,2,prime
person:zhenghua li,Zhenghua Li,9,1,0,8,4,4,1,0,prime
person:jay gager,Jay Gager,9,0,0,9,9,0,0,4,prime
person:christopher ordish,Christopher Ordish,9,0,0,9,9,0,0,2,prime
person:aravinthan samuel,Aravinthan D. T. Samuel,9,0,0,9,7,1,1,2,prime
person:marina gkantia,Marina Gkantia,9,0,0,9,7,2,0,1,prime
person:aiqun li,Aiqun Li,9,0,0,10,1,8,0,1,prime
person:andrew cook,Andrew P. Cook,9,0,0,9,8,1,0,0,prime
person:eric bushong,Eric Bushong,9,0,0,9,6,1,2,0,prime
person:hui gong,Hui Gong,9,0,0,10,1,8,0,0,prime
person:e bullmore,E. Bullmore,8,0,6,2,3,5,0,3,prime
person:r friedrich,R. Friedrich,8,2,5,1,5,3,0,0,prime
person:m van den heuvel,M. P. van den heuvel,8,3,4,1,1,7,0,1,prime
person:ed boyden,Ed Boyden,8,0,4,4,2,3,3,0,prime
person:ann shyn chiang,Ann-Shyn Chiang,8,0,4,4,0,7,1,0,prime
person:michael reiser,Michael B. Reiser,8,0,3,5,8,0,0,2,prime
person:b gerber,B. Gerber,8,0,3,5,3,3,2,1,prime
person:zhiwei xiong,Zhiwei Xiong,8,0,3,5,5,2,1,0,prime
person:jinseop kim,Jinseop S. Kim,8,2,2,4,6,2,0,2,prime
person:jingjing zhang,Jingjing Zhang,8,2,1,6,1,4,3,0,prime
person:tingshan liu,Tingshan Liu,8,1,1,7,5,2,1,1,prime
person:j reimer,J. Reimer,8,0,1,7,8,0,0,1,prime
person:qingming luo,Qingming Luo,8,0,1,8,2,6,0,0,prime
person:c veraszto,C. Verasztó,8,3,0,5,8,0,0,0,prime
person:h cheong,H. S. Cheong,8,3,0,5,6,2,0,0,prime
person:elizabeth williams,Elizabeth A. Williams,8,2,0,6,6,2,0,0,prime
person:rebecca pfeiffer,Rebecca L. Pfeiffer,8,2,0,6,5,3,0,0,prime
person:minh tang,Minh Tang,8,2,0,6,1,6,1,0,prime
person:stephan gerhard,Stephan Gerhard,8,1,0,7,8,0,0,2,prime
person:r shahidi,R. Shahidi,8,1,0,7,8,0,0,0,prime
person:jia hui yang,Jia-Hui Yang,8,1,0,7,5,2,1,0,prime
person:jeremy maitin shepard,Jeremy B. Maitin-Shepard,8,0,0,8,8,0,0,4,prime
person:b silverman,B. Silverman,8,0,0,8,8,0,0,3,prime
person:m dreher,M. Dreher,8,0,0,8,8,0,0,3,prime
person:tansy yang,Tansy Yang,8,0,0,8,8,0,0,3,prime
person:eric perlman,Eric Perlman,8,0,0,8,7,0,1,3,prime
person:ruchi parekh,Ruchi Parekh,8,0,0,8,7,1,0,3,prime
person:shuohong wang,Shuohong Wang,8,0,0,8,5,3,0,2,prime
person:p vertes,P. Vértes,8,0,0,8,4,4,0,2,prime
person:griffin badalamente,Griffin Badalamente,8,0,0,8,8,0,0,1,prime
person:julie kovalyak,Julie Kovalyak,8,0,0,8,7,1,0,1,prime
person:michael cook,Michael Cook,8,0,0,8,7,1,0,1,prime
person:gabriella sterne,Gabriella R. Sterne,8,0,0,8,6,2,0,1,prime
person:daniel xenes,Daniel Xenes,8,0,0,8,7,0,1,0,prime
person:wenchang li,Wenchang Li,8,0,0,8,5,2,1,0,prime
person:chih cheng chen,Chih-Cheng Chen,8,0,0,8,1,5,2,0,prime
person:eli shlizerman,Eli Shlizerman,7,0,7,0,0,7,0,0,prime
person:d dacey,D. Dacey,7,0,6,1,7,0,0,0,prime
person:b misic,B. Mišić,7,0,5,2,3,3,1,0,prime
person:s sorensen,S. Sorensen,7,0,4,3,2,5,0,0,prime
person:won ki jeong,Won-Ki Jeong,7,2,3,2,6,0,1,1,prime
person:v jayaraman,V. Jayaraman,7,0,3,4,6,1,0,2,prime
person:b dickson,B. Dickson,7,0,3,4,4,2,1,1,prime
person:s waddell,S. Waddell,7,0,2,5,5,2,0,2,prime
person:caio seguin,Caio Seguin,7,0,2,5,4,3,0,0,prime
person:hong wei dong,Hong-Wei Dong,7,0,2,6,2,4,1,0,prime
person:daniel haehn,Daniel Haehn,7,3,1,3,7,0,0,0,prime
person:j lauritzen,J. S. Lauritzen,7,2,1,4,7,0,0,1,prime
person:l abbott,L. F. Abbott,7,1,1,5,4,3,0,2,prime
person:d sussman,D. Sussman,7,1,1,5,1,5,1,1,prime
person:javier defelipe,Javier DeFelipe,7,1,1,6,3,4,0,0,prime
person:kechen zhang,Kechen Zhang,7,0,1,6,3,4,0,0,prime
person:longfei li,Longfei Li,7,0,1,6,2,5,0,0,prime
person:ruoxuan yang,Ruoxuan Yang,7,2,0,5,6,0,1,3,prime
person:nadine randel,Nadine Randel,7,2,0,5,6,1,0,1,prime
person:changjoon park,Changjoon Park,7,2,0,5,6,1,0,0,prime
person:fuming yang,Fuming Yang,7,2,0,5,6,1,0,0,prime
person:k boergens,K. Boergens,7,1,0,6,7,0,0,1,prime
person:a zlateski,A. Zlateski,7,1,0,6,6,0,1,1,prime
person:michael winding,Michael Winding,7,1,0,6,6,1,0,1,prime
person:philip hubbard,Philip M. Hubbard,7,1,0,6,6,1,0,1,prime
person:v kaynig,V. Kaynig,7,1,0,6,6,1,0,1,prime
person:brandon mark,Brandon Mark,7,1,0,6,6,1,0,0,prime
person:tim blakely,Tim Blakely,7,0,0,7,7,0,0,4,prime
person:omotara ogundeyi,Omotara Ogundeyi,7,0,0,7,6,1,0,3,prime
person:eric trautman,Eric T. Trautman,7,0,0,7,7,0,0,2,prime
person:m pleijzier,M. W. Pleijzier,7,0,0,8,7,0,0,2,prime
person:marissa sorek,Marissa Sorek,7,0,0,7,7,0,0,2,prime
person:shirley lauchie,Shirley A Lauchie,7,0,0,7,7,0,0,2,prime
person:erika neace,Erika Neace,7,0,0,7,7,0,0,1,prime
person:tyler paterson,Tyler Paterson,7,0,0,7,7,0,0,1,prime
person:x pitkow,X. Pitkow,7,0,0,7,7,0,0,1,prime
person:a javier,A. Javier,7,0,0,7,6,1,0,1,prime
person:fabian sinz,Fabian H. Sinz,7,0,0,7,6,1,0,1,prime
person:saumil patel,Saumil S. Patel,7,0,0,7,6,1,0,1,prime
person:siqi fang,Siqi Fang,7,0,0,7,5,1,1,1,prime
person:eviatar yemini,Eviatar Yemini,7,0,0,7,3,4,0,1,prime
person:s seshamani,S. Seshamani,7,0,0,7,7,0,0,0,prime
person:c watt,C. Watt,7,0,0,7,6,1,0,0,prime
person:l bezares calderon,L. A. Bezares-Calderón,7,0,0,7,6,1,0,0,prime
person:s namiki,S. Namiki,7,0,0,7,5,2,0,0,prime
person:wyatt korff,Wyatt L. Korff,7,0,0,7,4,3,0,0,prime
person:r vogelstein,R. J. Vogelstein,7,0,0,7,2,3,2,0,prime
person:g ascoli,G. Ascoli,6,0,5,1,2,4,0,0,prime
person:yu ying zhou,Yu-ying Zhou,6,0,4,2,2,1,3,0,prime
person:elad schneidman,Elad Schneidman,6,0,4,2,1,5,0,0,prime
person:a fornito,A. Fornito,6,2,3,1,1,2,3,0,prime
person:chung chuang lo,Chung-Chuang Lo,6,1,3,2,0,5,1,0,prime
person:mei zhen,Mei Zhen,6,0,3,3,3,3,0,1,prime
person:manuel zimmer,Manuel Zimmer,6,0,3,4,4,2,0,0,prime
person:tao fang,Tao Fang,6,0,3,3,3,3,0,0,prime
person:d essen,D. C. Essen,6,0,3,3,0,4,2,0,prime
person:alexander borst,Alexander Borst,6,3,2,1,4,2,0,1,prime
person:a lazar,A. Lazar,6,3,2,1,3,1,2,0,prime
person:r burns,R. Burns,6,2,2,2,3,1,2,1,prime
person:gergely odor,Gergely Ódor,6,2,2,2,3,3,0,0,prime
person:tj sejnowski,TJ Sejnowski,6,0,2,4,2,1,3,1,prime
person:a pacureanu,A. Pacureanu,6,0,2,4,4,1,1,0,prime
person:gregg wildenberg,Gregg A. Wildenberg,6,3,1,2,3,3,0,0,prime
person:aaron kuan,Aaron T. Kuan,6,1,1,4,5,1,0,1,prime
person:c ribeiro,C. Ribeiro,6,0,1,5,6,0,0,2,prime
person:stefan mihalas,Stefan Mihalas,6,0,1,5,1,5,0,0,prime
person:lydia ng,Lydia Ng,6,0,1,5,0,6,0,0,prime
person:claire eschbach,Claire Eschbach,6,4,0,2,5,0,1,1,prime
person:brian matejek,Brian Matejek,6,3,0,3,6,0,0,0,prime
person:haoran chen,Haoran Chen,6,3,0,3,3,2,1,0,prime
person:jianwei lu,Jianwei Lu,6,2,0,4,3,3,0,1,prime
person:wei chung allen lee,Wei-Chung Allen Lee,6,2,0,4,3,3,0,1,prime
person:chris dallmann,Chris J. Dallmann,6,2,0,4,5,1,0,0,prime
person:fabian svara,Fabian Svara,6,2,0,4,5,0,1,0,prime
person:xiao yong zhang,Xiao-Yong Zhang,6,2,0,4,3,3,0,0,prime
person:a athreya,A. Athreya,6,2,0,4,1,4,1,0,prime
person:ignacio arganda carreras,Ignacio Arganda-Carreras,6,1,0,5,4,1,1,2,prime
person:tri nguyen,Tri M. Nguyen,6,1,0,5,4,2,0,1,prime
person:cun quan zhang,Cun-Quan Zhang,6,1,0,5,3,2,1,1,prime
person:ruairi roberts,Ruairí J. V. Roberts,6,1,0,5,6,0,0,0,prime
person:s jasek,S. Jasek,6,1,0,5,6,0,0,0,prime
person:patricia rivlin,Patricia K. Rivlin,6,1,0,5,5,0,1,0,prime
person:wenjing huang,Wenjing Huang,6,1,0,5,3,2,1,0,prime
person:lidia ripoll sanchez,Lidia Ripoll-Sánchez,6,1,0,5,2,4,0,0,prime
person:yuan yao lin,Yuan-Yao Lin,6,1,0,7,1,5,0,0,prime
person:shenqin yao,Shenqin Yao,6,1,0,5,0,6,0,0,prime
person:audrey francis,Audrey Francis,6,0,0,6,6,0,0,3,prime
person:ryan willie,Ryan Willie,6,0,0,6,6,0,0,3,prime
person:tom kazimiers,Tom Kazimiers,6,0,0,6,6,0,0,3,prime
person:a peleg,A. Peleg,6,0,0,6,6,0,0,2,prime
person:alanna lohff,Alanna Lohff,6,0,0,6,6,0,0,1,prime
person:ashley scott,Ashley L. Scott,6,0,0,6,6,0,0,1,prime
person:christopher knecht,Christopher Knecht,6,0,0,6,6,0,0,1,prime
person:imaan tamimi,Imaan F. M. Tamimi,6,0,0,6,6,0,0,1,prime
person:paul fahey,Paul G. Fahey,6,0,0,6,6,0,0,1,prime
person:s papadopoulos,S. Papadopoulos,6,0,0,6,6,0,0,1,prime
person:t jones,T. Jones,6,0,0,6,6,0,0,1,prime
person:j tapia,J. C. Tapia,6,0,0,6,5,1,0,1,prime
person:paul brooks,Paul Brooks,6,0,0,6,5,1,0,1,prime
person:r george,R. George,6,0,0,6,5,1,0,1,prime
person:kaiyu wang,Kaiyu Wang,6,0,0,6,3,2,1,1,prime
person:h otsuna,H. Otsuna,6,0,0,6,2,4,0,1,prime
person:arthur zhao,Arthur Zhao,6,0,0,6,6,0,0,0,prime
person:orin packer,Orin Packer,6,0,0,6,6,0,0,0,prime
person:anne sustar,Anne Sustar,6,0,0,6,5,1,0,0,prime
person:billy morris,Billy J. Morris,6,0,0,6,5,1,0,0,prime
person:grant chou,Grant M. Chou,6,0,0,6,5,1,0,0,prime
person:jasper phelps,Jasper S. Phelps,6,0,0,6,5,1,0,0,prime
person:qiwei xie,Qiwei Xie,6,0,0,6,5,1,0,0,prime
person:song pang,Song Pang,6,0,0,6,4,1,1,0,prime
person:li ping liu,Li-Ping Liu,6,0,0,6,2,2,2,0,prime
person:a dacks,A. Dacks,5,0,5,0,4,1,0,0,prime
person:jaeseung jeong,Jaeseung Jeong,5,0,5,0,4,1,0,0,prime
person:albert laszlo barabasi,Albert-László Barabási,5,0,5,0,2,3,0,0,prime
person:kristin scott,Kristin Scott,5,0,4,1,5,0,0,1,prime
person:c doe,C. Doe,5,0,4,1,4,1,0,0,prime
person:d bassett,D. Bassett,5,0,4,1,2,2,1,0,prime
person:herwig baier,Herwig Baier,5,0,3,2,1,3,1,0,prime
person:h duffau,H. Duffau,5,3,2,0,0,1,4,0,prime
person:a kreshuk,A. Kreshuk,5,2,2,1,3,2,0,0,prime
person:l luo,L. Luo,5,1,2,2,1,4,0,0,prime
person:a seeds,A. Seeds,5,0,2,3,5,0,0,1,prime
person:jongmin lee,Jongmin Lee,5,0,2,3,4,1,0,1,prime
person:g knott,G. Knott,5,0,2,3,5,0,0,0,prime
person:j neitz,J. Neitz,5,0,2,3,4,1,0,0,prime
person:claire walsh,Claire Walsh,5,0,2,3,3,2,0,0,prime
person:u grunert,U. Grünert,5,0,2,3,3,2,0,0,prime
person:yongchuan zhu,Yongchuan Zhu,5,0,2,3,2,2,1,0,prime
person:marcus kaiser,Marcus Kaiser,5,4,1,0,0,5,0,0,prime
person:shengjin xu,Shengjin Xu,5,2,1,2,4,0,1,1,prime
person:david deutsch,David S. Deutsch,5,1,1,3,5,0,0,3,prime
person:mathias wernet,Mathias F. Wernet,5,1,1,3,3,2,0,1,prime
person:minggang wang,MingGang Wang,5,1,1,3,2,0,3,1,prime
person:ashwin vishwanathan,Ashwin Vishwanathan,5,1,1,3,4,1,0,0,prime
person:m puxeddu,M. G. Puxeddu,5,1,1,3,3,2,0,0,prime
person:carey priebe,Carey E. Priebe,5,0,1,4,2,3,0,1,prime
person:zepeng yao,Zepeng Yao,5,0,1,4,2,3,0,1,prime
person:r whitaker,R. Whitaker,5,0,1,4,5,0,0,0,prime
person:sebastian seung,Sebastian Seung,5,0,1,4,5,0,0,0,prime
person:lu mi,Lu Mi,5,0,1,4,4,1,0,0,prime
person:s agrawal,S. Agrawal,5,0,1,4,4,1,0,0,prime
person:e reilly,E. Reilly,5,0,1,4,3,1,1,0,prime
person:lijun shen,Lijun Shen,5,0,1,4,2,1,2,0,prime
person:peter eipert,Peter Eipert,5,0,1,4,0,3,2,0,prime
person:rahul biswas,Rahul Biswas,5,5,0,0,1,4,0,0,prime
person:oliver schmitt,Oliver Schmitt,5,5,0,0,0,3,2,0,prime
person:zhihao zheng,Zhihao Zheng,5,4,0,1,5,0,0,2,prime
person:sara patterson,Sara S. Patterson,5,3,0,2,4,1,0,0,prime
person:r betzel,R. Betzel,5,3,0,2,3,2,0,0,prime
person:albert lin,Albert Lin,5,2,0,3,4,1,0,2,prime
person:b pedigo,B. Pedigo,5,2,0,3,3,2,0,1,prime
person:anton miroschnikow,Anton Miroschnikow,5,2,0,3,5,0,0,0,prime
person:a zarin,A. Zarin,5,2,0,3,4,1,0,0,prime
person:ming quan chen,Ming-Quan Chen,5,2,0,3,3,1,1,0,prime
person:qihua chen,Qihua Chen,5,2,0,3,3,2,0,0,prime
person:richard betzel,Richard F. Betzel,5,2,0,3,2,3,0,0,prime
person:zengmao wang,Zengmao Wang,5,2,0,3,2,2,1,0,prime
person:l scholtens,L. H. Scholtens,5,2,0,3,0,5,0,0,prime
person:rembrandt bakker,Rembrandt Bakker,5,2,0,3,0,4,1,0,prime
person:donghyung lee,Donghyung Lee,5,1,0,4,4,1,0,3,prime
person:j horne,J. Horne,5,1,0,4,5,0,0,2,prime
person:k khairy,K. Khairy,5,1,0,4,5,0,0,2,prime
person:n karlupia,N. Karlupia,5,1,0,4,4,1,0,2,prime
person:hongyang wu,Hongyang Wu,5,1,0,4,3,1,1,2,prime
person:anthony azevedo,Anthony W. Azevedo,5,1,0,4,5,0,0,1,prime
person:javier valdes aleman,Javier Valdes-Aleman,5,1,0,4,5,0,0,1,prime
person:seymour knowles barley,Seymour Knowles-Barley,5,1,0,4,5,0,0,1,prime
person:steven calle schuler,Steven A. Calle-Schuler,5,1,0,4,5,0,0,1,prime
person:mean hwan kim,Mean-Hwan Kim,5,1,0,4,4,1,0,1,prime
person:andreas thum,Andreas S. Thum,5,1,0,4,3,2,0,1,prime
person:andreas schoofs,Andreas Schoofs,5,1,0,4,5,0,0,0,prime
person:caitlyn bishop,Caitlyn Bishop,5,1,0,4,5,0,0,0,prime
person:aindrila saha,Aindrila Saha,5,1,0,4,4,1,0,0,prime
person:ali al awami,Ali K. Al-Awami,5,1,0,4,4,0,1,0,prime
person:a polilov,A. Polilov,5,1,0,4,3,2,0,0,prime
person:xiangdong liu,Xiangdong Liu,5,1,0,4,3,2,0,0,prime
person:constantin pape,Constantin Pape,5,1,0,4,2,2,1,0,prime
person:keun young kim,Keun-Young Kim,5,1,0,4,2,1,2,0,prime
person:s cachero,S. Cachero,5,1,0,4,2,3,0,0,prime
person:d fishkind,D. E. Fishkind,5,1,0,4,0,3,2,0,prime
person:james hebditch,James Hebditch,5,0,0,5,5,0,0,3,prime
person:k willie,K. Willie,5,0,0,5,5,0,0,3,prime
