work_id,title,decision,confidence,ultra_core,citation_count_work,corpus_in_degree,corpus_out_degree,citation_total_degree,citation_out_in_ratio,citation_link_strength,k_core,pagerank_percentile,n_authors,is_consortium,consortium_middle_count,citation_role,primary_community_id,primary_community_label,authors,year,venue,authors_enr,year_enr,venue_enr,graph_status,in_graph_matched,in_integrated,in_rescue,in_integrated_plus_rescue,in_prime_legacy
work_32b0dddba5ca9668,A high-level 3D visualization API for Java and ImageJ,adjacent_relevant,0.78,False,550,,,,,,,,5,False,0,no_graph,3,Albert Cardona / J. Vogelstein,Benjamin Schmid; J. Schindelin; Albert Cardona; M. Longair; M. Heisenberg,2010.0,BMC Bioinformatics,Benjamin Schmid; J. Schindelin; Albert Cardona; M. Longair; M. Heisenberg,2010.0,BMC Bioinformatics,rescued_no_graph,False,False,True,True,True
work_36162776d7c53766,Multilayer Analysis and Visualization of Networks,role_bridge,0.76,False,406,,,,,,,,3,False,0,no_graph,101,M. Domenico / A. Arenas,M. Domenico; M. Porter; A. Arenas,2014.0,J. Complex Networks,M. Domenico; M. Porter; A. Arenas,2014.0,J. Complex Networks,rescued_no_graph,False,False,True,True,True
work_38b49edc6e3d2483,Exploring the third dimension: volume electron microscopy comes of age.,adjacent_relevant,0.84,False,331,,,,,,,,2,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,C. Peddie; L. Collinson,2014.0,Micron,C. Peddie; L. Collinson,2014.0,Micron,rescued_no_graph,False,False,True,True,True
work_3cf5d4c3be86004c,A Semiparametric Two-Sample Hypothesis Testing Problem for Random Graphs,adjacent_relevant,0.8,False,159,,,,,,,,6,False,0,no_graph,3,Albert Cardona / J. Vogelstein,M. Tang; A. Athreya; D. Sussman; V. Lyzinski; Youngser Park; C. Priebe,2017.0,,M. Tang; A. Athreya; D. Sussman; V. Lyzinski; Youngser Park; C. Priebe,2017.0,,rescued_no_graph,False,False,True,True,True
work_403be6bf6a79f219,"Human Connectome Project Informatics: quality control, database services, and data visualization",role_bridge,0.82,False,459,,,,,,,,24,True,22,no_graph,3,Albert Cardona / J. Vogelstein,Daniel S. Marcus; M. P. Harms; Abraham Z. Snyder; M. Jenkinson; J. A. Wilson; M. Glasser; D. Barch; K. A. Archie; G. C. Burgess; M. Ramaratnam; M. Hodge; William Horton; Rick Herrick; Timothy R. Olsen; Michael McKay; M. House; Michael Hileman; Erin Reid; J. Harwell; T. Coalson; Jon Schindler; J. S. Elam; Sandra W. Curtiss; D. Essen,2013.0,NeuroImage,Daniel S. Marcus; M. P. Harms; Abraham Z. Snyder; M. Jenkinson; J. A. Wilson; M. Glasser; D. Barch; K. A. Archie; G. C. Burgess; M. Ramaratnam; M. Hodge; William Horton; Rick Herrick; Timothy R. Olsen; Michael McKay; M. House; Michael Hileman; Erin Reid; J. Harwell; T. Coalson; Jon Schindler; J. S. Elam; Sandra W. Curtiss; D. Essen,2013.0,NeuroImage,rescued_no_graph,False,False,True,True,True
work_4115864d71311555,Radon-Like features and their application to connectomics,core_relevant,0.9,False,85,,,,,,,,3,False,0,no_graph,7,James R. Anderson / Bryan William Jones,Ritwik K. Kumar; Amelio Vázquez Reina; H. Pfister,2010.0,2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Workshops,Ritwik K. Kumar; Amelio Vázquez Reina; H. Pfister,2010.0,2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Workshops,rescued_no_graph,False,False,True,True,True
work_440fdfad4902f6ae,Ome sweet ome: what can the genome tell us about the connectome?,adjacent_relevant,0.75,False,203,,,,,,,,2,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,J. Lichtman; J. Sanes,2008.0,Current Opinion in Neurobiology,J. Lichtman; J. Sanes,2008.0,Current Opinion in Neurobiology,rescued_no_graph,False,False,True,True,True
work_47ccbd8bc04d1dc3,Image Segmentation by Size-Dependent Single Linkage Clustering of a Watershed Basin Graph,core_relevant,0.85,False,51,,,,,,,,2,False,0,no_graph,2,H. Sebastian Seung / G. Jefferis,A. Zlateski; H. Seung,2015.0,arXiv.org,A. Zlateski; H. Seung,2015.0,arXiv.org,rescued_no_graph,False,False,True,True,True
work_4d5f8126d96042c6,Resting-state functional connectivity in major depressive disorder: A review.,role_bridge,0.85,False,840,,,,,,,,5,False,0,no_graph,113,P. Mulders / I. Tendolkar,P. Mulders; P. V. van Eijndhoven; A. Schene; C. Beckmann; I. Tendolkar,2015.0,Neuroscience and Biobehavioral Reviews,P. Mulders; P. V. van Eijndhoven; A. Schene; C. Beckmann; I. Tendolkar,2015.0,Neuroscience and Biobehavioral Reviews,rescued_no_graph,False,False,True,True,True
work_5672c64d21c23a39,Updates on mouse models of Alzheimer’s disease,role_bridge,0.82,False,149,,,,,,,,5,False,0,no_graph,27,Dongming Cai / Logan A. Walker,M. Zhong; T. Peng; M. Duarte; Minghui Wang; Dongming Cai,2024.0,Molecular Neurodegeneration,M. Zhong; T. Peng; M. Duarte; Minghui Wang; Dongming Cai,2024.0,Molecular Neurodegeneration,rescued_no_graph,False,False,True,True,True
work_5fce6ceceeaa09c7,Comparative Connectomics.,core_relevant,0.86,True,290,,,,,,,,3,False,0,no_graph,5,Olaf Sporns / B. Mišić,M. P. van den heuvel; E. Bullmore; O. Sporns,2016.0,Trends in Cognitive Sciences,M. P. van den heuvel; E. Bullmore; O. Sporns,2016.0,Trends in Cognitive Sciences,rescued_no_graph,False,False,True,True,True
work_61ced5e9670903c3,Automated Reconstruction of Neuronal Morphology: An Overview,adjacent_relevant,0.82,False,165,,,,,,,,2,False,0,no_graph,0,Xiaoyin Chen / Yonggang Wang,D. Donohue; G. Ascoli,2010.0,Brain Research Reviews,D. Donohue; G. Ascoli,2010.0,Brain Research Reviews,rescued_no_graph,False,False,True,True,True
work_651457fdb2bf9ce4,EMPIAR: the Electron Microscopy Public Image Archive,role_bridge,0.86,False,179,,,,,,,,9,False,0,no_graph,130,Andrii Iudin / A. Patwardhan,Andrii Iudin; Paul K. Korir; Sriram Somasundharam; Simone Weyand; Cesare Cattavitello; N. Fonseca; O. Salih; G. Kleywegt; A. Patwardhan,2022.0,bioRxiv,Andrii Iudin; Paul K. Korir; Sriram Somasundharam; Simone Weyand; Cesare Cattavitello; N. Fonseca; O. Salih; G. Kleywegt; A. Patwardhan,2022.0,bioRxiv,rescued_no_graph,False,False,True,True,True
work_679e6fe231f7c345,Connectomics and epilepsy,role_bridge,0.8,False,253,,,,,,,,6,False,0,no_graph,5,Olaf Sporns / B. Mišić,J. Engel; P. Thompson; J. Stern; R. Staba; A. Bragin; I. Módy,2013.0,Current Opinion in Neurology,J. Engel; P. Thompson; J. Stern; R. Staba; A. Bragin; I. Módy,2013.0,Current Opinion in Neurology,rescued_no_graph,False,False,True,True,True
work_6d7152bc3042d92f,Correlative three-dimensional super-resolution and block face electron microscopy of whole vitreously frozen cells,role_bridge,0.8,False,304,,,,,,,,22,True,20,no_graph,1,J. Lichtman / Hanspeter Pfister,D. Hoffman; G. Shtengel; Cangshan Xu; K. Campbell; Melanie Freeman; Lei Wang; D. Milkie; H. Pasolli; N. Iyer; J. Bogovic; D. Stabley; A. Shirinifard; Song Pang; D. Peale; K. Schaefer; W. Pomp; Chi-Lun Chang; J. Lippincott-Schwartz; T. Kirchhausen; D. Solecki; E. Betzig; H. Hess,2019.0,Science,D. Hoffman; G. Shtengel; Cangshan Xu; K. Campbell; Melanie Freeman; Lei Wang; D. Milkie; H. Pasolli; N. Iyer; J. Bogovic; D. Stabley; A. Shirinifard; Song Pang; D. Peale; K. Schaefer; W. Pomp; Chi-Lun Chang; J. Lippincott-Schwartz; T. Kirchhausen; D. Solecki; E. Betzig; H. Hess,2019.0,Science,rescued_no_graph,False,False,True,True,True
work_6d75c7ef9c4a7b7e,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,role_bridge,0.8,False,103,,,,,,,,4,False,0,no_graph,1,J. Lichtman / Hanspeter Pfister,Markus Hadwiger; Johanna Beyer; W. Jeong; H. Pfister,2012.0,IEEE Transactions on Visualization and Computer Graphics,Markus Hadwiger; Johanna Beyer; W. Jeong; H. Pfister,2012.0,IEEE Transactions on Visualization and Computer Graphics,rescued_no_graph,False,False,True,True,True
