work_id,canonical_paper_id,source_group,year,venue,doi,title,publication_types,has_abstract,abstract_chars,record_type,is_research_paper,confidence,signal_count,evidence,title_rule,title_rule_type,title_rule_strength,title_match,publication_type_signal,publication_type_signal_type,publication_type_signal_strength,vetoed_publication_type_signals,research_publication_types,signals_conflict,watchlist_titles,review_queue,review_reasons
work_00c9ebcec8853471,b52e2799275380196737cada3c71960588a747ea,core_audit,2026.0,bioRxiv,10.64898/2026.05.08.723866,Physical contact reveals a hidden layer of cortical architecture,JournalArticle,True,1327,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_00d72fd3c4223cd5,be364e55460008d9584e163bff599784f242e851,core_audit,2026.0,Nature,10.1038/s41586-026-10735-w,Distributed control circuits across a brain-and-cord connectome.,JournalArticle,True,1427,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_00f9b510d0a91b47,21ef3f6209d8baf1adb4fecd112534df5d1dc8b1,core_audit,2018.0,ECCV Workshops,10.1007/978-3-030-11024-6_25,Detecting Synapse Location and Connectivity by Signed Proximity Estimation and Pruning with Deep Nets,JournalArticle,True,1076,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_011475673eca9ed2,701c02daef646b0276f37a81336f559350232cd1,role_bridge,2021.0,Nature Neuroscience,10.1038/s41593-021-00887-5,Co-expression network architecture reveals the brain-wide and multi-regional basis of disease susceptibility,JournalArticle,True,1432,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01272aa884a225e5,0a67b7954e3cf0e46d1bf271cc9b7cf90e8d0574,unresolved,2018.0,bioRxiv,10.1016/j.neuroimage.2019.01.033,Quantification of Structural Brain Connectivity via a Conductance Model,JournalArticle,True,1038,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0128137052dec3e0,529dced83d9366301577eec26503d894116c54f5,core_audit,2026.0,bioRxiv,10.64898/2026.05.23.727419,Functional Synaptic Interactions and Inhibitory Circuitry of the PreBötzinger Complex in the Rhythmic Slice,JournalArticle,True,1863,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_012be88ea3831319,b5df7b8a82afe54fa28c6a455689bd50861b7987,unresolved,2020.0,bioRxiv,10.1101/2020.06.22.164111,Connectome spectral analysis to track EEG task dynamics on a subsecond scale,JournalArticle,True,1740,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0133b141f368655b,7d7299ee6cf7269421b72069de3c2c7ba586d4ab,role_bridge,2012.0,Front. Neuroinform.,10.3389/fninf.2012.00002,Combining collation and annotation efforts toward completion of the rat and mouse connectomes in BAMS,JournalArticle;Review,True,1881,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_013d09cdbefdf588,26306e84cea4d2afa3aeebb3c3e8e0214b462c52,unresolved,2023.0,Translational Neuroscience,10.1515/tnsci-2022-0299,Functional connectivity in ADHD children doing Go/No-Go tasks: An fMRI systematic review and meta-analysis,JournalArticle;Review,True,1856,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0159d70a05ed78c5,ebbb825e632194283d6b826c1181e82a57313b39,unresolved,2024.0,Network Neuroscience,10.1162/netn_a_00393,Connectome embedding in multidimensional graph spaces,JournalArticle,True,1453,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_018899d6d1730a95,f4130869397fe119cbc5f9e81f87049a05b3f0fd,unresolved,2022.0,NeuroImage,10.1016/j.neuroimage.2022.119209,Psychological resilience and neurodegenerative risk: A connectomics-transcriptomics investigation in healthy adolescent and middle-aged females,JournalArticle,True,2009,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_018e1bfdd5b1e0e2,387455a650c03d1a0b2d3c301c6a3e5aec93a38a,unresolved,2013.0,PLoS ONE,10.1371/journal.pone.0058429,Reduced Fronto-Temporal and Limbic Connectivity in the 22q11.2 Deletion Syndrome: Vulnerability Markers for Developing Schizophrenia?,JournalArticle,True,2051,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01a371d322fa7848,0ca01e9a1670ec8571bbb367df253715093b201f,core_audit,2019.0,Photonics,10.3390/photonics6030098,Optical Imaging in Brainsmatics,Review,True,1501,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_01a98f721c115b3c,22ade92dc3207e51a9c47dbb3530c8977599500f,core_audit,2015.0,bioRxiv,10.1101/019224,Cortical microcircuit determination through global perturbation and sparse sampling in grid cells,,True,1304,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01ba46e87d766569,00b6aed76647b6b7c8926a772b61cfa28ffb233a,role_bridge,2023.0,Journal of Alzheimer's Disease,10.3233/jad-230077,Odor Discrimination as a Marker of Early Alzheimer’s Disease,JournalArticle,True,1735,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01bf84097a408914,bcaac2b6f229647eee74397b2c7e44b060399775,unresolved,2013.0,NeuroImage,10.1016/j.neuroimage.2013.04.055,Bottom up modeling of the connectome: Linking structure and function in the resting brain and their changes in aging,Review;JournalArticle,False,0,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_01c85c45ede98837,9e87091fddaab35355ca7f7e50f5cc61782e1ffb,role_bridge,2021.0,Computer graphics forum (Print),10.1111/cgf.14320,VICE: Visual Identification and Correction of Neural Circuit Errors,JournalArticle,True,1337,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01d127caf246ac62,28314af555c67d79fa5d19f583abe3d1c64a80e5,unresolved,2021.0,Clinical neurology and neurosurgery (Dutch-Flemish ed. Print),10.1016/j.clineuro.2021.106765,A connectivity model of the anatomic substrates underlying ideomotor apraxia: A meta-analysis of functional neuroimaging studies.,JournalArticle,True,2190,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01d80c94b77ef0f8,ea2666bb097f74bf6595a6bbaceae7a4272e5d31,unresolved,2022.0,bioRxiv,10.1016/j.neuroimage.2022.119199,Resolution and b value dependent structural connectome in ex vivo mouse brain,JournalArticle,True,1885,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01ded53be14a1a53,cc8839995d525a0852abc1857101ab21bbfd9284,unresolved,2012.0,Neuron,10.1016/j.neuron.2012.03.004,Predicting regional neurodegeneration from the healthy brain functional connectome,JournalArticle,True,1203,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01eb7cab7da8e82d,a983cb711769aa8d4bbb657f8bf925c2c2d447de,unresolved,2024.0,Brain Communications,10.1093/braincomms/fcae316,Volume-based structural connectome of epilepsy partialis continua in Rasmussen’s encephalitis,JournalArticle,True,2292,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_01fc48c8442aa598,97bfc5a1af7a415bcce280e926eecdf6e6142e04,core_audit,2021.0,Trends in Cognitive Sciences,10.1016/j.tics.2021.10.001,Convergent developmental principles between Caenorhabditis elegans and human connectomes.,JournalArticle,True,341,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_020893805fee7188,37aaa75946613d5c6e0674c244566965315f19ca,core_audit,2026.0,,,The Connectome and the Quest for the Functional Logic of the Drosophila Early Olfactory System,Review,True,1603,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_020e3982c01153ed,4598ba49b4aa2f14e6b94f338b60b3476f0993d6,unresolved,2023.0,BIO Web of Conferences,10.1051/bioconf/20235903017,An efficient 3D extraction and reconstruction method for myelinated axons of mouse cerebral cortex based on mixed intelligence,JournalArticle;Conference,True,1861,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_021d9ee89270f1a0,9cafebd86075f846efe31660eaa64d509a0c49b6,unresolved,2015.0,Journal of Neurosurgery,10.3171/2014.12.jns142169,Longitudinal evaluation of corticospinal tract in patients with resected brainstem cavernous malformations using high-definition fiber tractography and diffusion connectometry analysis: preliminary experience.,JournalArticle;CaseReport,False,0,research_paper,True,high,0,research_publication_type:CaseReport,,,,,,,,,CaseReport,False,,False,
work_02298769657dd694,1f6eb30d764c0b3f2e1cd6133bef01d10778b299,unresolved,2019.0,IEEE International Symposium on Biomedical Imaging,10.1109/isbi.2019.8759373,Identifying Configurational Abnormalities in Alzheimer’S Disease Progression Using Multi-View Structure Connectome,JournalArticle,True,932,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_022f4537397531be,dbdd12988bc177a269e23265f3026c878f8bafbc,role_bridge,2019.0,bioRxiv,10.7554/elife.45696,"MagC, magnetic collection of ultrathin sections for volumetric correlative light and electron microscopy",JournalArticle,True,524,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0232d70eda88c6aa,c796914fb1e2b7b87aaaff7b7e99e7dc3679b1bc,unresolved,2019.0,NeuroImage: Clinical,10.1016/j.nicl.2019.102084,Objective markers for psychiatric decision-making: How to move imaging into clinical practice,Editorial,True,6289,editorial_commentary,False,medium,1,publication_type:Editorial(strong),,,,,Editorial,editorial_commentary,strong,,,False,,True,unconfirmed_nonpaper_medium_confidence;nonpaper_with_substantial_abstract
work_02392b419d36af06,e4f1daf0ea1eacf3d2f8e53a23cc8017ba1809cc,unresolved,2021.0,Brain Connectivity,10.1089/brain.2020.0841,Combined Model of Aggregation and Network Diffusion Recapitulates Alzheimer's Regional Tau-Positron Emission Tomography,JournalArticle,True,2508,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_023fb337faef6b34,c50492b1f4e9dd22036d0ce705827e7815fbc71b,unresolved,2025.0,,,Geometry-Guided Generative Representation for Functional Brain Graphs,,True,1444,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02580fc06dfe3e98,d27e3c0284b261d251c881155e780f1c939302c8,role_bridge,2015.0,Nature Methods,10.1038/nmeth.3392,BigDataViewer: visualization and processing for large image data sets,LettersAndComments,False,0,research_paper,True,medium,0,weak_publication_type:LettersAndComments,,,,,,,,,,False,,True,weak_nonpaper_signal_kept_as_paper
work_025c5ef05489ba3c,c25bf596a3fb4466384c620e1d47b80a7447f517,core_audit,2022.0,Experimental Neurobiology,10.5607/en21047,Diffusion MRI Connections in the Octopus Brain,JournalArticle,True,1674,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0278bad00a302fb7,72873f1a9faedf9f8825b30298d62d42ae2b0e64,core_audit,2024.0,Frontiers in Aging Neuroscience,10.3389/fnagi.2024.1476909,Cognitive synaptopathy: synaptic and dendritic spine dysfunction in age-related cognitive disorders,Review;JournalArticle,True,1571,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_027b9355b833cd11,70409a1c38a8724baddff74319980c34cf0cc2da,unresolved,2025.0,Medical Imaging,10.1117/12.3086529,Characterizing Continuous and Discrete Hybrid Latent Spaces for Structural Connectomes,JournalArticle,True,1792,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_029643354bb1e658,921afa7c3d5eca429a5c65c2b651b8ea292ba6f9,core_audit,2021.0,Nature Reviews Neuroscience,10.1038/s41583-021-00459-3,Untangling the cortico-thalamo-cortical loop: cellular pieces of a knotty circuit puzzle,Review;JournalArticle,True,1744,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_02a21c8347a698d3,5d85cba89bd211bbf26f51baa8155d91b2962742,unresolved,2024.0,Nature Neuroscience,10.1038/s41593-024-01812-2,The cell-type underpinnings of the human functional cortical connectome,JournalArticle,True,1341,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02ba4f9d15ae516f,8103fa98e0be132135160a378bfcd64fd0d7e24c,unresolved,2017.0,,,Coalescent embedding in the hyperbolic space unsupervisedly discloses the hidden geometry of the brain,,True,1361,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02bef5f71001dccb,fb118b1e634b62ea08812bfb4769486f19fe75b8,unresolved,2023.0,Brain Research Bulletin,10.1016/j.brainresbull.2023.110777,Tau trajectory in Alzheimer's disease: Evidence from the connectome-based computational models.,Review;JournalArticle,True,1000,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_02c20c311fe2787b,12b2608644ea83fa61c55574edbf036bcd124548,core_audit,2020.0,arXiv.org,,Deep Reinforcement Learning for Neural Control,JournalArticle,True,1198,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02c77af0d554feec,4f029821acf2c106e34304005adcba24577b2118,core_audit,2014.0,PLoS ONE,10.1371/journal.pone.0125825,A Context-Aware Delayed Agglomeration Framework for Electron Microscopy Segmentation,JournalArticle,True,932,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02c7b46148a6c4a5,0a92fc355f87d3fc84f7cb40d3f1d0c621fab2cc,core_audit,1998.0,Journal of Neuroscience,10.1523/jneurosci.18-20-08300.1998,Three-Dimensional Structure and Composition of CA3→CA1 Axons in Rat Hippocampal Slices: Implications for Presynaptic Connectivity and Compartmentalization,JournalArticle,True,1656,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02da51be986693aa,d130f2f812c037df4f166038a093dcc67ed13adf,core_audit,2019.0,Cerebral Cortex,10.1093/cercor/bhz103,PTEN Activity Defines an Axis for Plasticity at Cortico-Amygdala Synapses and Influences Social Behavior.,JournalArticle,True,1394,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02e871c04073db49,5efdbb0ac66be00b3488fbc0b378b37f83f4b36d,unresolved,2022.0,bioRxiv,10.1101/2022.12.20.521280,Analysis of structural network topology alterations in autism and its relationship with autism severity,,True,907,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_02fb0cbbe8761b24,7968fee46df18e213374ff8b4866713177a491e6,unresolved,2026.0,2026 International Conference on Advances in Artificial Intelligence and Machine Learning (AAIML),10.1109/aaiml67890.2026.11498161,Neuro-RAGX: An Interpretable Graphical Decoding Framework for Functional Connectivity Using Multi-View Graph Attention Networks and Retrieval-Augmented Generation,Conference,True,1231,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_03006500ac944fb3,c76944f8538b05711cabef7bd2cbb385c20522c0,unresolved,2023.0,Experimental Neurobiology,10.5607/en23004,Caenorhabditis elegans Connectomes of both Sexes as Image Classifiers,JournalArticle,True,1352,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_030369e8e6f67d08,dd0ac260397aa70f4956c68bd4e508b7d6ea1b70,core_audit,2023.0,Biology,10.3390/biology12040508,Inputs and Outputs of the Mammalian Circadian Clock,Review;JournalArticle,True,1497,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_0308d268ca38e94f,9e3f2be4af4e1b9debd458b655bfc40aa2da4ddb,core_audit,2026.0,Frontiers in Neuroanatomy,10.3389/fnana.2026.1761080,Intrinsic elaboration of prefrontal modularity: a dual-control model of axon bundling and synaptic docking,Review;JournalArticle,True,1692,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_030d659739b83f09,464aa76bf0affe892b046dcdfad42a344b750fa0,role_bridge,2016.0,arXiv.org,10.1016/j.physrep.2016.09.002,Community detection in networks: A user guide,JournalArticle,True,814,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0325f64317b83966,b73d471e391be9d061b22ef05cc665e4bf9325a9,unresolved,2022.0,Journal of Psychiatric Research,10.1016/j.jpsychires.2022.03.041,Application of graph theory across multiple frequency bands in drug-naïve obsessive-compulsive disorder with no comorbidity.,JournalArticle,True,1519,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0331df396f545e68,1a7aca267f1fc1c656dda5d5fea97af883858b01,core_audit,2023.0,Computational Intelligence and Neuroscience,10.1155/2023/8936903,Improving the Neural Segmentation of Blurry Serial SEM Images by Blind Deblurring,JournalArticle,True,1306,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_03367aebcb1d754d,40e3bcea424efa7f29be056329376c03ee3446c8,core_audit,2024.0,bioRxiv,10.7554/elife.99693,"Modeling and simulation of neocortical micro- and mesocircuitry (Part II, Physiology and experimentation)",JournalArticle,True,1481,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0344c5d0298b1c78,56b7a9559da3a7ae30c53aea73a129dee36cdc8d,unresolved,2017.0,bioRxiv,10.3389/fncom.2019.00008,Neural Interactome: Interactive Simulation of a Neuronal System,JournalArticle;Review,True,3191,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_035240289a32e8c6,4553134c974ae36f25f9d71ee6a895e9748c16aa,role_bridge,2024.0,Comput. Methods Programs Biomed.,10.1016/j.cmpb.2024.108215,Cyto R-CNN and CytoNuke Dataset: Towards reliable whole-cell segmentation in bright-field histological images,JournalArticle,True,1924,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0365b458c174def6,28bd8cb1690c3cf2a89d2eccfa928a61107dac85,unresolved,2018.0,JAMA psychiatry,10.1001/jamapsychiatry.2018.0391,Disorganized Gyrification Network Properties During the Transition to Psychosis,JournalArticle,True,2923,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_036adb80a13068ce,bd9a3dbc34a43d49dbfb95fd9c1901a163f5d642,unresolved,2025.0,PRIME@MICCAI,10.48550/arxiv.2508.10583,GNN-based Unified Deep Learning,JournalArticle,True,1593,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_036e22a15502fd7e,f99b40d02c18f5c1a24e564cb07687fbcb29376f,core_audit,2019.0,"IEEE International Conference on Acoustics, Speech, and Signal Processing",10.1109/icassp.2019.8683119,Strip the Stripes: Artifact Detection and Removal for Scanning Electron Microscopy Imaging,JournalArticle;Conference,True,878,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_037b693b051d120b,574aecae8ba624cef39888d4b8a6641634a1a8ff,unresolved,2017.0,bioRxiv,10.1101/233510,Probabilistic thresholding of functional connectomes: application to schizophrenia,JournalArticle,True,1862,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_039aa22a40fe5a8f,0d14493e93556eca47d28932615b0fc5e164fc60,unresolved,2022.0,Medical Image Anal.,10.1016/j.media.2022.102518,Modeling spatio-temporal patterns of holistic functional brain networks via multi-head guided attention graph neural networks (Multi-Head GAGNNs),JournalArticle,True,2225,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_03af12da3a95c029,85201e8f9d6e24d78c70d310ed7e8c244fa007e7,core_audit,2018.0,,10.7554/elife.40247.049,Author response: Convergence of monosynaptic and polysynaptic sensory paths onto common motor outputs in a Drosophila feeding connectome,,False,0,peer_review_report,False,medium,1,title_rule:author_response='Author response:',author_response,peer_review_report,unambiguous,Author response:,,,,,,False,,True,unconfirmed_nonpaper_medium_confidence
work_03b8b6340a7756de,061a875a9e8b751e5d229e5f8562ca0ce640762c,core_audit,2021.0,Scientific Reports,10.1038/s41598-021-82353-7,Analysis of segmentation ontology reveals the similarities and differences in connectivity onto L2/3 neurons in mouse V1,JournalArticle,True,775,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_03c23d6e53a2fa11,e00f9513a07d683917b64f7aa0dee2dc7ebecaa8,core_audit,2022.0,bioRxiv,10.1038/s41587-025-02905-4,All-optical visualization of specific molecules in the ultrastructural context of brain tissue,JournalArticle,True,1647,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_03c4b61c5939f7bd,cae30c9a2f4557690225f444d5e1eeceb3b06daf,unresolved,2020.0,NeuroImage: Clinical,10.1016/j.nicl.2020.102489,"Dimensional connectomics of anxious misery, a human connectome study related to human disease: Overview of protocol and data quality",JournalArticle;Review,True,346,research_paper,True,high,0,research_publication_type:Review,,,,,,,,,Review,False,,False,
work_03f019b1ea59c828,37087c34a4faa3b074c58cae6284c483e2992f44,core_audit,2022.0,Scientific Reports,10.1038/s41598-022-24390-4,The 3D ultrastructure of the chordotonal organs in the antenna of a microwasp remains complex although simplified,JournalArticle,True,1066,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_03f185e6c6909898,f986140ddddfee7253eec580341a6c9aa49a49a8,unresolved,2025.0,Neuron,10.1016/j.neuron.2025.10.019,"Integrative analysis of single-neuron projectomes links connectome, transcriptome, and function in the mouse cortex.",JournalArticle,True,1221,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_03f266750f7cd86a,7f59bd6f68cce6bd4318a58793f1e0f9decfd542,unresolved,2025.0,International IEEE/EMBS Conference on Neural Engineering,10.1109/ner61569.2025.11589209,BrainMAP: Multimodal Graph Learning for Efficient Brain Disease Localization,JournalArticle;Conference,True,1773,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_0414188d3e36a6c6,c3c3a2b793f43e5fec5ed70c9ce991521b7a2ad0,unresolved,2022.0,IEEE International Symposium on Biomedical Imaging,10.1109/isbi52829.2022.9761543,HIERARCHICAL BRAIN EMBEDDING USING EXPLAINABLE GRAPH LEARNING,JournalArticle,True,1112,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_041f331f55260790,01a3a0727a03daa5dff1e5d393f8d0d1122e6d4e,unresolved,2022.0,Frontiers in Neuroscience,10.3389/fnins.2022.957018,Age-dependent white matter microstructural disintegrity in autism spectrum disorder,JournalArticle,True,2309,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0422003f036f3ec9,7f281a65d11161abff332d91993e32968339aced,unresolved,2015.0,,10.6084/m9.figshare.1285814.v1,Graph-Theoretical Methods for Statistical Inference on MR Connectome Data DARPA,,False,0,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_0434eed397f07b8c,84e3e57285ce6a5854a1d6b43d28a0da1a264e97,core_audit,2023.0,Microscopy and Microanalysis,10.1093/micmic/ozad067.622,Volume Electron Microscopy Workflows for the study of Large-Scale Neural Connectomics.,JournalArticle,False,0,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_043907deaaf11bc4,565902e3193de987737cd3a919c00bc004ce3b94,core_audit,2020.0,Current Biology,10.1016/j.cub.2020.01.040,A Color Vision Circuit for Non-Image-Forming Vision in the Primate Retina,JournalArticle,True,1677,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_043d6cf6b22999a9,330ba6916cd4018ae8526dd09ca1e86088271836,core_audit,2026.0,"Design, Automation and Test in Europe",10.23919/date69613.2026.11539470,A Digital Neural Array IC for Real-Time Neural Network Replication from Spike Activities,JournalArticle;Conference,True,1899,research_paper,True,high,0,research_publication_type:Conference,,,,,,,,,Conference,False,,False,
work_04652cfc57e4a0b0,a4b9566357aed7c31574ba503435d0b658f1299c,unresolved,2014.0,Frontiers in Psychiatry,10.3389/fpsyt.2013.00186,Asymmetry of the Structural Brain Connectome in Healthy Older Adults,JournalArticle,True,1843,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
work_046db30f9332feb3,ca4a712b652bd05b1db4996ba8e3d0f7170865d0,unresolved,2023.0,Frontiers Comput. Neurosci.,10.3389/fncom.2023.1251301,Causal functional connectivity in Alzheimer's disease computed from time series fMRI data,JournalArticle,True,1534,research_paper,True,high,0,no_non_paper_signal,,,,,,,,,,False,,False,
