work_id,stem,title,year,authors,venue,doi,landing_url,catalog_url,pdf_status,pdf_path,pdf_url,pdf_link,era,inclusion_role,time_role,in_analysis_base,in_degree,out_degree,k_core,year_cites_percentile,cites,in_core,source_group,decision,datasets,stages,organism,axis,method,pipeline_stage,registry_dataset,biological_application,bridge,field_synthesis,training_outreach,health_translation,abstract_missing,tag_source,why
work_61f679ca5be263a0,doi_10.1016_j.neuroscience.2012.04.061,Beyond counts and shapes: Studying pathology of dendritic spines in the context of the surrounding neuropil through serial section electron microscopy,2012,M. Kuwajima; J. Špaček; K. Harris,Neuroscience,10.1016/j.neuroscience.2012.04.061,https://doi.org/10.1016/j.neuroscience.2012.04.061,https://pmc.ncbi.nlm.nih.gov/articles/PMC3535574/pdf/nihms-404345.pdf,downloaded,files/doi_10.1016_j.neuroscience.2012.04.061.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3535574/pdf/nihms-404345.pdf,files/doi_10.1016_j.neuroscience.2012.04.061.pdf,2010–2015,history,history,1,1,2,3,44,41,1,core_audit,core_relevant,,sectioning;synapses,,pipeline_stage,serial-section EM,sectioning;synapses,,,,,,,false,dryrun+stages+title_abstract,history_milestone
work_6207409da4d43379,doi_10.48550_arxiv.2302.00545,An Out-of-Domain Synapse Detection Challenge for Microwasp Brain Connectomes,2023,Jingpeng Wu; Yicong Li; Nishika Gupta; Kazunori Shinomiya; Pat Gunn; A. Polilov; H. Pfister; D. Chklovskii; D. Wei,arXiv.org,10.48550/arxiv.2302.00545,https://doi.org/10.48550/arxiv.2302.00545,https://arxiv.org/pdf/2302.00545.pdf,downloaded,files/doi_10.48550_arxiv.2302.00545.pdf,https://arxiv.org/pdf/2302.00545.pdf,files/doi_10.48550_arxiv.2302.00545.pdf,2023,contemporary,contemporary,1,0,7,7,20,2,1,core_audit,core_relevant,,proofreading;synapses,,pipeline_stage,,proofreading;synapses,,,,,,,false,dryrun+stages,contemporary_keep
work_6212be61070586b3,doi_10.1016_j.neuron.2012.06.031,From functional architecture to functional connectomics,2012,R. Reid,Neuron,10.1016/j.neuron.2012.06.031,https://doi.org/10.1016/j.neuron.2012.06.031,https://pmc.ncbi.nlm.nih.gov/articles/PMC3876951/pdf/nihms395209.pdf,downloaded,files/doi_10.1016_j.neuron.2012.06.031.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3876951/pdf/nihms395209.pdf,files/doi_10.1016_j.neuron.2012.06.031.pdf,2010–2015,history,history,1,4,1,4,66,82,1,unresolved,adjacent_relevant,,graph_analysis,,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+stages,history_milestone
work_62b57eb8352efa0c,doi_10.64898_2026.03.11.711180,Precise kinematic and muscle recording in freely behaving flies enabled by closed-loop tracking and annotation-free pose estimation,2026,Sibo Wang-Chen; Victor Alfred Stimpfling; Maite Azcorra; Pavan Ramdya,bioRxiv,10.64898/2026.03.11.711180,https://doi.org/10.64898/2026.03.11.711180,https://www.biorxiv.org/content/10.64898/2026.03.11.711180.full.pdf,downloaded,files/doi_10.64898_2026.03.11.711180.pdf,https://www.biorxiv.org/content/10.64898/2026.03.11.711180.full.pdf,files/doi_10.64898_2026.03.11.711180.pdf,2026,sota,sota,1,0,4,4,89,2,1,role_bridge,adjacent_relevant,,segmentation;proofreading;infrastructure;graph_analysis;modeling,fly,pipeline_stage,,segmentation;proofreading;infrastructure;graph_analysis;modeling,,,,,,,false,dryrun+title_abstract_organism+stages,sota_2026_out
work_62baf6bf40a9cb50,doi_10.1038_nature18609,Species-specific wiring for direction selectivity in the mammalian retina,2016,Huayu Ding; Robert G. Smith; Alon Poleg-Polsky; J. Diamond; K. Briggman,Nature,10.1038/nature18609,https://doi.org/10.1038/nature18609,https://pmc.ncbi.nlm.nih.gov/articles/PMC4959608/pdf/nihms791015.pdf,downloaded,files/doi_10.1038_nature18609.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4959608/pdf/nihms791015.pdf,files/doi_10.1038_nature18609.pdf,2016–2018,history,history,1,7,0,6,84,208,1,core_audit,core_relevant,DS09/DS10 mouse retina,infrastructure,mouse,pipeline_stage,,infrastructure,DS09/DS10 mouse retina,,,,,,false,dryrun+dataset_organism+stages,history_milestone
work_6337f24f35656c22,doi_10.7554_elife.101959,Inference technique for the synaptic conductances in rhythmically active networks and application to respiratory central pattern generation circuits,2024,Yaroslav I. Molkov; Anke Borgmann; H. Koizumi; Noriyuki Hama; Ruli Zhang; Jeffrey C. Smith,bioRxiv,10.7554/elife.101959,https://doi.org/10.7554/elife.101959,https://elifesciences.org/reviewed-preprints/101959.pdf,downloaded,files/doi_10.7554_elife.101959.pdf,https://elifesciences.org/reviewed-preprints/101959.pdf,files/doi_10.7554_elife.101959.pdf,2024,,,1,1,0,1,16,1,0,core_audit,adjacent_relevant,,,other,biological_application,,,,yes,,,,,false,title_abstract_organism+title_axis,contemporary_below_bar
work_6372283e97fc942b,doi_10.1089_brain.2018.0587,Microstructure-Informed Connectomics: Enriching Large-Scale Descriptions of Healthy and Diseased Brains,2019,S. Larivière; Reinder Vos de Wael; C. Paquola; Seokjun Hong; B. Mišić; N. Bernasconi; A. Bernasconi; L. Bonilha; B. Bernhardt,Brain Connectivity,10.1089/brain.2018.0587,https://doi.org/10.1089/brain.2018.0587,https://europepmc.org/articles/pmc6444904?pdf=render,downloaded,files/doi_10.1089_brain.2018.0587.pdf,https://europepmc.org/articles/pmc6444904?pdf=render,files/doi_10.1089_brain.2018.0587.pdf,2019,contemporary,contemporary,1,0,1,1,77,55,1,unresolved,role_bridge,,graph_analysis,,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+stages,contemporary_keep
work_638148a6bb51d092,doi_10.1007_978-3-030-71278-5_24,Proposal-Free Volumetric Instance Segmentation from Latent Single-Instance Masks,2020,Alberto Bailoni; Constantin Pape; Steffen Wolf; A. Kreshuk; F. Hamprecht,German Conference on Pattern Recognition,10.1007/978-3-030-71278-5_24,https://doi.org/10.1007/978-3-030-71278-5_24,https://arxiv.org/pdf/2009.04998.pdf,downloaded,files/doi_10.1007_978-3-030-71278-5_24.pdf,https://arxiv.org/pdf/2009.04998.pdf,files/doi_10.1007_978-3-030-71278-5_24.pdf,2020,,,1,0,2,2,32,8,0,role_bridge,core_relevant,,segmentation;graph_analysis,,pipeline_stage,,segmentation;graph_analysis,,,,,,,false,dryrun+stages,contemporary_below_bar
work_63d1c71c6b4843f4,doi_10.1101_2023.04.06.535891,Hunger- and thirst-sensing neurons modulate a neuroendocrine network to coordinate sugar and water ingestion,2023,Amanda J. González-Segarra; G. Pontes; Nicholas Jourjine; Alexander del Toro; Kristin Scott,bioRxiv,10.1101/2023.04.06.535891,https://doi.org/10.1101/2023.04.06.535891,https://www.biorxiv.org/content/10.1101/2023.04.06.535891.full.pdf,downloaded,files/doi_10.1101_2023.04.06.535891.pdf,https://www.biorxiv.org/content/10.1101/2023.04.06.535891.full.pdf,files/doi_10.1101_2023.04.06.535891.pdf,2023,contemporary,contemporary,1,0,1,1,84,24,1,core_audit,core_relevant,,,fly,biological_application,,,,yes,,,,,false,title_abstract_organism+abstract_axis,contemporary_keep
work_63ec5ea7fbf83d9e,doi_10.7554_elife.40025,Comparisons between the ON- and OFF-edge motion pathways in the Drosophila brain,2019,Kazunori Shinomiya; Gary B. Huang; Zhiyuan Lu; T. Parag; C. Xu; Roxanne Aniceto; Namra Ansari; Natasha Cheatham; Shirley A Lauchie; Erika Neace; Omotara Ogundeyi; Christopher Ordish; David Peel; A. Shinomiya; Claire Smith; Satoko Takemura; Iris Talebi; P. Rivlin; Aljoscha Nern; Louis K. Scheffer; Stephen M. Plaza; I. Meinertzhagen,eLife,10.7554/elife.40025,https://doi.org/10.7554/elife.40025,https://europepmc.org/articles/PMC6338461?pdf=render,downloaded,files/doi_10.7554_elife.40025.pdf,https://europepmc.org/articles/PMC6338461?pdf=render,files/doi_10.7554_elife.40025.pdf,2019,contemporary,contemporary,1,7,6,10,91,125,1,core_audit,core_relevant,,synapses,fly,pipeline_stage,electron microscopy,synapses,,,,,,,false,dryrun+title_abstract_organism+stages+title_abstract,contemporary_keep
work_644d61d09d1a8fb3,doi_10.1101_2025.07.09.663979,Connectomic reconstruction from hippocampal CA3 reveals spatially graded mossy fiber inputs and selective feedforward inhibition to pyramidal cells,2025,Zhihao Zheng; Changjoon Park; Eric W. Hammerschmith; R. Lu; Szi-chieh Yu; Marissa Sorek; B. Silverman; C. Jordan; A. Sterling; W. Silversmith; F. Collman; H. S. Seung; David W. Tank,bioRxiv,10.1101/2025.07.09.663979,https://doi.org/10.1101/2025.07.09.663979,https://www.biorxiv.org/content/10.1101/2025.07.09.663979.full.pdf,downloaded,files/doi_10.1101_2025.07.09.663979.pdf,https://www.biorxiv.org/content/10.1101/2025.07.09.663979.full.pdf,files/doi_10.1101_2025.07.09.663979.pdf,2025,,,1,0,26,13,80,7,0,core_audit,core_relevant,DS13 MICrONS,segmentation;proofreading;infrastructure;graph_analysis,mouse,pipeline_stage,volume EM,segmentation;proofreading;infrastructure;graph_analysis,DS13 MICrONS,,,,,,false,dryrun+dataset_organism+stages+title_abstract,unproven_2025_low_inout
work_64c06ffb8fbbfee6,doi_10.1515_mim-2024-0013,Wrapped up: advancements in volume electron microscopy and application in myelin research,2024,Leonie C Schadt; T. Ruhwedel; Constantin Pape; A. O. Sasmita; A. Steyer; Wiebke Möbius,Methods in Microscopy,10.1515/mim-2024-0013,https://doi.org/10.1515/mim-2024-0013,https://doi.org/10.1515/mim-2024-0013,downloaded,files/doi_10.1515_mim-2024-0013.pdf,,files/doi_10.1515_mim-2024-0013.pdf,2024,contemporary,contemporary,1,0,3,3,23,2,1,role_bridge,adjacent_relevant,,preparation;segmentation;acquisition,,pipeline_stage,volume EM,preparation;segmentation;acquisition,,,,,,,false,dryrun+title_abstract+stages+title_abstract,contemporary_keep
work_64f7b9e478002d6b,doi_10.1101_548081,Segmentation-Enhanced CycleGAN,2019,Michał Januszewski; Viren Jain,bioRxiv,10.1101/548081,https://doi.org/10.1101/548081,https://www.biorxiv.org/content/10.1101/548081.full.pdf,downloaded,files/doi_10.1101_548081.pdf,https://www.biorxiv.org/content/10.1101/548081.full.pdf,files/doi_10.1101_548081.pdf,2019,contemporary,contemporary,1,6,7,10,57,25,1,core_audit,core_relevant,,segmentation;proofreading;acquisition,,pipeline_stage,volume EM,segmentation;proofreading;acquisition,,,,,,,false,dryrun+title_abstract+stages+title_abstract,contemporary_keep
work_651457fdb2bf9ce4,doi_10.1093_nar_gkac1062,EMPIAR: the Electron Microscopy Public Image Archive,2022,Andrii Iudin; Paul K. Korir; Sriram Somasundharam; Simone Weyand; Cesare Cattavitello; N. Fonseca; O. Salih; G. Kleywegt; A. Patwardhan,bioRxiv,10.1093/nar/gkac1062,https://doi.org/10.1093/nar/gkac1062,https://pmc.ncbi.nlm.nih.gov/articles/PMC9825465/pdf/gkac1062.pdf,downloaded,files/doi_10.1093_nar_gkac1062.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9825465/pdf/gkac1062.pdf,files/doi_10.1093_nar_gkac1062.pdf,2022,contemporary,contemporary,1,2,0,2,98,179,1,role_bridge,role_bridge,,graph_analysis,,pipeline_stage,X-ray microscopy;volume EM,graph_analysis,,,,,,,false,dryrun+stages+title_abstract,contemporary_keep
work_651bbd48b5d55dba,doi_10.1101_2024.02.01.578336,Ensemble learning and ground-truth validation of synaptic connectivity inferred from spike trains,2024,Christian Donner; Julian Bartram; Philipp Hornauer; Taehoon Kim; Damian Roqueiro; Andreas Hierlemann; G. Obozinski; Manuel Schröter,bioRxiv,10.1101/2024.02.01.578336,https://doi.org/10.1101/2024.02.01.578336,https://www.biorxiv.org/content/10.1101/2024.02.01.578336.full.pdf,downloaded,files/doi_10.1101_2024.02.01.578336.pdf,https://www.biorxiv.org/content/10.1101/2024.02.01.578336.full.pdf,files/doi_10.1101_2024.02.01.578336.pdf,2024,contemporary,contemporary,1,0,7,7,63,10,1,core_audit,adjacent_relevant,,infrastructure;graph_analysis;modeling,,pipeline_stage,,infrastructure;graph_analysis;modeling,,,,,,,false,dryrun+stages,contemporary_keep
work_65b6394c205e8eb9,doi_10.1523_jneurosci.4077-11.2011,Large-scale automated histology in the pursuit of connectomes,2011,D. Kleinfeld; A. Bharioke; P. Blinder; D. Bock; K. Briggman; D. Chklovskii; W. Denk; M. Helmstaedter; J. Kaufhold; W. Lee; H. S. Meyer; Kristina D. Micheva; M. Oberlaender; S. Prohaska; R. Reid; Stephen J. Smith; Shin-ya Takemura; P. Tsai; B. Sakmann,Journal of Neuroscience,10.1523/jneurosci.4077-11.2011,https://doi.org/10.1523/jneurosci.4077-11.2011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3758571/pdf/zns16125.pdf,downloaded,files/doi_10.1523_jneurosci.4077-11.2011.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3758571/pdf/zns16125.pdf,files/doi_10.1523_jneurosci.4077-11.2011.pdf,2010–2015,history,history,1,4,0,4,68,154,1,core_audit,adjacent_relevant,,graph_analysis,,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+stages,history_milestone
work_65dc9c4fe37faed4,doi_10.1101_2023.10.31.564922,From connectome to effectome: learning the causal interaction map of the fly brain,2023,Dean A. Pospisil; Max J Aragon; S. Dorkenwald; Arie Matsliah; A. Sterling; Philipp Schlegel; Szi-chieh Yu; Claire E. McKellar; Marta Costa; K. Eichler; G. Jefferis; M. Murthy; Jonathan W. Pillow,bioRxiv,10.1101/2023.10.31.564922,https://doi.org/10.1101/2023.10.31.564922,https://www.biorxiv.org/content/10.1101/2023.10.31.564922.full.pdf,downloaded,files/doi_10.1101_2023.10.31.564922.pdf,https://www.biorxiv.org/content/10.1101/2023.10.31.564922.full.pdf,files/doi_10.1101_2023.10.31.564922.pdf,2023,contemporary,contemporary,1,2,9,8,28,3,1,core_audit,core_relevant,,,,biological_application,,,,yes,,,,,false,title_axis,contemporary_keep
work_66332aa713bfcad2,doi_10.3389_fnana.2021.636683,Pyramidal Neurons of the Zebrafish Tectum Receive Highly Convergent Input From Torus Longitudinalis,2021,Elisabeth C. DeMarco; Alexander L. Tesmer; Bruna Hech; K. Kawakami; Estuardo Robles,Frontiers in Neuroanatomy,10.3389/fnana.2021.636683,https://doi.org/10.3389/fnana.2021.636683,https://www.frontiersin.org/articles/10.3389/fnana.2021.636683/pdf,downloaded,files/doi_10.3389_fnana.2021.636683.pdf,https://www.frontiersin.org/articles/10.3389/fnana.2021.636683/pdf,files/doi_10.3389_fnana.2021.636683.pdf,2021,,,1,1,0,1,49,14,0,core_audit,adjacent_relevant,DS15 zebrafish,graph_analysis,zebrafish,pipeline_stage,,graph_analysis,DS15 zebrafish,,,,,,false,dryrun+dataset_organism+stages,contemporary_below_bar
work_667376031f1d99c8,doi_10.1038_s41587-023-01911-8,Imaging brain tissue architecture across millimeter to nanometer scales,2023,Julia M. Michalska; Julia Lyudchik; P. Velicky; Hana Štefaničková; J. Watson; Alban Cenameri; C. Sommer; N. Amberg; Alessandro Venturino; K. Roessler; T. Czech; R. Höftberger; S. Siegert; G. Novarino; P. Jonas; J. Danzl,Nature Biotechnology,10.1038/s41587-023-01911-8,https://doi.org/10.1038/s41587-023-01911-8,https://europepmc.org/articles/PMC11252008?pdf=render,downloaded,files/doi_10.1038_s41587-023-01911-8.pdf,https://europepmc.org/articles/PMC11252008?pdf=render,files/doi_10.1038_s41587-023-01911-8.pdf,2023,contemporary,contemporary,1,5,2,7,90,31,1,core_audit,adjacent_relevant,,preparation;synapses,mouse,pipeline_stage,expansion microscopy;super-resolution LM,preparation;synapses,,,,,,,false,dryrun+title_abstract_organism+stages+title_abstract,contemporary_keep
work_671e972c0bf9c3e6,doi_10.1109_icbcb69424.2026.11621173,Scalable Comparative Connectomics: Interpretable Machine Learning Reveals Evolutionary Signatures and Reconstruction Artifacts,2026,Sebastien Kawada,International Conference on Bioinformatics & Computational Biology,10.1109/icbcb69424.2026.11621173,https://doi.org/10.1109/icbcb69424.2026.11621173,https://doi.org/10.1109/icbcb69424.2026.11621173,downloaded,files/doi_10.1109_icbcb69424.2026.11621173.pdf,,files/doi_10.1109_icbcb69424.2026.11621173.pdf,2026,sota,sota,1,0,5,5,35,0,1,core_audit,core_relevant,DS01 C. elegans (White+);DS15 zebrafish,synapses;infrastructure,elegans;zebrafish,pipeline_stage,electron microscopy,synapses;infrastructure,DS01 C. elegans (White+);DS15 zebrafish,,,,,,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out
work_6779fed0fab266f1,doi_10.48550_arxiv.2604.04033,Topological Sensitivity in Connectome-Constrained Neural Networks,2026,Nalin Dhiman,arXiv.org,10.48550/arxiv.2604.04033,https://doi.org/10.48550/arxiv.2604.04033,https://arxiv.org/pdf/2604.04033.pdf,downloaded,files/doi_10.48550_arxiv.2604.04033.pdf,https://arxiv.org/pdf/2604.04033.pdf,files/doi_10.48550_arxiv.2604.04033.pdf,2026,,,1,0,1,1,35,0,0,unresolved,adjacent_relevant,,infrastructure;graph_analysis;modeling,fly,pipeline_stage,Connectome-constrained visual-system model,infrastructure;graph_analysis;modeling,,,,,,,false,dryrun+title_abstract_organism+stages+title_abstract,unproven_2026_low_out
work_6793e5e1077fc6ef,doi_10.3389_fncir.2012.00081,The Intrinsic Connectome of the Rat Amygdala,2012,O. Schmitt; Peter Eipert; Konstanze Philipp; Richard Kettlitz; Georg Fuellen; A. Wree,Front. Neural Circuits,10.3389/fncir.2012.00081,https://doi.org/10.3389/fncir.2012.00081,https://www.frontiersin.org/articles/10.3389/fncir.2012.00081/pdf,downloaded,files/doi_10.3389_fncir.2012.00081.pdf,https://www.frontiersin.org/articles/10.3389/fncir.2012.00081/pdf,files/doi_10.3389_fncir.2012.00081.pdf,2010–2015,history,history,1,3,0,3,31,30,1,unresolved,adjacent_relevant,,proofreading;graph_analysis,other,pipeline_stage,,proofreading;graph_analysis,,,,,,,false,dryrun+title_abstract_organism+stages,history_milestone
work_679e6fe231f7c345,doi_10.1097_wco.0b013e32835ee5b8,Connectomics and epilepsy,2013,J. Engel; P. Thompson; J. Stern; R. Staba; A. Bragin; I. Módy,Current Opinion in Neurology,10.1097/wco.0b013e32835ee5b8,https://doi.org/10.1097/wco.0b013e32835ee5b8,https://pmc.ncbi.nlm.nih.gov/articles/PMC4064674/pdf/nihms585975.pdf,downloaded,files/doi_10.1097_wco.0b013e32835ee5b8.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4064674/pdf/nihms585975.pdf,files/doi_10.1097_wco.0b013e32835ee5b8.pdf,2010–2015,history,history,1,0,0,0,82,253,1,unresolved,role_bridge,,graph_analysis,,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+stages,history_milestone
work_67af47ece63db8f0,doi_10.1007_978-3-030-59722-1_10,Microtubule Tracking in Electron Microscopy Volumes,2020,N. Eckstein; Julia M. Buhmann; Matthew Cook; Jan Funke,International Conference on Medical Image Computing and Computer-Assisted Intervention,10.1007/978-3-030-59722-1_10,https://doi.org/10.1007/978-3-030-59722-1_10,https://arxiv.org/pdf/2009.08371.pdf,downloaded,files/doi_10.1007_978-3-030-59722-1_10.pdf,https://arxiv.org/pdf/2009.08371.pdf,files/doi_10.1007_978-3-030-59722-1_10.pdf,2020,contemporary,contemporary,1,0,4,4,30,7,1,role_bridge,adjacent_relevant,,graph_analysis,fly,pipeline_stage,electron microscopy,graph_analysis,,,,,,,false,dryrun+title_abstract_organism+stages+title_abstract,contemporary_keep
work_67d70830cad7154c,doi_10.7554_elife.60321,Graphical-model framework for automated annotation of cell identities in dense cellular images,2020,Shivesh Chaudhary; Sol Ah Lee; Yueyi Li; Dhaval S. Patel; Hang Lu,bioRxiv,10.7554/elife.60321,https://doi.org/10.7554/elife.60321,https://cdn.elifesciences.org/articles/60321/elife-60321-v2.pdf,downloaded,files/doi_10.7554_elife.60321.pdf,https://cdn.elifesciences.org/articles/60321/elife-60321-v2.pdf,files/doi_10.7554_elife.60321.pdf,2020,contemporary,contemporary,1,1,2,3,65,30,1,role_bridge,role_bridge,DS01 C. elegans (White+),proofreading;infrastructure;graph_analysis;modeling,elegans,pipeline_stage,,proofreading;infrastructure;graph_analysis;modeling,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,contemporary_keep
work_67d8721fe0e5d09a,doi_10.1101_2024.12.02.626511,Profiling presynaptic scaffolds using split-GFP reconstitution reveals cell-type-specific spatial configurations in the fly brain,2025,Hongyang Wu; Yoh Maekawa; Sayaka Eno; Shu Kondo; Nobuhiro Yamagata; Hiromu Tanimoto,bioRxiv,10.1101/2024.12.02.626511,https://doi.org/10.1101/2024.12.02.626511,https://www.biorxiv.org/content/10.1101/2024.12.02.626511.full.pdf,downloaded,files/doi_10.1101_2024.12.02.626511.pdf,https://www.biorxiv.org/content/10.1101/2024.12.02.626511.full.pdf,files/doi_10.1101_2024.12.02.626511.pdf,2025,,,1,0,3,3,51,2,0,core_audit,adjacent_relevant,,,,biological_application,,,,yes,,,,,false,abstract_axis,unproven_2025_low_inout
work_67ec217a66cb4c18,doi_10.1101_847244,Integration of Odor-Induced Activity of Kenyon Cells in an Electrotonically Compact Drosophila Mushroom Body Output Neuron (MBON),2019,Omar A. Hafez; Benjamin Escribano; Jan Pielage; E. Niebur,bioRxiv,10.1101/847244,https://doi.org/10.1101/847244,https://www.biorxiv.org/content/10.1101/847244.full.pdf,downloaded,files/doi_10.1101_847244.pdf,https://www.biorxiv.org/content/10.1101/847244.full.pdf,files/doi_10.1101_847244.pdf,2019,,,1,0,1,1,7,1,0,core_audit,core_relevant,,modeling,fly,pipeline_stage,,modeling,,,,,,,false,dryrun+title_abstract_organism+stages,contemporary_below_bar
work_687d2510f540339e,doi_10.1371_journal.pone.0249846,A weighted network analysis framework for the hourglass effect—And its application in the C. elegans connectome,2021,Ishaan Batta; Qihang Yao; K. M. Sabrin; C. Dovrolis,bioRxiv,10.1371/journal.pone.0249846,https://doi.org/10.1371/journal.pone.0249846,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0249846&type=printable,downloaded,files/doi_10.1371_journal.pone.0249846.pdf,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0249846&type=printable,files/doi_10.1371_journal.pone.0249846.pdf,2021,contemporary,contemporary,1,0,8,6,15,2,1,core_audit,core_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,,infrastructure;graph_analysis,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,contemporary_keep
work_688b4a2626c16814,doi_10.1371_journal.pone.0310156,On human nanoscale synaptome: Morphology modeling and storage estimation,2024,W. Nowinski,PLoS ONE,10.1371/journal.pone.0310156,https://doi.org/10.1371/journal.pone.0310156,https://europepmc.org/articles/PMC11423976?pdf=render,downloaded,files/doi_10.1371_journal.pone.0310156.pdf,https://europepmc.org/articles/PMC11423976?pdf=render,files/doi_10.1371_journal.pone.0310156.pdf,2024,contemporary,contemporary,1,0,3,3,30,3,1,core_audit,adjacent_relevant,,infrastructure;graph_analysis,,pipeline_stage,,infrastructure;graph_analysis,,,,,,,false,dryrun+stages,contemporary_keep
work_688ee240e903f7e8,arxiv_2103.15032,Why is neural connection weight a weak predictor of correlated neural activity?,2021,Daniel J. Graham,,,https://arxiv.org/abs/2103.15032,https://arxiv.org/pdf/2103.15032.pdf,downloaded,files/arxiv_2103.15032.pdf,https://arxiv.org/pdf/2103.15032.pdf,files/arxiv_2103.15032.pdf,2021,,,1,0,1,1,4,0,0,core_audit,adjacent_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,,infrastructure;graph_analysis,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,contemporary_below_bar
work_68c16753f9b50e6c,doi_10.1101_2024.06.04.596633,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,2024,T. Stürner; Paul Brooks; L. Capdevila; Billy J. Morris; A. Javier; Siqi Fang; Marina Gkantia; S. Cachero; Isabella R. Beckett; A. Champion; Ilina Moitra; Alana Richards; Finja Klemm; Leonie Kugel; S. Namiki; H. S. Cheong; Julie Kovalyak; Emily Tenshaw; Ruchi Parekh; P. Schlegel; Jasper S. Phelps; Brandon Mark; S. Dorkenwald; A. S. Bates; Arie Matsliah; Szi-chieh Yu; Claire E. McKellar; A. Sterling; Sebastian Seung; M. Murthy; John C. Tuthill; W. Lee; G. Card; Marta Costa; G. Jefferis; K. Eichler,bioRxiv,10.1101/2024.06.04.596633,https://doi.org/10.1101/2024.06.04.596633,https://www.biorxiv.org/content/10.1101/2024.06.04.596633.full.pdf,downloaded,files/doi_10.1101_2024.06.04.596633.pdf,https://www.biorxiv.org/content/10.1101/2024.06.04.596633.full.pdf,files/doi_10.1101_2024.06.04.596633.pdf,2024,contemporary,contemporary,1,8,17,13,81,17,1,core_audit,core_relevant,DS07 VNC (FANC/MANC),proofreading,fly,pipeline_stage,electron microscopy,proofreading,DS07 VNC (FANC/MANC),,,,,,false,dryrun+dataset_organism+stages+title_abstract,contemporary_keep
work_68df48cb796785a5,doi_10.3389_fninf.2011.00016,A Bottom-up Approach to Data Annotation in Neurophysiology,2011,J. Grewe; T. Wachtler; J. Benda,Front. Neuroinform.,10.3389/fninf.2011.00016,https://doi.org/10.3389/fninf.2011.00016,https://www.frontiersin.org/articles/10.3389/fninf.2011.00016/pdf,downloaded,files/doi_10.3389_fninf.2011.00016.pdf,https://www.frontiersin.org/articles/10.3389/fninf.2011.00016/pdf,files/doi_10.3389_fninf.2011.00016.pdf,2010–2015,,,1,1,0,1,46,61,0,role_bridge,role_bridge,,acquisition;proofreading,,pipeline_stage,,acquisition;proofreading,,,,,,,false,dryrun+stages,history_below_bar
work_6902b71a851fc6e1,doi_10.1126_sciadv.abc2487,Determinants of seeding and spreading of α-synuclein pathology in the brain,2020,Martin T. Henrich; Fanni F. Geibl; H. Lakshminarasimhan; Anna Stegmann; B. Giasson; Xiaobo Mao; V. Dawson; Ted M. Dawson; W. Oertel; D. Surmeier,Science Advances,10.1126/sciadv.abc2487,https://doi.org/10.1126/sciadv.abc2487,https://europepmc.org/articles/PMC7673735?pdf=render,downloaded,files/doi_10.1126_sciadv.abc2487.pdf,https://europepmc.org/articles/PMC7673735?pdf=render,files/doi_10.1126_sciadv.abc2487.pdf,2020,contemporary,contemporary,1,0,1,1,87,93,1,core_audit,role_bridge,,,mouse,health_translation,,,,,,,,yes,false,title_abstract_organism+strays_axis,contemporary_keep
work_69275cd1098e62e8,doi_10.1117_12.2274814,Guiding network analysis using graph slepians: an illustration for the C. Elegans connectome,2017,D. Ville; Robin Demesmaeker; M. Preti,Optical Engineering + Applications,10.1117/12.2274814,https://doi.org/10.1117/12.2274814,https://arxiv.org/pdf/1708.04657.pdf,downloaded,files/doi_10.1117_12.2274814.pdf,https://arxiv.org/pdf/1708.04657.pdf,files/doi_10.1117_12.2274814.pdf,2016–2018,history,history,1,2,2,4,14,8,1,unresolved,adjacent_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,graph_analysis,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,history_milestone
