work_id,title,year,doi,venue,decision,graph_core,ultra_core,emergent_core,citation_count_work,corpus_link_count,is_recent_2024plus,k_core,pagerank_percentile,citation_role,primary_community_label,n_authors,pdf_local_path
work_c6b4755fa98e0894,Dense connectomic reconstruction in layer 4 of the somatosensory cortex,2018,10.1126/science.aay3134,Science,core_relevant,core,True,False,307,105,False,11.0,0.9930979559331032,hub,M. Helmstaedter / Winfried Denk,10,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1126_science.aay3134.pdf
work_a3723ea06299828e,"A genetic, genomic, and computational resource for exploring neural circuit function",2018,10.1101/385476,bioRxiv,core_relevant,core,True,False,214,12,False,10.0,0.9200955667640032,broker,J. Lichtman / Hanspeter Pfister,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_385476.pdf
work_f56a7ec87aa3e03a,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of Large 3D Image Stacks,2018,10.3389/fncir.2018.00088,Front. Neural Circuits,core_relevant,core,True,False,201,0,False,,,no_graph,J. Lichtman / Hanspeter Pfister,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fncir.2018.00088.pdf
work_8cba212f6e7b83ad,A Complete Electron Microscopy Volume of the Brain of Adult Drosophila melanogaster,2017,10.1016/j.cell.2018.06.019,bioRxiv,core_relevant,core,True,False,911,102,False,11.0,0.9891160074329706,hub,J. Lichtman / Hanspeter Pfister,23,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_j.cell.2018.06.019.pdf
work_06a819921125fd5b,The complete connectome of a learning and memory centre in an insect brain,2017,10.1101/141762,Nature,core_relevant,core,True,False,480,40,False,11.0,0.9832758162994424,broker,Albert Cardona / J. Vogelstein,20,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_141762.pdf
work_7b437ce3ba4d27c5,High-precision automated reconstruction of neurons with flood-filling networks,2017,10.1038/s41592-018-0049-4,Nature Methods,core_relevant,core,True,False,382,0,False,,,no_graph,J. Lichtman / Hanspeter Pfister,10,postanalysis/pdfs/files/doi_10.1038_s41592-018-0049-4.pdf
work_1d87c152cf48058c,Enhanced FIB-SEM systems for large-volume 3D imaging,2017,10.7554/elife.25916,eLife,core_relevant,core,True,False,364,58,False,11.0,0.9885850809662862,hub,J. Lichtman / Hanspeter Pfister,10,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.25916.pdf
work_434673087d1709d7,A connectome of a learning and memory center in the adult Drosophila brain,2017,10.7554/elife.26975,eLife,core_relevant,core,True,False,353,81,False,11.0,0.9938943456331298,hub,J. Lichtman / Hanspeter Pfister,28,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.26975.pdf
work_7ee1f288ebd5d281,Anatomy and function of an excitatory network in the visual cortex,2016,10.1038/nature17192,Nature,core_relevant,core,True,False,486,117,False,11.0,0.997079904433236,hub,H. Sebastian Seung / G. Jefferis,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_nature17192.pdf
work_925c3e324896606e,Microscopy Image Browser: A Platform for Segmentation and Analysis of Multidimensional Datasets,2016,10.1371/journal.pbio.1002340,PLoS Biology,core_relevant,core,True,False,423,0,False,,,no_graph,I. Belevich / E. Jokitalo,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1371_journal.pbio.1002340.pdf
work_5fce6ceceeaa09c7,Comparative Connectomics.,2016,10.1016/j.tics.2016.03.001,Trends in Cognitive Sciences,core_relevant,core,True,False,290,0,False,,,no_graph,Olaf Sporns / B. Mišić,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_j.tics.2016.03.001.pdf
work_e38ce8eb753d5588,FusionNet: A Deep Fully Residual Convolutional Neural Network for Image Segmentation in Connectomics,2016,10.3389/fcomp.2021.613981,Frontiers of Computer Science,core_relevant,core,True,False,274,23,False,10.0,0.9429254048314308,broker,M. Helmstaedter / Winfried Denk,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fcomp.2021.613981.pdf
work_796386b4ebec693b,The CNS connectome of a tadpole larva of Ciona intestinalis (L.) highlights sidedness in the brain of a chordate sibling,2016,10.7554/elife.16962,eLife,core_relevant,core,True,False,246,30,False,11.0,0.9779665516325988,broker,Xiaoyin Chen / Yonggang Wang,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.16962.pdf
work_fe975f52ca253f7e,The Multilayer Connectome of Caenorhabditis elegans,2016,10.1371/journal.pcbi.1005283,PLoS Comput. Biol.,core_relevant,core,True,False,238,62,False,11.0,0.9851340589328378,hub,Oliver Hobert / Steven J. Cook,8,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1371_journal.pcbi.1005283.pdf
work_62baf6bf40a9cb50,Species-specific wiring for direction selectivity in the mammalian retina,2016,10.1038/nature18609,Nature,core_relevant,core,True,False,208,9,False,6.0,0.9076187947969206,only_in,M. Helmstaedter / Winfried Denk,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_nature18609.pdf
work_c7e9554f3a7935e3,The wiring diagram of a glomerular olfactory system,2016,10.1101/037721,bioRxiv,core_relevant,core,True,False,197,55,False,11.0,0.9907087868330235,hub,Albert Cardona / J. Vogelstein,12,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_037721.pdf
work_ab4936e9fe95de49,Saturated Reconstruction of a Volume of Neocortex,2015,10.1016/j.cell.2015.06.054,Cell,core_relevant,core,True,False,1031,0,False,,,no_graph,J. Lichtman / Hanspeter Pfister,21,postanalysis/pdfs/files/doi_10.1016_j.cell.2015.06.054.pdf
work_047e0665d50b50ba,Crowdsourcing the creation of image segmentation algorithms for connectomics,2015,10.3389/fnana.2015.00142,Frontiers in Neuroanatomy,core_relevant,core,True,False,370,0,False,,,no_graph,J. Lichtman / Hanspeter Pfister,24,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.3389_fnana.2015.00142.pdf
work_b8f2f5617e12eb28,Quantitative neuroanatomy for connectomics in Drosophila,2015,10.7554/elife.12059,bioRxiv,core_relevant,core,True,False,307,116,False,11.0,0.9981417573666048,hub,H. Sebastian Seung / G. Jefferis,11,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.12059.pdf
work_5a150d031329b4d0,Nanoconnectomic upper bound on the variability of synaptic plasticity,2015,10.7554/elife.10778,eLife,core_relevant,core,True,False,280,12,False,8.0,0.9723918237324132,broker,Albert Cardona / J. Vogelstein,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.7554_elife.10778.pdf
work_7bd29d9809ae56eb,Large-volume en-bloc staining for electron microscopy-based connectomics,2015,10.1038/ncomms8923,Nature Communications,core_relevant,core,True,False,274,21,False,11.0,0.9625696840987524,broker,Xiaoyin Chen / Yonggang Wang,3,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_ncomms8923.pdf
work_a83752a657d4ec4e,Space-time wiring specificity supports direction selectivity in the retina,2014,10.1038/nature13240,Nature,core_relevant,core,True,False,494,0,False,,,no_graph,H. Sebastian Seung / G. Jefferis,13,postanalysis/pdfs/files/doi_10.1038_nature13240.pdf
work_5c2378945eccb27f,Connectomic reconstruction of the inner plexiform layer in the mouse retina,2013,10.1038/nature12346,Nature,core_relevant,core,True,False,988,0,False,,,no_graph,M. Helmstaedter / Winfried Denk,6,postanalysis/pdfs/files/doi_10.1038_nature12346.pdf
work_087e18b9051261d3,A visual motion detection circuit suggested by Drosophila connectomics,2013,10.1038/nature12450,Nature,core_relevant,core,True,False,695,161,False,11.0,0.9994690735333156,hub,J. Lichtman / Hanspeter Pfister,24,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_nature12450.pdf
work_233d52315fe236ff,The Rich Club of the C. elegans Neuronal Connectome,2013,10.1523/jneurosci.3784-12.2013,Journal of Neuroscience,core_relevant,core,True,False,330,92,False,11.0,0.9965489779665516,hub,Oliver Hobert / Steven J. Cook,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1523_jneurosci.3784-12.2013.pdf
work_bb4463044f5b072c,TrakEM2 Software for Neural Circuit Reconstruction,2012,10.1371/journal.pone.0038011,PLoS ONE,core_relevant,core,True,False,975,45,False,11.0,0.9989381470666312,only_in,Albert Cardona / J. Vogelstein,9,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1371_journal.pone.0038011.pdf
work_7afda5ab9166c6fb,Network anatomy and in vivo physiology of visual cortical neurons,2011,10.1038/nature09802,Nature,core_relevant,core,True,False,889,58,False,11.0,0.9986726838332892,hub,H. Sebastian Seung / G. Jefferis,10,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_nature09802.pdf
work_3cf844f488b27a48,Wiring specificity in the direction-selectivity circuit of the retina,2011,10.1038/nature09818,Nature,core_relevant,core,True,False,833,0,False,,,no_graph,M. Helmstaedter / Winfried Denk,3,postanalysis/pdfs/files/doi_10.1038_nature09818.pdf
work_cf9199d8b0ccf668,High-accuracy neurite reconstruction for high-throughput neuroanatomy,2011,10.1038/nn.2868,Nature Neuroscience,core_relevant,core,True,False,291,0,False,,,no_graph,M. Helmstaedter / Winfried Denk,3,postanalysis/pdfs/files/doi_10.1038_nn.2868.pdf
work_0641fb974f5264cf,mGRASP enables mapping mammalian synaptic connectivity with light microscopy,2011,10.1038/nmeth.1784,Nature Methods,core_relevant,core,True,False,275,6,False,5.0,0.8648792142288293,broker,Xiaoyin Chen / Yonggang Wang,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_nmeth.1784.pdf
work_86327903c00368f6,Reconstruction of the neuromuscular junction connectome,2010,10.1093/bioinformatics/btq179,Bioinform.,core_relevant,core,True,False,3158,4,False,2.0,0.9015131404300504,broker,J. Lichtman / Hanspeter Pfister,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1093_bioinformatics_btq179.pdf
work_5b4312b985894934,Ultrastructural analysis of hippocampal neuropil from the connectomics perspective,2010,10.1016/j.neuron.2010.08.014,Neuron,core_relevant,core,True,False,303,78,False,11.0,1.0,hub,Albert Cardona / J. Vogelstein,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_j.neuron.2010.08.014.pdf
work_c3af570cd83d4cfb,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,10.1371/journal.pcbi.1001066,PLoS Comput. Biol.,core_relevant,core,True,False,954,80,False,11.0,0.9992036102999734,hub,M. Helmstaedter / Winfried Denk,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1371_journal.pcbi.1001066.pdf
work_06030491fabc9e9d,Synaptic connectivity and neuronal morphology: two sides of the same coin.,2004,10.1016/s0896-6273(04)00498-2,Neuron,core_relevant,core,True,False,224,1,False,1.0,0.6965755242898859,only_in,J. Lichtman / Hanspeter Pfister,1,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1016_s0896-6273_04_00498-2.pdf
work_02c7b46148a6c4a5,Three-Dimensional Structure and Composition of CA3→CA1 Axons in Rat Hippocampal Slices: Implications for Presynaptic Connectivity and Compartmentalization,1998,10.1523/jneurosci.18-20-08300.1998,Journal of Neuroscience,core_relevant,core,True,False,515,4,False,4.0,0.9923015662330767,only_in,Albert Cardona / J. Vogelstein,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1523_jneurosci.18-20-08300.1998.pdf
work_39c260e37ed45039,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,10.1098/rstb.1986.0056,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",core_relevant,core,True,False,5857,0,False,,,no_graph,Oliver Hobert / Steven J. Cook,4,postanalysis/pdfs/files/doi_10.1098_rstb.1986.0056.pdf
work_11a1d7d7074f9adc,Connectome simulations identify a central pattern generator circuit for fly walking,2026,10.1101/2025.09.12.675944,bioRxiv,core_relevant,core,False,True,12,11,True,8.0,0.8030262808601009,broker,Xiaoyin Chen / Yonggang Wang,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.09.12.675944.pdf
work_8627e5369ab9b3fe,Connectomic Analysis of Mitochondria in the Central Brain of Drosophila,2026,10.1101/2024.04.21.590464,bioRxiv,core_relevant,core,False,True,6,17,True,11.0,0.7934696044597823,broker,J. Lichtman / Hanspeter Pfister,18,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2024.04.21.590464.pdf
work_2ac6946a28922c27,"Deep-learning-assisted simulation of a cortical circuit: integrating anatomy, physiology and function",2026,10.64898/2026.03.13.711751,bioRxiv,core_relevant,core,False,True,4,0,True,0.0,0.0183169631006105,isolate,Xiaoyin Chen / Yonggang Wang,9,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.03.13.711751.pdf
work_00d72fd3c4223cd5,Distributed control circuits across a brain-and-cord connectome.,2026,10.1038/s41586-026-10735-w,Nature,core_relevant,core,False,True,3,37,True,0.0,0.5038492168834616,isolate,H. Sebastian Seung / G. Jefferis,100,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-026-10735-w.pdf
work_954de58c49ad957a,A central somatotopic map of the fly leg supports spatially targeted grooming,2026,10.64898/2026.02.27.708590,bioRxiv,core_relevant,core,False,True,3,5,True,5.0,0.658879745155296,only_out,H. Sebastian Seung / G. Jefferis,6,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.64898_2026.02.27.708590.pdf
work_a02235773a32ebeb,Whole-Brain Connectomic Graph Model Enables Whole-Body Locomotion Control in Fruit Fly,2026,10.48550/arxiv.2602.17997,arXiv.org,core_relevant,core,False,True,3,4,True,4.0,0.0655694186355189,only_out,Xiaoyin Chen / Yonggang Wang,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.48550_arxiv.2602.17997.pdf
work_e83e978ac3897c2f,NTAC: Neuronal type assignment from connectivity,2026,10.1038/s41467-025-68044-1,Nature Communications,core_relevant,core,False,True,3,7,True,7.0,0.7212636049907087,broker,H. Sebastian Seung / G. Jefferis,4,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41467-025-68044-1.pdf
work_d83cba345d7415bb,Functional connectomics reveals general wiring rule in mouse visual cortex,2025,10.1038/s41586-025-08840-3,Nature,core_relevant,core,False,True,81,16,True,9.0,0.8590390230953013,broker,H. Sebastian Seung / G. Jefferis,56,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-025-08840-3.pdf
work_9d8ce18df11df9cc,Light-microscopy-based connectomic reconstruction of mammalian brain tissue,2025,10.1038/s41586-025-08985-1,Nature,core_relevant,core,False,True,62,31,True,11.0,0.96230422086541,broker,Javier DeFelipe / Michael W. Reimann,13,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-025-08985-1.pdf
work_0fec0014dc0379d0,Inhibitory specificity from a connectomic census of mouse visual cortex,2025,10.1038/s41586-024-07780-8,Nature,core_relevant,core,False,True,61,39,True,11.0,0.9378816033979294,broker,H. Sebastian Seung / G. Jefferis,41,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-024-07780-8.pdf
work_69a812a079debc62,CAVE: Connectome Annotation Versioning Engine,2025,10.1038/s41592-024-02426-z,Nature Methods,core_relevant,core,False,True,55,36,True,11.0,0.8606318024953544,broker,H. Sebastian Seung / G. Jefferis,42,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41592-024-02426-z.pdf
work_cbfb9642f5950bcf,Sexual dimorphism in the complete connectome of the Drosophila male central nervous system,2025,10.1101/2025.10.09.680999,bioRxiv,core_relevant,core,False,True,43,8,True,7.0,0.8582426333952747,only_in,J. Lichtman / Hanspeter Pfister,111,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.10.09.680999.pdf
work_be300a95019327be,Transforming descending input into motor output: An analysis of the Drosophila Male Adult Nerve Cord connectome,2025,10.1101/2023.06.07.543976,bioRxiv,core_relevant,core,False,True,33,4,True,4.0,0.8640828245288028,only_in,H. Sebastian Seung / G. Jefferis,15,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2023.06.07.543976.pdf
work_bf26c692403dc5e3,Synaptic architecture of a memory engram in the mouse hippocampus,2025,10.1126/science.ado8316,Science,core_relevant,core,False,True,25,15,True,7.0,0.8890363684629679,broker,Xiaoyin Chen / Yonggang Wang,28,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1126_science.ado8316.pdf
work_0ac82de3efe180e8,Connectomics of predicted Sst transcriptomic types in mouse visual cortex,2025,10.1038/s41586-025-08805-6,Nature,core_relevant,core,False,True,23,7,True,6.0,0.7831165383594372,broker,H. Sebastian Seung / G. Jefferis,51,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-025-08805-6.pdf
work_caba1149824d992a,Comparative connectomics of two distantly related nematode species reveals patterns of nervous system evolution,2025,10.1126/science.adx2143,bioRxiv,core_relevant,core,False,True,22,8,True,7.0,0.777010883992567,broker,Oliver Hobert / Steven J. Cook,11,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1126_science.adx2143.pdf
work_d39313692b727a1c,Whole-body connectome of a segmented annelid larva,2025,10.1101/2024.03.17.585258,bioRxiv,core_relevant,core,False,True,20,28,True,11.0,0.8107247146270241,broker,Albert Cardona / J. Vogelstein,7,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2024.03.17.585258.pdf
work_aab3a84b00c63866,New Synapse Detection in the Whole-Brain Connectome of Drosophila,2025,10.1101/2025.07.11.664377,bioRxiv,core_relevant,core,False,True,19,10,True,7.0,0.8946110963631537,broker,H. Sebastian Seung / G. Jefferis,13,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.07.11.664377.pdf
work_b6f9d48dfa37f399,Connectome-driven neural inventory of a complete visual system,2025,10.1038/s41586-025-08746-0,Nature,core_relevant,core,False,True,18,32,True,11.0,0.9238120520307938,broker,J. Lichtman / Hanspeter Pfister,71,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-025-08746-0.pdf
work_3f33a09c75f65755,Perisomatic ultrastructure efficiently classifies cells in mouse cortex,2025,10.1038/s41586-024-07765-7,Nature,core_relevant,core,False,True,17,14,True,10.0,0.8717812582957261,broker,H. Sebastian Seung / G. Jefferis,38,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-024-07765-7.pdf
work_544c5eb927deccab,A connectomic resource for neural cataloguing and circuit dissection of the larval zebrafish brain,2025,10.1101/2025.06.10.658982,bioRxiv,core_relevant,core,False,True,17,5,True,4.0,0.8391292805946376,only_in,J. Lichtman / Hanspeter Pfister,70,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.06.10.658982.pdf
work_52b53476f8279557,Divergent neural circuits for proprioceptive and exteroceptive sensing of the Drosophila leg,2025,10.1038/s41467-025-59302-3,Nature Communications,core_relevant,core,False,True,14,9,True,8.0,0.7578975311919299,broker,H. Sebastian Seung / G. Jefferis,5,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41467-025-59302-3.pdf
work_e8901c84d913a8ca,Infrequent strong connections constrain connectomic predictions of neuronal function,2025,10.1101/2025.03.06.641774,bioRxiv,core_relevant,core,False,True,13,21,True,11.0,0.7095832227236528,broker,Xiaoyin Chen / Yonggang Wang,2,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2025.03.06.641774.pdf
work_e658e86f777c36d3,Connectome-constrained networks predict neural activity across the fly visual system,2024,10.1038/s41586-024-07939-3,Nature,core_relevant,core,False,True,113,20,True,10.0,0.925670294664189,broker,M. Helmstaedter / Winfried Denk,10,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-024-07939-3.pdf
work_36602f0170e09b02,A Drosophila computational brain model reveals sensorimotor processing,2024,10.1038/s41586-024-07763-9,Nature,core_relevant,core,False,True,76,16,True,9.0,0.8999203610299974,broker,H. Sebastian Seung / G. Jefferis,27,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-024-07763-9.pdf
work_f957eea0477c4e04,Connectomic reconstruction of a female Drosophila ventral nerve cord,2024,10.1038/s41586-024-07389-x,Nature,core_relevant,core,False,True,76,46,True,11.0,0.95619856649854,broker,H. Sebastian Seung / G. Jefferis,35,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41586-024-07389-x.pdf
work_1f2d549356fe466e,Systematic annotation of a complete adult male Drosophila nerve cord connectome reveals principles of functional organisation,2024,10.1101/2023.06.05.543407,bioRxiv,core_relevant,core,False,True,68,16,True,10.0,0.934430581364481,only_in,H. Sebastian Seung / G. Jefferis,22,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1101_2023.06.05.543407.pdf
work_8836d9b46d1f1126,Synaptic connectome of the Drosophila circadian clock,2024,10.1038/s41467-024-54694-0,bioRxiv,core_relevant,core,False,True,64,11,True,7.0,0.7547119723918237,broker,H. Sebastian Seung / G. Jefferis,11,/Users/wgray13/projects/connectomics-survey/postanalysis/pdfs/files/doi_10.1038_s41467-024-54694-0.pdf
