work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,abstract,citation_count_work,year,venue,pilot_stratum,v3_decision,v3_confidence,v3_scale_relationship,v3_core_gate,v3_reason,changed
work_1f5bc11fd70f625f,9607425d85085511d5e7d081c81db113dc3dfed7,core_audit,1,9607425d85085511d5e7d081c81db113dc3dfed7,A petavoxel fragment of human cerebral cortex reconstructed at nanoscale resolution,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bf179ac499d9a7e0f34dda1c8794bd88c513012d3f30963f43d8de5de18050ff,batch_005,core_relevant,"['reconstruction_segmentation', 'acquisition_preparation']",0.98,reconstruction of the ultrastructure of a cubic millimeter of human temporal cortex ... about 150 million synapses,Petavoxel human cortex EM connectome reconstruction.,[],False,,"To fully understand how the human brain works, knowledge of its structure at high resolution is needed. Presented here is a computationally intensive reconstruction of the ultrastructure of a cubic millimeter of human temporal cortex that was surgically removed to gain access to an underlying epileptic focus. It contains about 57,000 cells, about 230 millimeters of blood vessels, and about 150 million synapses and comprises 1.4 petabytes. Our analysis showed that glia outnumber neurons 2:1, oligodendrocytes were the most common cell, deep layer excitatory neurons could be classified on the basis of dendritic orientation, and among thousands of weak connections to each neuron, there exist rare powerful axonal inputs of up to 50 synapses. Further studies using this resource may bring valuable insights into the mysteries of the human brain. Editor’s summary A complete understanding of the human brain begins with elucidation of its structural properties at a subcellular level. To provide a valuable resource for the scientific community and to better understand the structure of the human temporal cortex, Shapson-Coe et al. performed an electron microscopy reconstruction of a cubic millimeter of human temporal cortex. The authors produced 1.4 petabytes of electron microscopy data; classified and quantified cell types, vessels and synapses; and developed a freely available tool for analyzing these data. Their findings allowed the authors to identify previously unknown aspects of the human temporal cortex. —Mattia Maroso INTRODUCTION Although the functions performed by most of the vital organs in humans are not very different compared with other animals, those performed by the human brain clearly separate us from the rest of life on the planet. However, detailed knowledge concerning the synaptic circuitry underlying human brain function is lacking. Connectomic imaging approaches are now available to render neural circuits of sufficiently large volume and high enough resolution to study the connectivity at the level of individual neurons and their synaptic connections but over a scale comprising thousands of neurons. Generating such a dataset was the goal of this project. RATIONALE One critical barrier to obtaining human neural circuits has been the access to high-quality human brain tissue. Organ biopsies provide valuable information in many human organ systems, but biopsies are rarely done in the brain except to examine or excise neoplastic masses, so most of them are problematic for the investigation of normal human brain structure. One attempt has been to use brain organoids made from human cells, but at present, they do not approximate brain tissue architectonics (e.g., cortical layers are not present). A direct approach would be to map cells and circuits from human specimens made available from neurosurgical interventions for neurological conditions in which pieces of the cortex are discarded because they obstruct access to a pathological site. We posited that the human brain tissue that is a by-product of neurosurgical procedures could be leveraged to study normal—and ultimately disordered—human neural circuits. RESULTS Here, we describe such a sample of human temporal cortex, 1 mm3 in volume, which extends through all cortical layers. The sample was obtained during surgery to gain access to an underlying hippocampal lesion from a patient with epilepsy. We imaged this sample by high-throughput serial section electron microscopy, generating a petascale dataset that was analyzed with new tools and computationally intensive methods. We reconstructed thousands of neurons, more than a hundred million synaptic connections, and all of the other tissue elements that comprise human brain matter, including glial cells, the blood vasculature, and myelin. Because the dataset is large and incompletely scrutinized, we are sharing all of the data in an online resource (https://h01-release.storage.googleapis.com/landing.html) and also providing tools for analysis and proofreading. We found a previously unrecognized class of directionally oriented neurons in deep layers (see figure, panel J) and very powerful and rare multisynaptic connections between neurons throughout the sample (see figure, panel K). CONCLUSION This work provides evidence of the feasibility of human connectomic approaches to visualize and ultimately gain insight into the physical underpinnings of normal and disordered human brain function. It is hoped that this endeavor will be aided by providing free access to all of the data and relevant tools. The shared H01 dataset. A range of histological features in 1 mm3 of human brain were rendered, including neuropil (A) and its segmentation (B) at nanometer resolution, annotated synapses (C), excitatory neurons (D), inhibitory neurons (E), astrocytes (F), oligodendrocytes (G), myelin (H), and blood vessels (I). A previously unrecognized neuronal class (J) and multisynaptic connections (K) were also identified.",295,2024.0,Science,golden,core_relevant,0.97,nanoscale_only,em_or_synaptic_reconstruction,Petavoxel human cortex EM nanoscale reconstruction,False
work_6f86d20c9bf6e84d,cbda3f294aba542a22d19b9a9926d5318a27ea66,role_bridge,1,cbda3f294aba542a22d19b9a9926d5318a27ea66,Whole-brain annotation and multi-connectome cell typing of Drosophila,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ac2cf9f9ef706937d535559df7b0268b6c606c8720686ee267a7d2361da08ab1,batch_017,core_relevant,"['infrastructure', 'biological_application', 'network_science']",0.97,"complement the approximately 140,000 neuron FlyWire whole-brain connectome1 with a systematic and hierarchical annotation of neuronal classes, cell types and developmental units",FlyWire whole-brain connectome cell type atlas and comparative framework.,[],False,,"The fruit fly Drosophila melanogaster has emerged as a key model organism in neuroscience, in large part due to the concentration of collaboratively generated molecular, genetic and digital resources available for it. Here we complement the approximately 140,000 neuron FlyWire whole-brain connectome1 with a systematic and hierarchical annotation of neuronal classes, cell types and developmental units (hemilineages). Of 8,453 annotated cell types, 3,643 were previously proposed in the partial hemibrain connectome2, and 4,581 are new types, mostly from brain regions outside the hemibrain subvolume. Although nearly all hemibrain neurons could be matched morphologically in FlyWire, about one-third of cell types proposed for the hemibrain could not be reliably reidentified. We therefore propose a new definition of cell type as groups of cells that are each quantitatively more similar to cells in a different brain than to any other cell in the same brain, and we validate this definition through joint analysis of FlyWire and hemibrain connectomes. Further analysis defined simple heuristics for the reliability of connections between brains, revealed broad stereotypy and occasional variability in neuron count and connectivity, and provided evidence for functional homeostasis in the mushroom body through adjustments of the absolute amount of excitatory input while maintaining the excitation/inhibition ratio. Our work defines a consensus cell type atlas for the fly brain and provides both an intellectual framework and open-source toolchain for brain-scale comparative connectomics. A consensus cell type atlas for the fly brain provides both an intellectual framework and open-source toolchains for brain-scale comparative connectomics.",291,2024.0,Nature,golden,core_relevant,0.95,nanoscale_only,analysis_on_wiring_graph,Whole-brain fly annotation and multi-connectome cell typing on wiring data,False
work_2b4f63e6ecb953d1,b43ad123af7ec46e48645004a19511cae93b9920,role_bridge,1,b43ad123af7ec46e48645004a19511cae93b9920,The neural circuit for touch sensitivity in Caenorhabditis elegans,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dd88793dd9858e25b9cf450afbeb1e8c3623d245219f28e7b37953a1698fc0c5,batch_006,core_relevant,"['biological_application', 'synapse_inference']",0.9,synaptic relationships among these cells have been deduced from reconstructions from serial section electron micrographs,Classic C. elegans touch circuit EM connectome reconstruction.,[],False,,"The neural pathways for touch-induced movement in Caenorhabditis elegans contain six touch receptors, five pairs of interneurons, and 69 motor neurons. The synaptic relationships among these cells have been deduced from reconstructions from serial section electron micrographs, and the roles of the cells were assessed by examining the behavior of animals after selective killing of precursors of the cells by laser microsurgery. This analysis revealed that there are two pathways for touch-mediated movement for anterior touch (through the AVD and AVB interneurons) and a single pathway for posterior touch (via the PVC interneurons). The anterior touch circuitry changes in two ways as the animal matures. First, there is the formation of a neural network of touch cells as the three anterior touch cells become coupled by gap junctions. Second, there is the addition of the AVB pathway to the pre- existing AVD pathway. The touch cells also synapse onto many cells that are probably not involved in the generation of movement. Such synapses suggest that stimulation of these receptors may modify a number of behaviors.",1109,1985.0,Journal of Neuroscience,golden,core_relevant,0.94,nanoscale_only,analysis_on_wiring_graph,Classic C. elegans touch circuit wiring analysis,False
work_c3af570cd83d4cfb,8c518044fad72f43e93f7a27632f31a8b41b61b7,core_audit,1,8c518044fad72f43e93f7a27632f31a8b41b61b7,Structural Properties of the Caenorhabditis elegans Neuronal Network,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,6aee5c93380bf5fae9c8ba5fd70cedd2df90985f62a31efde5b4049f40005261,batch_030,core_relevant,"['network_science', 'biological_application']",0.94,"assemble whole, self-consistent gap junction and chemical synapse networks of hermaphrodite C. elegans",C. elegans synaptic wiring diagram network analysis.,[],False,,"Despite recent interest in reconstructing neuronal networks, complete wiring diagrams on the level of individual synapses remain scarce and the insights into function they can provide remain unclear. Even for Caenorhabditis elegans, whose neuronal network is relatively small and stereotypical from animal to animal, published wiring diagrams are neither accurate nor complete and self-consistent. Using materials from White et al. and new electron micrographs we assemble whole, self-consistent gap junction and chemical synapse networks of hermaphrodite C. elegans. We propose a method to visualize the wiring diagram, which reflects network signal flow. We calculate statistical and topological properties of the network, such as degree distributions, synaptic multiplicities, and small-world properties, that help in understanding network signal propagation. We identify neurons that may play central roles in information processing, and network motifs that could serve as functional modules of the network. We explore propagation of neuronal activity in response to sensory or artificial stimulation using linear systems theory and find several activity patterns that could serve as substrates of previously described behaviors. Finally, we analyze the interaction between the gap junction and the chemical synapse networks. Since several statistical properties of the C. elegans network, such as multiplicity and motif distributions are similar to those found in mammalian neocortex, they likely point to general principles of neuronal networks. The wiring diagram reported here can help in understanding the mechanistic basis of behavior by generating predictions about future experiments involving genetic perturbations, laser ablations, or monitoring propagation of neuronal activity in response to stimulation.",954,2009.0,PLoS Comput. Biol.,golden,core_relevant,0.93,nanoscale_only,analysis_on_wiring_graph,Graph analysis of C. elegans neuronal network from connectome,False
work_233d52315fe236ff,c166ffef4807d5ecc4f04be1dbfd2bb80f6815d8,core_audit,1,c166ffef4807d5ecc4f04be1dbfd2bb80f6815d8,The Rich Club of the C. elegans Neuronal Connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,78a0fde6f7fee961f032537c0e83d18e4098a3511574f8bf17c705701c410a60,batch_005,core_relevant,"['network_science', 'biological_application']",0.94,"neuronal connectome of the nematode worm Caenorhabditis elegans, which is defined anatomically at a cellular scale as 2287 synaptic connections between 279 neurons",Rich club analysis of anatomically defined C. elegans connectome.,[],False,,"There is increasing interest in topological analysis of brain networks as complex systems, with researchers often using neuroimaging to represent the large-scale organization of nervous systems without precise cellular resolution. Here we used graph theory to investigate the neuronal connectome of the nematode worm Caenorhabditis elegans, which is defined anatomically at a cellular scale as 2287 synaptic connections between 279 neurons. We identified a small number of highly connected neurons as a rich club (N = 11) interconnected with high efficiency and high connection distance. Rich club neurons comprise almost exclusively the interneurons of the locomotor circuits, with known functional importance for coordinated movement. The rich club neurons are connector hubs, with high betweenness centrality, and many intermodular connections to nodes in different modules. On identifying the shortest topological paths (motifs) between pairs of peripheral neurons, the motifs that are found most frequently traverse the rich club. The rich club neurons are born early in development, before visible movement of the animal and before the main phase of developmental elongation of its body. We conclude that the high wiring cost of the globally integrative rich club of neurons in the C. elegans connectome is justified by the adaptive value of coordinated movement of the animal. The economical trade-off between physical cost and behavioral value of rich club organization in a cellular connectome confirms theoretical expectations and recapitulates comparable results from human neuroimaging on much larger scale networks, suggesting that this may be a general and scale-invariant principle of brain network organization.",330,2013.0,Journal of Neuroscience,golden,core_relevant,0.92,nanoscale_only,analysis_on_wiring_graph,Rich-club analysis on C. elegans connectome graph,False
work_f4089e71d372f0e5,226c81c22846ba91ba60c3d83e5f7c191bf2e4d4,core_audit,1,226c81c22846ba91ba60c3d83e5f7c191bf2e4d4,Connectomic comparison of mouse and human cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,05ac40870226bab8595ff0420d0e9e365a212436b4dcb3e5a9244acac8d5339e,batch_037,core_relevant,"['reconstruction_segmentation', 'biological_application']",0.97,connectomic reconstructions and compared these with five connectomes from mouse cortex,Mouse-human-macaque EM connectome comparison.,[],False,,"The human cerebral cortex houses 1000 times more neurons than that of the cerebral cortex of a mouse, but the possible differences in synaptic circuits between these species are still poorly understood. We used three-dimensional electron microscopy of mouse, macaque, and human cortical samples to study their cell type composition and synaptic circuit architecture. The 2.5-fold increase in interneurons in humans compared with mice was compensated by a change in axonal connection probabilities and therefore did not yield a commensurate increase in inhibitory-versus-excitatory synaptic input balance on human pyramidal cells. Rather, increased inhibition created an expanded interneuron-to-interneuron network, driven by an expansion of interneuron-targeting interneuron types and an increase in their synaptic selectivity for interneuron innervation. These constitute key neuronal network alterations in the human cortex. Description The difference between human and mouse Over the past few decades, the mouse has become a model organism for brain research. Because of the close evolutionary similarity of ion channels, synaptic receptors, and other key molecular constituents of the brain to that of humans, corresponding similarity has been assumed for cortical neuronal circuits. However, comparative synaptic-resolution connectomic studies are required to determine the degree to which circuit structure has evolved between species. Using three-dimensional electron microscopy, Loomba et al. compared mouse and human/macaque cortex synaptic connectivity. Although human cells are much larger compared with mouse neurons and are more numerous, on average, they do not receive more synapses. And, even though there are three times more interneurons in the human cortex than in the mouse, the excitation-to-inhibition ratio is similar between the species. —PRS Three-dimensional electron microscopy of mouse, macaque, and human brain samples elucidates cell type composition and synaptic circuit architecture. INTRODUCTION The analysis of the human brain is a central goal of neuroscience, but for methodological reasons, research has focused on model organisms, the mouse in particular. Because substantial homology was found at the level of ion channels, transcriptional programs, and basic neuronal types, a strong similarity of neuronal circuits across species has also been assumed. However, a rigorous test of the configuration of local neuronal circuitry in mouse versus human—in particular, in the gray matter of the cerebral cortex—is missing. The about 1000-fold increase in number of neurons is the most obvious evolutionary change of neuronal network properties from mouse to human. Whether the structure of the local cortical circuitry has changed as well is, however, unclear. Recent data from transcriptomic analyses has indicated an increase in the proportion of inhibitory interneurons from mouse to human. But what the effect of such a change is on the circuit configurations found in the human cerebral cortex is not known. This is, however, of particular interest also to the study of neuropsychiatric disorders because in these, the alteration of inhibitory-to-excitatory synaptic balance has been identified as one possible mechanistic underpinning. RATIONALE We used recent methodological improvements in connectomics to acquire data from one macaque and two human individuals, using biopsies of the temporal, parietal, and frontal cortex. Human tissue was obtained from neurosurgical interventions related to tumor removal, in which access path tissue was harvested that was not primarily affected by the underlying disease. A key concern in the analysis of human patient tissue has been the relation to epilepsy surgery, when the underlying disease has required often year-long treatment with pharmaceuticals, plausibly altering synaptic connectivity. Therefore, the analysis of nonepileptic surgery tissue seemed of particular importance. We also included data from one macaque individual, who was not known to have any brain-related pathology. RESULTS We acquired three-dimensional electron microscopy data from temporal and frontal cortex of human and temporal and parietal cortex of macaque. From these, we obtained connectomic reconstructions and compared these with five connectomes from mouse cortex. On the basis of these data, we were able to determine the effect of the about 2.5-fold expansion of the interneuron pool in macaque and human cortex compared with that of mouse. Contrary to expectation, the inhibitory-to-excitatory synaptic balance on pyramidal neurons in macaque and human cortex was not substantially altered. Rather, the interneuron pool was selectively expanded for bipolar-type interneurons, which prefer the innervation of other interneurons, and which further increased their preference for interneuron innervation from mouse to human. These changes were each multifold, yielding in effect an about 10-fold expanded interneuron-to-interneuron network in the human cortex that is only sparsely present in mouse. The total amount of synaptic input to pyramidal neurons, however, did not change according to the threefold thickening of the cortex; rather, a modest increase from about 12,000 synaptic inputs in mouse to about 15,000 in human was found. CONCLUSION The principal cells of the cerebral cortex, pyramidal neurons, maintain almost constant inhibitory-to-excitatory input balance and total synaptic input across 100 million years of evolutionary divergence, which is particularly noteworthy with the concomitant 1000-fold expansion of the neuronal network size and the 2.5-fold increase of inhibitory interneurons from mouse to human. Rather, the key network change from mouse to human is an expansion of almost an order of magnitude of an interneuron-to-interneuron network that is virtually absent in mouse but constitutes a substantial part of the human cortical network. Whether this new network is primarily created through the expansion of existing neuronal types, or is related to the creation of new interneuron subtypes, requires further study. The discovery of this network component in human cortex encourages detailed analysis of its function in health and disease. Connectomic screening across mammalian species: Comparison of five mouse, two macaque, and two human connectomic datasets from the cerebral cortex. (A) Automated reconstructions of all neurons with their cell bodies in the volume shown, using random colors. The analyzed connectomes comprised a total of ~1.6 million synapses. Arrows indicate evolutionary divergence: the last common ancestor between human and mouse, approximately 100 million years ago, and the last common ancestor between human and macaque, about 20 million years ago. (B) Illustration of the about 10-fold expansion of the interneuron-to-interneuron network from mouse to human.",205,2022.0,Science,golden,core_relevant,0.9,nanoscale_only,analysis_on_wiring_graph,EM connectomic comparison mouse vs human cortex,False
work_d552830c86eb491f,37680090f534ae1dfdc4e7312cf6de8d7b22177a,core_audit,1,37680090f534ae1dfdc4e7312cf6de8d7b22177a,Large Scale Image Segmentation with Structured Loss Based Deep Learning for Connectome Reconstruction,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,560e7574e0108d0c739005525f53ff8796e81cbced2dd2fdd5c96e89face70eb,batch_033,core_relevant,['reconstruction_segmentation'],0.95,state-of-the-art accuracy in connectomics -- the nanoscale mapping of neural tissue from electron microscopy volumes,Structured-loss deep learning segmentation for connectomics.,[],False,,"We present a method combining affinity prediction with region agglomeration, which improves significantly upon the state of the art of neuron segmentation from electron microscopy (EM) in accuracy and scalability. Our method consists of a 3D U-Net, trained to predict affinities between voxels, followed by iterative region agglomeration. We train using a structured loss based on Malis, encouraging topologically correct segmentations obtained from affinity thresholding. Our extension consists of two parts: First, we present a quasi-linear method to compute the loss gradient, improving over the original quadratic algorithm. Second, we compute the gradient in two separate passes to avoid spurious gradient contributions in early training stages. Our predictions are accurate enough that simple learning-free percentile-based agglomeration outperforms more involved methods used earlier on inferior predictions. We present results on three diverse EM datasets, achieving relative improvements over previous results of 27, 15, and 250 percent. Our findings suggest that a single method can be applied to both nearly isotropic block-face EM data and anisotropic serial sectioned EM data. The runtime of our method scales linearly with the size of the volume and achieves a throughput of $\sim$∼ 2.6 seconds per megavoxel, qualifying our method for the processing of very large datasets.",226,2019.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,golden,core_relevant,0.94,nanoscale_only,connectomics_pipeline_tool,Structured-loss deep learning segmentation for connectomics EM,False
work_285cb125e7317a02,e35bd0cf27899e35360d457c1eaf6f4620dd0434,unresolved,1,e35bd0cf27899e35360d457c1eaf6f4620dd0434,A dopamine gradient controls access to distributed working memory in the large-scale monkey cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,af0c969733d9d013fe50d0333bd3b10f9fd3d38f55606c5d517d527ebd3c30b4,batch_006,out_of_scope,[],0.87,connectome-based large-scale cortex model endowed with a macroscopic gradient,Macroscale cortical network model with dopamine; not nanoscale connectomics.,"['generic_network_neuroscience', 'ambiguous_connectome_usage']",False,,"SUMMARY Dopamine is required for working memory, but how it modulates the large-scale cortex is unknown. Here, we report that dopamine receptor density per neuron, measured by autoradiography, displays a macroscopic gradient along the macaque cortical hierarchy. This gradient is incorporated in a connectome-based large-scale cortex model endowed with multiple neuron types. The model captures an inverted U-shaped dependence of working memory on dopamine and spatial patterns of persistent activity observed in over 90 experimental studies. Moreover, we show that dopamine is crucial for filtering out irrelevant stimuli by enhancing inhibition from dendrite-targeting interneurons. Our model revealed that an activity-silent memory trace can be realized by facilitation of inter-areal connections and that adjusting cortical dopamine induces a switch from this internal memory state to distributed persistent activity. Our work represents a cross-level understanding from molecules and cell types to recurrent circuit dynamics underlying a core cognitive function distributed across the primate cortex.",85,2021.0,Neuron,golden,out_of_scope,0.91,macro_only,not_applicable,Primate prefrontal electrophysiology/working memory; not wiring connectomics,False
work_0308d268ca38e94f,9e3f2be4af4e1b9debd458b655bfc40aa2da4ddb,core_audit,1,9e3f2be4af4e1b9debd458b655bfc40aa2da4ddb,Intrinsic elaboration of prefrontal modularity: a dual-control model of axon bundling and synaptic docking,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,eada29d3f8119b7bafd26c5b72228c50277a9ca140c52f18e2b4f1db8d42defb,batch_000,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.65,spatial transcriptomics and connectomics; Dual-Control Model of circuit assembly; long-range connectivity,PFC developmental circuit assembly with connectomics context—adjacent developmental circuit biology.,[],True,low_confidence,"The evolutionary expansion of the primate prefrontal cortex (PFC) presents a profound biological enigma: how does this region achieve a highly ordered, modular architecture in the absence of direct dense sensory templates that govern primary sensory areas? In this review, we synthesize classical neuroanatomical frameworks with recent advances in spatial transcriptomics and connectomics to delineate a model of intrinsic elaboration. We propose that PFC modularity emerges from a developmental program facilitated by expansion of the outer subventricular zone (OSVZ) and the legacy of whole-genome duplication (2R-WGD). Central to this proposal is a “Dual-Control Model” of circuit assembly, inferred by integrating anatomical tracer data with spatial and spatiotemporal transcriptomic datasets. This framework suggests that long-range connectivity is established through pre-target axon bundling (fasciculation), governed by a high-dimensional navigation code (e.g., ephrin/Eph, PCDH11X, PCDH17, ROBO2), while these bundles are anchored onto vertical columnar scaffolds through synaptic docking mechanisms (e.g., CBLN2, cadherins). By contrasting the PFC with the map-driven visual system, point-driven olfactory system, and layer-driven hippocampus, we argue that PFC uniqueness lies not in novel genes but in a combinatorial logic of a shared molecular toolkit, which can be understood as intrinsic elaboration. This framework may facilitate the emergence of a cognitive scaffold under relatively weak external sensory constraints. These molecular systems are considered to operate in concert with activity-dependent developmental refinement rather than independently of neural activity.",0,2026.0,Frontiers in Neuroanatomy,golden,uncertain,0.62,unclear,not_applicable,PFC modularity model; connectomics mentioned but no clear nanoscale wiring evidence in abstract,True
work_001454df91336514,a9711483c91489ffd7cebb5cd9370694ed92544a,core_audit,1,a9711483c91489ffd7cebb5cd9370694ed92544a,Role of neural activity during synaptogenesis in Drosophila,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8f3fd3b1844fd78e92fb74c03a7d38a20610c56b413a1d6a9e9c1a52aaced7d6,batch_000,uncertain,['biological_application'],0.55,regulation of synaptic connectivity in Drosophila; foreign neuromuscular synapses,Activity-dependent NMJ synaptogenesis; synaptic biology but not clearly connectome mapping—defer rather than exclude.,[],True,core_noise_audit,"This article reveals a novel aspect in the regulation of synaptic connectivity in Drosophila. Reducing neural activity genetically or pharmacologically disrupts the normally precise embryonic and larval neuromuscular connections. In third instar larvae with mutations that affect sodium channel function or expression such as no action potential, temperature-induced paralysis E, or seizure1, foreign neuromuscular synapses, arising from inappropriate nerve sources, are observed on muscle fibers throughout the abdominal body wall. Their frequencies increase as neural activity is further reduced in double mutant combinations. These foreign connections are first observed during late embryogenesis as filopodial-like contacts, but critical period analysis suggests that neural activity must be reduced during both late embryogenesis and the first larval instar to promote the differentiation of these embryonic contacts into foreign motor synapses. In addition, the loss of electrical activity in the motoneuron, as opposed to the loss of postsynaptic potentials in the muscle fibers, appears to be responsible for these changes in connectivity. Our experiments suggest that neural activity may function during development by preventing inappropriate connections and thereby maintaining the precise connectivity achieved during nerve outgrowth and target selection.",91,1995.0,Journal of Neuroscience,golden,out_of_scope,0.86,nanoscale_only,not_applicable,Developmental NMJ synaptogenesis genetics; not connectome reconstruction,True
work_6a673ad711320968,13ce42428e5b4fa276804cc459256533729ea3ef,core_audit,1,13ce42428e5b4fa276804cc459256533729ea3ef,Scalable graph analysis tools for the connectomics community,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c28cd0705ea9a96661e65d7522686d914c81f2df371c7398b19f29b555c4eb83,batch_016,core_relevant,"['infrastructure', 'network_science']",0.92,software framework for comparative connectomics and graph discovery... synaptic resolution connectomes,Scalable connectomics graph analysis infrastructure suite.,[],False,,"Neuroscientists now have the opportunity to analyze synaptic resolution connectomes that are larger than the memory on single consumer workstations. As dataset size and tissue diversity have grown, there is increasing interest in conducting comparative connectomics research, including rapidly querying and searching for recurring patterns of connectivity across brain regions and species. There is also a demand for algorithm reuse — applying methods developed for one dataset to another volume. A key technological hurdle is enabling researchers to efficiently and effectively query these diverse datasets, especially as the raw image volumes grow beyond terabyte sizes. Existing community tools can perform such queries and analysis on smaller scale datasets, which can fit locally in memory, but the path to scaling remains unclear. Existing solutions such as neuPrint or FlyBrainLab enable these queries for specific datasets, but there remains a need to generalize algorithms and standards across datasets. To overcome this challenge, we present a software framework for comparative connectomics and graph discovery to make connectomes easy to analyze, even when larger-than-RAM, and even when stored in disparate datastores. This software suite includes visualization tools, a web portal, a connectivity and annotation query engine, and the ability to interface with a variety of data sources and community tools from the neuroscience community. These tools include MossDB (an immutable datastore for metadata and rich annotations); Grand (for prototyping larger-than-RAM graphs); GrandIso-Cloud (for querying existing graphs that exceed the capabilities of a single work-station); and Motif Studio (for enabling the public to query across connectomes). These tools interface with existing frameworks such as neuPrint, graph databases such as Neo4j, and standard data analysis tools such as Pandas or NetworkX. Together, these tools enable tool and algorithm reuse, standardization, and neuroscience discovery.",5,2022.0,bioRxiv,golden,core_relevant,0.93,nanoscale_only,connectomics_pipeline_tool,Graph analysis tools built for connectomics community,False
work_5c2b6a3221e4435d,341b290c41f0c5290ce9ed52848df385867a9158,core_audit,1,341b290c41f0c5290ce9ed52848df385867a9158,DotMotif: an open-source tool for connectome subgraph isomorphism search and graph queries,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8b73033a4e04bf9c558afad379ccad24d86ba387fed6dac8f813f296e93398f3,batch_014,core_relevant,"['infrastructure', 'network_science']",0.9,connectome subgraph isomorphism search and graph queries... nanoscale brain network analysis,DotMotif tool for connectome subgraph search.,[],False,,"Recent advances in neuroscience have enabled the exploration of brain structure at the level of individual synaptic connections. These connectomics datasets continue to grow in size and complexity; methods to search for and identify interesting graph patterns offer a promising approach to quickly reduce data dimensionality and enable discovery. These graphs are often too large to be analyzed manually, presenting significant barriers to searching for structure and testing hypotheses. We combine graph database and analysis libraries with an easy-to-use neuroscience grammar suitable for rapidly constructing queries and searching for subgraphs and patterns of interest. Our approach abstracts many of the computer science and graph theory challenges associated with nanoscale brain network analysis and allows scientists to quickly conduct research at scale. We demonstrate the utility of these tools by searching for motifs on simulated data and real public connectomics datasets, and we share simple and complex structures relevant to the neuroscience community. We contextualize our findings and provide case studies and software to motivate future neuroscience exploration.",41,2020.0,Scientific Reports,golden,core_relevant,0.94,nanoscale_only,analysis_on_wiring_graph,Connectome subgraph query/isomorphism tool,False
work_0954491569c0a9da,8d51d2e27be1df78179f8b2a19fc002f46228408,core_audit,1,8d51d2e27be1df78179f8b2a19fc002f46228408,"CONFIRMS: A Toolkit for Scalable, Black Box Connectome Assessment and Investigation",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4a48e73b9cf8343c719c794e11852b4a0484c8080ddaf284345c69ccbc33510e,batch_001,core_relevant,"['proofreading_qc', 'infrastructure']",0.93,"Scalable, Black Box Connectome Assessment; dense 3D neuroimagery; nanoscale connectomics; image segmentation",Toolkit for assessing automated nanoscale EM connectome reconstructions.,[],False,,"The nanoscale connectomics community has recently generated automated and semi-automated ""wiring diagrams"" of brain subregions from terabytes and petabytes of dense 3D neuroimagery. This process involves many challenging and imperfect technical steps, including dense 3D image segmentation, anisotropic nonrigid image alignment and coregistration, and pixel classification of each neuron and their individual synaptic connections. As data volumes continue to grow in size, and connectome generation becomes increasingly commonplace, it is important that the scientific community is able to rapidly assess the quality and accuracy of a connectome product to promote dataset analysis and reuse. In this work, we share our scalable toolkit for assessing the quality of a connectome reconstruction via targeted inquiry and large-scale graph analysis, and to provide insights into how such connectome proofreading processes may be improved and optimized in the future. We illustrate the applications and ecosystem on a recent reference dataset.Clinical relevance— Large-scale electron microscopy (EM) data offers a novel opportunity to characterize etiologies and neurological diseases and conditions at an unprecedented scale. EM is useful for low-level analyses such as biopsies; this increased scale offers new possibilities for research into areas such as neural networks if certain bottlenecks and problems are overcome.",10,2021.0,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,golden,core_relevant,0.92,nanoscale_only,connectomics_pipeline_tool,Connectome assessment/QC toolkit for reconstruction pipelines,False
