work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason
work_02da51be986693aa,d130f2f812c037df4f166038a093dcc67ed13adf,core_audit,1,d130f2f812c037df4f166038a093dcc67ed13adf,PTEN Activity Defines an Axis for Plasticity at Cortico-Amygdala Synapses and Influences Social Behavior.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b0c637bea7405d593fa7bfb041fe4a7f6abe718891febadb67a571c646847c88,batch_000,uncertain,"['biological_application', 'health_translation']",0.55,Plasticity at Cortico-Amygdala Synapses; structural hypoconnectivity; synaptic depression at cortico-amygdala synapses,"PTEN synaptic plasticity/behavior study—synaptic electrophysiology, unclear connectomics mapping.",[],True,core_noise_audit
work_030369e8e6f67d08,dd0ac260397aa70f4956c68bd4e508b7d6ea1b70,core_audit,1,dd0ac260397aa70f4956c68bd4e508b7d6ea1b70,Inputs and Outputs of the Mammalian Circadian Clock,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,58b31d1c8ece5e357b775c4a3b0c85e239d8447ab18a71c94be77393208b6fd1,batch_000,uncertain,"['biological_application', 'network_science']",0.5,circadian “connectome”; synaptic and non-synaptic inputs onto and outputs from the SCN,Review of SCN circuit inputs/outputs using 'connectome' loosely—not nanoscale mapping.,['ambiguous_connectome_usage'],True,core_noise_audit
work_0308d268ca38e94f,9e3f2be4af4e1b9debd458b655bfc40aa2da4ddb,core_audit,1,9e3f2be4af4e1b9debd458b655bfc40aa2da4ddb,Intrinsic elaboration of prefrontal modularity: a dual-control model of axon bundling and synaptic docking,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,eada29d3f8119b7bafd26c5b72228c50277a9ca140c52f18e2b4f1db8d42defb,batch_000,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.65,spatial transcriptomics and connectomics; Dual-Control Model of circuit assembly; long-range connectivity,PFC developmental circuit assembly with connectomics context—adjacent developmental circuit biology.,[],True,low_confidence
work_03367aebcb1d754d,40e3bcea424efa7f29be056329376c03ee3446c8,core_audit,1,40e3bcea424efa7f29be056329376c03ee3446c8,"Modeling and simulation of neocortical micro- and mesocircuitry (Part II, Physiology and experimentation)",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dacc8f4b0730590905750f052ba9d0d4b1850cc0eaa31053a5836a9a51d7516f,batch_000,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.72,"neocortical micro- and mesocircuitry; 4.2 million ... neurons, and 13.2 billion local and mid-range synapses; rewired connectome ... electron microscopy","Large-scale biophysical neocortical circuit model informed by EM targeting rules—adjacent modeling, not primary EM reconstruction.",[],True,low_confidence
work_039aa22a40fe5a8f,0d14493e93556eca47d28932615b0fc5e164fc60,unresolved,1,0d14493e93556eca47d28932615b0fc5e164fc60,Modeling spatio-temporal patterns of holistic functional brain networks via multi-head guided attention graph neural networks (Multi-Head GAGNNs),agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,2740194197c6f3308669400f71099b7d2b679aa92c3892bd10a4a2a7ccee6f10,batch_000,out_of_scope,['network_science'],0.9,holistic functional brain networks; task fMRI datasets from the public Human Connectome Project,GNN modeling of fMRI functional brain networks.,"['resting_state_or_functional_connectivity', 'generic_machine_learning']",True,random_high_confidence_exclusion_audit
work_03af12da3a95c029,85201e8f9d6e24d78c70d310ed7e8c244fa007e7,core_audit,1,85201e8f9d6e24d78c70d310ed7e8c244fa007e7,Author response: Convergence of monosynaptic and polysynaptic sensory paths onto common motor outputs in a Drosophila feeding connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,core_noise_audit
work_03b8b6340a7756de,061a875a9e8b751e5d229e5f8562ca0ce640762c,core_audit,1,061a875a9e8b751e5d229e5f8562ca0ce640762c,Analysis of segmentation ontology reveals the similarities and differences in connectivity onto L2/3 neurons in mouse V1,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c6da3c1c275b86a7b8de2accebd174464a8188fe9535ba3a491d43e0111a413e,batch_000,adjacent_relevant,"['biological_application', 'network_science']",0.75,long-range presynaptic connectivity onto excitatory and inhibitory neurons ... mouse primary visual cortex; inputs,"Long-range connectivity comparison onto V1 cell classes—circuit connectivity, modality not clearly EM dense connectomics.",[],True,low_confidence
work_03f185e6c6909898,f986140ddddfee7253eec580341a6c9aa49a49a8,unresolved,1,f986140ddddfee7253eec580341a6c9aa49a49a8,"Integrative analysis of single-neuron projectomes links connectome, transcriptome, and function in the mouse cortex.",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,272052312ca1d0cd3630f59d6b84542b48bef83f04b2cce61ee6e5c5cb92782e,batch_000,adjacent_relevant,"['biological_application', 'network_science', 'alternative_modality']",0.8,"reconstructed the projectomes of nearly 20,000 neurons in the whole mouse cortex; single-neuron connectivity",Large-scale single-neuron projectome mapping (light-level projections)—mesoscale adjacent to synaptic EM core.,['mesoscale_only'],True,low_confidence
work_0414188d3e36a6c6,c3c3a2b793f43e5fec5ed70c9ce991521b7a2ad0,unresolved,1,c3c3a2b793f43e5fec5ed70c9ce991521b7a2ad0,HIERARCHICAL BRAIN EMBEDDING USING EXPLAINABLE GRAPH LEARNING,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bff2b251ee2ceb4a9108ae13240a1b5e31669979afed7fae57477ab08f14d87d,batch_000,out_of_scope,['network_science'],0.9,functional brain networks derived using ICA ... Human Connectome Project,Explainable graph learning on HCP functional networks.,"['resting_state_or_functional_connectivity', 'generic_machine_learning']",True,random_high_confidence_exclusion_audit
work_041f331f55260790,01a3a0727a03daa5dff1e5d393f8d0d1122e6d4e,unresolved,1,01a3a0727a03daa5dff1e5d393f8d0d1122e6d4e,Age-dependent white matter microstructural disintegrity in autism spectrum disorder,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8d8d4d91867b9b349c2c45a5e98f29ab3c43e552c0e0753f38f405811e91cb98,batch_000,out_of_scope,"['network_science', 'health_translation']",0.93,Diffusion Tensor Imaging (DTI) metrics and connectome Edge Density (ED); Autism Spectrum Disorder,DTI microstructural/connectome markers across ASD age cohorts.,['diffusion_mri_or_tractography'],True,random_high_confidence_exclusion_audit
work_0422003f036f3ec9,7f281a65d11161abff332d91993e32968339aced,unresolved,1,7f281a65d11161abff332d91993e32968339aced,Graph-Theoretical Methods for Statistical Inference on MR Connectome Data DARPA,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_0434eed397f07b8c,84e3e57285ce6a5854a1d6b43d28a0da1a264e97,core_audit,1,84e3e57285ce6a5854a1d6b43d28a0da1a264e97,Volume Electron Microscopy Workflows for the study of Large-Scale Neural Connectomics.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,core_noise_audit
work_043d6cf6b22999a9,330ba6916cd4018ae8526dd09ca1e86088271836,core_audit,1,330ba6916cd4018ae8526dd09ca1e86088271836,A Digital Neural Array IC for Real-Time Neural Network Replication from Spike Activities,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a015c5ab0d75fb1a2ad1d6b288e3fb3fd4b5076ece07509f1e65cd1c774ff39d,batch_000,adjacent_relevant,"['structure_function_modeling', 'infrastructure']",0.7,network reconstruction—inferring synaptic connectivity directly from spike-train data; biologically derived C.elegans head network,"Hardware platform reconstructing synaptic connectivity from spikes, validated on C. elegans—adjacent neuromorphic/inference, not EM mapping.",[],True,low_confidence
work_047847ced0c96ed0,1462000e3c61a2c30f232e7512e4a81e010c8b12,role_bridge,1,1462000e3c61a2c30f232e7512e4a81e010c8b12,The head direction circuit of two insect species,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,848b6f970d97b7387a3bfc75ac732ea72ed34a6bfb9da33c1f70237834af8372,batch_000,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.72,head direction circuit; neuronal circuit with dynamics resembling those of a ring attractor; precise connectivity patterns in two insect species,"Comparative modeling of insect heading circuits using known connectivity—adjacent circuit modeling, not primary EM reconstruction.",[],True,low_confidence
work_0486bae81297fa99,6b943b71be06bcc431b4699276edb87182542142,core_audit,1,6b943b71be06bcc431b4699276edb87182542142,Mapping the Connectome: Multi-Level Analysis of Brain Connectivity,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3f86b4f9323939eb58be0c3e8da4ff905a2205f9103296d1927fbc99a6b2432a,batch_000,uncertain,"['network_science', 'alternative_modality']",0.55,multi-level connectivity mapping; diffusion magnetic resonance imaging; cellular-level connections and molecular properties of individual synapses,Multi-level connectome overview spanning dMRI to synapses—mixed scope; defer rather than exclude.,['ambiguous_connectome_usage'],True,core_noise_audit
work_05006ad65a5c5f62,9cd3bdfbcefaca30ba00c9ae15cf6368696843d0,core_audit,1,9cd3bdfbcefaca30ba00c9ae15cf6368696843d0,Regional Diversity in the Postsynaptic Proteome of the Mouse Brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1d735fa23c8c7dba650b3f0800144970a283b1c58e71eb9437507b64a5e30b80,batch_000,adjacent_relevant,"['synapse_inference', 'biological_application']",0.78,proteome of the postsynaptic terminal; Postsynaptic proteomes were isolated from seven forebrain and hindbrain regions; Combining proteomic and connectomic data,Regional postsynaptic proteomics linked to connectomics—adjacent synaptic molecular biology.,[],True,low_confidence
work_053a6d2ad8e9d69a,da407a132d061b2b5d379724c183e40f58d71e79,core_audit,1,da407a132d061b2b5d379724c183e40f58d71e79,An intersectional gene regulatory strategy defines subclass diversity of C. elegans motor neurons,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a543d9ed77a9932711d8ffc41393c7b919e60771dbc0b433dbae2779bb7d412a,batch_000,uncertain,['biological_application'],0.55,subclass diversity of C. elegans motor neurons; Cholinergic motor neuron classes,Gene regulatory strategy for C. elegans motor neuron subclasses—not clearly synaptic connectome mapping.,[],True,core_noise_audit
work_0552194b80de37f0,7c2f5edbc8f19331780fcf494ba91beeba86af89,core_audit,1,7c2f5edbc8f19331780fcf494ba91beeba86af89,"Topology of synaptic connectivity constrains neuronal stimulus representation, predicting two complementary coding strategies",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,905913828fa1bb88890ee63fbad15d6eb8aa086d592fe9822998866404e88b9d,batch_000,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.7,Topology of synaptic connectivity constrains neuronal stimulus representation; connectivity of the sampled network,Theory linking synaptic connectivity topology to coding—adjacent modeling without EM mapping.,[],True,low_confidence
work_056237b15ff5a6e6,628173b527bd7f78e7d884c5a65629efa840fa89,unresolved,1,628173b527bd7f78e7d884c5a65629efa840fa89,Chimera States and Seizures in a Mouse Neuronal Model,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1de629657c18074ea20cf838683ce556cb0b188911eacfaa22cc83083a0a119e,batch_000,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.68,"network of modified Hindmarsh–Rose neurons, configured to reflect the graph of the mesoscale mouse connectome",Chimera/seizure dynamics on mesoscale mouse connectome model.,['mesoscale_only'],True,low_confidence
work_058739ee82382c88,878e6616ed1e0adc5c8b9aa05e37b850f073dd60,unresolved,1,878e6616ed1e0adc5c8b9aa05e37b850f073dd60,"Review for ""The connectome of the Caenorhabditis elegans pharynx""",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],True,uncertain_or_missing_abstract
work_05e7be51adf6e08a,a2fb37821050800e476238a0b76aacdb997ca9a4,core_audit,1,a2fb37821050800e476238a0b76aacdb997ca9a4,Multisensory learning recruits visual neurons into an olfactory memory engram,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dd603e277eb98a56c6a6a9f87c0f087dbfc1a111b06d8c7986f649baa01c71e9,batch_001,uncertain,['biological_application'],0.55,multisensory memory in Drosophila; mushroom body Kenyon Cells; olfactory memory engram,Drosophila multisensory learning physiology—mentions circuits but not connectome reconstruction.,[],True,core_noise_audit
work_05ef9567c6dffcf6,b9a9c4c23dceef234699c4d3f377767dc6273186,unresolved,1,b9a9c4c23dceef234699c4d3f377767dc6273186,A Multimodal Multilevel Neuroimaging Model for Investigating Brain Connectome Development,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,232c402f657489ad37240513d13d1fa1dde8f5d5648d84ffeb807d732a1397be,batch_001,out_of_scope,['network_science'],0.9,functional MRI (fMRI) and diffusion MRI (dMRI); structural as well as functional brain connectomes,Multimodal MRI model of adolescent connectome development.,"['diffusion_mri_or_tractography', 'resting_state_or_functional_connectivity']",True,random_high_confidence_exclusion_audit
work_068034b20857f28d,4cc73dfe85c17d169577440810117ab65efed6fb,core_audit,1,4cc73dfe85c17d169577440810117ab65efed6fb,Shallow networks run deep: Peripheral preprocessing facilitates odor classification,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a1d478a7facc28f9561040ad9845a96c82c68f33d9ac2d635a5fd4706abd853e,batch_001,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.7,Drosophila as a model; odor preprocessing; shallow architectures,Algorithmic role of Drosophila olfactory preprocessing—circuit computation adjacent to connectomics.,[],True,low_confidence
work_06d988a94f52ce61,03c346060b2cbf04947305f0a5a36eef6ca852ec,core_audit,1,03c346060b2cbf04947305f0a5a36eef6ca852ec,System Identification with Biophysical Constraints: A Circuit Model of the Inner Retina,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,9add3aafdd65bcb0298bcdbcfee5841ad3a85d8f3559df31a38d507b0e5ae1e8,batch_001,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.72,circuit model of the inner retina; retinal function; neural circuits they form,Biophysically constrained system ID of retinal circuits—adjacent modeling.,[],True,low_confidence
work_06e1c60eb86ba22d,0379da7ee390b4538c51a832017b6a9acbf72534,core_audit,1,0379da7ee390b4538c51a832017b6a9acbf72534,Neural evolution of complex motor behaviors: insights from Drosophila courtship song.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f89cf9a265a5da629f19ec14c627d94fb608486931138923cc9c1e2f51861334,batch_001,uncertain,['biological_application'],0.5,Drosophila courtship song; neural evolution of complex motor behaviors,Drosophila courtship song neural evolution—insufficient evidence of connectome mapping.,[],True,core_noise_audit
work_06fe6252132bc249,d9dd9d6c6e4cd1fbe38a883f7e38a090031d27a9,core_audit,1,d9dd9d6c6e4cd1fbe38a883f7e38a090031d27a9,"Percolation may explain efficiency, robustness, and economy of the brain",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b507d8c52f59631c500980ecd111a2daccd3415bb313cdafc20e7a92000727c7,batch_001,uncertain,"['network_science', 'structure_function_modeling']",0.55,billions of neurons connected by ultra-dense synapses; percolation ... brain,Theoretical percolation model of brain efficiency—ambiguous connectomics linkage.,['ambiguous_connectome_usage'],True,core_noise_audit
work_06fed2e30ee196ac,3b871dce1b39ac72c6e226985602704ae6ee5aff,unresolved,1,3b871dce1b39ac72c6e226985602704ae6ee5aff,The connectomics challenge.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f17f91bec867ff48524208a58e9c5a02227301636cbb8f5bb9976d2d4396193a,batch_001,adjacent_relevant,"['network_science', 'infrastructure']",0.75,connectomics challenge; reconstruction of the connectivity map; electron and optical microscopy,Perspective on the connectomics mapping challenge across modalities.,[],True,low_confidence
work_075bd479e1fdf07b,4739de228cb8ca9867e19a761a7d1c3d67261acb,unresolved,1,4739de228cb8ca9867e19a761a7d1c3d67261acb,Evidence for a Functional Proximity Law in Multilayer Networks,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7046028388747ab036c1c7462374649ecd4d5252a10708170a985a63a0e57ffd,batch_001,out_of_scope,['network_science'],0.9,Hub importance scores in multilayer networks; neuroscience ... among domains,Generic multilayer network Functional Proximity Law including neuroscience examples.,['generic_network_neuroscience'],True,random_high_confidence_exclusion_audit
work_07aa0164f902c8fb,2f794aa713b953b69b22dae8edd331d96889fd53,core_audit,1,2f794aa713b953b69b22dae8edd331d96889fd53,Cell type composition and circuit organization of neocortical radial clones,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,5a158df7c9d1f7828ac1b0f180082605fc3885d1df19e6e33ffae2e32684c1fa,batch_001,adjacent_relevant,"['biological_application', 'network_science']",0.75,cell types and circuit organization of neocortical radial clones; multi-cell patch clamp,Radial clone cell types and local circuit connectivity via patch clamp—adjacent synaptic circuit biology.,[],True,low_confidence
work_07c76747bbcc0ce9,7f80da59baa04624d2743009f4d62e1bdec8b3d5,unresolved,1,7f80da59baa04624d2743009f4d62e1bdec8b3d5,Neural network embedding of functional microconnectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bfb599f3b34ee777c6392b87c1c22be15d72ddfb184c144057d64da9b9f28f42,batch_001,uncertain,"['network_science', 'structure_function_modeling']",0.55,functional microconnectome; network architecture; automated as well as interpretable,Embedding/analysis of functional microconnectome—modality ambiguous.,['ambiguous_connectome_usage'],True,uncertain_or_missing_abstract
work_07c7b0397ccdb7f6,4eb5be84d7872ddda9c26544ff154db0bfdfab95,core_audit,1,4eb5be84d7872ddda9c26544ff154db0bfdfab95,Heterocellular Coupling Between Amacrine Cells and Ganglion Cells,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c53beeb1c9431eafcbdf45811da5663afcb58b3dbc1a7f3e9aa959d53c30cce3,batch_001,adjacent_relevant,"['biological_application', 'network_science']",0.7,"electrical coupling; bipolar cells, amacrine ... and ganglion cells; gap junctions",Heterocellular electrical coupling among retinal cell classes—circuit physiology adjacent.,[],True,low_confidence
work_07e016e6d7ea0f02,31f93ba83aebc32a32d5abc4633bf0c79d0cde37,unresolved,1,31f93ba83aebc32a32d5abc4633bf0c79d0cde37,Neural signature of developmental coordination disorder in the structural connectome independent of comorbid autism.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,efb399641545f820a328e47b02d38d119880520c5cb93597e4e0b6c7b71aba20,batch_001,out_of_scope,"['network_science', 'health_translation']",0.9,structural connectome; Developmental Coordination Disorder; autism spectrum disorders,Structural connectome signature of DCD independent of autism.,['diffusion_mri_or_tractography'],True,random_high_confidence_exclusion_audit
